Date,High_LYB,Low_LYB,Open_LYB,Close_LYB,Volume_LYB
2010-04-28,22.25,21.700000762939453,22.25,22.0,5244400
2010-04-29,23.25,21.899999618530273,22.0,23.0,8773600
2010-04-30,23.0,22.25,22.950000762939453,22.299999237060547,1644400
2010-05-03,22.950000762939453,22.649999618530273,22.75,22.799999237060547,3302700
2010-05-04,22.799999237060547,21.5,22.799999237060547,21.5,2276500
2010-05-05,22.0,20.0,22.0,20.59000015258789,6999200
2010-05-06,20.549999237060547,18.450000762939453,20.5,19.450000762939453,8029400
2010-05-07,19.549999237060547,17.899999618530273,19.5,18.600000381469727,3881500
2010-05-10,19.850000381469727,18.700000762939453,19.75,19.010000228881836,3861100
2010-05-11,19.280000686645508,18.75,18.75,18.899999618530273,2626900
2010-05-12,20.040000915527344,19.200000762939453,19.200000762939453,19.799999237060547,5714300
2010-05-13,20.100000381469727,19.600000381469727,19.850000381469727,19.649999618530273,2475900
2010-05-14,19.399999618530273,18.75,19.299999237060547,18.75,3133400
2010-05-17,19.200000762939453,18.700000762939453,19.0,18.850000381469727,10117000
2010-05-18,19.31999969482422,18.25,19.049999237060547,18.790000915527344,6219800
2010-05-19,18.93000030517578,17.549999237060547,18.899999618530273,17.700000762939453,6227700
2010-05-20,17.139999389648438,16.200000762939453,17.139999389648438,16.899999618530273,10248400
2010-05-21,17.1200008392334,16.25,16.350000381469727,16.549999237060547,4560800
2010-05-24,17.149999618530273,16.68000030517578,16.700000762939453,16.899999618530273,1761300
2010-05-25,16.790000915527344,16.200000762939453,16.790000915527344,16.56999969482422,4649600
2010-05-26,17.399999618530273,16.799999237060547,16.989999771118164,17.149999618530273,2079300
2010-05-27,18.0,17.649999618530273,17.649999618530273,17.899999618530273,3156100
2010-05-28,17.899999618530273,16.25,17.899999618530273,17.770000457763672,222200
2010-06-01,17.799999237060547,17.200000762939453,17.649999618530273,17.5,900800
2010-06-02,17.65999984741211,17.219999313354492,17.610000610351562,17.329999923706055,829900
2010-06-03,17.5,17.149999618530273,17.450000762939453,17.329999923706055,2173600
2010-06-04,17.100000381469727,16.75,17.049999237060547,17.049999237060547,3147200
2010-06-07,17.200000762939453,16.739999771118164,17.149999618530273,16.889999389648438,2826800
2010-06-08,17.030000686645508,16.5,17.030000686645508,16.75,2037700
2010-06-09,17.100000381469727,16.700000762939453,16.790000915527344,16.790000915527344,1410200
2010-06-10,17.06999969482422,16.850000381469727,16.969999313354492,16.969999313354492,1401000
2010-06-11,17.190000534057617,16.940000534057617,16.940000534057617,17.139999389648438,452500
2010-06-14,17.579999923706055,17.190000534057617,17.190000534057617,17.489999771118164,1008500
2010-06-15,18.0,17.350000381469727,17.479999542236328,17.969999313354492,1974300
2010-06-16,17.969999313354492,17.6299991607666,17.93000030517578,17.639999389648438,1041500
2010-06-17,17.75,17.139999389648438,17.68000030517578,17.299999237060547,1090600
2010-06-18,17.350000381469727,17.149999618530273,17.329999923706055,17.209999084472656,1373700
2010-06-21,17.530000686645508,17.09000015258789,17.450000762939453,17.100000381469727,514100
2010-06-22,17.100000381469727,16.799999237060547,17.09000015258789,16.84000015258789,1502900
2010-06-23,16.950000762939453,16.600000381469727,16.899999618530273,16.649999618530273,1125700
2010-06-24,16.920000076293945,16.350000381469727,16.690000534057617,16.799999237060547,2151600
2010-06-25,16.920000076293945,16.700000762939453,16.899999618530273,16.81999969482422,612000
2010-06-28,16.8700008392334,16.700000762939453,16.8700008392334,16.8700008392334,355800
2010-06-29,16.739999771118164,16.25,16.739999771118164,16.25,2561000
2010-06-30,16.5,16.149999618530273,16.270000457763672,16.149999618530273,1534100
2010-07-01,16.299999237060547,15.399999618530273,16.239999771118164,15.550000190734863,4006100
2010-07-02,15.6899995803833,15.399999618530273,15.579999923706055,15.479999542236328,231700
2010-07-06,15.59000015258789,14.899999618530273,15.5,15.0600004196167,833700
2010-07-07,15.149999618530273,14.859999656677246,15.050000190734863,15.0,2137200
2010-07-08,15.149999618530273,14.949999809265137,14.949999809265137,15.050000190734863,2422200
2010-07-09,16.020000457763672,15.0,15.100000381469727,15.800000190734863,1478700
2010-07-12,16.020000457763672,15.800000190734863,15.819999694824219,15.819999694824219,786100
2010-07-13,16.5,15.829999923706055,15.829999923706055,16.399999618530273,1647300
2010-07-14,16.450000762939453,16.25,16.399999618530273,16.399999618530273,1537200
2010-07-15,16.43000030517578,16.0,16.43000030517578,16.3700008392334,905900
2010-07-16,16.299999237060547,16.0,16.299999237060547,16.200000762939453,624700
2010-07-19,16.700000762939453,16.110000610351562,16.18000030517578,16.450000762939453,497300
2010-07-20,16.440000534057617,16.149999618530273,16.440000534057617,16.190000534057617,1244700
2010-07-21,16.299999237060547,16.190000534057617,16.190000534057617,16.239999771118164,1801200
2010-07-22,16.59000015258789,16.260000228881836,16.260000228881836,16.549999237060547,1126300
2010-07-23,16.790000915527344,16.520000457763672,16.549999237060547,16.780000686645508,1415100
2010-07-26,17.700000762939453,17.0,17.0,17.649999618530273,3400400
2010-07-27,18.34000015258789,17.25,17.920000076293945,18.229999542236328,5778800
2010-07-28,18.219999313354492,17.81999969482422,18.219999313354492,17.93000030517578,2440000
2010-07-29,18.149999618530273,17.84000015258789,18.100000381469727,17.940000534057617,1598500
2010-07-30,18.06999969482422,17.68000030517578,17.920000076293945,18.0,2023100
2010-08-02,18.260000228881836,18.049999237060547,18.149999618530273,18.059999465942383,1543000
2010-08-03,18.1200008392334,17.700000762939453,18.09000015258789,17.899999618530273,1558700
2010-08-04,18.459999084472656,17.899999618530273,17.899999618530273,18.299999237060547,4194300
2010-08-05,18.299999237060547,18.200000762939453,18.299999237060547,18.239999771118164,252300
2010-08-06,18.25,17.920000076293945,18.219999313354492,18.0,500600
2010-08-09,18.149999618530273,17.989999771118164,18.0,18.049999237060547,1252900
2010-08-10,18.049999237060547,17.899999618530273,18.049999237060547,17.989999771118164,1056300
2010-08-11,17.799999237060547,17.600000381469727,17.799999237060547,17.610000610351562,2021000
2010-08-12,17.6299991607666,17.399999618530273,17.6299991607666,17.5,3260500
2010-08-13,18.030000686645508,17.510000228881836,17.510000228881836,18.020000457763672,2973700
2010-08-16,19.299999237060547,18.649999618530273,18.850000381469727,18.700000762939453,10729700
2010-08-17,19.200000762939453,18.950000762939453,18.950000762939453,19.06999969482422,4572800
2010-08-18,20.049999237060547,19.100000381469727,19.100000381469727,19.799999237060547,3564800
2010-08-19,20.09000015258789,19.0,19.889999389648438,19.799999237060547,5313000
2010-08-20,20.020000457763672,19.760000228881836,19.799999237060547,19.889999389648438,3292700
2010-08-23,20.25,19.899999618530273,19.899999618530273,20.059999465942383,2222900
2010-08-24,20.049999237060547,19.700000762939453,19.799999237060547,19.989999771118164,5178500
2010-08-25,20.049999237060547,19.8700008392334,19.940000534057617,19.93000030517578,3994300
2010-08-26,20.5,19.950000762939453,19.950000762939453,20.0,2807100
2010-08-27,20.440000534057617,19.979999542236328,20.139999389648438,20.440000534057617,1984200
2010-08-30,20.799999237060547,20.219999313354492,20.399999618530273,20.219999313354492,1728000
2010-08-31,20.510000228881836,20.219999313354492,20.219999313354492,20.5,2316300
2010-09-01,21.299999237060547,20.489999771118164,20.5,21.020000457763672,5464700
2010-09-02,21.049999237060547,20.760000228881836,21.049999237060547,20.950000762939453,1548700
2010-09-03,21.299999237060547,20.989999771118164,20.989999771118164,21.1299991607666,1072600
2010-09-07,21.1200008392334,20.799999237060547,21.1200008392334,20.959999084472656,1540000
2010-09-08,21.1299991607666,20.950000762939453,20.950000762939453,20.989999771118164,2135400
2010-09-09,21.149999618530273,20.670000076293945,21.0,20.700000762939453,2958400
2010-09-10,20.81999969482422,20.690000534057617,20.709999084472656,20.790000915527344,806500
2010-09-13,21.40999984741211,20.780000686645508,20.780000686645508,21.3799991607666,3431400
2010-09-14,21.56999969482422,21.309999465942383,21.389999389648438,21.510000228881836,2403900
2010-09-15,21.639999389648438,21.450000762939453,21.510000228881836,21.559999465942383,1302100
2010-09-16,22.280000686645508,21.75,21.75,21.850000381469727,4179800
2010-09-17,22.25,22.010000228881836,22.190000534057617,22.25,2845700
2010-09-20,22.270000457763672,22.190000534057617,22.25,22.200000762939453,1651400
2010-09-21,22.270000457763672,22.170000076293945,22.209999084472656,22.209999084472656,3081900
2010-09-22,22.280000686645508,21.850000381469727,22.239999771118164,21.940000534057617,1636900
2010-09-23,21.950000762939453,21.600000381469727,21.850000381469727,21.850000381469727,1356500
2010-09-24,22.469999313354492,22.0,22.0,22.459999084472656,2632000
2010-09-27,23.110000610351562,22.690000534057617,22.690000534057617,23.100000381469727,4341200
2010-09-28,23.639999389648438,23.030000686645508,23.100000381469727,23.450000762939453,2932200
2010-09-29,23.950000762939453,23.3700008392334,23.3799991607666,23.6200008392334,3805000
2010-09-30,23.950000762939453,23.260000228881836,23.649999618530273,23.899999618530273,4344600
2010-10-01,24.059999465942383,23.709999084472656,23.920000076293945,23.8700008392334,6646000
