Date,High_DNA,Low_DNA,Open_DNA,Close_DNA,Volume_DNA
2021-04-19,10.890000343322754,10.020000457763672,10.609999656677246,10.119999885559082,1439000
2021-04-20,10.229999542236328,10.0,10.199999809265137,10.149999618530273,2208300
2021-04-21,10.220000267028809,10.0600004196167,10.149999618530273,10.220000267028809,1901500
2021-04-22,10.420000076293945,10.15999984741211,10.239999771118164,10.279999732971191,1598800
2021-04-23,10.460000038146973,10.314000129699707,10.399999618530273,10.369999885559082,1271500
2021-04-26,10.619999885559082,10.220000267028809,10.420000076293945,10.260000228881836,1031700
2021-04-27,10.369999885559082,10.220000267028809,10.319999694824219,10.300000190734863,1303200
2021-04-28,10.34000015258789,10.229999542236328,10.289999961853027,10.260000228881836,1367300
2021-04-29,10.300000190734863,10.220000267028809,10.239999771118164,10.279999732971191,877500
2021-04-30,10.289999961853027,10.170000076293945,10.279999732971191,10.239999771118164,1047000
2021-05-03,10.25,10.100000381469727,10.239999771118164,10.149999618530273,1212600
2021-05-04,10.170000076293945,10.029999732971191,10.100000381469727,10.149999618530273,1160600
2021-05-05,10.199999809265137,10.079999923706055,10.100000381469727,10.149999618530273,1181100
2021-05-06,10.15999984741211,10.0,10.15999984741211,10.029999732971191,2012300
2021-05-07,10.079999923706055,9.989999771118164,10.029999732971191,10.0600004196167,1138100
2021-05-10,10.039999961853027,9.930000305175781,10.039999961853027,9.9399995803833,2006000
2021-05-11,9.960000038146973,9.84000015258789,9.930000305175781,9.869999885559082,24772400
2021-05-12,9.949999809265137,9.869999885559082,9.930000305175781,9.890000343322754,7942400
2021-05-13,9.930000305175781,9.859999656677246,9.920000076293945,9.880000114440918,5742200
2021-05-14,9.942999839782715,9.864999771118164,9.890000343322754,9.899999618530273,7314900
2021-05-17,9.920000076293945,9.869999885559082,9.920000076293945,9.890000343322754,1939200
2021-05-18,9.90999984741211,9.859999656677246,9.890000343322754,9.869999885559082,1609900
2021-05-19,9.880000114440918,9.850000381469727,9.850000381469727,9.850000381469727,1957800
2021-05-20,9.890000343322754,9.84000015258789,9.84000015258789,9.880000114440918,2310300
2021-05-21,9.9399995803833,9.859999656677246,9.9399995803833,9.890000343322754,4245600
2021-05-24,9.90999984741211,9.859999656677246,9.899999618530273,9.869999885559082,1478600
2021-05-25,9.899999618530273,9.850000381469727,9.859999656677246,9.890000343322754,1455800
2021-05-26,9.890000343322754,9.850000381469727,9.880000114440918,9.890000343322754,2002000
2021-05-27,9.890000343322754,9.859999656677246,9.890000343322754,9.880000114440918,757400
2021-05-28,9.880000114440918,9.854999542236328,9.859999656677246,9.869999885559082,1343000
2021-06-01,9.880000114440918,9.859999656677246,9.869999885559082,9.869999885559082,1188200
2021-06-02,9.880000114440918,9.850000381469727,9.869999885559082,9.869999885559082,1101800
2021-06-03,9.869999885559082,9.850000381469727,9.859999656677246,9.869999885559082,1033300
2021-06-04,9.880000114440918,9.850000381469727,9.859999656677246,9.869999885559082,2787400
2021-06-07,9.899999618530273,9.859999656677246,9.859999656677246,9.890000343322754,1802300
2021-06-08,9.960000038146973,9.869999885559082,9.890000343322754,9.899999618530273,3059800
2021-06-09,9.949999809265137,9.890000343322754,9.949999809265137,9.899999618530273,3760600
2021-06-10,10.055000305175781,9.930000305175781,9.949999809265137,10.0,3732800
2021-06-11,10.03499984741211,9.96500015258789,10.0,10.010000228881836,2838500
2021-06-14,10.039999961853027,9.899999618530273,10.039999961853027,9.930000305175781,3207400
2021-06-15,9.949999809265137,9.90999984741211,9.920000076293945,9.930000305175781,1685600
2021-06-16,9.9399995803833,9.909000396728516,9.920000076293945,9.920000076293945,1038800
2021-06-17,9.930000305175781,9.880000114440918,9.914999961853027,9.90999984741211,796600
2021-06-18,9.90999984741211,9.880000114440918,9.90999984741211,9.899999618530273,805100
2021-06-21,9.930000305175781,9.890000343322754,9.920000076293945,9.90999984741211,990400
2021-06-22,9.920000076293945,9.890000343322754,9.90999984741211,9.90999984741211,774000
2021-06-23,9.925000190734863,9.890000343322754,9.90999984741211,9.90999984741211,761200
2021-06-24,9.991000175476074,9.90999984741211,9.920000076293945,9.989999771118164,5563200
2021-06-25,10.0,9.90999984741211,9.982000350952148,9.930000305175781,1665800
2021-06-28,9.979999542236328,9.90999984741211,9.949999809265137,9.930000305175781,2685100
2021-06-29,9.989999771118164,9.925000190734863,9.9399995803833,9.979999542236328,4327200
2021-06-30,9.989999771118164,9.949999809265137,9.989999771118164,9.960000038146973,810100
2021-07-01,10.020000457763672,9.949999809265137,9.970000267028809,9.960000038146973,975500
2021-07-02,10.050000190734863,9.979999542236328,9.989999771118164,10.029999732971191,3237400
2021-07-06,10.050000190734863,9.989999771118164,10.039999961853027,10.010000228881836,1319500
2021-07-07,10.010000228881836,9.960000038146973,10.010000228881836,9.979999542236328,857400
2021-07-08,9.949999809265137,9.890000343322754,9.930000305175781,9.90999984741211,2434200
2021-07-09,10.03499984741211,9.899999618530273,9.930000305175781,9.989999771118164,2620600
2021-07-12,10.0,9.9399995803833,9.989999771118164,9.949999809265137,824400
2021-07-13,9.979999542236328,9.920000076293945,9.9399995803833,9.9399995803833,756000
2021-07-14,9.949999809265137,9.899999618530273,9.930000305175781,9.90999984741211,2225700
2021-07-15,9.970000267028809,9.890000343322754,9.90999984741211,9.930000305175781,3378800
2021-07-16,9.939000129699707,9.890000343322754,9.920000076293945,9.90999984741211,1668600
2021-07-19,9.9350004196167,9.875,9.895999908447266,9.920000076293945,2235400
2021-07-20,9.920000076293945,9.869999885559082,9.920000076293945,9.899999618530273,1507500
2021-07-21,9.960000038146973,9.899999618530273,9.920000076293945,9.9399995803833,1119500
2021-07-22,9.970000267028809,9.90999984741211,9.949999809265137,9.930000305175781,2294500
2021-07-23,9.9399995803833,9.899999618530273,9.9399995803833,9.90999984741211,4894400
2021-07-26,9.930000305175781,9.890000343322754,9.920000076293945,9.899999618530273,4291700
2021-07-27,9.899999618530273,9.859999656677246,9.890000343322754,9.890000343322754,2695300
2021-07-28,9.890000343322754,9.859000205993652,9.880000114440918,9.859999656677246,1157500
2021-07-29,9.880000114440918,9.829999923706055,9.869999885559082,9.850000381469727,3327400
2021-07-30,9.914999961853027,9.850000381469727,9.859999656677246,9.869999885559082,1648900
2021-08-02,9.90999984741211,9.859999656677246,9.90999984741211,9.869999885559082,584400
2021-08-03,9.899999618530273,9.869999885559082,9.880000114440918,9.890000343322754,1090500
2021-08-04,9.9399995803833,9.869999885559082,9.880000114440918,9.899999618530273,11405600
2021-08-05,9.970000267028809,9.920000076293945,9.949999809265137,9.949999809265137,9792900
2021-08-06,10.010000228881836,9.949999809265137,9.960000038146973,10.010000228881836,13231200
