Date,High_BWA,Low_BWA,Open_BWA,Close_BWA,Volume_BWA
2000-01-03,4.470180034637451,4.2432332038879395,4.470180034637451,4.25698709487915,767027
2000-01-04,4.332635879516602,4.250110149383545,4.284495830535889,4.25698709487915,697050
2000-01-05,4.346391201019287,4.263864040374756,4.277618885040283,4.277618885040283,486208
2000-01-06,4.284495830535889,4.2088470458984375,4.277618885040283,4.222600936889648,802470
2000-01-07,4.346391201019287,4.229477882385254,4.229477882385254,4.339513778686523,3667917
2000-01-10,4.373899936676025,4.270741939544678,4.346391201019287,4.291372776031494,1010586
2000-01-11,4.346391201019287,4.277618885040283,4.291372776031494,4.277618885040283,2276544
2000-01-12,4.318881988525391,4.263864040374756,4.284495830535889,4.270741939544678,788838
2000-01-13,4.312005043029785,4.284495830535889,4.298250198364258,4.298250198364258,684326
2000-01-14,4.318881988525391,4.263864040374756,4.30512809753418,4.263864040374756,982413
2000-01-18,4.277618885040283,4.160706043243408,4.277618885040283,4.1882147789001465,1027853
2000-01-19,4.201970100402832,4.098812103271484,4.181337833404541,4.140075206756592,957875
2000-01-20,4.1744608879089355,4.112565994262695,4.160706043243408,4.119442939758301,1245056
2000-01-21,4.16758394241333,4.112565994262695,4.126319885253906,4.112565994262695,1713088
2000-01-24,4.16758394241333,4.016284942626953,4.16758394241333,4.023161888122559,1969370
2000-01-25,4.0300397872924805,3.871864080429077,4.0300397872924805,3.926882028579712,1574950
2000-01-26,3.9612679481506348,3.8787410259246826,3.9131269454956055,3.90625,867904
2000-01-27,3.9337589740753174,3.796215057373047,3.90625,3.8237240314483643,1142362
2000-01-28,3.8030920028686523,3.693057060241699,3.8030920028686523,3.7205660343170166,1160538
2000-01-31,3.809968948364258,3.665548086166382,3.741197109222412,3.6999340057373047,1658560
2000-02-01,3.727442979812622,3.4386000633239746,3.727442979812622,3.5692670345306396,4074150
2000-02-02,3.64491605758667,3.548635959625244,3.6036529541015625,3.576143980026245,2399232
2000-02-03,3.741197109222412,3.617408037185669,3.63116192817688,3.6861801147460938,1865766
2000-02-04,3.7687060832977295,3.63116192817688,3.7136878967285156,3.64491605758667,652518
2000-02-07,3.64491605758667,3.583022117614746,3.63116192817688,3.596776008605957,764301
2000-02-08,3.6861801147460938,3.576143980026245,3.617408037185669,3.63116192817688,2037530
2000-02-09,3.6861801147460938,3.63116192817688,3.63116192817688,3.665548086166382,1714906
2000-02-10,3.7480740547180176,3.6380391120910645,3.6380391120910645,3.6999340057373047,2463757
2000-02-11,3.7480740547180176,3.665548086166382,3.727442979812622,3.665548086166382,1653107
2000-02-14,3.741197109222412,3.6380391120910645,3.6586709022521973,3.70681095123291,1903936
2000-02-15,3.7549519538879395,3.665548086166382,3.7205660343170166,3.741197109222412,1527693
2000-02-16,3.7343199253082275,3.6242849826812744,3.727442979812622,3.6242849826812744,1344115
2000-02-17,3.64491605758667,3.534881114959717,3.64491605758667,3.5417580604553223,1431360
2000-02-18,3.5692670345306396,3.4592320919036865,3.5692670345306396,3.4592320919036865,1292314
2000-02-22,3.466109037399292,3.417968988418579,3.466109037399292,3.466109037399292,1163264
2000-02-23,3.4592320919036865,3.3835830688476562,3.4592320919036865,3.4110920429229736,1024218
2000-02-24,3.3938989639282227,3.273547887802124,3.3835830688476562,3.307934045791626,1057843
2000-02-25,3.4110920429229736,3.273547887802124,3.335442066192627,3.4110920429229736,1767616
2000-02-28,3.431723117828369,3.3148109912872314,3.4042139053344727,3.417968988418579,875174
2000-02-29,3.5211269855499268,3.3629510402679443,3.4110920429229736,3.5211269855499268,1248691
2000-03-01,3.596776008605957,3.466109037399292,3.5073719024658203,3.576143980026245,982413
2000-03-02,3.651793956756592,3.548635959625244,3.548635959625244,3.63116192817688,1117824
2000-03-03,3.6586709022521973,3.576143980026245,3.6586709022521973,3.5898990631103516,948787
2000-03-06,3.6861801147460938,3.576143980026245,3.617408037185669,3.596776008605957,860634
2000-03-07,3.610529899597168,3.5073719024658203,3.596776008605957,3.5142500400543213,1195981
2000-03-08,3.5417580604553223,3.4386000633239746,3.5211269855499268,3.4454779624938965,1289587
2000-03-09,3.4454779624938965,3.3904600143432617,3.4454779624938965,3.4110920429229736,1703091
2000-03-10,3.562390089035034,3.4110920429229736,3.4110920429229736,3.4936180114746094,1016947
2000-03-13,3.64491605758667,3.4110920429229736,3.4110920429229736,3.5692670345306396,1736717
2000-03-14,3.70681095123291,3.548635959625244,3.576143980026245,3.583022117614746,1730355
2000-03-15,3.7136878967285156,3.576143980026245,3.583022117614746,3.6586709022521973,2278362
2000-03-16,3.871864080429077,3.6999340057373047,3.6999340057373047,3.8237240314483643,1589491
2000-03-17,4.0300397872924805,3.8030920028686523,3.8030920028686523,4.016284942626953,1759437
2000-03-20,4.098812103271484,3.9337589740753174,3.9337589740753174,3.9818990230560303,2529190
2000-03-21,4.071302890777588,3.9887759685516357,3.9887759685516357,4.04379415512085,809741
2000-03-22,4.064425945281982,4.016284942626953,4.04379415512085,4.023161888122559,1059661
2000-03-23,4.098812103271484,4.023161888122559,4.023161888122559,4.098812103271484,1178714
2000-03-24,4.146952152252197,3.9612679481506348,4.126319885253906,4.0575480461120605,2046618
2000-03-27,4.0575480461120605,3.9681448936462402,4.0575480461120605,3.9818990230560303,954240
2000-03-28,4.009407997131348,3.9612679481506348,3.9956541061401367,3.9681448936462402,800653
2000-03-29,3.9681448936462402,3.858109951019287,3.9681448936462402,3.8649868965148926,2444672
2000-03-30,4.002531051635742,3.8649868965148926,3.8649868965148926,3.9956541061401367,1580403
2000-03-31,4.332635879516602,4.016284942626953,4.0300397872924805,4.332635879516602,2370150
2000-04-03,4.332635879516602,4.140075206756592,4.332635879516602,4.1744608879089355,960602
2000-04-04,4.284495830535889,4.071302890777588,4.2088470458984375,4.098812103271484,1154176
2000-04-05,4.270741939544678,4.071302890777588,4.071302890777588,4.250110149383545,718861
2000-04-06,4.360145092010498,4.270741939544678,4.270741939544678,4.318881988525391,1112371
2000-04-07,4.339513778686523,4.298250198364258,4.332635879516602,4.325758934020996,866995
2000-04-10,4.45642614364624,4.346391201019287,4.346391201019287,4.360145092010498,1254144
2000-04-11,4.4014081954956055,4.277618885040283,4.360145092010498,4.4014081954956055,1003315
2000-04-12,4.607724189758301,4.387653827667236,4.415163040161133,4.580215930938721,2318349
2000-04-13,4.552707195281982,4.435793876647949,4.552707195281982,4.4976887702941895,1526784
2000-04-14,4.511444091796875,4.263864040374756,4.511444091796875,4.284495830535889,990592
2000-04-17,4.373899936676025,4.16758394241333,4.291372776031494,4.16758394241333,1646746
2000-04-18,4.332635879516602,4.181337833404541,4.181337833404541,4.312005043029785,1157811
2000-04-19,4.504566192626953,4.318881988525391,4.373899936676025,4.387653827667236,1056026
2000-04-20,4.408286094665527,4.298250198364258,4.387653827667236,4.353268146514893,892442
2000-04-24,4.360145092010498,4.312005043029785,4.360145092010498,4.325758934020996,786112
