Date,High_WST,Low_WST,Open_WST,Close_WST,Volume_WST
2004-06-21,10.119999885559082,9.960000038146973,10.012499809265137,9.987500190734863,91200
2004-06-22,10.104999542236328,9.9375,9.975000381469727,10.104999542236328,132400
2004-06-23,10.2475004196167,10.0,10.100000381469727,10.2475004196167,128400
2004-06-24,10.822500228881836,10.2475004196167,10.2475004196167,10.592499732971191,341200
2004-06-25,10.574999809265137,9.9375,10.574999809265137,9.9375,379600
2004-06-28,10.475000381469727,10.024999618530273,10.074999809265137,10.172499656677246,566000
2004-06-29,10.407500267028809,10.032500267028809,10.147500038146973,10.352499961853027,303200
2004-06-30,10.574999809265137,10.352499961853027,10.352499961853027,10.574999809265137,276400
2004-07-01,10.832500457763672,10.625,10.625,10.770000457763672,309600
2004-07-02,10.827500343322754,10.65250015258789,10.770000457763672,10.670000076293945,275200
2004-07-06,10.637499809265137,10.457500457763672,10.625,10.537500381469727,144800
2004-07-07,10.649999618530273,10.412500381469727,10.557499885559082,10.454999923706055,124000
2004-07-08,10.454999923706055,10.175000190734863,10.454999923706055,10.175000190734863,164000
2004-07-09,10.3725004196167,10.125,10.192500114440918,10.364999771118164,147600
2004-07-12,10.342499732971191,10.112500190734863,10.34000015258789,10.135000228881836,93200
2004-07-13,10.212499618530273,10.037500381469727,10.125,10.145000457763672,108800
2004-07-14,10.199999809265137,10.050000190734863,10.145000457763672,10.09000015258789,108000
2004-07-15,10.157500267028809,10.087499618530273,10.100000381469727,10.125,115600
2004-07-16,10.137499809265137,9.987500190734863,10.125,10.052499771118164,102000
2004-07-19,9.987500190734863,9.835000038146973,9.987500190734863,9.90250015258789,100400
2004-07-20,10.375,9.875,9.904999732971191,10.345000267028809,229600
2004-07-21,10.375,9.920000076293945,10.375,9.927499771118164,202800
2004-07-22,9.917499542236328,9.625,9.914999961853027,9.734999656677246,130400
2004-07-23,9.802499771118164,9.637499809265137,9.760000228881836,9.712499618530273,112000
2004-07-26,9.742500305175781,9.22249984741211,9.725000381469727,9.425000190734863,165600
2004-07-27,9.654999732971191,9.425000190734863,9.425000190734863,9.529999732971191,94000
2004-07-28,9.5600004196167,9.329999923706055,9.5,9.515000343322754,91200
2004-07-29,9.587499618530273,9.444999694824219,9.5625,9.587499618530273,124800
2004-07-30,9.59000015258789,9.475000381469727,9.579999923706055,9.522500038146973,118000
2004-08-02,9.574999809265137,9.342499732971191,9.460000038146973,9.567500114440918,132800
2004-08-03,9.600000381469727,9.475000381469727,9.537500381469727,9.577500343322754,149600
2004-08-04,9.712499618530273,9.5,9.545000076293945,9.670000076293945,144000
2004-08-05,9.694999694824219,9.387499809265137,9.637499809265137,9.430000305175781,117200
2004-08-06,9.380000114440918,9.225000381469727,9.380000114440918,9.237500190734863,117200
2004-08-09,9.362500190734863,9.15999984741211,9.324999809265137,9.212499618530273,105600
2004-08-10,9.324999809265137,9.194999694824219,9.199999809265137,9.324999809265137,99600
2004-08-11,9.479999542236328,9.149999618530273,9.262499809265137,9.364999771118164,143200
2004-08-12,9.354999542236328,9.149999618530273,9.327500343322754,9.15250015258789,78400
2004-08-13,9.462499618530273,9.204999923706055,9.204999923706055,9.237500190734863,79600
2004-08-16,9.395000457763672,9.262499809265137,9.262499809265137,9.335000038146973,124400
2004-08-17,9.385000228881836,9.2524995803833,9.359999656677246,9.28499984741211,97600
2004-08-18,9.4375,9.225000381469727,9.25,9.369999885559082,224000
2004-08-19,9.609999656677246,9.287500381469727,9.324999809265137,9.550000190734863,94800
2004-08-20,9.787500381469727,9.4375,9.579999923706055,9.787500381469727,133200
2004-08-23,9.837499618530273,9.545000076293945,9.774999618530273,9.6274995803833,113200
2004-08-24,9.824999809265137,9.625,9.657500267028809,9.8125,100000
2004-08-25,9.899999618530273,9.75,9.837499618530273,9.852499961853027,166800
2004-08-26,9.917499542236328,9.762499809265137,9.875,9.774999618530273,178000
2004-08-27,9.970000267028809,9.787500381469727,9.787500381469727,9.970000267028809,66000
2004-08-30,9.975000381469727,9.8149995803833,9.949999809265137,9.90999984741211,76000
2004-08-31,9.9975004196167,9.817500114440918,9.90999984741211,9.9975004196167,62400
2004-09-01,10.180000305175781,9.962499618530273,9.962499618530273,10.0625,180800
2004-09-02,10.100000381469727,9.979999542236328,10.074999809265137,10.0,244000
2004-09-03,10.020000457763672,9.8725004196167,10.005000114440918,9.875,119200
2004-09-07,10.0,9.875,9.875,10.0,182800
2004-09-08,10.024999618530273,9.912500381469727,10.0,9.992500305175781,83600
2004-09-09,10.012499809265137,9.854999542236328,9.854999542236328,10.0,251600
2004-09-10,10.024999618530273,9.949999809265137,9.987500190734863,10.012499809265137,71600
2004-09-13,10.020000457763672,9.975000381469727,10.020000457763672,10.0,64400
2004-09-14,9.987500190734863,9.899999618530273,9.9375,9.899999618530273,91200
2004-09-15,9.904999732971191,9.850000381469727,9.904999732971191,9.885000228881836,65200
2004-09-16,9.9375,9.850000381469727,9.887499809265137,9.925000190734863,68000
2004-09-17,9.9399995803833,9.800000190734863,9.9399995803833,9.84000015258789,156800
2004-09-20,9.9350004196167,9.837499618530273,9.869999885559082,9.887499809265137,61600
2004-09-21,10.0,9.824999809265137,9.875,9.97249984741211,73200
2004-09-22,9.947500228881836,9.727499961853027,9.947500228881836,9.762499809265137,83200
2004-09-23,9.817500114440918,9.6899995803833,9.787500381469727,9.755000114440918,66400
2004-09-24,9.800000190734863,9.712499618530273,9.757499694824219,9.75,70400
2004-09-27,9.800000190734863,9.625,9.800000190734863,9.640000343322754,83200
2004-09-28,10.082500457763672,9.640000343322754,9.640000343322754,10.082500457763672,347200
2004-09-29,10.274999618530273,10.045000076293945,10.045000076293945,10.274999618530273,100000
2004-09-30,10.454999923706055,10.029999732971191,10.199999809265137,10.425000190734863,157000
2004-10-01,10.770000457763672,10.3100004196167,10.399999618530273,10.765000343322754,163800
2004-10-04,11.199999809265137,10.699999809265137,10.765000343322754,11.130000114440918,200800
2004-10-05,11.130000114440918,10.880000114440918,11.125,11.055000305175781,419000
2004-10-06,11.135000228881836,10.859999656677246,11.0,11.130000114440918,125200
2004-10-07,11.024999618530273,10.699999809265137,11.024999618530273,10.774999618530273,150800
2004-10-08,10.800000190734863,10.635000228881836,10.699999809265137,10.635000228881836,99000
2004-10-11,10.8100004196167,10.604999542236328,10.635000228881836,10.8100004196167,75800
2004-10-12,10.885000228881836,10.640000343322754,10.805000305175781,10.854999542236328,70400
2004-10-13,10.760000228881836,10.59000015258789,10.729999542236328,10.600000381469727,114200
2004-10-14,10.670000076293945,10.260000228881836,10.574999809265137,10.260000228881836,193800
2004-10-15,10.84000015258789,10.279999732971191,10.279999732971191,10.829999923706055,153800
2004-10-18,10.725000381469727,10.40999984741211,10.725000381469727,10.680000305175781,125200
2004-10-19,10.875,10.494999885559082,10.805000305175781,10.5,638800
2004-10-20,10.619999885559082,10.364999771118164,10.5,10.4399995803833,100000
2004-10-21,10.574999809265137,10.3100004196167,10.489999771118164,10.380000114440918,142800
2004-10-22,10.824999809265137,10.204999923706055,10.6899995803833,10.204999923706055,177000
2004-10-25,10.975000381469727,10.180000305175781,10.180000305175781,10.90999984741211,254000
2004-10-26,11.260000228881836,10.90999984741211,10.914999961853027,11.175000190734863,206600
2004-10-27,11.545000076293945,11.125,11.125,11.545000076293945,231200
2004-10-28,11.71500015258789,11.350000381469727,11.5,11.649999618530273,245400
2004-10-29,11.6899995803833,11.390000343322754,11.649999618530273,11.454999923706055,114200
2004-11-01,11.619999885559082,11.380000114440918,11.470000267028809,11.515000343322754,128600
2004-11-02,11.494999885559082,11.305000305175781,11.46500015258789,11.375,122000
2004-11-03,11.625,11.449999809265137,11.449999809265137,11.5,197600
2004-11-04,11.574999809265137,11.390000343322754,11.5,11.53499984741211,201000
2004-11-05,11.725000381469727,11.460000038146973,11.5649995803833,11.460000038146973,117200
2004-11-08,11.515000343322754,11.369999885559082,11.460000038146973,11.395000457763672,110200
2004-11-09,11.515000343322754,11.375,11.399999618530273,11.454999923706055,100800
2004-11-10,11.975000381469727,11.399999618530273,11.484999656677246,11.744999885559082,166400
2004-11-11,11.744999885559082,11.680000305175781,11.744999885559082,11.699999809265137,91600
2004-11-12,11.744999885559082,11.550000190734863,11.675000190734863,11.744999885559082,46600
2004-11-15,11.725000381469727,11.5649995803833,11.725000381469727,11.649999618530273,99400
2004-11-16,11.710000038146973,11.395000457763672,11.710000038146973,11.395000457763672,104200
2004-11-17,11.720000267028809,11.470000267028809,11.475000381469727,11.600000381469727,116400
2004-11-18,11.600000381469727,11.390000343322754,11.5600004196167,11.470000267028809,106800
2004-11-19,11.505000114440918,11.369999885559082,11.449999809265137,11.430000305175781,70400
2004-11-22,11.550000190734863,11.350000381469727,11.430000305175781,11.545000076293945,113800
2004-11-23,11.609999656677246,11.359999656677246,11.489999771118164,11.545000076293945,119800
2004-11-24,11.569999694824219,11.475000381469727,11.545000076293945,11.569999694824219,99800
2004-11-26,11.545000076293945,11.479999542236328,11.520000457763672,11.484999656677246,29400
2004-11-29,11.699999809265137,11.470000267028809,11.5,11.654999732971191,89600
2004-11-30,11.739999771118164,11.614999771118164,11.654999732971191,11.6899995803833,96400
2004-12-01,12.104999542236328,11.619999885559082,11.625,12.050000190734863,230000
2004-12-02,12.005000114440918,11.734999656677246,12.0,11.800000190734863,83400
2004-12-03,11.845000267028809,11.6850004196167,11.84000015258789,11.725000381469727,130200
2004-12-06,11.859999656677246,11.649999618530273,11.725000381469727,11.805000305175781,127800
2004-12-07,11.925000190734863,11.75,11.789999961853027,11.75,239800
2004-12-08,11.899999618530273,11.75,11.755000114440918,11.845000267028809,132800
2004-12-09,12.0,11.75,11.770000457763672,12.0,208600
2004-12-10,12.074999809265137,11.699999809265137,12.074999809265137,11.899999618530273,351800
2004-12-13,12.050000190734863,11.859999656677246,11.875,12.0,256600
2004-12-14,12.005000114440918,11.904999732971191,11.9399995803833,12.0,142000
2004-12-15,12.020000457763672,11.899999618530273,11.96500015258789,11.970000267028809,117600
2004-12-16,11.944999694824219,11.579999923706055,11.90999984741211,11.699999809265137,125400
2004-12-17,11.760000228881836,11.460000038146973,11.725000381469727,11.75,153200
2004-12-20,11.710000038146973,11.454999923706055,11.675000190734863,11.539999961853027,117200
2004-12-21,11.694999694824219,11.399999618530273,11.59000015258789,11.529999732971191,162800
2004-12-22,11.574999809265137,11.454999923706055,11.529999732971191,11.520000457763672,87200
2004-12-23,11.524999618530273,11.329999923706055,11.520000457763672,11.454999923706055,75400
2004-12-27,11.425000190734863,11.010000228881836,11.375,11.0649995803833,156600
2004-12-28,11.654999732971191,11.050000190734863,11.050000190734863,11.654999732971191,318800
2004-12-29,12.550000190734863,11.600000381469727,11.600000381469727,12.510000228881836,1097600
2004-12-30,12.744999885559082,12.420000076293945,12.5,12.420000076293945,472800
2004-12-31,12.619999885559082,12.300000190734863,12.420000076293945,12.515000343322754,365200
2005-01-03,12.800000190734863,12.479999542236328,12.5,12.649999618530273,566000
2005-01-04,12.800000190734863,12.675000190734863,12.675000190734863,12.75,513200
2005-01-05,12.895000457763672,12.675000190734863,12.75,12.75,695800
2005-01-06,12.850000381469727,12.670000076293945,12.744999885559082,12.734999656677246,435000
2005-01-07,12.805000305175781,12.699999809265137,12.739999771118164,12.699999809265137,326200
2005-01-10,12.975000381469727,12.529999732971191,12.649999618530273,12.875,476200
2005-01-11,12.850000381469727,12.524999618530273,12.850000381469727,12.725000381469727,187000
2005-01-12,12.824999809265137,12.574999809265137,12.675000190734863,12.819999694824219,380400
2005-01-13,12.859999656677246,12.645000457763672,12.859999656677246,12.725000381469727,364800
2005-01-14,12.789999961853027,12.664999961853027,12.710000038146973,12.699999809265137,423400
2005-01-18,12.975000381469727,12.649999618530273,12.699999809265137,12.885000228881836,298600
2005-01-19,13.140000343322754,12.850000381469727,12.925000190734863,13.029999732971191,348400
2005-01-20,13.0600004196167,12.774999618530273,13.0,12.859999656677246,190400
2005-01-21,12.979999542236328,12.819999694824219,12.899999618530273,12.954999923706055,216400
2005-01-24,12.96500015258789,12.75,12.96500015258789,12.770000457763672,244600
2005-01-25,12.899999618530273,12.770000457763672,12.8149995803833,12.819999694824219,164600
2005-01-26,12.899999618530273,12.779999732971191,12.824999809265137,12.779999732971191,150400
2005-01-27,13.210000038146973,12.789999961853027,12.800000190734863,12.960000038146973,157200
2005-01-28,12.970000267028809,12.824999809265137,12.949999809265137,12.904999732971191,131400
2005-01-31,13.109999656677246,12.885000228881836,12.885000228881836,13.050000190734863,122000
2005-02-01,13.5,13.020000457763672,13.100000381469727,13.399999618530273,215000
2005-02-02,13.420000076293945,13.09000015258789,13.350000381469727,13.164999961853027,265000
2005-02-03,13.210000038146973,12.984999656677246,13.114999771118164,13.194999694824219,330400
2005-02-04,13.199999809265137,13.074999809265137,13.194999694824219,13.199999809265137,282800
2005-02-07,13.274999618530273,13.119999885559082,13.149999618530273,13.265000343322754,100800
2005-02-08,13.244999885559082,13.0649995803833,13.244999885559082,13.234999656677246,113600
2005-02-09,13.239999771118164,13.074999809265137,13.210000038146973,13.079999923706055,215200
2005-02-10,13.0649995803833,12.949999809265137,13.0600004196167,13.005000114440918,169200
2005-02-11,13.210000038146973,12.9399995803833,13.010000228881836,13.15999984741211,258400
2005-02-14,13.229999542236328,13.074999809265137,13.1850004196167,13.164999961853027,146800
2005-02-15,13.444999694824219,13.149999618530273,13.164999961853027,13.4350004196167,329600
2005-02-16,13.539999961853027,13.25,13.40999984741211,13.479999542236328,407200
2005-02-17,13.449999809265137,13.260000228881836,13.449999809265137,13.375,168600
2005-02-18,13.390000343322754,13.260000228881836,13.375,13.260000228881836,112400
2005-02-22,13.449999809265137,13.100000381469727,13.225000381469727,13.260000228881836,299600
2005-02-23,13.289999961853027,12.760000228881836,13.229999542236328,12.770000457763672,198800
2005-02-24,12.710000038146973,12.524999618530273,12.649999618530273,12.600000381469727,233200
2005-02-25,12.925000190734863,12.5,12.524999618530273,12.925000190734863,168800
2005-02-28,12.9350004196167,12.649999618530273,12.649999618530273,12.850000381469727,194200
2005-03-01,12.899999618530273,12.699999809265137,12.824999809265137,12.800000190734863,229600
2005-03-02,13.074999809265137,12.699999809265137,12.774999618530273,12.765000343322754,136600
2005-03-03,12.859999656677246,12.574999809265137,12.824999809265137,12.645000457763672,81800
2005-03-04,12.9350004196167,12.664999961853027,12.675000190734863,12.920000076293945,66800
2005-03-07,12.904999732971191,12.625,12.625,12.78499984741211,135600
2005-03-08,12.739999771118164,12.420000076293945,12.739999771118164,12.449999809265137,100000
2005-03-09,12.555000305175781,12.354999542236328,12.425000190734863,12.385000228881836,105800
2005-03-10,12.489999771118164,12.125,12.425000190734863,12.130000114440918,102000
2005-03-11,12.125,12.0,12.100000381469727,12.109999656677246,166600
2005-03-14,12.1850004196167,12.0,12.050000190734863,12.045000076293945,173400
2005-03-15,12.175000190734863,12.0,12.095000267028809,12.005000114440918,88200
2005-03-16,12.045000076293945,11.845000267028809,12.005000114440918,11.890000343322754,189000
2005-03-17,12.125,11.890000343322754,11.9399995803833,12.050000190734863,147800
2005-03-18,12.140000343322754,11.864999771118164,12.140000343322754,11.954999923706055,379200
2005-03-21,12.074999809265137,11.854999542236328,12.0,11.994999885559082,165000
2005-03-22,12.100000381469727,11.75,12.050000190734863,11.765000343322754,92400
2005-03-23,11.774999618530273,11.625,11.75,11.640000343322754,101600
2005-03-24,12.039999961853027,11.640000343322754,11.640000343322754,11.854999542236328,178600
2005-03-28,11.90999984741211,11.765000343322754,11.880000114440918,11.84000015258789,130600
2005-03-29,12.125,11.819999694824219,11.84000015258789,11.90999984741211,155400
2005-03-30,12.359999656677246,11.949999809265137,11.949999809265137,12.359999656677246,109200
2005-03-31,12.289999961853027,11.75,12.289999961853027,11.949999809265137,176400
2005-04-01,12.0,11.725000381469727,11.949999809265137,11.800000190734863,106000
2005-04-04,12.335000038146973,11.725000381469727,11.824999809265137,12.274999618530273,207600
2005-04-05,12.449999809265137,12.109999656677246,12.274999618530273,12.359999656677246,184800
2005-04-06,12.350000381469727,11.800000190734863,12.350000381469727,11.845000267028809,146400
2005-04-07,12.404999732971191,11.975000381469727,11.975000381469727,12.279999732971191,155200
2005-04-08,12.350000381469727,11.949999809265137,12.300000190734863,11.949999809265137,158000
2005-04-11,12.25,11.949999809265137,11.960000038146973,12.029999732971191,169800
2005-04-12,12.425000190734863,11.805000305175781,11.994999885559082,12.425000190734863,194200
2005-04-13,12.425000190734863,12.039999961853027,12.420000076293945,12.09000015258789,143600
2005-04-14,12.0,11.835000038146973,12.0,11.835000038146973,146200
2005-04-15,11.9399995803833,11.675000190734863,11.835000038146973,11.795000076293945,149600
2005-04-18,11.869999885559082,11.59000015258789,11.734999656677246,11.6899995803833,107000
2005-04-19,11.890000343322754,11.604999542236328,11.8149995803833,11.850000381469727,302200
2005-04-20,11.819999694824219,11.449999809265137,11.78499984741211,11.555000305175781,142400
2005-04-21,13.600000381469727,12.0,12.0,13.300000190734863,727400
2005-04-22,13.484999656677246,12.854999542236328,13.3149995803833,13.305000305175781,259800
2005-04-25,13.550000190734863,13.0600004196167,13.199999809265137,13.125,200800
2005-04-26,13.274999618530273,12.90999984741211,13.074999809265137,12.920000076293945,221400
2005-04-27,13.470000267028809,12.899999618530273,12.920000076293945,13.3149995803833,141200
2005-04-28,13.390000343322754,12.979999542236328,13.25,13.024999618530273,226800
2005-04-29,13.300000190734863,12.864999771118164,13.300000190734863,13.170000076293945,257800
2005-05-02,13.529999732971191,13.220000267028809,13.265000343322754,13.524999618530273,288000
2005-05-03,13.850000381469727,13.295000076293945,13.300000190734863,13.805000305175781,338000
2005-05-04,13.890000343322754,13.5,13.5,13.800000190734863,309000
2005-05-05,13.960000038146973,13.75,13.75,13.960000038146973,195600
2005-05-06,13.970000267028809,13.8100004196167,13.970000267028809,13.875,149400
2005-05-09,14.345000267028809,13.71500015258789,13.949999809265137,14.345000267028809,325800
2005-05-10,14.279999732971191,14.069999694824219,14.274999618530273,14.225000381469727,221000
2005-05-11,14.324999809265137,13.925000190734863,14.210000038146973,14.239999771118164,95800
2005-05-12,14.444999694824219,13.9399995803833,14.265000343322754,13.970000267028809,223600
2005-05-13,14.0,13.505000114440918,14.0,13.680000305175781,255400
2005-05-16,13.899999618530273,13.574999809265137,13.625,13.899999618530273,213200
2005-05-17,14.125,13.625,13.824999809265137,14.010000228881836,180600
2005-05-18,14.3100004196167,14.100000381469727,14.100000381469727,14.199999809265137,235000
2005-05-19,14.25,13.930000305175781,14.175000190734863,14.1850004196167,176000
2005-05-20,14.1850004196167,13.925000190734863,14.1850004196167,14.050000190734863,92600
2005-05-23,14.145000457763672,14.0,14.0,14.079999923706055,141600
2005-05-24,14.125,13.925000190734863,14.125,14.0,118600
2005-05-25,14.029999732971191,13.675000190734863,13.949999809265137,13.819999694824219,122600
2005-05-26,14.194999694824219,13.675000190734863,13.824999809265137,14.104999542236328,173600
2005-05-27,14.130000114440918,13.789999961853027,14.104999542236328,13.954999923706055,136000
2005-05-31,14.024999618530273,13.744999885559082,14.024999618530273,13.920000076293945,542800
2005-06-01,13.979999542236328,13.854999542236328,13.880000114440918,13.925000190734863,593000
2005-06-02,13.895000457763672,13.75,13.875,13.824999809265137,239000
2005-06-03,13.875,13.625,13.725000381469727,13.71500015258789,228800
2005-06-06,13.744999885559082,13.350000381469727,13.40999984741211,13.725000381469727,215000
2005-06-07,13.885000228881836,13.475000381469727,13.5,13.760000228881836,145000
2005-06-08,13.824999809265137,13.619999885559082,13.8100004196167,13.824999809265137,156600
2005-06-09,14.039999961853027,13.699999809265137,13.774999618530273,14.020000457763672,282600
2005-06-10,13.9350004196167,13.729999542236328,13.824999809265137,13.9350004196167,261800
2005-06-13,14.149999618530273,13.90999984741211,13.90999984741211,14.140000343322754,216800
2005-06-14,14.289999961853027,14.0,14.100000381469727,14.289999961853027,165400
2005-06-15,14.444999694824219,14.15999984741211,14.199999809265137,14.444999694824219,242400
2005-06-16,14.345000267028809,14.135000228881836,14.335000038146973,14.28499984741211,274600
2005-06-17,14.350000381469727,14.175000190734863,14.28499984741211,14.220000267028809,816200
2005-06-20,14.300000190734863,14.170000076293945,14.194999694824219,14.210000038146973,146200
2005-06-21,14.305000305175781,14.140000343322754,14.175000190734863,14.180000305175781,276200
2005-06-22,14.305000305175781,14.125,14.239999771118164,14.270000457763672,169600
2005-06-23,14.34000015258789,14.21500015258789,14.220000267028809,14.25,242200
2005-06-24,14.239999771118164,13.989999771118164,14.199999809265137,13.989999771118164,303800
2005-06-27,14.229999542236328,13.850000381469727,13.864999771118164,14.0,178800
2005-06-28,14.25,14.0,14.03499984741211,14.25,165400
2005-06-29,14.279999732971191,14.074999809265137,14.180000305175781,14.149999618530273,113600
2005-06-30,14.25,14.024999618530273,14.199999809265137,14.024999618530273,141800
2005-07-01,14.074999809265137,13.899999618530273,14.074999809265137,14.050000190734863,120600
2005-07-05,14.300000190734863,14.015000343322754,14.015000343322754,14.300000190734863,161600
2005-07-06,14.289999961853027,14.175000190734863,14.229999542236328,14.204999923706055,125200
2005-07-07,14.300000190734863,13.850000381469727,14.010000228881836,14.25,283000
2005-07-08,14.545000076293945,14.149999618530273,14.225000381469727,14.5,205800
2005-07-11,14.625,14.369999885559082,14.484999656677246,14.5,283600
2005-07-12,14.5,14.289999961853027,14.449999809265137,14.5,258600
2005-07-13,14.475000381469727,13.664999961853027,14.475000381469727,14.045000076293945,143600
2005-07-14,14.170000076293945,13.680000305175781,14.125,13.774999618530273,104800
2005-07-15,14.069999694824219,13.675000190734863,13.675000190734863,13.930000305175781,170600
2005-07-18,14.050000190734863,13.760000228881836,13.835000038146973,13.765000343322754,123800
2005-07-19,13.979999542236328,13.75,13.875,13.770000457763672,208800
2005-07-20,13.984999656677246,13.625,13.65999984741211,13.899999618530273,181200
2005-07-21,13.774999618530273,12.875,13.774999618530273,13.204999923706055,375600
2005-07-22,13.649999618530273,13.199999809265137,13.234999656677246,13.649999618530273,454200
2005-07-25,13.850000381469727,13.550000190734863,13.75,13.704999923706055,443600
2005-07-26,13.675000190734863,13.170000076293945,13.649999618530273,13.5,427000
2005-07-27,13.710000038146973,13.359999656677246,13.475000381469727,13.545000076293945,170200
2005-07-28,13.670000076293945,13.449999809265137,13.585000038146973,13.5600004196167,133400
2005-07-29,13.845000267028809,13.375,13.510000228881836,13.755000114440918,237200
2005-08-01,13.890000343322754,13.600000381469727,13.774999618530273,13.619999885559082,254400
2005-08-02,13.925000190734863,13.510000228881836,13.625,13.904999732971191,182200
2005-08-03,13.859999656677246,13.675000190734863,13.84000015258789,13.755000114440918,243800
2005-08-04,13.6850004196167,13.390000343322754,13.649999618530273,13.539999961853027,300000
2005-08-05,13.539999961853027,13.300000190734863,13.539999961853027,13.529999732971191,190200
2005-08-08,13.550000190734863,13.145000457763672,13.529999732971191,13.375,196400
2005-08-09,13.645000457763672,13.390000343322754,13.449999809265137,13.449999809265137,143400
2005-08-10,13.680000305175781,13.15999984741211,13.444999694824219,13.255000114440918,183200
2005-08-11,13.550000190734863,13.204999923706055,13.204999923706055,13.505000114440918,72600
2005-08-12,13.404999732971191,12.989999771118164,13.404999732971191,13.3100004196167,140600
2005-08-15,13.53499984741211,13.164999961853027,13.25,13.520000457763672,219600
2005-08-16,13.5,13.010000228881836,13.5,13.140000343322754,258200
2005-08-17,13.234999656677246,12.975000381469727,13.074999809265137,13.154999732971191,137000
2005-08-18,13.125,12.880000114440918,13.125,13.020000457763672,129000
2005-08-19,13.039999961853027,12.859999656677246,12.949999809265137,13.015000343322754,100200
2005-08-22,13.279999732971191,12.9399995803833,13.03499984741211,13.265000343322754,130200
2005-08-23,13.4399995803833,12.984999656677246,13.300000190734863,13.40999984741211,215600
2005-08-24,13.614999771118164,13.25,13.425000190734863,13.449999809265137,168400
2005-08-25,13.619999885559082,13.364999771118164,13.364999771118164,13.545000076293945,170800
2005-08-26,13.550000190734863,13.0649995803833,13.484999656677246,13.399999618530273,238400
2005-08-29,13.630000114440918,13.335000038146973,13.350000381469727,13.609999656677246,111000
2005-08-30,13.904999732971191,13.5,13.609999656677246,13.864999771118164,218600
2005-08-31,14.225000381469727,13.869999885559082,13.899999618530273,14.175000190734863,234400
2005-09-01,14.420000076293945,13.850000381469727,14.149999618530273,14.055000305175781,144800
2005-09-02,14.21500015258789,13.744999885559082,14.045000076293945,14.199999809265137,162000
2005-09-06,14.710000038146973,14.175000190734863,14.175000190734863,14.550000190734863,306000
2005-09-07,14.574999809265137,14.289999961853027,14.425000190734863,14.385000228881836,334600
2005-09-08,14.494999885559082,14.3149995803833,14.3149995803833,14.449999809265137,371600
2005-09-09,14.524999618530273,14.399999618530273,14.449999809265137,14.524999618530273,183000
2005-09-12,14.545000076293945,14.399999618530273,14.484999656677246,14.505000114440918,223600
2005-09-13,14.505000114440918,14.095000267028809,14.5,14.21500015258789,268800
2005-09-14,14.265000343322754,14.09000015258789,14.21500015258789,14.199999809265137,136400
2005-09-15,14.265000343322754,13.949999809265137,14.225000381469727,14.265000343322754,412200
2005-09-16,14.600000381469727,14.3100004196167,14.354999542236328,14.600000381469727,418200
2005-09-19,14.609999656677246,14.34000015258789,14.600000381469727,14.390000343322754,170800
2005-09-20,14.5600004196167,14.34000015258789,14.399999618530273,14.470000267028809,279800
2005-09-21,14.574999809265137,14.010000228881836,14.444999694824219,14.140000343322754,166600
2005-09-22,14.699999809265137,14.104999542236328,14.104999542236328,14.5,181200
2005-09-23,14.585000038146973,14.3149995803833,14.470000267028809,14.524999618530273,221200
2005-09-26,14.729999542236328,14.404999732971191,14.539999961853027,14.699999809265137,387400
2005-09-27,14.805000305175781,14.444999694824219,14.649999618530273,14.75,159000
2005-09-28,14.994999885559082,14.5649995803833,14.75,14.824999809265137,206000
2005-09-29,14.9399995803833,14.425000190734863,14.800000190734863,14.914999961853027,161600
2005-09-30,14.899999618530273,14.65999984741211,14.899999618530273,14.835000038146973,223000
2005-10-03,14.845000267028809,14.625,14.795000076293945,14.755000114440918,165000
2005-10-04,14.800000190734863,14.649999618530273,14.789999961853027,14.694999694824219,241600
2005-10-05,14.8149995803833,14.199999809265137,14.6850004196167,14.220000267028809,303200
2005-10-06,14.414999961853027,13.904999732971191,14.21500015258789,14.104999542236328,279400
2005-10-07,14.375,14.104999542236328,14.170000076293945,14.1899995803833,290000
2005-10-10,14.289999961853027,13.835000038146973,14.239999771118164,13.925000190734863,152200
2005-10-11,14.1899995803833,13.699999809265137,13.944999694824219,13.734999656677246,153800
2005-10-12,13.829999923706055,13.305000305175781,13.710000038146973,13.675000190734863,378200
2005-10-13,13.869999885559082,13.489999771118164,13.649999618530273,13.710000038146973,165400
2005-10-14,13.989999771118164,13.625,13.78499984741211,13.920000076293945,189800
2005-10-17,13.854999542236328,13.625,13.829999923706055,13.670000076293945,250800
2005-10-18,13.6899995803833,13.444999694824219,13.6899995803833,13.5,167400
2005-10-19,13.885000228881836,13.399999618530273,13.425000190734863,13.699999809265137,235400
2005-10-20,13.5,9.289999961853027,13.5,11.71500015258789,3128800
2005-10-21,11.944999694824219,11.604999542236328,11.71500015258789,11.880000114440918,483800
2005-10-24,11.930000305175781,11.5,11.930000305175781,11.664999961853027,353400
2005-10-25,11.6899995803833,11.300000190734863,11.6899995803833,11.550000190734863,364400
2005-10-26,11.725000381469727,11.5,11.539999961853027,11.59000015258789,437400
2005-10-27,11.824999809265137,11.449999809265137,11.5649995803833,11.65999984741211,502000
2005-10-28,11.949999809265137,11.59000015258789,11.725000381469727,11.930000305175781,339000
2005-10-31,12.045000076293945,11.845000267028809,11.970000267028809,11.989999771118164,273200
2005-11-01,11.904999732971191,11.704999923706055,11.899999618530273,11.760000228881836,213200
2005-11-02,12.220000267028809,11.755000114440918,11.774999618530273,12.074999809265137,245200
