Date,High_PLTR,Low_PLTR,Open_PLTR,Close_PLTR,Volume_PLTR
2020-09-30,11.40999984741211,9.109999656677246,10.0,9.5,338584400
2020-10-01,10.100000381469727,9.229999542236328,9.6899995803833,9.460000038146973,124297600
2020-10-02,9.279999732971191,8.9399995803833,9.0600004196167,9.199999809265137,55018300
2020-10-05,9.489999771118164,8.920000076293945,9.430000305175781,9.029999732971191,36316900
2020-10-06,10.180000305175781,8.899999618530273,9.039999961853027,9.899999618530273,90864000
2020-10-07,10.489999771118164,9.989999771118164,10.039999961853027,10.0,54672400
2020-10-08,10.399999618530273,9.989999771118164,10.289999961853027,10.0,34989200
2020-10-09,10.1899995803833,9.890000343322754,10.130000114440918,9.949999809265137,19653500
2020-10-12,10.050000190734863,9.65999984741211,10.039999961853027,9.890000343322754,20623600
2020-10-13,9.880000114440918,9.40999984741211,9.880000114440918,9.470000267028809,21847200
2020-10-14,9.65999984741211,9.289999961853027,9.600000381469727,9.34000015258789,13652600
2020-10-15,9.90999984741211,9.180000305175781,9.270000457763672,9.90999984741211,12924100
2020-10-16,9.949999809265137,9.65999984741211,9.9399995803833,9.710000038146973,11142500
2020-10-19,9.819999694824219,9.529999732971191,9.789999961853027,9.569999694824219,9126400
2020-10-20,9.65999984741211,9.270000457763672,9.600000381469727,9.270000457763672,11138200
2020-10-21,9.479999542236328,9.199999809265137,9.300000190734863,9.199999809265137,9190000
2020-10-22,9.75,9.220000267028809,9.369999885559082,9.680000305175781,17928600
2020-10-23,9.829999923706055,9.470000267028809,9.710000038146973,9.489999771118164,12618000
2020-10-26,9.970000267028809,9.600000381469727,9.720000267028809,9.949999809265137,23767300
2020-10-27,11.039999961853027,9.920000076293945,10.0,10.949999809265137,53695900
2020-10-28,10.984999656677246,10.100000381469727,10.65999984741211,10.850000381469727,30941700
2020-10-29,11.100000381469727,10.5600004196167,10.899999618530273,10.75,20515700
2020-10-30,10.680000305175781,9.850000381469727,10.609999656677246,10.130000114440918,19705500
2020-11-02,10.569999694824219,10.229999542236328,10.229999542236328,10.539999961853027,11677800
2020-11-03,10.9399995803833,10.4399995803833,10.569999694824219,10.5,21652800
2020-11-04,10.920000076293945,10.550000190734863,10.819999694824219,10.720000267028809,15783400
2020-11-05,12.130000114440918,10.850000381469727,10.899999618530273,11.880000114440918,48560400
2020-11-06,14.960000038146973,12.050000190734863,12.220000267028809,13.829999923706055,89977600
2020-11-09,15.899999618530273,14.109999656677246,14.960000038146973,14.670000076293945,60099000
2020-11-10,15.010000228881836,13.180000305175781,14.989999771118164,14.0,38078700
2020-11-11,15.970000267028809,14.399999618530273,14.569999694824219,15.960000038146973,47027900
2020-11-12,17.059999465942383,14.40999984741211,16.65999984741211,14.579999923706055,97904000
2020-11-13,16.0,14.489999771118164,14.489999771118164,15.800000190734863,76354800
2020-11-16,16.100000381469727,15.010000228881836,15.960000038146973,15.930000305175781,65326000
2020-11-17,18.75,16.18000030517578,16.290000915527344,17.850000381469727,116618500
2020-11-18,19.25,17.540000915527344,18.280000686645508,17.899999618530273,89957900
2020-11-19,18.979999542236328,17.959999084472656,18.5,18.979999542236328,56225400
2020-11-20,19.65999984741211,18.0,19.030000686645508,18.149999618530273,72104000
2020-11-23,21.450000762939453,18.56999969482422,18.6299991607666,21.040000915527344,84716300
2020-11-24,24.270000457763672,20.6299991607666,22.350000381469727,23.81999969482422,115468800
2020-11-25,29.75,23.690000534057617,23.959999084472656,29.049999237060547,202563700
2020-11-27,33.5,26.1200008392334,31.190000534057617,27.65999984741211,207834000
2020-11-30,30.149999618530273,24.110000610351562,28.239999771118164,27.110000610351562,137243000
2020-12-01,28.139999389648438,24.450000762939453,28.09000015258789,25.670000076293945,84050000
2020-12-02,23.399999618530273,21.149999618530273,22.239999771118164,22.510000228881836,149062100
2020-12-03,25.6200008392334,23.5,23.549999237060547,24.030000686645508,85634300
2020-12-04,25.239999771118164,23.510000228881836,24.8799991607666,23.850000381469727,56044100
2020-12-07,29.0,24.440000534057617,24.440000534057617,28.940000534057617,118463700
2020-12-08,31.239999771118164,27.25,30.6299991607666,28.59000015258789,124754300
2020-12-09,28.850000381469727,25.329999923706055,28.68000030517578,26.6299991607666,79634700
2020-12-10,28.040000915527344,25.149999618530273,25.541000366210938,27.040000915527344,57774800
2020-12-11,28.270000457763672,26.059999465942383,27.149999618530273,27.200000762939453,52764400
2020-12-14,28.260000228881836,26.729999542236328,28.260000228881836,27.239999771118164,44734500
2020-12-15,27.100000381469727,25.520000457763672,26.81999969482422,26.43000030517578,49273200
2020-12-16,26.15999984741211,25.110000610351562,25.709999084472656,25.920000076293945,44013400
2020-12-17,27.450000762939453,26.049999237060547,26.520000457763672,27.229999542236328,53829800
2020-12-18,26.850000381469727,25.799999237060547,26.270000457763672,25.969999313354492,71042900
2020-12-21,28.700000762939453,25.399999618530273,26.190000534057617,28.510000228881836,76729100
2020-12-22,29.420000076293945,26.81999969482422,29.030000686645508,28.040000915527344,66033100
2020-12-23,29.389999389648438,28.049999237060547,28.950000762939453,28.690000534057617,58772200
2020-12-24,29.15999984741211,27.520000457763672,28.79800033569336,27.75,26306800
2020-12-28,28.59000015258789,25.399999618530273,28.389999389648438,25.6299991607666,55878700
2020-12-29,26.18199920654297,24.34000015258789,25.75,24.65999984741211,47302400
2020-12-30,25.90999984741211,24.6299991607666,24.969999313354492,25.100000381469727,34586700
2020-12-31,24.719999313354492,23.520000457763672,24.6299991607666,23.549999237060547,39922500
2021-01-04,24.5,22.5,23.90999984741211,23.3700008392334,44970400
2021-01-05,24.670000076293945,22.889999389648438,23.18000030517578,24.600000381469727,29050400
2021-01-06,24.459999084472656,23.25,24.1200008392334,23.540000915527344,32732900
2021-01-07,25.190000534057617,23.670000076293945,24.020000457763672,25.0,32240000
2021-01-08,26.440000534057617,24.700000762939453,25.700000762939453,25.200000762939453,41313800
2021-01-11,26.600000381469727,24.309999465942383,24.610000610351562,25.93000030517578,32609000
2021-01-12,26.420000076293945,25.510000228881836,26.34000015258789,26.18000030517578,26887200
2021-01-13,27.43000030517578,25.1299991607666,25.709999084472656,25.5,51216600
2021-01-14,25.6200008392334,24.3700008392334,25.450000762939453,24.920000076293945,32908000
2021-01-15,28.0,25.459999084472656,26.260000228881836,25.639999389648438,92285500
2021-01-19,27.540000915527344,26.0,26.809999465942383,26.6200008392334,48675800
2021-01-20,27.299999237060547,25.700000762939453,27.290000915527344,26.34000015258789,37459000
2021-01-21,26.68000030517578,25.299999237060547,26.420000076293945,25.979999542236328,29891400
2021-01-22,32.650001525878906,25.81999969482422,25.850000381469727,32.58000183105469,156844700
2021-01-25,39.58000183105469,29.559999465942383,34.459999084472656,36.22999954223633,191345300
2021-01-26,36.869998931884766,34.31999969482422,35.13999938964844,35.369998931884766,65870000
2021-01-27,45.0,32.25,32.970001220703125,39.0,170758800
2021-01-28,42.0,33.099998474121094,39.540000915527344,35.65999984741211,85250700
2021-01-29,38.0099983215332,34.65999984741211,36.61000061035156,35.18000030517578,42030900
2021-02-01,35.619998931884766,32.58000183105469,35.33000183105469,33.959999084472656,43460900
2021-02-02,34.20000076293945,30.5,34.099998474121094,31.020000457763672,69647900
2021-02-03,32.95000076293945,31.3799991607666,32.38999938964844,31.760000228881836,35312000
2021-02-04,33.18000030517578,31.049999237060547,32.58000183105469,32.04999923706055,31565000
2021-02-05,35.20000076293945,31.75,32.61000061035156,34.04999923706055,62375300
2021-02-08,39.220001220703125,35.88999938964844,37.220001220703125,36.04999923706055,72376000
2021-02-09,38.255001068115234,36.130001068115234,36.900001525878906,38.16999816894531,44243200
2021-02-10,38.2400016784668,35.0,38.150001525878906,35.70000076293945,45177200
2021-02-11,35.97999954223633,32.61000061035156,35.790000915527344,33.11000061035156,52094900
2021-02-12,33.650001525878906,31.34000015258789,33.36000061035156,31.90999984741211,60925600
2021-02-16,30.440000534057617,27.299999237060547,30.020000457763672,27.84000015258789,180294300
2021-02-17,29.729999542236328,27.0,27.989999771118164,27.079999923706055,151007000
2021-02-18,26.309999465942383,24.5,24.989999771118164,25.170000076293945,313175100
2021-02-19,29.959999084472656,26.899999618530273,27.020000457763672,29.0,320063700
2021-02-22,30.190000534057617,27.535999298095703,29.959999084472656,28.0,183049500
2021-02-23,27.459999084472656,23.899999618530273,25.959999084472656,26.75,145289400
2021-02-24,27.229999542236328,25.75,26.709999084472656,26.389999389648438,90095700
2021-02-25,26.440000534057617,23.149999618530273,25.81999969482422,23.959999084472656,161776400
2021-02-26,24.5,22.700000762939453,24.200000762939453,23.899999618530273,119588600
2021-03-01,25.899999618530273,24.6200008392334,25.190000534057617,24.809999465942383,85059900
2021-03-02,25.59000015258789,24.260000228881836,25.0,24.479999542236328,73997000
2021-03-03,25.167999267578125,23.43000030517578,24.989999771118164,23.59000015258789,79046200
2021-03-04,25.559999465942383,23.049999237060547,24.850000381469727,24.729999542236328,161611200
2021-03-05,24.68000030517578,20.18000030517578,24.360000610351562,23.950000762939453,173468600
2021-03-08,24.579999923706055,22.399999618530273,23.770000457763672,22.520000457763672,94432800
2021-03-09,24.739999771118164,23.100000381469727,23.3799991607666,24.260000228881836,99586500
2021-03-10,26.239999771118164,24.270000457763672,25.030000686645508,24.75,103212800
2021-03-11,26.84000015258789,25.579999923706055,25.950000762939453,26.729999542236328,84788700
2021-03-12,26.920000076293945,25.18000030517578,25.739999771118164,26.920000076293945,58721900
2021-03-15,27.469999313354492,26.309999465942383,27.350000381469727,26.790000915527344,56101500
2021-03-16,27.100000381469727,25.229999542236328,26.75,25.610000610351562,73615100
2021-03-17,25.729999542236328,24.299999237060547,24.520000457763672,25.209999084472656,77081700
2021-03-18,25.18000030517578,23.780000686645508,24.729999542236328,23.979999542236328,57141400
2021-03-19,24.56999969482422,23.389999389648438,24.010000228881836,24.31999969482422,57915900
2021-03-22,24.920000076293945,23.860000610351562,24.889999389648438,24.219999313354492,46208100
2021-03-23,24.104999542236328,23.100000381469727,24.0,23.260000228881836,50169700
2021-03-24,23.485000610351562,21.75,23.299999237060547,21.8799991607666,69271900
2021-03-25,22.799999237060547,21.049999237060547,21.200000762939453,22.579999923706055,74592600
2021-03-26,23.049999237060547,21.760000228881836,22.6299991607666,22.579999923706055,57916400
2021-03-29,22.5,21.389999389648438,22.479999542236328,21.729999542236328,57647400
2021-03-30,22.09000015258789,20.860000610351562,21.360000610351562,22.040000915527344,52039700
2021-03-31,23.850000381469727,22.3799991607666,22.5,23.290000915527344,61458500
2021-04-01,23.950000762939453,22.729999542236328,23.950000762939453,23.06999969482422,51788800
2021-04-05,24.450000762939453,23.34000015258789,23.780000686645508,23.440000534057617,65374300
2021-04-06,23.610000610351562,22.829999923706055,23.549999237060547,23.270000457763672,41933500
2021-04-07,23.549999237060547,22.809999465942383,23.0,22.899999618530273,32766200
2021-04-08,23.600000381469727,22.739999771118164,23.200000762939453,23.40999984741211,35905500
2021-04-09,24.350000381469727,23.3700008392334,23.459999084472656,24.040000915527344,54082700
2021-04-12,24.549999237060547,22.729999542236328,24.520000457763672,23.34000015258789,68620800
2021-04-13,25.659000396728516,23.1200008392334,23.190000534057617,25.420000076293945,83913500
2021-04-14,26.200000762939453,23.649999618530273,25.350000381469727,23.700000762939453,108793800
2021-04-15,24.059999465942383,22.690000534057617,24.010000228881836,23.149999618530273,58849300
2021-04-16,23.260000228881836,22.299999237060547,22.860000610351562,22.469999313354492,46627700
2021-04-19,22.329999923706055,21.530000686645508,22.149999618530273,21.940000534057617,45753900
2021-04-20,22.549999237060547,21.239999771118164,21.959999084472656,21.780000686645508,47123100
2021-04-21,22.639999389648438,21.43000030517578,21.649999618530273,22.6299991607666,42641400
2021-04-22,23.510000228881836,22.510000228881836,22.940000534057617,22.860000610351562,51346400
2021-04-23,23.549999237060547,22.739999771118164,22.889999389648438,23.40999984741211,32052800
2021-04-26,24.260000228881836,23.459999084472656,23.690000534057617,24.110000610351562,33667600
