Date,High_PLTR,Low_PLTR,Open_PLTR,Close_PLTR,Volume_PLTR
2021-04-27,24.260000228881836,23.56999969482422,24.170000076293945,23.8799991607666,27678300
2021-04-28,24.170000076293945,23.420000076293945,23.670000076293945,23.850000381469727,22068100
2021-04-29,24.139999389648438,22.809999465942383,23.8700008392334,23.3700008392334,36770100
2021-04-30,23.549999237060547,22.84000015258789,23.18000030517578,23.040000915527344,24717300
2021-05-03,23.079999923706055,22.209999084472656,23.010000228881836,22.299999237060547,33934400
2021-05-04,22.200000762939453,20.8700008392334,21.940000534057617,21.639999389648438,63429600
2021-05-05,21.940000534057617,20.969999313354492,21.809999465942383,21.149999618530273,39134700
2021-05-06,21.020000457763672,19.40999984741211,21.020000457763672,20.09000015258789,92201100
2021-05-07,20.75,19.579999923706055,20.299999237060547,19.75,63725500
2021-05-10,19.299999237060547,18.18000030517578,19.280000686645508,18.469999313354492,104670500
2021-05-11,20.299999237060547,17.05500030517578,17.200000762939453,20.209999084472656,203230500
2021-05-12,20.0,18.510000228881836,20.0,18.889999389648438,128281500
2021-05-13,19.469999313354492,17.81999969482422,19.139999389648438,18.3700008392334,87811600
2021-05-14,20.200000762939453,18.530000686645508,18.81999969482422,20.079999923706055,79409500
2021-05-17,20.489999771118164,19.6299991607666,19.729999542236328,20.459999084472656,50039600
2021-05-18,21.6200008392334,20.260000228881836,20.520000457763672,21.239999771118164,59672400
2021-05-19,21.03499984741211,19.940000534057617,20.100000381469727,20.670000076293945,45314000
2021-05-20,20.809999465942383,20.280000686645508,20.75,20.610000610351562,46302400
2021-05-21,21.15999984741211,20.469999313354492,20.84000015258789,20.75,35372900
2021-05-24,21.520000457763672,20.674999237060547,21.059999465942383,21.219999313354492,46596800
2021-05-25,22.110000610351562,21.280000686645508,21.420000076293945,21.479999542236328,49890800
2021-05-26,22.239999771118164,21.489999771118164,21.579999923706055,22.1200008392334,42958300
2021-05-27,22.700000762939453,21.649999618530273,22.010000228881836,22.700000762939453,76230500
2021-05-28,24.75,22.760000228881836,23.0,22.950000762939453,111846000
2021-06-01,23.350000381469727,22.360000610351562,23.190000534057617,23.059999465942383,52695500
2021-06-02,24.84000015258789,22.81999969482422,23.020000457763672,24.450000762939453,86473200
2021-06-03,24.260000228881836,23.34000015258789,24.139999389648438,23.6299991607666,48164200
2021-06-04,24.489999771118164,23.5,23.709999084472656,24.030000686645508,42537600
2021-06-07,24.760000228881836,23.790000915527344,24.0,24.459999084472656,49641000
2021-06-08,25.229999542236328,23.93000030517578,24.850000381469727,24.3799991607666,53488600
2021-06-09,24.739999771118164,24.170000076293945,24.450000762939453,24.170000076293945,36006200
2021-06-10,24.389999389648438,23.440000534057617,24.0,24.139999389648438,35482900
2021-06-11,24.709999084472656,24.030000686645508,24.1200008392334,24.670000076293945,33113100
2021-06-14,25.149999618530273,24.469999313354492,24.729999542236328,25.0,51801500
2021-06-15,25.549999237060547,24.389999389648438,25.030000686645508,24.40999984741211,46693200
2021-06-16,24.940000534057617,23.860000610351562,24.09000015258789,24.799999237060547,58452600
2021-06-17,25.459999084472656,24.549999237060547,24.68000030517578,25.450000762939453,64408400
2021-06-18,25.940000534057617,25.020000457763672,25.59000015258789,25.3700008392334,65852600
2021-06-21,25.549999237060547,24.510000228881836,25.100000381469727,25.420000076293945,54805000
2021-06-22,25.520000457763672,24.959999084472656,25.389999389648438,25.399999618530273,46171100
2021-06-23,26.350000381469727,25.34000015258789,25.459999084472656,26.270000457763672,53362200
2021-06-24,26.709999084472656,26.170000076293945,26.489999771118164,26.530000686645508,48419400
2021-06-25,27.010000228881836,26.2450008392334,26.579999923706055,26.780000686645508,140832700
2021-06-28,27.5,26.860000610351562,26.979999542236328,27.3799991607666,42184600
2021-06-29,27.440000534057617,26.440000534057617,27.3799991607666,26.6299991607666,38478900
2021-06-30,26.920000076293945,26.209999084472656,26.479999542236328,26.360000610351562,28957100
2021-07-01,26.1299991607666,24.59000015258789,26.100000381469727,24.719999313354492,55429800
2021-07-02,25.34000015258789,24.329999923706055,25.0,24.440000534057617,29389500
2021-07-06,25.200000762939453,24.469999313354492,24.600000381469727,24.68000030517578,28764500
2021-07-07,24.260000228881836,22.719999313354492,24.229999542236328,22.889999389648438,66937300
2021-07-08,23.209999084472656,22.25,22.43000030517578,23.079999923706055,34612600
2021-07-09,23.389999389648438,22.760000228881836,22.959999084472656,23.290000915527344,22492400
2021-07-12,23.4950008392334,22.8799991607666,23.260000228881836,22.950000762939453,23457200
2021-07-13,22.989999771118164,22.420000076293945,22.979999542236328,22.450000762939453,24748800
2021-07-14,22.6200008392334,21.510000228881836,22.489999771118164,21.559999465942383,33796200
2021-07-15,22.05500030517578,21.010000228881836,21.719999313354492,21.469999313354492,31871000
2021-07-16,21.709999084472656,21.239999771118164,21.600000381469727,21.3700008392334,19503100
2021-07-19,21.690000534057617,20.549999237060547,20.969999313354492,21.540000915527344,30314400
2021-07-20,22.350000381469727,21.219999313354492,21.6299991607666,22.18000030517578,22954000
2021-07-21,22.68000030517578,22.1200008392334,22.270000457763672,22.520000457763672,20437300
2021-07-22,22.670000076293945,21.8799991607666,22.549999237060547,22.06999969482422,17468900
2021-07-23,22.079999923706055,21.510000228881836,22.010000228881836,21.809999465942383,17653300
2021-07-26,22.299999237060547,21.479999542236328,21.799999237060547,22.1299991607666,16267900
2021-07-27,22.110000610351562,21.09000015258789,21.959999084472656,21.68000030517578,23078700
2021-07-28,22.614999771118164,21.690000534057617,21.75,22.559999465942383,25073600
2021-07-29,22.850000381469727,22.139999389648438,22.780000686645508,22.18000030517578,19219100
2021-07-30,22.4060001373291,21.709999084472656,21.850000381469727,21.709999084472656,15889200
2021-08-02,22.3700008392334,21.479999542236328,21.90999984741211,22.100000381469727,21372900
2021-08-03,22.270000457763672,21.709999084472656,22.030000686645508,22.239999771118164,17040100
2021-08-04,22.540000915527344,22.06999969482422,22.200000762939453,22.299999237060547,15537400
2021-08-05,22.770000457763672,22.020000457763672,22.219999313354492,22.520000457763672,18575200
2021-08-06,22.690000534057617,21.790000915527344,22.639999389648438,21.81999969482422,24200700
2021-08-09,23.280000686645508,21.799999237060547,21.850000381469727,22.93000030517578,35611100
2021-08-10,23.520000457763672,22.780000686645508,23.010000228881836,22.920000076293945,25947900
2021-08-11,23.190000534057617,22.09000015258789,23.06999969482422,22.350000381469727,34679000
2021-08-12,25.760000228881836,23.584999084472656,24.450000762939453,24.889999389648438,189287200
2021-08-13,25.100000381469727,24.309999465942383,25.0,24.899999618530273,52395100
2021-08-16,24.899999618530273,23.770000457763672,24.899999618530273,24.5,45907300
2021-08-17,24.59000015258789,23.739999771118164,23.899999618530273,23.969999313354492,35348300
2021-08-18,25.940000534057617,23.68000030517578,24.06999969482422,25.280000686645508,92065600
2021-08-19,25.639999389648438,24.139999389648438,25.010000228881836,24.15999984741211,67605600
2021-08-20,24.479999542236328,23.65999984741211,24.219999313354492,24.010000228881836,52062300
2021-08-23,24.93000030517578,23.899999618530273,24.020000457763672,24.81999969482422,35705300
2021-08-24,25.350000381469727,24.760000228881836,25.0,25.100000381469727,37227400
2021-08-25,25.190000534057617,24.06999969482422,25.1200008392334,24.350000381469727,54678500
2021-08-26,25.40999984741211,24.360000610351562,24.399999618530273,24.8700008392334,46179400
2021-08-27,26.09000015258789,24.90999984741211,25.049999237060547,25.709999084472656,52268500
2021-08-30,26.600000381469727,25.6200008392334,25.739999771118164,25.760000228881836,44139300
2021-08-31,26.360000610351562,25.65999984741211,25.790000915527344,26.34000015258789,93168600
2021-09-01,26.510000228881836,26.030000686645508,26.459999084472656,26.200000762939453,34417200
2021-09-02,26.8700008392334,26.09000015258789,26.209999084472656,26.510000228881836,38460100
2021-09-03,26.75,26.219999313354492,26.489999771118164,26.639999389648438,26609500
2021-09-07,26.8799991607666,26.270000457763672,26.790000915527344,26.700000762939453,35835100
2021-09-08,26.610000610351562,24.959999084472656,26.600000381469727,25.579999923706055,54394400
2021-09-09,26.239999771118164,25.290000915527344,25.389999389648438,26.1299991607666,34190800
2021-09-10,26.729999542236328,26.170000076293945,26.18000030517578,26.280000686645508,37307800
2021-09-13,26.23900032043457,25.030000686645508,26.149999618530273,25.829999923706055,42372300
2021-09-14,26.700000762939453,25.899999618530273,25.969999313354492,26.260000228881836,34569000
2021-09-15,27.149999618530273,26.030000686645508,26.299999237060547,27.079999923706055,49555500
2021-09-16,28.790000915527344,27.020000457763672,27.200000762939453,28.6299991607666,109992000
2021-09-17,29.290000915527344,28.06999969482422,28.65999984741211,28.709999084472656,182052600
2021-09-20,28.100000381469727,26.059999465942383,27.56999969482422,26.549999237060547,89413500
2021-09-21,27.14900016784668,26.079999923706055,26.889999389648438,26.6200008392334,50933600
2021-09-22,27.770000457763672,26.582000732421875,26.610000610351562,27.43000030517578,44308100
2021-09-23,29.190000534057617,27.670000076293945,27.709999084472656,28.770000457763672,60028600
2021-09-24,28.760000228881836,27.900999069213867,28.270000457763672,28.559999465942383,40309700
2021-09-27,28.3799991607666,27.229999542236328,28.229999542236328,27.469999313354492,44102800
2021-09-28,27.1299991607666,25.209999084472656,27.020000457763672,25.34000015258789,64206200
2021-09-29,25.700000762939453,24.420000076293945,25.610000610351562,24.520000457763672,46164500
2021-09-30,25.049999237060547,23.8799991607666,24.690000534057617,24.040000915527344,59505600
2021-10-01,24.360000610351562,23.719999313354492,24.209999084472656,24.329999923706055,32778000
2021-10-04,24.049999237060547,23.020000457763672,24.010000228881836,23.170000076293945,46789700
2021-10-05,23.8799991607666,23.06999969482422,23.209999084472656,23.209999084472656,56574800
2021-10-06,25.010000228881836,23.350000381469727,24.90999984741211,23.579999923706055,125175700
2021-10-07,24.1299991607666,23.540000915527344,23.709999084472656,23.729999542236328,38873700
2021-10-08,24.09600067138672,23.110000610351562,23.860000610351562,23.5,39713400
2021-10-11,23.979999542236328,23.260000228881836,23.260000228881836,23.530000686645508,23971700
2021-10-12,23.809999465942383,23.290000915527344,23.549999237060547,23.690000534057617,26280000
2021-10-13,24.309999465942383,23.790000915527344,23.829999923706055,24.1299991607666,28494000
2021-10-14,24.709999084472656,24.204999923706055,24.43000030517578,24.350000381469727,26106700
2021-10-15,24.520000457763672,23.829999923706055,24.5,24.0,24366100
2021-10-18,24.389999389648438,23.920000076293945,24.0,24.260000228881836,25609900
2021-10-19,25.200000762939453,24.360000610351562,24.5,24.690000534057617,29393900
2021-10-20,24.959999084472656,24.170000076293945,24.790000915527344,24.219999313354492,24248000
2021-10-21,24.93000030517578,24.079999923706055,24.1299991607666,24.780000686645508,23976600
2021-10-22,24.850000381469727,24.25,24.489999771118164,24.43000030517578,20166800
2021-10-25,25.540000915527344,24.479999542236328,24.5,25.40999984741211,33962100
2021-10-26,26.75,25.25,25.989999771118164,25.520000457763672,56767000
2021-10-27,25.899999618530273,25.020000457763672,25.639999389648438,25.059999465942383,24157200
2021-10-28,25.795000076293945,25.1200008392334,25.299999237060547,25.639999389648438,21203000
2021-10-29,26.1200008392334,25.450000762939453,25.5,25.8799991607666,21910300
2021-11-01,26.645000457763672,25.882999420166016,26.110000610351562,26.559999465942383,26684700
2021-11-02,26.719999313354492,25.55500030517578,26.559999465942383,25.920000076293945,30794600
2021-11-03,26.235000610351562,25.170000076293945,25.889999389648438,26.1200008392334,25244200
2021-11-04,26.56999969482422,25.8700008392334,26.260000228881836,26.469999313354492,25029700
2021-11-05,26.6299991607666,25.719999313354492,26.450000762939453,26.0,26005000
2021-11-08,27.110000610351562,26.1200008392334,26.25,26.75,41359600
2021-11-09,25.979999542236328,23.950000762939453,25.899999618530273,24.25,117540200
2021-11-10,23.639999389648438,22.1200008392334,23.600000381469727,22.520000457763672,94860100
2021-11-11,23.1299991607666,22.665000915527344,23.040000915527344,22.989999771118164,43381500
2021-11-12,23.225000381469727,22.3799991607666,23.020000457763672,22.829999923706055,53516200
2021-11-15,23.520000457763672,22.950000762939453,23.0,23.40999984741211,33225700
2021-11-16,23.290000915527344,22.610000610351562,23.290000915527344,23.1299991607666,31574800
2021-11-17,23.2189998626709,22.399999618530273,23.049999237060547,22.489999771118164,27994100
2021-11-18,22.549999237060547,21.341999053955078,22.5,21.5,51039900
2021-11-19,21.959999084472656,21.299999237060547,21.600000381469727,21.40999984741211,30013100
2021-11-22,21.56999969482422,20.18000030517578,21.530000686645508,20.649999618530273,59899100
2021-11-23,21.049999237060547,20.049999237060547,20.59000015258789,20.59000015258789,44588000
2021-11-24,21.200000762939453,20.059999465942383,20.350000381469727,21.110000610351562,35233900
2021-11-26,21.09000015258789,20.349000930786133,20.40999984741211,21.030000686645508,20691200
2021-11-29,21.399999618530273,20.559999465942383,21.190000534057617,21.06999969482422,29114000
2021-11-30,21.25,20.110000610351562,20.950000762939453,20.649999618530273,38196400
2021-12-01,20.889999389648438,19.290000915527344,20.530000686645508,19.3799991607666,48283700
2021-12-02,19.90999984741211,19.059999465942383,19.299999237060547,19.690000534057617,45802900
2021-12-03,19.530000686645508,18.399999618530273,19.5,18.979999542236328,56039600
2021-12-06,18.969999313354492,18.075000762939453,18.540000915527344,18.799999237060547,56459800
2021-12-07,19.854999542236328,19.06999969482422,19.260000228881836,19.459999084472656,35129000
2021-12-08,19.825000762939453,19.030000686645508,19.510000228881836,19.81999969482422,28425900
2021-12-09,20.149999618530273,19.040000915527344,19.950000762939453,19.209999084472656,30354700
2021-12-10,19.579999923706055,18.700000762939453,19.280000686645508,18.940000534057617,27594500
2021-12-13,19.075000762939453,18.170000076293945,18.799999237060547,18.399999618530273,38376000
2021-12-14,18.858999252319336,17.90999984741211,18.0,18.639999389648438,38864800
2021-12-15,18.940000534057617,17.9950008392334,18.3700008392334,18.860000610351562,39361900
2021-12-16,19.1200008392334,18.149999618530273,18.959999084472656,18.34000015258789,33950000
2021-12-17,19.100000381469727,17.809999465942383,18.030000686645508,19.059999465942383,44495200
2021-12-20,18.670000076293945,17.834999084472656,18.59000015258789,17.959999084472656,42265900
2021-12-21,18.979999542236328,18.100000381469727,18.15999984741211,18.899999618530273,33878600
2021-12-22,19.450000762939453,18.649999618530273,18.649999618530273,18.8799991607666,33894200
2021-12-23,19.135000228881836,18.719999313354492,18.850000381469727,18.93000030517578,24758300
2021-12-27,19.25,18.780000686645508,18.780000686645508,18.940000534057617,21782000
2021-12-28,19.06999969482422,18.440000534057617,18.889999389648438,18.56999969482422,20518800
2021-12-29,18.600000381469727,17.90999984741211,18.530000686645508,18.170000076293945,28217500
2021-12-30,18.9950008392334,18.06999969482422,18.100000381469727,18.690000534057617,29285200
2021-12-31,18.920000076293945,18.209999084472656,18.610000610351562,18.209999084472656,23556000
2022-01-03,18.569000244140625,17.860000610351562,18.360000610351562,18.530000686645508,34283600
2022-01-04,18.84000015258789,17.790000915527344,18.610000610351562,18.170000076293945,39643200
2022-01-05,18.56800079345703,16.8700008392334,18.030000686645508,16.959999084472656,58445900
2022-01-06,17.18000030517578,16.05500030517578,16.8700008392334,16.739999771118164,49737100
2022-01-07,17.329999923706055,16.475000381469727,16.700000762939453,16.559999465942383,37989300
2022-01-10,16.56999969482422,15.350000381469727,16.190000534057617,16.5,77649400
2022-01-11,17.25,16.31999969482422,16.399999618530273,16.889999389648438,47442600
2022-01-12,17.459999084472656,16.399999618530273,17.15999984741211,16.719999313354492,39784200
2022-01-13,16.81999969482422,15.9399995803833,16.799999237060547,16.010000228881836,35492200
2022-01-14,16.249000549316406,15.619999885559082,15.9399995803833,16.010000228881836,35624900
2022-01-18,15.75,14.920000076293945,15.449999809265137,14.970000267028809,49067700
2022-01-19,15.25,14.539999961853027,14.899999618530273,14.5600004196167,48049100
2022-01-20,15.550000190734863,14.569999694824219,14.890000343322754,14.619999885559082,44690400
2022-01-21,14.477999687194824,13.5,14.25,13.529999732971191,73031300
2022-01-24,13.40999984741211,11.75,12.789999961853027,13.399999618530273,110518900
