Date,High_MKC,Low_MKC,Open_MKC,Close_MKC,Volume_MKC
2000-02-28,6.6875,6.390625,6.5625,6.609375,378800
2000-02-29,6.84375,6.578125,6.640625,6.84375,600400
2000-03-01,6.859375,6.703125,6.8125,6.859375,470400
2000-03-02,6.859375,6.65625,6.828125,6.671875,568000
2000-03-03,6.75,6.578125,6.703125,6.609375,225200
2000-03-06,6.5625,6.3125,6.546875,6.4375,396800
2000-03-07,6.453125,6.242187976837158,6.453125,6.40625,624800
2000-03-08,6.625,6.21875,6.34375,6.5625,518400
2000-03-09,6.671875,6.546875,6.546875,6.671875,276000
2000-03-10,6.734375,6.59375,6.640625,6.609375,566400
2000-03-13,6.578125,6.359375,6.578125,6.421875,723200
2000-03-14,6.6875,6.421875,6.5,6.546875,1754000
2000-03-15,7.59375,6.46875,6.546875,7.578125,2096000
2000-03-16,7.75,7.34375,7.46875,7.71875,3049600
2000-03-17,7.75,7.09375,7.4375,7.546875,1621600
2000-03-20,7.875,7.546875,7.546875,7.609375,1228800
2000-03-21,8.0625,7.5625,7.59375,7.9375,1349600
2000-03-22,8.15625,7.9375,7.9375,7.984375,1334800
2000-03-23,7.984375,7.625,7.984375,7.734375,446800
2000-03-24,7.703125,7.375,7.703125,7.4375,967200
2000-03-27,7.53125,7.203125,7.5,7.28125,697600
2000-03-28,7.421875,7.25,7.3125,7.375,1676000
2000-03-29,7.734375,7.34375,7.34375,7.6875,1487600
2000-03-30,7.890625,7.625,7.625,7.8125,993600
2000-03-31,8.0625,7.859375,7.875,8.0625,1632000
2000-04-03,8.0625,7.65625,8.0625,7.75,2223600
2000-04-04,7.8125,7.5,7.75,7.8125,2611200
2000-04-05,8.375,7.90625,7.90625,8.046875,1026800
2000-04-06,8.40625,8.0625,8.09375,8.34375,978400
2000-04-07,8.484375,8.265625,8.328125,8.46875,604800
2000-04-10,8.453125,8.296875,8.40625,8.296875,438400
2000-04-11,8.46875,8.25,8.328125,8.453125,428400
2000-04-12,8.84375,8.421875,8.421875,8.78125,656400
2000-04-13,9.140625,8.921875,9.125,9.0,1321200
2000-04-14,8.8125,8.4375,8.8125,8.453125,668400
2000-04-17,8.671875,8.125,8.40625,8.671875,807200
2000-04-18,8.671875,8.1875,8.671875,8.25,705200
2000-04-19,8.296875,8.1875,8.25,8.234375,549600
2000-04-20,8.328125,8.15625,8.25,8.296875,642800
2000-04-24,8.4375,8.1875,8.296875,8.203125,226800
2000-04-25,8.5,7.78125,8.1875,8.421875,712000
2000-04-26,8.484375,8.21875,8.484375,8.25,300000
2000-04-27,8.234375,7.875,8.234375,7.953125,394400
2000-04-28,7.921875,7.6875,7.921875,7.796875,655200
2000-05-01,8.015625,7.78125,7.84375,7.984375,360000
2000-05-02,8.109375,7.90625,7.96875,7.90625,421200
2000-05-03,8.1875,7.90625,7.96875,7.9375,326800
2000-05-04,8.75,8.0,8.0,8.625,829200
2000-05-05,8.625,8.375,8.625,8.46875,447600
2000-05-08,8.6875,8.359375,8.40625,8.6875,522400
2000-05-09,8.78125,8.578125,8.65625,8.78125,639600
2000-05-10,8.78125,8.625,8.78125,8.703125,291200
2000-05-11,8.859375,8.65625,8.671875,8.8125,612000
2000-05-12,8.8125,8.5,8.8125,8.546875,345600
2000-05-15,8.8125,8.5,8.5,8.515625,527600
2000-05-16,8.5625,8.375,8.546875,8.421875,545200
2000-05-17,8.4375,8.171875,8.4375,8.1875,372000
2000-05-18,8.28125,8.0625,8.171875,8.09375,350400
2000-05-19,8.34375,8.109375,8.125,8.296875,331600
2000-05-22,8.46875,8.265625,8.265625,8.359375,206800
2000-05-23,8.40625,8.328125,8.359375,8.359375,444800
2000-05-24,8.53125,8.328125,8.328125,8.421875,353600
2000-05-25,8.453125,8.171875,8.4375,8.3125,282400
2000-05-26,8.25,8.21875,8.25,8.234375,246400
2000-05-30,8.25,8.109375,8.25,8.25,358800
2000-05-31,8.203125,8.03125,8.1875,8.125,630400
2000-06-01,8.21875,8.0625,8.109375,8.203125,446000
2000-06-02,8.21875,8.0625,8.203125,8.078125,144800
2000-06-05,8.03125,7.765625,8.015625,7.828125,624800
