Date,High_WRB,Low_WRB,Open_WRB,Close_WRB,Volume_WRB
2000-01-03,1.887516975402832,1.7393690347671509,1.887516975402832,1.7832649946212769,559280
2000-01-04,1.8545949459075928,1.711933970451355,1.8545949459075928,1.7283949851989746,1511536
2000-01-05,1.711933970451355,1.6515779495239258,1.711933970451355,1.7009600400924683,568392
2000-01-06,1.7997260093688965,1.7009600400924683,1.733881950378418,1.7997260093688965,611677
2000-01-07,1.7832649946212769,1.733881950378418,1.733881950378418,1.7722909450531006,1888566
2000-01-10,1.7887519598007202,1.7448559999465942,1.7558300495147705,1.7558300495147705,389559
2000-01-11,1.7997260093688965,1.7229080200195312,1.7503429651260376,1.7283949851989746,436261
2000-01-12,1.7668039798736572,1.6625510454177856,1.7668039798736572,1.7229080200195312,431705
2000-01-13,1.733881950378418,1.668038010597229,1.6844990253448486,1.711933970451355,749503
2000-01-14,1.7448559999465942,1.6790119409561157,1.7009600400924683,1.6790119409561157,576366
2000-01-18,1.7311389446258545,1.6790119409561157,1.6790119409561157,1.7064470052719116,488658
2000-01-19,1.7668039798736572,1.6954729557037354,1.733881950378418,1.7229080200195312,592313
2000-01-20,1.7229080200195312,1.6021950244903564,1.7229080200195312,1.6296299695968628,850880
2000-01-21,1.668038010597229,1.5802470445632935,1.6570639610290527,1.5912209749221802,1061606
2000-01-24,1.6351170539855957,1.5692729949951172,1.6131689548492432,1.6241430044174194,410063
2000-01-25,1.6241430044174194,1.492455005645752,1.6241430044174194,1.492455005645752,1307644
2000-01-26,1.6351170539855957,1.5089160203933716,1.5089160203933716,1.5747599601745605,541055
2000-01-27,1.6351170539855957,1.5692729949951172,1.5692729949951172,1.6021950244903564,1100334
2000-01-28,1.6241430044174194,1.514402985572815,1.6131689548492432,1.5418380498886108,1301948
2000-01-31,1.5308640003204346,1.4485599994659424,1.514402985572815,1.5253770351409912,1701759
2000-02-01,1.514402985572815,1.4595340490341187,1.4705079793930054,1.514402985572815,1053633
2000-02-02,1.536350965499878,1.492455005645752,1.5034290552139282,1.514402985572815,613955
2000-02-03,1.5747599601745605,1.4979419708251953,1.536350965499878,1.5089160203933716,930614
2000-02-04,1.5253770351409912,1.4705079793930054,1.5253770351409912,1.492455005645752,452208
2000-02-07,1.536350965499878,1.4485599994659424,1.536350965499878,1.4705079793930054,1142480
2000-02-08,1.465021014213562,1.4156379699707031,1.4485599994659424,1.4540469646453857,522830
2000-02-09,1.4485599994659424,1.3882030248641968,1.4485599994659424,1.3882030248641968,1080970
2000-02-10,1.3991769552230835,1.338819980621338,1.3827159404754639,1.3607679605484009,736973
2000-02-11,1.4156379699707031,1.3278460502624512,1.3278460502624512,1.3443069458007812,992123
2000-02-14,1.4101510047912598,1.3278460502624512,1.4046640396118164,1.338819980621338,2384058
2000-02-15,1.3717420101165771,1.316872000694275,1.3717420101165771,1.316872000694275,3131283
2000-02-16,1.3497940301895142,1.316872000694275,1.3497940301895142,1.316872000694275,825820
2000-02-17,1.3497940301895142,1.3004120588302612,1.3497940301895142,1.338819980621338,5768213
2000-02-18,1.3607679605484009,1.316872000694275,1.3333330154418945,1.3443069458007812,643570
2000-02-22,1.4705079793930054,1.3223589658737183,1.338819980621338,1.4101510047912598,1251830
2000-02-23,1.443073034286499,1.3662550449371338,1.4375859498977661,1.3827159404754639,1763269
2000-02-24,1.3991769552230835,1.3717420101165771,1.3772289752960205,1.3827159404754639,518273
2000-02-25,1.4705079793930054,1.3772289752960205,1.3882030248641968,1.4375859498977661,877078
2000-02-28,1.443073034286499,1.3772289752960205,1.443073034286499,1.4101510047912598,882773
2000-02-29,1.4266120195388794,1.3772289752960205,1.4266120195388794,1.4101510047912598,812152
2000-03-01,1.4101510047912598,1.3552809953689575,1.4046640396118164,1.3717420101165771,4076705
2000-03-02,1.4046640396118164,1.3607679605484009,1.3607679605484009,1.3717420101165771,501188
2000-03-03,1.3772289752960205,1.316872000694275,1.3552809953689575,1.3497940301895142,379308
2000-03-06,1.3607679605484009,1.338819980621338,1.3607679605484009,1.3497940301895142,420314
2000-03-07,1.3717420101165771,1.2949249744415283,1.316872000694275,1.3141289949417114,1382822
2000-03-08,1.316872000694275,1.2510290145874023,1.3113850355148315,1.2839510440826416,1076414
2000-03-09,1.316872000694275,1.2510290145874023,1.2949249744415283,1.2949249744415283,1405603
2000-03-10,1.3497940301895142,1.289438009262085,1.338819980621338,1.316872000694275,1828195
2000-03-13,1.316872000694275,1.2290810346603394,1.289438009262085,1.2949249744415283,2131186
2000-03-14,1.338819980621338,1.2949249744415283,1.3278460502624512,1.3058979511260986,522830
2000-03-15,1.3278460502624512,1.2839510440826416,1.289438009262085,1.3113850355148315,1987664
2000-03-16,1.4266120195388794,1.2949249744415283,1.3004120588302612,1.4046640396118164,943144
2000-03-17,1.4046640396118164,1.3827159404754639,1.3827159404754639,1.3827159404754639,2675658
2000-03-20,1.4046640396118164,1.3827159404754639,1.3827159404754639,1.3991769552230835,586617
2000-03-21,1.4705079793930054,1.3717420101165771,1.3827159404754639,1.4375859498977661,1304227
2000-03-22,1.4705079793930054,1.3827159404754639,1.3827159404754639,1.4375859498977661,739252
2000-03-23,1.514402985572815,1.4156379699707031,1.4705079793930054,1.4814809560775757,1164122
2000-03-24,1.5912209749221802,1.492455005645752,1.536350965499878,1.5528119802474976,2218894
2000-03-27,1.6241430044174194,1.536350965499878,1.5802470445632935,1.5692729949951172,3385294
2000-03-28,1.6021950244903564,1.5473250150680542,1.5473250150680542,1.5692729949951172,1549125
2000-03-29,1.7229080200195312,1.5802470445632935,1.6460909843444824,1.6844990253448486,3000291
2000-03-30,1.9972569942474365,1.6570639610290527,1.6570639610290527,1.9533610343933105,2587950
2000-03-31,2.061728000640869,1.909464955329895,1.9862829446792603,2.024691104888916,8123794
2000-04-03,2.0301780700683594,1.9533610343933105,1.9533610343933105,2.0192039012908936,3089138
2000-04-04,2.0356650352478027,1.8765430450439453,2.0356650352478027,1.9862829446792603,2340773
2000-04-05,1.9423869848251343,1.887516975402832,1.9423869848251343,1.9314130544662476,413480
2000-04-06,1.9533610343933105,1.9204390048980713,1.936900019645691,1.936900019645691,2213198
2000-04-07,1.980795979499817,1.9204390048980713,1.9314130544662476,1.957476019859314,774563
2000-04-10,1.9643349647521973,1.8984910249710083,1.9039779901504517,1.9423869848251343,588895
2000-04-11,1.9657059907913208,1.909464955329895,1.909464955329895,1.936900019645691,152634
2000-04-12,1.9423869848251343,1.8984910249710083,1.9314130544662476,1.9039779901504517,2841961
2000-04-13,1.9314130544662476,1.8930039405822754,1.914952039718628,1.8984910249710083,1387378
2000-04-14,1.887516975402832,1.7558300495147705,1.887516975402832,1.8052129745483398,342858
2000-04-17,1.8930039405822754,1.7448559999465942,1.843621015548706,1.8491079807281494,195919
2000-04-18,1.8545949459075928,1.8161870241165161,1.8216739892959595,1.843621015548706,669769
2000-04-19,1.843621015548706,1.8052129745483398,1.824416995048523,1.8216739892959595,333745
2000-04-20,1.8545949459075928,1.7997260093688965,1.8216739892959595,1.8271600008010864,1513814
2000-04-24,1.843621015548706,1.7997260093688965,1.7997260093688965,1.8326469659805298,2330522
2000-04-25,1.909464955329895,1.8107000589370728,1.8545949459075928,1.887516975402832,1095778
2000-04-26,1.9204390048980713,1.8600820302963257,1.887516975402832,1.8600820302963257,937448
2000-04-27,1.8765430450439453,1.8216739892959595,1.8765430450439453,1.843621015548706,506883
2000-04-28,1.8765430450439453,1.8326469659805298,1.8326469659805298,1.8545949459075928,625345
2000-05-01,1.9423869848251343,1.8545949459075928,1.8545949459075928,1.9314130544662476,1324730
2000-05-02,2.01371693611145,1.887516975402832,1.914952039718628,1.9478739500045776,618511
2000-05-03,1.9643349647521973,1.843621015548706,1.9423869848251343,1.936900019645691,790509
2000-05-04,1.936900019645691,1.8600820302963257,1.865568995475769,1.9204390048980713,808734
2000-05-05,1.958847999572754,1.8984910249710083,1.8984910249710083,1.9423869848251343,396394
2000-05-08,1.9314130544662476,1.8930039405822754,1.9314130544662476,1.8930039405822754,558141
2000-05-09,1.914952039718628,1.8765430450439453,1.914952039718628,1.8930039405822754,604842
2000-05-10,1.887516975402832,1.843621015548706,1.887516975402832,1.843621015548706,284766
