Date,High_MET,Low_MET,Open_MET,Close_MET,Volume_MET
2000-04-05,14.037432670593262,12.75623893737793,12.923351287841797,13.814617156982422,77084766
2000-04-06,14.14884090423584,13.59179973602295,13.703208923339844,13.870321273803711,17167722
2000-04-07,13.870321273803711,13.480392456054688,13.703208923339844,13.647503852844238,15131516
2000-04-10,13.814617156982422,13.59179973602295,13.758913040161133,13.758913040161133,6324938
2000-04-11,13.703208923339844,13.424688339233398,13.647503852844238,13.480392456054688,6087860
2000-04-12,14.928698539733887,13.480392456054688,13.59179973602295,14.427362442016602,12169885
2000-04-13,15.374332427978516,14.204545021057129,14.483065605163574,15.151515007019043,11922484
2000-04-14,15.151515007019043,14.09313678741455,15.095810890197754,14.14884090423584,10659337
2000-04-17,14.650177955627441,14.260250091552734,14.260250091552734,14.371658325195312,3951908
2000-04-18,14.538769721984863,13.814617156982422,14.427362442016602,14.371658325195312,6083933
2000-04-19,14.427362442016602,14.037432670593262,14.427362442016602,14.260250091552734,6001354
2000-04-20,14.204545021057129,13.703208923339844,14.037432670593262,13.758913040161133,7755264
2000-04-24,14.260250091552734,13.758913040161133,13.814617156982422,14.204545021057129,3494806
2000-04-25,14.427362442016602,14.14884090423584,14.204545021057129,14.260250091552734,8311103
2000-04-26,14.315954208374023,14.14884090423584,14.204545021057129,14.315954208374023,6666587
2000-04-27,14.260250091552734,13.814617156982422,14.204545021057129,14.204545021057129,2788058
2000-04-28,15.040106773376465,13.703208923339844,14.204545021057129,14.76158618927002,6977494
2000-05-01,16.042781829833984,15.040106773376465,15.262923240661621,16.042781829833984,6605326
2000-05-02,15.987076759338379,15.485739707946777,15.708556175231934,15.875667572021484,3514777
2000-05-03,15.875667572021484,15.374332427978516,15.819964408874512,15.597147941589355,2223580
2000-05-04,15.597147941589355,14.427362442016602,15.485739707946777,15.597147941589355,3848236
2000-05-05,15.875667572021484,15.207219123840332,15.374332427978516,15.652852058410645,2043723
2000-05-08,16.544118881225586,15.875667572021484,15.93137264251709,16.042781829833984,3250995
2000-05-09,16.377004623413086,14.928698539733887,16.20989227294922,15.262923240661621,4750885
2000-05-10,15.875667572021484,15.151515007019043,15.151515007019043,15.652852058410645,3684087
2000-05-11,16.321300506591797,15.485739707946777,15.708556175231934,16.042781829833984,3363083
2000-05-12,16.544118881225586,16.098485946655273,16.15418815612793,16.432708740234375,2162318
2000-05-15,17.156862258911133,16.599821090698242,16.934045791625977,16.878341674804688,3025810
2000-05-16,17.435382843017578,16.76693344116211,16.934045791625977,16.989749908447266,5590589
2000-05-17,17.546791076660156,16.377004623413086,16.989749908447266,16.989749908447266,1769618
2000-05-18,17.045455932617188,16.65552520751953,16.934045791625977,16.864416122436523,3207349
2000-05-19,16.488414764404297,15.93137264251709,16.488414764404297,16.20989227294922,4300177
2000-05-22,16.377004623413086,15.485739707946777,16.265596389770508,16.265596389770508,1921649
2000-05-23,16.934045791625977,16.265596389770508,16.265596389770508,16.8226375579834,2349356
2000-05-24,17.37967872619629,16.599821090698242,16.8226375579834,17.26827049255371,1765018
2000-05-25,17.26827049255371,16.71122932434082,17.212566375732422,17.101158142089844,1944089
2000-05-26,17.658199310302734,16.878341674804688,17.045455932617188,17.602495193481445,2967241
2000-05-30,17.93671989440918,17.37967872619629,17.769607543945312,17.713903427124023,3622938
2000-05-31,18.270944595336914,17.26827049255371,17.713903427124023,18.270944595336914,3982651
2000-06-01,18.270944595336914,17.769607543945312,18.215240478515625,17.8253116607666,3229565
2000-06-02,18.772281646728516,18.159536361694336,18.716577529907227,18.716577529907227,3866524
2000-06-05,18.60516929626465,18.159536361694336,18.270944595336914,18.326648712158203,2666209
2000-06-06,18.60516929626465,18.159536361694336,18.60516929626465,18.215240478515625,3314276
2000-06-07,18.43805694580078,18.103832244873047,18.270944595336914,18.43805694580078,1034933
2000-06-08,18.382352828979492,18.048128128051758,18.326648712158203,18.215240478515625,1083067
2000-06-09,18.716577529907227,18.270944595336914,18.270944595336914,18.716577529907227,1342810
2000-06-12,18.54946517944336,17.546791076660156,18.49376106262207,18.215240478515625,1203457
2000-06-13,18.54946517944336,17.99242401123047,18.43805694580078,18.54946517944336,1093838
2000-06-14,18.382352828979492,17.658199310302734,18.326648712158203,17.8253116607666,2592269
2000-06-15,18.048128128051758,17.713903427124023,17.8253116607666,17.8253116607666,2809937
2000-06-16,18.048128128051758,17.602495193481445,17.99242401123047,17.88101577758789,3592756
2000-06-19,17.93671989440918,17.602495193481445,17.8253116607666,17.8253116607666,1431111
2000-06-20,17.88101577758789,16.544118881225586,17.713903427124023,16.76693344116211,3278596
2000-06-21,17.045455932617188,16.15418815612793,16.76693344116211,16.488414764404297,2741607
2000-06-22,17.37967872619629,16.488414764404297,16.65552520751953,17.101158142089844,2202823
2000-06-23,17.37967872619629,16.71122932434082,16.934045791625977,17.212566375732422,2425315
2000-06-26,17.93671989440918,17.045455932617188,17.8253116607666,17.101158142089844,1898087
2000-06-27,18.270944595336914,17.101158142089844,17.323974609375,17.713903427124023,2291461
