Date,High_APD,Low_APD,Open_APD,Close_APD,Volume_APD
2000-01-03,31.16327476501465,30.296022415161133,30.816373825073242,30.353839874267578,595847
2000-01-04,30.12257194519043,28.908418655395508,30.064754486083984,29.428770065307617,464938
2000-01-05,29.949121475219727,28.734968185424805,29.428770065307617,29.60222053527832,719189
2000-01-06,32.78214645385742,29.428770065307617,30.064754486083984,31.5679931640625,1485186
2000-01-07,34.22756576538086,31.16327476501465,31.625808715820312,33.76503372192383,1297092
2000-01-10,32.955596923828125,31.221092224121094,32.37742614746094,31.683626174926758,1052462
2000-01-11,32.03052520751953,30.006938934326172,31.45235824584961,30.238204956054688,1260662
2000-01-12,31.278907775878906,30.296022415161133,30.52729034423828,30.758556365966797,1592421
2000-01-13,31.45235824584961,30.52729034423828,30.585105895996094,30.52729034423828,479964
2000-01-14,30.816373825073242,29.83348846435547,30.52729034423828,29.949121475219727,1283688
2000-01-18,29.949121475219727,28.44588279724121,29.717853546142578,28.503700256347656,1050083
2000-01-19,29.255319595336914,28.3880672454834,29.139684677124023,28.5615177154541,880366
2000-01-20,28.330249786376953,27.520814895629883,28.330249786376953,27.63644790649414,648060
2000-01-21,28.96623420715332,26.364477157592773,28.67715072631836,26.769195556640625,998628
2000-01-24,28.44588279724121,27.173912048339844,28.44588279724121,27.9255313873291,1053543
2000-01-25,28.908418655395508,27.520814895629883,27.983348846435547,28.734968185424805,1620960
2000-01-26,29.19750213623047,27.63644790649414,28.214616775512695,29.139684677124023,1079595
2000-01-27,28.850601196289062,28.15679931640625,28.5615177154541,28.5615177154541,636925
2000-01-28,28.330249786376953,26.827011108398438,28.330249786376953,27.578630447387695,930957
2000-01-31,27.809898376464844,27.23172950744629,27.809898376464844,27.405179977416992,755187
2000-02-01,28.5615177154541,27.289546966552734,27.405179977416992,28.330249786376953,717352
2000-02-02,28.503700256347656,27.809898376464844,28.330249786376953,28.098981857299805,847072
2000-02-03,28.734968185424805,28.098981857299805,28.098981857299805,28.44588279724121,583848
2000-02-04,28.67715072631836,28.272432327270508,28.67715072631836,28.5615177154541,475424
2000-02-07,28.67715072631836,28.214616775512695,28.5615177154541,28.503700256347656,542338
2000-02-08,28.5615177154541,27.809898376464844,28.098981857299805,27.9255313873291,472181
2000-02-09,27.7520809173584,26.48011016845703,27.578630447387695,26.48011016845703,878204
2000-02-10,26.769195556640625,25.497224807739258,26.769195556640625,25.959758758544922,876475
2000-02-11,26.248844146728516,24.514339447021484,25.959758758544922,24.919055938720703,720270
2000-02-14,26.537927627563477,25.208141326904297,25.439407348632812,26.537927627563477,628710
2000-02-15,27.462997436523438,26.017576217651367,26.769195556640625,26.827011108398438,665247
2000-02-16,27.058279037475586,25.844125747680664,26.769195556640625,25.90194320678711,544500
2000-02-17,26.769195556640625,25.439407348632812,26.248844146728516,26.364477157592773,433481
2000-02-18,26.19102668762207,24.572154998779297,26.133209228515625,25.034690856933594,487639
2000-02-22,26.19102668762207,24.572154998779297,24.572154998779297,25.728492736816406,824263
2000-02-23,25.959758758544922,25.092506408691406,25.90194320678711,25.15032386779785,512502
2000-02-24,25.323774337768555,24.109621047973633,25.15032386779785,24.398704528808594,1063164
2000-02-25,24.74560546875,24.051803588867188,24.629972457885742,24.167438507080078,1118186
2000-02-28,24.86124038696289,23.993986129760742,24.398704528808594,24.167438507080078,520285
2000-02-29,24.45652198791504,23.70490264892578,23.993986129760742,23.820537567138672,1049651
2000-03-01,24.167438507080078,23.41581916809082,23.820537567138672,23.993986129760742,2037901
2000-03-02,24.051803588867188,23.531452178955078,23.993986129760742,23.589269638061523,1232016
2000-03-03,24.86124038696289,23.589269638061523,23.589269638061523,24.34088706970215,2816870
2000-03-06,24.109621047973633,23.01110076904297,24.109621047973633,23.41581916809082,998520
2000-03-07,23.30018424987793,22.028215408325195,23.184551239013672,22.3751163482666,1115052
2000-03-08,23.12673568725586,21.276596069335938,22.143848419189453,22.953283309936523,1725600
2000-03-09,24.109621047973633,22.143848419189453,22.3751163482666,22.953283309936523,790752
2000-03-10,23.820537567138672,22.548566818237305,23.358001708984375,23.068918228149414,545365
2000-03-13,23.068918228149414,21.97039794921875,22.77983283996582,22.837650299072266,1041003
2000-03-14,23.30018424987793,22.25948143005371,22.837650299072266,23.01110076904297,1068136
2000-03-15,25.78630828857422,22.89546775817871,23.068918228149414,25.323774337768555,2318313
2000-03-16,28.041166305541992,25.555042266845703,25.555042266845703,27.462997436523438,1590367
2000-03-17,27.462997436523438,25.034690856933594,27.405179977416992,25.497224807739258,996682
2000-03-20,26.653562545776367,25.555042266845703,25.555042266845703,25.90194320678711,860368
2000-03-21,26.42229461669922,25.323774337768555,25.67067527770996,26.364477157592773,867178
2000-03-22,25.728492736816406,24.167438507080078,25.67067527770996,25.034690856933594,895284
2000-03-23,26.71137809753418,25.439407348632812,25.555042266845703,26.19102668762207,904257
2000-03-24,26.942646026611328,25.67067527770996,25.67067527770996,26.769195556640625,1072352
2000-03-27,26.42229461669922,25.78630828857422,26.364477157592773,25.844125747680664,631088
2000-03-28,26.827011108398438,25.78630828857422,25.78630828857422,25.959758758544922,703082
2000-03-29,26.595745086669922,25.497224807739258,25.844125747680664,26.306659698486328,883177
2000-03-30,27.11609649658203,25.90194320678711,26.364477157592773,26.595745086669922,1030734
2000-03-31,27.7520809173584,26.306659698486328,26.71137809753418,26.306659698486328,1029112
2000-04-03,28.214616775512695,26.537927627563477,26.537927627563477,27.86771583557129,876367
2000-04-04,28.330249786376953,26.827011108398438,28.214616775512695,27.520814895629883,910526
2000-04-05,28.67715072631836,27.23172950744629,27.578630447387695,27.462997436523438,850207
2000-04-06,28.15679931640625,26.942646026611328,27.34736442565918,27.34736442565918,502125
2000-04-07,27.462997436523438,26.827011108398438,27.23172950744629,27.058279037475586,479964
2000-04-10,27.9255313873291,26.827011108398438,27.11609649658203,27.23172950744629,388620
2000-04-11,28.96623420715332,27.23172950744629,27.23172950744629,28.619333267211914,809669
2000-04-12,30.12257194519043,28.908418655395508,29.024051666259766,29.313135147094727,1170615
2000-04-13,29.544403076171875,27.809898376464844,29.024051666259766,27.809898376464844,694218
2000-04-14,28.15679931640625,26.595745086669922,27.809898376464844,26.769195556640625,879285
2000-04-17,27.7520809173584,26.769195556640625,26.884828567504883,27.63644790649414,1105323
2000-04-18,27.63644790649414,26.248844146728516,27.63644790649414,27.173912048339844,843180
2000-04-19,27.520814895629883,25.497224807739258,27.23172950744629,25.78630828857422,823506
2000-04-20,28.098981857299805,25.728492736816406,25.728492736816406,27.63644790649414,1044570
2000-04-24,30.006938934326172,26.827011108398438,26.827011108398438,29.19750213623047,1282066
2000-04-25,30.52729034423828,28.792783737182617,29.60222053527832,30.296022415161133,1417083
