Date,High_MMM,Low_MMM,Open_MMM,Close_MMM,Volume_MMM
2002-02-20,58.849998474121094,56.775001525878906,57.04999923706055,58.54999923706055,3624000
2002-02-21,59.25,58.0,58.625,58.0,4535000
2002-02-22,59.665000915527344,58.0,58.005001068115234,59.5,4747200
2002-02-25,60.400001525878906,59.09000015258789,59.5,60.224998474121094,5658200
2002-02-26,60.099998474121094,58.974998474121094,59.95000076293945,59.650001525878906,5105600
2002-02-27,60.19499969482422,59.20000076293945,59.724998474121094,59.5,4093400
2002-02-28,59.84000015258789,58.900001525878906,59.54999923706055,58.96500015258789,3455800
2002-03-01,60.474998474121094,58.599998474121094,58.599998474121094,60.15999984741211,3850200
2002-03-04,61.744998931884766,59.625,59.98500061035156,61.505001068115234,5199600
2002-03-05,61.849998474121094,59.900001525878906,60.849998474121094,60.07500076293945,4847400
2002-03-06,60.994998931884766,60.400001525878906,60.45000076293945,60.78499984741211,3747000
2002-03-07,60.68000030517578,59.70000076293945,60.65999984741211,60.564998626708984,3769600
2002-03-08,61.400001525878906,60.20000076293945,60.689998626708984,60.75,3139200
2002-03-11,60.505001068115234,59.80500030517578,60.5,60.25,3187600
2002-03-12,61.25,59.5,59.5,60.650001525878906,3821200
2002-03-13,60.98500061035156,59.75,60.69499969482422,59.75,3308400
2002-03-14,60.494998931884766,59.650001525878906,60.07500076293945,60.29499816894531,3033800
2002-03-15,60.79999923706055,60.0,60.32500076293945,60.70000076293945,5668200
2002-03-18,61.314998626708984,60.70500183105469,61.25,61.099998474121094,2578800
2002-03-19,61.494998931884766,60.755001068115234,61.29999923706055,60.849998474121094,3806200
2002-03-20,60.80500030517578,59.95000076293945,60.79999923706055,59.95000076293945,2752600
2002-03-21,60.099998474121094,58.5,60.0,59.150001525878906,2802000
2002-03-22,58.9900016784668,57.86000061035156,58.974998474121094,58.19499969482422,3768600
2002-03-25,58.54999923706055,57.70000076293945,58.435001373291016,57.849998474121094,2450000
2002-03-26,58.64500045776367,57.775001525878906,57.775001525878906,58.32500076293945,2819800
2002-03-27,58.96500015258789,58.16999816894531,58.42499923706055,58.47999954223633,2440800
2002-03-28,58.20000076293945,56.45000076293945,57.92499923706055,57.505001068115234,4141000
2002-04-01,57.775001525878906,56.650001525878906,57.57500076293945,57.630001068115234,2370000
2002-04-02,57.900001525878906,56.849998474121094,57.6349983215332,57.494998931884766,2408400
2002-04-03,57.099998474121094,56.150001525878906,56.67499923706055,56.45500183105469,3654000
2002-04-04,57.39500045776367,56.33000183105469,56.525001525878906,57.060001373291016,3048600
