Date,High_SPG,Low_SPG,Open_SPG,Close_SPG,Volume_SPG
2000-02-03,22.85552215576172,22.275432586669922,22.62348747253418,22.85552215576172,503909
2000-02-04,23.029550552368164,22.739505767822266,22.797513961791992,22.971540451049805,367293
2000-02-07,23.029550552368164,22.739505767822266,22.971540451049805,22.85552215576172,263752
2000-02-08,22.913532257080078,22.391450881958008,22.681495666503906,22.62348747253418,458335
2000-02-09,22.681495666503906,22.33344268798828,22.56547737121582,22.56547737121582,292089
2000-02-10,23.14556884765625,22.33344268798828,22.739505767822266,22.449459075927734,195013
2000-02-11,22.449459075927734,22.15941619873047,22.33344268798828,22.217424392700195,260736
2000-02-14,22.15941619873047,21.695344924926758,22.15941619873047,21.86937141418457,242635
2000-02-15,21.81136131286621,21.579326629638672,21.81136131286621,21.6373348236084,322795
2000-02-16,21.695344924926758,21.231273651123047,21.405298233032227,21.405298233032227,312452
2000-02-17,21.695344924926758,21.3472900390625,21.463308334350586,21.579326629638672,329906
2000-02-18,21.695344924926758,21.3472900390625,21.579326629638672,21.405298233032227,177774
2000-02-22,21.81136131286621,21.3472900390625,21.695344924926758,21.3472900390625,260736
2000-02-23,21.695344924926758,21.173263549804688,21.405298233032227,21.521316528320312,259874
2000-02-24,21.753353118896484,21.3472900390625,21.753353118896484,21.521316528320312,101924
2000-02-25,21.753353118896484,21.521316528320312,21.695344924926758,21.753353118896484,190811
2000-02-28,21.927379608154297,21.6373348236084,21.81136131286621,21.81136131286621,306311
2000-02-29,21.81136131286621,21.579326629638672,21.6373348236084,21.695344924926758,377636
2000-03-01,21.81136131286621,21.6373348236084,21.753353118896484,21.695344924926758,194905
2000-03-02,21.695344924926758,21.463308334350586,21.463308334350586,21.6373348236084,128105
2000-03-03,21.927379608154297,21.6373348236084,21.6373348236084,21.81136131286621,130368
2000-03-06,21.86937141418457,21.579326629638672,21.579326629638672,21.753353118896484,127998
2000-03-07,21.81136131286621,21.231273651123047,21.695344924926758,21.463308334350586,241881
2000-03-08,21.81136131286621,21.11525535583496,21.695344924926758,21.521316528320312,115284
2000-03-09,21.579326629638672,20.999237060546875,21.289281845092773,21.289281845092773,289503
2000-03-10,21.463308334350586,21.0572452545166,21.3472900390625,21.3472900390625,137263
2000-03-13,21.521316528320312,21.0572452545166,21.521316528320312,21.11525535583496,167216
2000-03-14,21.3472900390625,20.94122886657715,21.11525535583496,21.0572452545166,163337
2000-03-15,21.289281845092773,20.999237060546875,21.0572452545166,21.289281845092773,139095
2000-03-16,21.521316528320312,21.173263549804688,21.173263549804688,21.463308334350586,365784
2000-03-17,21.6373348236084,21.173263549804688,21.463308334350586,21.3472900390625,204387
2000-03-20,21.463308334350586,21.231273651123047,21.3472900390625,21.3472900390625,145021
2000-03-21,21.81136131286621,21.231273651123047,21.231273651123047,21.695344924926758,153748
2000-03-22,21.985389709472656,21.463308334350586,21.86937141418457,21.579326629638672,159889
2000-03-23,21.985389709472656,21.231273651123047,21.3472900390625,21.81136131286621,147607
2000-03-24,21.927379608154297,21.463308334350586,21.579326629638672,21.86937141418457,192750
2000-03-27,21.927379608154297,21.405298233032227,21.695344924926758,21.579326629638672,158058
2000-03-28,21.579326629638672,21.231273651123047,21.405298233032227,21.579326629638672,489149
2000-03-29,21.695344924926758,21.289281845092773,21.695344924926758,21.521316528320312,150408
2000-03-30,21.81136131286621,21.405298233032227,21.405298233032227,21.81136131286621,192643
2000-03-31,22.275432586669922,21.6373348236084,21.81136131286621,21.6373348236084,196198
2000-04-03,22.217424392700195,21.695344924926758,21.927379608154297,21.81136131286621,232292
2000-04-04,21.927379608154297,21.579326629638672,21.753353118896484,21.81136131286621,143836
2000-04-05,22.043397903442383,21.579326629638672,21.985389709472656,21.6373348236084,713899
2000-04-06,21.927379608154297,21.579326629638672,21.86937141418457,21.81136131286621,1908003
2000-04-07,22.217424392700195,21.81136131286621,21.985389709472656,22.217424392700195,461136
2000-04-10,22.507469177246094,22.15941619873047,22.507469177246094,22.391450881958008,388087
2000-04-11,22.56547737121582,22.217424392700195,22.275432586669922,22.507469177246094,475465
2000-04-12,23.08755874633789,22.507469177246094,22.507469177246094,22.797513961791992,279806
2000-04-13,23.609638214111328,22.681495666503906,22.681495666503906,23.5516300201416,439803
2000-04-14,23.667648315429688,23.203577041625977,23.667648315429688,23.203577041625977,371818
2000-04-17,23.37760353088379,22.739505767822266,23.37760353088379,22.85552215576172,340680
2000-04-18,23.08755874633789,22.797513961791992,23.08755874633789,22.971540451049805,197168
2000-04-19,23.14556884765625,22.85552215576172,22.85552215576172,23.029550552368164,197922
2000-04-20,23.14556884765625,22.85552215576172,22.971540451049805,22.913532257080078,715191
2000-04-24,23.08755874633789,22.85552215576172,22.913532257080078,23.029550552368164,282607
2000-04-25,23.203577041625977,23.029550552368164,23.14556884765625,23.203577041625977,220979
2000-04-26,23.609638214111328,23.14556884765625,23.261585235595703,23.609638214111328,322472
2000-04-27,24.1317195892334,23.5516300201416,23.609638214111328,23.667648315429688,156118
2000-04-28,23.725656509399414,23.435611724853516,23.5516300201416,23.609638214111328,245113
2000-05-01,24.537782669067383,23.609638214111328,23.667648315429688,24.537782669067383,373865
2000-05-02,25.175880432128906,24.479772567749023,24.537782669067383,24.943845748901367,416207
2000-05-03,24.82782745361328,24.30574607849121,24.59579086303711,24.363754272460938,343158
2000-05-04,25.001853942871094,24.363754272460938,25.001853942871094,24.537782669067383,385824
2000-05-05,24.769817352294922,24.363754272460938,24.363754272460938,24.59579086303711,184885
2000-05-08,24.769817352294922,24.189729690551758,24.769817352294922,24.30574607849121,244790
2000-05-09,24.247737884521484,23.8416748046875,23.957693099975586,24.247737884521484,444436
2000-05-10,24.363754272460938,23.957693099975586,24.363754272460938,24.073711395263672,285947
2000-05-11,24.30574607849121,24.015701293945312,24.30574607849121,24.247737884521484,135539
2000-05-12,24.30574607849121,24.1317195892334,24.247737884521484,24.30574607849121,139849
2000-05-15,24.30574607849121,24.015701293945312,24.30574607849121,24.073711395263672,429029
2000-05-16,24.1317195892334,23.89968490600586,24.1317195892334,24.015701293945312,301139
2000-05-17,24.1317195892334,23.89968490600586,24.1317195892334,24.015701293945312,350269
2000-05-18,24.1317195892334,23.89968490600586,23.89968490600586,24.073711395263672,233046
2000-05-19,24.1317195892334,23.783666610717773,23.8416748046875,23.89968490600586,370848
2000-05-22,24.073711395263672,23.31959342956543,24.073711395263672,23.493621826171875,377205
2000-05-23,23.667648315429688,23.37760353088379,23.37760353088379,23.493621826171875,343805
2000-05-24,23.667648315429688,22.971540451049805,23.31959342956543,23.08755874633789,328182
2000-05-25,23.14556884765625,22.913532257080078,23.08755874633789,23.08755874633789,408558
2000-05-26,23.203577041625977,22.797513961791992,23.029550552368164,22.85552215576172,254163
2000-05-30,22.85552215576172,22.391450881958008,22.797513961791992,22.507469177246094,481822
2000-05-31,22.913532257080078,22.56547737121582,22.62348747253418,22.739505767822266,471695
2000-06-01,22.85552215576172,22.507469177246094,22.797513961791992,22.797513961791992,462536
2000-06-02,23.029550552368164,22.62348747253418,22.797513961791992,22.739505767822266,933046
2000-06-05,22.739505767822266,22.56547737121582,22.739505767822266,22.681495666503906,115068
2000-06-06,22.681495666503906,22.275432586669922,22.56547737121582,22.275432586669922,490442
2000-06-07,22.62348747253418,22.33344268798828,22.33344268798828,22.507469177246094,743959
2000-06-08,22.507469177246094,22.043397903442383,22.391450881958008,22.275432586669922,607342
2000-06-09,22.56547737121582,22.217424392700195,22.275432586669922,22.507469177246094,706464
2000-06-12,22.681495666503906,22.275432586669922,22.275432586669922,22.62348747253418,376020
2000-06-13,22.797513961791992,22.507469177246094,22.681495666503906,22.681495666503906,634385
2000-06-14,23.08755874633789,22.56547737121582,22.85552215576172,22.739505767822266,445836
2000-06-15,22.85552215576172,22.391450881958008,22.85552215576172,22.449459075927734,240588
2000-06-16,22.739505767822266,22.275432586669922,22.507469177246094,22.739505767822266,354902
2000-06-19,22.85552215576172,22.507469177246094,22.62348747253418,22.739505767822266,213114
2000-06-20,23.08755874633789,22.681495666503906,22.739505767822266,23.08755874633789,360720
2000-06-21,22.971540451049805,22.739505767822266,22.85552215576172,22.85552215576172,197491
2000-06-22,22.85552215576172,22.507469177246094,22.797513961791992,22.681495666503906,246406
2000-06-23,22.739505767822266,22.507469177246094,22.739505767822266,22.65249252319336,128644
2000-06-26,22.681495666503906,22.449459075927734,22.449459075927734,22.536474227905273,169694
2000-06-27,22.739505767822266,22.275432586669922,22.56547737121582,22.681495666503906,422564
2000-06-28,22.739505767822266,22.56547737121582,22.681495666503906,22.56547737121582,296398
2000-06-29,22.971540451049805,22.739505767822266,22.739505767822266,22.913532257080078,274958
2000-06-30,23.261585235595703,20.59317398071289,23.14556884765625,20.59317398071289,1074080
2000-07-03,23.029550552368164,21.463308334350586,21.463308334350586,22.797513961791992,572649
2000-07-05,23.203577041625977,22.507469177246094,22.56547737121582,23.14556884765625,567585
2000-07-06,23.5516300201416,22.913532257080078,23.029550552368164,23.31959342956543,430537
2000-07-07,23.493621826171875,23.261585235595703,23.435611724853516,23.37760353088379,348114
2000-07-10,23.435611724853516,23.08755874633789,23.435611724853516,23.261585235595703,166461
2000-07-11,23.31959342956543,22.85552215576172,23.203577041625977,23.08755874633789,219578
2000-07-12,23.203577041625977,22.739505767822266,23.08755874633789,23.08755874633789,321933
2000-07-13,23.261585235595703,23.08755874633789,23.203577041625977,23.203577041625977,250931
2000-07-14,23.37760353088379,23.08755874633789,23.203577041625977,23.203577041625977,165492
2000-07-17,23.203577041625977,22.971540451049805,23.08755874633789,22.971540451049805,143081
2000-07-18,23.08755874633789,22.85552215576172,23.029550552368164,22.971540451049805,119486
2000-07-19,23.203577041625977,22.913532257080078,22.971540451049805,23.203577041625977,184562
2000-07-20,23.261585235595703,22.971540451049805,22.971540451049805,23.203577041625977,243389
2000-07-21,23.31959342956543,23.08755874633789,23.14556884765625,23.261585235595703,200723
2000-07-24,23.609638214111328,23.261585235595703,23.261585235595703,23.5516300201416,264614
2000-07-25,23.89968490600586,23.37760353088379,23.37760353088379,23.89968490600586,393905
2000-07-26,24.421764373779297,23.89968490600586,23.89968490600586,24.421764373779297,495936
2000-07-27,24.885835647583008,24.247737884521484,24.363754272460938,24.7988224029541,333677
2000-07-28,24.885835647583008,24.479772567749023,24.885835647583008,24.537782669067383,482576
2000-07-31,24.59579086303711,24.015701293945312,24.537782669067383,24.247737884521484,162690
2000-08-01,24.82782745361328,24.189729690551758,24.247737884521484,24.82782745361328,822718
2000-08-02,24.59579086303711,24.015701293945312,24.537782669067383,24.30574607849121,823364
2000-08-03,24.363754272460938,23.5516300201416,24.363754272460938,23.725656509399414,603786
2000-08-04,23.957693099975586,22.797513961791992,23.957693099975586,23.029550552368164,393366
2000-08-07,23.37760353088379,22.681495666503906,23.029550552368164,22.913532257080078,237894
2000-08-08,23.31959342956543,23.08755874633789,23.14556884765625,23.203577041625977,3098660
2000-08-09,23.203577041625977,22.971540451049805,23.203577041625977,23.14556884765625,170663
2000-08-10,23.31959342956543,23.029550552368164,23.14556884765625,23.203577041625977,374727
2000-08-11,23.203577041625977,22.913532257080078,23.14556884765625,23.029550552368164,135216
2000-08-14,23.029550552368164,22.739505767822266,23.029550552368164,22.913532257080078,1012883
2000-08-15,22.85552215576172,22.62348747253418,22.797513961791992,22.62348747253418,347791
2000-08-16,22.681495666503906,22.56547737121582,22.681495666503906,22.56547737121582,99338
2000-08-17,22.681495666503906,22.33344268798828,22.56547737121582,22.507469177246094,355872
2000-08-18,22.681495666503906,22.275432586669922,22.681495666503906,22.275432586669922,194043
2000-08-21,22.507469177246094,22.275432586669922,22.449459075927734,22.33344268798828,212467
2000-08-22,22.33344268798828,21.927379608154297,22.275432586669922,21.927379608154297,421594
2000-08-23,22.10140609741211,21.86937141418457,21.927379608154297,21.927379608154297,216346
2000-08-24,21.927379608154297,21.521316528320312,21.86937141418457,21.521316528320312,244467
2000-08-25,21.81136131286621,21.463308334350586,21.695344924926758,21.463308334350586,172818
2000-08-28,21.579326629638672,21.231273651123047,21.463308334350586,21.405298233032227,330229
2000-08-29,21.463308334350586,21.173263549804688,21.3472900390625,21.289281845092773,311267
2000-08-30,21.521316528320312,21.11525535583496,21.3472900390625,21.405298233032227,268385
2000-08-31,21.695344924926758,21.11525535583496,21.3472900390625,21.11525535583496,424504
2000-09-01,21.579326629638672,21.231273651123047,21.231273651123047,21.289281845092773,134678
2000-09-05,21.521316528320312,21.289281845092773,21.289281845092773,21.521316528320312,279052
2000-09-06,21.81136131286621,21.521316528320312,21.521316528320312,21.521316528320312,354687
2000-09-07,22.043397903442383,21.521316528320312,21.521316528320312,21.927379608154297,255995
2000-09-08,22.449459075927734,21.86937141418457,21.927379608154297,22.33344268798828,606049
2000-09-11,22.449459075927734,22.15941619873047,22.391450881958008,22.391450881958008,434847
2000-09-12,22.33344268798828,22.15941619873047,22.275432586669922,22.275432586669922,363198
2000-09-13,22.275432586669922,22.043397903442383,22.275432586669922,22.10140609741211,208481
2000-09-14,22.043397903442383,21.81136131286621,22.043397903442383,21.86937141418457,359966
2000-09-15,21.81136131286621,21.695344924926758,21.695344924926758,21.695344924926758,208050
2000-09-18,22.043397903442383,21.695344924926758,21.86937141418457,21.695344924926758,430645
2000-09-19,21.86937141418457,21.695344924926758,21.695344924926758,21.753353118896484,168293
2000-09-20,21.927379608154297,21.405298233032227,21.695344924926758,21.463308334350586,140496
2000-09-21,21.579326629638672,21.3472900390625,21.3472900390625,21.405298233032227,200400
2000-09-22,21.579326629638672,21.0572452545166,21.11525535583496,21.579326629638672,412652
2000-09-25,21.695344924926758,21.463308334350586,21.521316528320312,21.463308334350586,231430
2000-09-26,22.391450881958008,21.579326629638672,21.579326629638672,22.10140609741211,1258534
2000-09-27,22.15941619873047,21.81136131286621,22.15941619873047,21.86937141418457,171525
2000-09-28,22.15941619873047,21.695344924926758,21.86937141418457,21.927379608154297,249638
2000-09-29,22.043397903442383,21.579326629638672,21.927379608154297,21.753353118896484,598184
2000-10-02,21.753353118896484,20.94122886657715,21.463308334350586,20.999237060546875,443789
2000-10-03,21.173263549804688,20.709192276000977,21.11525535583496,20.767200469970703,224965
2000-10-04,20.999237060546875,20.477155685424805,20.709192276000977,20.477155685424805,230783
2000-10-05,20.94122886657715,20.477155685424805,20.59317398071289,20.767200469970703,214838
2000-10-06,21.231273651123047,20.767200469970703,20.767200469970703,20.999237060546875,273234
2000-10-09,21.11525535583496,20.88321876525879,21.11525535583496,21.0572452545166,166677
2000-10-10,20.999237060546875,20.767200469970703,20.94122886657715,20.88321876525879,109681
2000-10-11,21.0572452545166,20.477155685424805,20.999237060546875,20.59317398071289,309004
2000-10-12,20.767200469970703,20.419147491455078,20.535165786743164,20.477155685424805,218609
2000-10-13,20.825210571289062,20.419147491455078,20.477155685424805,20.59317398071289,181653
2000-10-16,20.88321876525879,20.477155685424805,20.477155685424805,20.651182174682617,245113
2000-10-17,20.651182174682617,20.419147491455078,20.651182174682617,20.477155685424805,176158
2000-10-18,20.535165786743164,20.071094512939453,20.419147491455078,20.245121002197266,311159
2000-10-19,20.709192276000977,20.303129196166992,20.419147491455078,20.535165786743164,297799
2000-10-20,20.94122886657715,20.419147491455078,20.59317398071289,20.88321876525879,295105
2000-10-23,20.767200469970703,20.419147491455078,20.709192276000977,20.419147491455078,167647
2000-10-24,20.59317398071289,20.419147491455078,20.59317398071289,20.535165786743164,281099
2000-10-25,20.535165786743164,20.071094512939453,20.535165786743164,20.12910270690918,206110
2000-10-26,20.419147491455078,20.12910270690918,20.18711280822754,20.36113739013672,77574
2000-10-27,20.419147491455078,20.245121002197266,20.36113739013672,20.36113739013672,181761
2000-10-30,20.477155685424805,20.303129196166992,20.36113739013672,20.477155685424805,171849
2000-10-31,20.767200469970703,20.477155685424805,20.767200469970703,20.709192276000977,426443
2000-11-01,20.36113739013672,20.303129196166992,20.303129196166992,20.36113739013672,325812
2000-11-02,20.36113739013672,20.12910270690918,20.18711280822754,20.245121002197266,245652
2000-11-03,20.36113739013672,19.955076217651367,20.245121002197266,20.36113739013672,421056
2000-11-06,20.477155685424805,20.245121002197266,20.36113739013672,20.419147491455078,485270
2000-11-07,20.709192276000977,20.36113739013672,20.419147491455078,20.59317398071289,408127
2000-11-08,20.88321876525879,20.59317398071289,20.651182174682617,20.651182174682617,639233
2000-11-09,20.999237060546875,20.651182174682617,20.651182174682617,20.825210571289062,270217
2000-11-10,20.767200469970703,20.419147491455078,20.709192276000977,20.709192276000977,663906
2000-11-13,20.709192276000977,20.535165786743164,20.59317398071289,20.709192276000977,379791
2000-11-14,20.825210571289062,20.59317398071289,20.651182174682617,20.825210571289062,169155
2000-11-15,20.825210571289062,20.535165786743164,20.59317398071289,20.767200469970703,269786
2000-11-16,20.94122886657715,20.651182174682617,20.767200469970703,20.88321876525879,229921
2000-11-17,20.88321876525879,20.651182174682617,20.651182174682617,20.88321876525879,144482
2000-11-20,20.88321876525879,20.651182174682617,20.88321876525879,20.767200469970703,169370
2000-11-21,20.88321876525879,20.651182174682617,20.651182174682617,20.88321876525879,346391
2000-11-22,20.88321876525879,20.651182174682617,20.709192276000977,20.767200469970703,132738
2000-11-24,20.825210571289062,20.709192276000977,20.825210571289062,20.767200469970703,41157
2000-11-27,20.94122886657715,20.767200469970703,20.825210571289062,20.88321876525879,444328
2000-11-28,20.94122886657715,20.535165786743164,20.88321876525879,20.59317398071289,883484
2000-11-29,20.999237060546875,20.535165786743164,20.651182174682617,20.825210571289062,259874
2000-11-30,21.463308334350586,20.767200469970703,20.88321876525879,21.289281845092773,850084
2000-12-01,21.695344924926758,21.11525535583496,21.173263549804688,21.521316528320312,516515
2000-12-04,21.579326629638672,21.289281845092773,21.463308334350586,21.579326629638672,278298
2000-12-05,22.217424392700195,21.521316528320312,21.579326629638672,22.15941619873047,585362
2000-12-06,22.391450881958008,21.81136131286621,21.985389709472656,22.33344268798828,297583
2000-12-07,22.33344268798828,22.15941619873047,22.275432586669922,22.217424392700195,198784
2000-12-08,22.391450881958008,22.217424392700195,22.217424392700195,22.33344268798828,509512
2000-12-11,22.449459075927734,22.15941619873047,22.217424392700195,22.33344268798828,338094
2000-12-12,22.449459075927734,22.10140609741211,22.10140609741211,22.449459075927734,253840
2000-12-13,22.681495666503906,22.391450881958008,22.449459075927734,22.681495666503906,297368
2000-12-14,22.739505767822266,22.275432586669922,22.681495666503906,22.507469177246094,569201
2000-12-15,22.62348747253418,22.36244773864746,22.507469177246094,22.507469177246094,359427
2000-12-18,22.971540451049805,22.449459075927734,22.56547737121582,22.971540451049805,526427
2000-12-19,22.85552215576172,22.739505767822266,22.797513961791992,22.797513961791992,327967
2000-12-20,22.62348747253418,22.449459075927734,22.56547737121582,22.449459075927734,1172664
2000-12-21,22.681495666503906,22.391450881958008,22.56547737121582,22.391450881958008,382700
2000-12-22,22.507469177246094,22.275432586669922,22.449459075927734,22.33344268798828,576097
2000-12-26,22.391450881958008,22.15941619873047,22.391450881958008,22.15941619873047,153963
2000-12-27,23.14556884765625,22.15941619873047,22.217424392700195,22.913532257080078,241773
2000-12-28,23.08755874633789,22.391450881958008,22.56547737121582,22.797513961791992,384316
2000-12-29,22.971540451049805,22.275432586669922,22.62348747253418,22.275432586669922,447129
2001-01-02,22.797513961791992,22.10140609741211,22.275432586669922,22.56547737121582,280345
2001-01-03,23.203577041625977,22.56547737121582,22.681495666503906,23.08755874633789,1446544
2001-01-04,23.261585235595703,23.029550552368164,23.203577041625977,23.14556884765625,291442
2001-01-05,23.5516300201416,23.08755874633789,23.203577041625977,23.31959342956543,1108665
2001-01-08,23.667648315429688,23.203577041625977,23.31959342956543,23.203577041625977,286594
2001-01-09,23.435611724853516,22.971540451049805,23.029550552368164,23.37760353088379,851377
2001-01-10,23.5516300201416,23.261585235595703,23.31959342956543,23.493621826171875,619732
2001-01-11,23.667648315429688,23.37760353088379,23.435611724853516,23.609638214111328,271187
2001-01-12,23.667648315429688,23.37760353088379,23.609638214111328,23.5516300201416,275604
2001-01-16,23.725656509399414,23.493621826171875,23.609638214111328,23.725656509399414,522656
2001-01-17,23.725656509399414,23.5516300201416,23.725656509399414,23.725656509399414,249100
2001-01-18,23.725656509399414,23.667648315429688,23.667648315429688,23.725656509399414,144374
2001-01-19,23.725656509399414,23.609638214111328,23.609638214111328,23.725656509399414,108604
2001-01-22,24.015701293945312,23.725656509399414,23.725656509399414,24.015701293945312,336155
2001-01-23,24.015701293945312,23.783666610717773,23.89968490600586,23.957693099975586,163768
2001-01-24,24.30574607849121,24.015701293945312,24.073711395263672,24.247737884521484,370202
2001-01-25,24.479772567749023,24.015701293945312,24.073711395263672,24.479772567749023,291011
2001-01-26,24.363754272460938,24.189729690551758,24.30574607849121,24.30574607849121,671664
2001-01-29,24.4101619720459,24.261659622192383,24.308067321777344,24.354473114013672,384208
2001-01-30,24.4101619720459,24.261659622192383,24.261659622192383,24.3823184967041,414699
2001-01-31,24.54938316345215,24.31734848022461,24.50297737121582,24.438007354736328,127136
2001-02-01,24.50297737121582,24.159563064575195,24.205970764160156,24.298784255981445,86732
2001-02-02,24.540103912353516,24.298784255981445,24.298784255981445,24.52153968811035,169801
2001-02-05,24.577228546142578,24.308067321777344,24.577228546142578,24.308067321777344,215592
2001-02-06,24.400880813598633,24.038904190063477,24.31734848022461,24.1317195892334,914191
2001-02-07,23.946090698242188,23.714054107666016,23.89968490600586,23.760461807250977,599046
2001-02-08,23.946090698242188,23.714054107666016,23.946090698242188,23.714054107666016,169801
2001-02-09,23.834714889526367,23.342798233032227,23.723337173461914,23.537708282470703,962136
2001-02-12,23.936809539794922,23.435611724853516,23.482019424438477,23.714054107666016,211605
2001-02-13,24.085311889648438,23.676929473876953,23.89968490600586,24.020341873168945,317192
2001-02-14,23.806869506835938,23.528427124023438,23.676929473876953,23.704774856567383,284331
2001-02-15,23.8532772064209,23.528427124023438,23.676929473876953,23.676929473876953,227120
2001-02-16,23.482019424438477,23.203577041625977,23.33351707458496,23.296390533447266,280668
2001-02-20,23.667648315429688,23.203577041625977,23.296390533447266,23.509864807128906,171741
2001-02-21,23.509864807128906,23.249984741210938,23.463457107543945,23.40776824951172,136509
2001-02-22,23.42633056640625,23.045791625976562,23.42633056640625,23.138607025146484,265584
2001-02-23,23.40776824951172,23.138607025146484,23.138607025146484,23.24070167541504,311805
2001-02-26,23.296390533447266,23.017948150634766,23.296390533447266,23.277828216552734,155903
2001-02-27,23.342798233032227,23.092199325561523,23.203577041625977,23.296390533447266,169263
2001-02-28,23.769744873046875,23.296390533447266,23.342798233032227,23.769744873046875,261490
2001-03-01,23.89040184020996,23.482019424438477,23.714054107666016,23.881120681762695,263321
2001-03-02,23.946090698242188,23.760461807250977,23.8532772064209,23.946090698242188,208050
2001-03-05,24.038904190063477,23.8532772064209,23.99249839782715,23.91824722290039,137371
2001-03-06,23.89968490600586,23.5748348236084,23.63980484008789,23.89968490600586,201585
2001-03-07,23.89968490600586,23.51914405822754,23.760461807250977,23.658367156982422,337556
2001-03-08,23.797588348388672,23.621240615844727,23.667648315429688,23.714054107666016,327428
2001-03-09,23.99249839782715,23.676929473876953,23.741899490356445,23.806869506835938,412652
2001-03-12,24.122438430786133,23.667648315429688,24.038904190063477,23.806869506835938,362336
2001-03-13,23.806869506835938,23.537708282470703,23.806869506835938,23.630521774291992,324196
2001-03-14,23.556270599365234,23.370641708374023,23.398487091064453,23.482019424438477,808927
2001-03-15,23.528427124023438,23.203577041625977,23.528427124023438,23.435611724853516,493566
2001-03-16,23.528427124023438,23.203577041625977,23.528427124023438,23.31495475769043,349946
2001-03-19,23.203577041625977,22.043397903442383,22.043397903442383,23.203577041625977,452516
2001-03-20,23.658367156982422,23.110761642456055,23.203577041625977,23.417049407958984,532569
2001-03-21,23.99249839782715,23.491300582885742,23.99249839782715,23.5748348236084,236494
2001-03-22,23.5748348236084,22.832319259643555,23.5748348236084,23.389205932617188,373218
2001-03-23,23.955371856689453,23.157169342041016,23.249984741210938,23.389205932617188,381083
2001-03-26,24.1317195892334,23.277828216552734,23.296390533447266,23.99249839782715,632230
2001-03-27,23.99249839782715,23.398487091064453,23.99249839782715,23.45417594909668,368585
2001-03-28,23.621240615844727,23.175731658935547,23.361360549926758,23.249984741210938,814206
2001-03-29,23.667648315429688,23.231420516967773,23.296390533447266,23.602678298950195,225935
2001-03-30,24.038904190063477,23.435611724853516,23.61195945739746,23.760461807250977,675542
2001-04-02,23.760461807250977,23.324235916137695,23.760461807250977,23.676929473876953,259981
2001-04-03,23.760461807250977,23.5748348236084,23.714054107666016,23.61195945739746,233369
2001-04-04,23.75118064880371,23.379924774169922,23.379924774169922,23.667648315429688,232184
2001-04-05,24.224533081054688,23.667648315429688,23.667648315429688,24.16884422302246,372787
2001-04-06,24.27094078063965,23.797588348388672,24.038904190063477,23.936809539794922,139526
2001-04-09,24.27094078063965,23.89968490600586,23.946090698242188,24.094593048095703,130152
2001-04-10,24.224533081054688,23.87183952331543,24.224533081054688,23.946090698242188,124658
2001-04-11,23.8532772064209,23.287109375,23.8532772064209,23.389205932617188,391534
2001-04-12,23.667648315429688,23.398487091064453,23.42633056640625,23.5748348236084,361259
2001-04-16,24.122438430786133,23.342798233032227,23.5655517578125,23.435611724853516,198892
2001-04-17,23.89968490600586,23.5655517578125,23.667648315429688,23.881120681762695,135001
2001-04-18,24.54938316345215,23.779024124145508,23.8532772064209,24.447288513183594,552609
2001-04-19,24.586509704589844,24.10387420654297,24.447288513183594,24.4101619720459,263106
2001-04-20,24.54938316345215,23.99249839782715,24.54938316345215,24.345191955566406,229060
2001-04-23,24.54938316345215,23.99249839782715,24.54938316345215,24.465850830078125,156441
2001-04-24,24.419443130493164,24.1317195892334,24.4101619720459,24.252378463745117,324950
2001-04-25,24.31734848022461,24.141000747680664,24.261659622192383,24.298784255981445,185424
