Date,High_CAT,Low_CAT,Open_CAT,Close_CAT,Volume_CAT
2003-07-21,32.95000076293945,32.375,32.80500030517578,32.65999984741211,13465000
2003-07-22,32.625,31.780000686645508,31.780000686645508,32.099998474121094,13112600
2003-07-23,32.505001068115234,31.895000457763672,32.1150016784668,32.42499923706055,9669600
2003-07-24,32.5,31.899999618530273,32.474998474121094,31.90999984741211,6022200
2003-07-25,32.650001525878906,31.399999618530273,32.0,32.650001525878906,6885400
2003-07-28,32.845001220703125,32.5099983215332,32.7400016784668,32.54999923706055,5279600
2003-07-29,32.810001373291016,32.38999938964844,32.54999923706055,32.67499923706055,5407000
2003-07-30,33.349998474121094,32.619998931884766,32.68000030517578,33.224998474121094,6066800
2003-07-31,34.14500045776367,33.58000183105469,33.67499923706055,33.73500061035156,7192800
2003-08-01,33.88999938964844,33.28499984741211,33.78499984741211,33.61000061035156,5166200
2003-08-04,33.720001220703125,33.314998626708984,33.474998474121094,33.54999923706055,4242800
2003-08-05,33.77000045776367,33.34000015258789,33.654998779296875,33.345001220703125,6152600
2003-08-06,33.47999954223633,32.974998474121094,33.345001220703125,33.05500030517578,6627200
2003-08-07,33.724998474121094,32.79999923706055,33.0,33.58000183105469,6084400
2003-08-08,34.39500045776367,33.595001220703125,33.70000076293945,34.10499954223633,6177400
2003-08-11,34.505001068115234,33.935001373291016,34.20000076293945,34.34000015258789,4435400
2003-08-12,35.150001525878906,34.08000183105469,34.34000015258789,35.150001525878906,5474400
2003-08-13,35.25,34.90999984741211,35.150001525878906,35.20000076293945,6153800
2003-08-14,35.584999084472656,34.92499923706055,35.20000076293945,35.32500076293945,7142600
2003-08-15,35.974998474121094,35.224998474121094,35.54999923706055,35.47999954223633,3300800
2003-08-18,36.56999969482422,35.66999816894531,35.72999954223633,36.52000045776367,6569200
2003-08-19,36.57500076293945,35.8650016784668,36.525001525878906,36.45000076293945,6419400
2003-08-20,36.209999084472656,35.904998779296875,36.05500030517578,36.130001068115234,4044400
2003-08-21,36.974998474121094,36.04999923706055,36.20000076293945,36.70500183105469,6196200
2003-08-22,36.98500061035156,35.845001220703125,36.845001220703125,35.845001220703125,4680600
2003-08-25,35.5,34.599998474121094,35.5,34.83000183105469,7085000
2003-08-26,34.95000076293945,34.005001068115234,34.380001068115234,34.775001525878906,7307000
2003-08-27,35.22999954223633,34.68000030517578,34.75,35.08000183105469,4225000
2003-08-28,35.470001220703125,34.63999938964844,35.275001525878906,35.32500076293945,3715200
2003-08-29,36.01499938964844,35.5,35.5,35.915000915527344,3647200
2003-09-02,36.45000076293945,35.6150016784668,35.974998474121094,36.22999954223633,4235400
2003-09-03,36.22999954223633,35.505001068115234,36.09000015258789,35.974998474121094,4994800
2003-09-04,35.95000076293945,35.26499938964844,35.775001525878906,35.54499816894531,3967000
2003-09-05,35.25,34.724998474121094,35.16999816894531,35.064998626708984,7657000
2003-09-08,35.29499816894531,34.790000915527344,35.064998626708984,35.255001068115234,4617800
2003-09-09,35.130001068115234,34.400001525878906,35.130001068115234,34.70000076293945,5141400
2003-09-10,34.57500076293945,34.099998474121094,34.525001525878906,34.5,6279000
2003-09-11,34.54499816894531,33.43000030517578,34.5,34.03499984741211,11167600
2003-09-12,34.099998474121094,33.58000183105469,33.875,34.0099983215332,6041600
2003-09-15,34.72999954223633,34.06999969482422,34.13999938964844,34.5,5558200
2003-09-16,34.89500045776367,34.404998779296875,34.51499938964844,34.849998474121094,3667800
2003-09-17,35.349998474121094,34.994998931884766,35.025001525878906,35.1150016784668,5389200
2003-09-18,35.88999938964844,34.974998474121094,35.29999923706055,35.650001525878906,5145800
2003-09-19,35.875,35.38999938964844,35.650001525878906,35.595001220703125,4964200
2003-09-22,35.84000015258789,35.06999969482422,35.47999954223633,35.23500061035156,5864400
2003-09-23,35.845001220703125,35.33000183105469,35.334999084472656,35.724998474121094,3932400
2003-09-24,35.974998474121094,35.220001220703125,35.75,35.220001220703125,4616000
2003-09-25,35.435001373291016,34.45000076293945,35.334999084472656,34.45000076293945,5386800
2003-09-26,34.400001525878906,33.724998474121094,34.400001525878906,34.125,5862400
2003-09-29,34.71500015258789,33.9900016784668,34.20000076293945,34.595001220703125,4724000
2003-09-30,34.744998931884766,33.95000076293945,34.5099983215332,34.41999816894531,5140000
2003-10-01,35.72999954223633,34.45000076293945,34.46500015258789,35.66999816894531,5336000
2003-10-02,36.46500015258789,35.95500183105469,36.0,36.349998474121094,7216000
2003-10-03,37.244998931884766,36.349998474121094,36.75,36.689998626708984,6192000
2003-10-06,37.345001220703125,36.595001220703125,36.95000076293945,37.005001068115234,3771800
2003-10-07,37.209999084472656,36.650001525878906,36.880001068115234,37.209999084472656,3934200
2003-10-08,37.78499984741211,37.31999969482422,37.474998474121094,37.654998779296875,4130800
2003-10-09,38.54999923706055,37.83000183105469,38.13999938964844,38.040000915527344,5414600
2003-10-10,38.20000076293945,37.689998626708984,38.0,37.875,2556600
2003-10-13,38.70000076293945,38.0,38.0,38.45000076293945,3015600
2003-10-14,38.44499969482422,37.97999954223633,38.2599983215332,38.435001373291016,3766200
2003-10-15,39.459999084472656,38.51499938964844,38.73500061035156,39.36000061035156,6321000
2003-10-16,37.560001373291016,35.994998931884766,37.560001373291016,37.165000915527344,27425200
2003-10-17,37.369998931884766,36.70000076293945,37.18000030517578,36.790000915527344,6636800
2003-10-20,37.20500183105469,36.61000061035156,37.025001525878906,37.0,4032600
2003-10-21,37.005001068115234,36.375,37.005001068115234,36.380001068115234,5590800
2003-10-22,36.54999923706055,35.66999816894531,35.88999938964844,35.78499984741211,5806000
2003-10-23,35.915000915527344,35.5099983215332,35.78499984741211,35.68000030517578,5641200
2003-10-24,35.779998779296875,35.23500061035156,35.349998474121094,35.525001525878906,4872800
2003-10-27,35.92499923706055,35.505001068115234,35.75,35.849998474121094,3972200
2003-10-28,36.494998931884766,35.755001068115234,35.915000915527344,36.38999938964844,5315800
2003-10-29,36.72999954223633,36.0,36.380001068115234,36.72999954223633,3301600
2003-10-30,37.22999954223633,36.470001220703125,36.95500183105469,36.93000030517578,5515800
2003-10-31,37.13999938964844,36.63999938964844,36.93000030517578,36.63999938964844,4911800
2003-11-03,37.244998931884766,36.63999938964844,36.72999954223633,37.025001525878906,4029400
2003-11-04,37.6349983215332,36.95500183105469,37.025001525878906,37.404998779296875,4473200
2003-11-05,37.845001220703125,37.189998626708984,37.279998779296875,37.470001220703125,3948800
2003-11-06,37.369998931884766,37.029998779296875,37.349998474121094,37.26499938964844,3948600
2003-11-07,37.25,36.23500061035156,37.21500015258789,36.28499984741211,5778000
2003-11-10,36.67499923706055,35.90999984741211,36.224998474121094,36.04499816894531,4156000
2003-11-11,36.290000915527344,35.880001068115234,36.04499816894531,35.974998474121094,4250200
2003-11-12,36.880001068115234,36.099998474121094,36.099998474121094,36.83000183105469,2621200
2003-11-13,37.04499816894531,36.564998626708984,36.70500183105469,36.7400016784668,3132200
2003-11-14,37.279998779296875,36.25,36.7400016784668,36.30500030517578,3460600
2003-11-17,36.31999969482422,35.974998474121094,36.30500030517578,36.25,3640800
2003-11-18,36.56999969482422,35.64500045776367,36.25,35.64500045776367,3668000
2003-11-19,36.439998626708984,35.66999816894531,35.70000076293945,36.3849983215332,3591400
2003-11-20,36.78499984741211,36.20000076293945,36.349998474121094,36.375,3676400
2003-11-21,36.67499923706055,36.369998931884766,36.51499938964844,36.44499969482422,3010800
2003-11-24,36.8849983215332,36.525001525878906,36.525001525878906,36.66999816894531,3615400
2003-11-25,37.654998779296875,36.79999923706055,36.82500076293945,37.52000045776367,4764400
2003-11-26,37.75,37.15999984741211,37.75,37.70000076293945,3596200
2003-11-28,38.10499954223633,37.61000061035156,37.630001068115234,38.025001525878906,1362600
2003-12-01,38.404998779296875,37.665000915527344,38.125,38.39500045776367,3524400
2003-12-02,38.27000045776367,37.599998474121094,38.27000045776367,37.790000915527344,3887000
2003-12-03,38.17499923706055,37.67499923706055,37.96500015258789,37.7400016784668,2759000
2003-12-04,37.78499984741211,37.29999923706055,37.75,37.470001220703125,3034200
2003-12-05,38.560001373291016,38.0,38.0,38.25,6489000
2003-12-08,38.435001373291016,38.02000045776367,38.224998474121094,38.38999938964844,3184800
2003-12-09,38.66999816894531,38.165000915527344,38.51499938964844,38.2400016784668,3612800
2003-12-10,38.28499984741211,37.875,38.224998474121094,38.0,3809800
2003-12-11,39.095001220703125,38.04999923706055,38.20000076293945,38.970001220703125,4596800
2003-12-12,39.13999938964844,38.724998474121094,38.970001220703125,39.0099983215332,3660200
2003-12-15,39.834999084472656,39.244998931884766,39.494998931884766,39.2599983215332,6112400
2003-12-16,40.560001373291016,39.28499984741211,39.28499984741211,40.5099983215332,8157000
2003-12-17,41.029998779296875,40.064998626708984,40.29999923706055,41.0099983215332,6386200
2003-12-18,42.099998474121094,40.79999923706055,41.07500076293945,41.85499954223633,8481400
2003-12-19,42.375,41.54999923706055,42.099998474121094,42.375,10107000
2003-12-22,42.474998474121094,41.845001220703125,42.31999969482422,41.88999938964844,5316800
2003-12-23,42.07500076293945,41.470001220703125,41.89500045776367,41.82500076293945,4049600
2003-12-24,41.97999954223633,41.5,41.665000915527344,41.755001068115234,1674400
2003-12-26,42.05500030517578,41.529998779296875,41.630001068115234,41.85499954223633,776400
2003-12-29,42.380001068115234,41.95000076293945,41.95000076293945,42.29999923706055,2537400
2003-12-30,42.3849983215332,41.93000030517578,42.25,42.03499984741211,2185400
2003-12-31,42.209999084472656,41.5,42.20000076293945,41.5099983215332,4476000
2004-01-02,41.845001220703125,41.2599983215332,41.584999084472656,41.32500076293945,4172800
2004-01-05,42.58000183105469,41.85499954223633,41.92499923706055,42.45000076293945,6184200
2004-01-06,42.23500061035156,41.599998474121094,42.15999984741211,41.70000076293945,6190400
2004-01-07,41.7599983215332,41.154998779296875,41.7599983215332,41.244998931884766,6203200
2004-01-08,41.595001220703125,40.875,41.369998931884766,40.92499923706055,4844400
2004-01-09,40.82500076293945,40.099998474121094,40.525001525878906,40.224998474121094,6068600
2004-01-12,41.349998474121094,40.529998779296875,40.54999923706055,41.224998474121094,4166200
2004-01-13,41.79999923706055,40.48500061035156,41.474998474121094,41.25,5228200
2004-01-14,42.03499984741211,41.23500061035156,41.23500061035156,41.849998474121094,4498000
2004-01-15,42.5,41.29499816894531,42.0,41.689998626708984,3720600
2004-01-16,42.474998474121094,41.83000183105469,42.0,42.06999969482422,5083400
2004-01-20,42.005001068115234,41.07500076293945,41.79999923706055,41.07500076293945,4803400
2004-01-21,41.7599983215332,40.720001220703125,41.10499954223633,41.70000076293945,4066600
2004-01-22,42.35499954223633,41.564998626708984,41.775001525878906,42.0,4110800
2004-01-23,42.084999084472656,41.57500076293945,42.040000915527344,42.084999084472656,4675200
2004-01-26,42.54499816894531,41.334999084472656,41.849998474121094,42.505001068115234,4635000
2004-01-27,42.849998474121094,41.0,42.849998474121094,41.0,9249000
2004-01-28,41.07500076293945,39.599998474121094,40.650001525878906,39.810001373291016,7843000
2004-01-29,40.08000183105469,38.375,40.0,38.630001068115234,10858000
2004-01-30,39.224998474121094,38.505001068115234,38.525001525878906,39.064998626708984,9041400
2004-02-02,39.275001525878906,38.6150016784668,39.125,38.744998931884766,7814400
2004-02-03,38.724998474121094,38.209999084472656,38.724998474121094,38.52000045776367,8211000
2004-02-04,38.2599983215332,37.8849983215332,38.125,37.95000076293945,8467000
2004-02-05,38.56999969482422,37.63999938964844,37.900001525878906,38.15999984741211,7881000
2004-02-06,39.40999984741211,38.20000076293945,38.20000076293945,39.25,5229600
2004-02-09,39.34000015258789,38.7599983215332,39.22999954223633,38.834999084472656,2939600
2004-02-10,38.900001525878906,38.07500076293945,38.77000045776367,38.279998779296875,5732600
2004-02-11,39.47999954223633,38.0099983215332,38.154998779296875,39.47999954223633,6356600
2004-02-12,39.625,39.084999084472656,39.375,39.345001220703125,3096400
2004-02-13,39.529998779296875,38.650001525878906,39.25,38.709999084472656,3749000
2004-02-17,39.94499969482422,39.25,39.32500076293945,39.7599983215332,4740000
2004-02-18,39.775001525878906,39.1349983215332,39.61000061035156,39.45500183105469,3079400
2004-02-19,39.8650016784668,39.2400016784668,39.625,39.26499938964844,3372800
2004-02-20,39.32500076293945,38.04499816894531,39.26499938964844,38.40999984741211,5351200
2004-02-23,38.90999984741211,38.279998779296875,38.599998474121094,38.61000061035156,3589400
2004-02-24,38.75,38.18000030517578,38.400001525878906,38.349998474121094,3252200
2004-02-25,38.75,38.084999084472656,38.32500076293945,38.59000015258789,3886600
2004-02-26,39.279998779296875,38.43000030517578,38.5,38.974998474121094,3620400
2004-02-27,38.849998474121094,37.849998474121094,38.849998474121094,37.875,7388200
2004-03-01,38.80500030517578,37.92499923706055,38.0,38.41999816894531,4757800
2004-03-02,38.915000915527344,38.060001373291016,38.125,38.79499816894531,4534200
2004-03-03,39.09000015258789,38.619998931884766,38.79999923706055,38.65999984741211,3606200
2004-03-04,38.630001068115234,38.2599983215332,38.53499984741211,38.45000076293945,2649800
2004-03-05,38.54999923706055,37.974998474121094,38.04999923706055,38.185001373291016,5206000
2004-03-08,39.125,38.44499969482422,38.82500076293945,38.44499969482422,5699200
2004-03-09,38.9900016784668,37.98500061035156,38.625,38.20000076293945,5101800
2004-03-10,38.70000076293945,36.685001373291016,38.5,36.755001068115234,9450400
2004-03-11,37.25,36.255001068115234,36.67499923706055,36.57500076293945,7803400
2004-03-12,37.46500015258789,36.505001068115234,36.665000915527344,37.46500015258789,5666600
2004-03-15,37.33000183105469,36.82500076293945,37.04999923706055,36.9900016784668,5711600
2004-03-16,37.93000030517578,37.125,37.25,37.67499923706055,6185200
2004-03-17,38.744998931884766,37.75,37.775001525878906,38.61000061035156,5044400
2004-03-18,38.70000076293945,37.775001525878906,38.48500061035156,38.599998474121094,4893400
2004-03-19,38.935001373291016,38.10499954223633,38.60499954223633,38.150001525878906,4883800
2004-03-22,37.900001525878906,37.435001373291016,37.82500076293945,37.75,3908200
2004-03-23,38.375,37.7400016784668,37.849998474121094,37.92499923706055,4311800
2004-03-24,38.33000183105469,37.790000915527344,37.974998474121094,38.165000915527344,3443600
2004-03-25,38.599998474121094,37.974998474121094,38.25,38.57500076293945,3494400
2004-03-26,39.125,38.224998474121094,38.474998474121094,38.720001220703125,3820000
2004-03-29,39.849998474121094,39.220001220703125,39.220001220703125,39.7400016784668,5055400
2004-03-30,40.02000045776367,39.10499954223633,39.63999938964844,40.0,6002400
2004-03-31,39.92499923706055,39.435001373291016,39.72999954223633,39.53499984741211,3436600
2004-04-01,40.02000045776367,39.25,39.57500076293945,39.5,3429000
2004-04-02,40.76499938964844,39.78499984741211,40.125,40.599998474121094,5519400
2004-04-05,41.255001068115234,40.29999923706055,40.5,41.20500183105469,3417800
2004-04-06,41.63999938964844,40.95000076293945,41.0,41.45500183105469,4342800
2004-04-07,41.400001525878906,40.709999084472656,41.310001373291016,41.04999923706055,4794000
2004-04-08,41.595001220703125,40.900001525878906,41.349998474121094,40.9900016784668,2356400
2004-04-12,41.900001525878906,41.0,41.099998474121094,41.875,3497000
2004-04-13,42.07500076293945,40.70000076293945,41.93000030517578,41.0099983215332,5195400
2004-04-14,41.19499969482422,40.07500076293945,40.834999084472656,40.51499938964844,5116200
2004-04-15,40.97999954223633,40.14500045776367,40.625,40.400001525878906,3980400
2004-04-16,41.029998779296875,40.39500045776367,40.849998474121094,40.98500061035156,3499800
2004-04-19,40.97999954223633,40.349998474121094,40.974998474121094,40.5,3235800
2004-04-20,41.03499984741211,39.93000030517578,40.625,39.9900016784668,4575000
2004-04-21,40.59000015258789,39.209999084472656,40.0,40.540000915527344,6023400
2004-04-22,42.380001068115234,40.834999084472656,41.5,42.04999923706055,10813200
2004-04-23,42.154998779296875,40.875,42.05500030517578,40.97999954223633,7014600
2004-04-26,41.03499984741211,40.415000915527344,41.0,40.45000076293945,4947600
2004-04-27,41.0,40.45500183105469,40.650001525878906,40.900001525878906,4461000
2004-04-28,41.084999084472656,39.56999969482422,41.0,39.849998474121094,5506000
2004-04-29,40.150001525878906,38.494998931884766,40.150001525878906,38.790000915527344,6920200
2004-04-30,39.474998474121094,38.564998626708984,39.0,38.8650016784668,5599600
2004-05-03,39.849998474121094,38.93000030517578,38.95000076293945,39.685001373291016,3710600
2004-05-04,39.810001373291016,39.005001068115234,39.685001373291016,39.505001068115234,4164000
2004-05-05,39.57500076293945,39.099998474121094,39.494998931884766,39.400001525878906,3516000
2004-05-06,39.20000076293945,38.35499954223633,39.20000076293945,38.92499923706055,3812800
2004-05-07,39.26499938964844,38.55500030517578,38.70000076293945,38.560001373291016,4857000
2004-05-10,38.05500030517578,36.11000061035156,38.04999923706055,36.439998626708984,14209400
2004-05-11,36.80500030517578,36.349998474121094,36.630001068115234,36.54999923706055,7685400
2004-05-12,37.45000076293945,36.14500045776367,36.650001525878906,37.43000030517578,6281200
2004-05-13,37.82500076293945,36.93000030517578,37.2400016784668,37.33000183105469,4856800
2004-05-14,38.10499954223633,37.01499938964844,37.25,37.845001220703125,4854400
2004-05-17,37.224998474121094,36.349998474121094,37.150001525878906,36.77000045776367,5203400
2004-05-18,37.349998474121094,36.55500030517578,37.275001525878906,36.875,4745200
2004-05-19,37.625,36.779998779296875,37.25,36.900001525878906,5559800
2004-05-20,36.904998779296875,36.04999923706055,36.900001525878906,36.130001068115234,6378200
2004-05-21,36.540000915527344,36.005001068115234,36.279998779296875,36.51499938964844,4399800
2004-05-24,37.875,36.82500076293945,37.5,37.0,7180200
2004-05-25,37.334999084472656,36.685001373291016,36.900001525878906,37.32500076293945,5267800
2004-05-26,37.60499954223633,37.25,37.32500076293945,37.42499923706055,4146800
2004-05-27,38.23500061035156,37.31999969482422,37.625,37.584999084472656,4933400
2004-05-28,37.89500045776367,37.474998474121094,37.625,37.67499923706055,2859200
2004-06-01,38.165000915527344,37.529998779296875,37.67499923706055,37.97999954223633,3725600
2004-06-02,38.369998931884766,37.86000061035156,38.04999923706055,38.209999084472656,4106000
2004-06-03,38.16999816894531,37.54999923706055,38.01499938964844,37.57500076293945,3496600
2004-06-04,38.154998779296875,37.150001525878906,37.80500030517578,37.75,4757400
2004-06-07,38.880001068115234,38.07500076293945,38.099998474121094,38.849998474121094,3319800
2004-06-08,38.875,38.380001068115234,38.599998474121094,38.560001373291016,3924400
2004-06-09,38.57500076293945,37.665000915527344,38.4900016784668,37.70000076293945,4578800
2004-06-10,38.07500076293945,37.599998474121094,37.82500076293945,37.79999923706055,3345800
2004-06-14,37.80500030517578,37.30500030517578,37.79999923706055,37.380001068115234,2451600
2004-06-15,37.91999816894531,37.435001373291016,37.5,37.69499969482422,4769800
2004-06-16,37.79999923706055,36.94499969482422,37.709999084472656,37.005001068115234,5287800
2004-06-17,37.44499969482422,37.0,37.005001068115234,37.36000061035156,4065200
2004-06-18,37.47999954223633,37.064998626708984,37.224998474121094,37.209999084472656,6653200
2004-06-21,37.720001220703125,37.2599983215332,37.45000076293945,37.4900016784668,3327600
2004-06-22,38.32500076293945,37.55500030517578,38.0,38.32500076293945,4883200
2004-06-23,38.94499969482422,38.17499923706055,38.345001220703125,38.94499969482422,4114200
2004-06-24,39.70000076293945,39.01499938964844,39.06999969482422,39.54999923706055,5932800
2004-06-25,39.619998931884766,39.0099983215332,39.42499923706055,39.07500076293945,5163400
2004-06-28,39.38999938964844,38.57500076293945,39.275001525878906,38.7400016784668,3518200
2004-06-29,39.525001525878906,38.525001525878906,38.70000076293945,39.40999984741211,3816000
2004-06-30,39.79999923706055,39.0,39.400001525878906,39.720001220703125,5106000
2004-07-01,39.69499969482422,38.869998931884766,39.599998474121094,39.09000015258789,3636800
2004-07-02,39.095001220703125,38.19499969482422,39.09000015258789,38.36000061035156,3955000
2004-07-06,38.48500061035156,38.0099983215332,38.36000061035156,38.3650016784668,3237200
2004-07-07,38.78499984741211,38.125,38.2400016784668,38.75,2808600
2004-07-08,38.73500061035156,38.244998931884766,38.67499923706055,38.26499938964844,3382000
2004-07-09,38.81999969482422,38.39500045776367,38.54999923706055,38.540000915527344,3442000
2004-07-12,39.19499969482422,38.33000183105469,38.540000915527344,39.1150016784668,2911800
2004-07-13,39.65999984741211,38.779998779296875,38.779998779296875,39.6349983215332,4124600
2004-07-14,39.71500015258789,39.16999816894531,39.474998474121094,39.38999938964844,3845600
2004-07-15,39.814998626708984,39.334999084472656,39.38999938964844,39.70000076293945,2916600
2004-07-16,39.79999923706055,38.86000061035156,39.7400016784668,38.904998779296875,4241400
2004-07-19,39.29499816894531,38.709999084472656,38.90999984741211,39.095001220703125,3474800
2004-07-20,39.3650016784668,38.76499938964844,39.099998474121094,39.03499984741211,2848000
2004-07-21,39.60499954223633,38.26499938964844,39.224998474121094,38.474998474121094,4892400
2004-07-22,36.915000915527344,35.525001525878906,36.25,36.76499938964844,17837000
2004-07-23,37.07500076293945,36.23500061035156,36.76499938964844,36.61000061035156,7610600
2004-07-26,36.89500045776367,36.189998626708984,36.6150016784668,36.29999923706055,5043800
2004-07-27,36.32500076293945,35.75,36.29999923706055,36.084999084472656,6918000
2004-07-28,36.95500183105469,35.994998931884766,36.09000015258789,36.71500015258789,6343800
2004-07-29,37.130001068115234,36.529998779296875,36.974998474121094,36.96500015258789,3329400
2004-07-30,37.04999923706055,36.560001373291016,36.96500015258789,36.744998931884766,3467800
2004-08-02,36.744998931884766,36.375,36.619998931884766,36.54999923706055,4189800
2004-08-03,36.54999923706055,35.619998931884766,36.54999923706055,35.84000015258789,7607600
2004-08-04,36.095001220703125,35.75,36.0,35.849998474121094,6272800
2004-08-05,35.95500183105469,34.810001373291016,35.92499923706055,34.810001373291016,6006400
2004-08-06,35.45000076293945,34.25,34.57500076293945,35.125,9485600
2004-08-09,35.494998931884766,34.970001220703125,35.375,35.03499984741211,3340800
2004-08-10,35.65999984741211,34.92499923706055,35.029998779296875,35.630001068115234,4053800
2004-08-11,36.07500076293945,35.275001525878906,35.505001068115234,36.029998779296875,4323000
2004-08-12,35.9900016784668,35.6349983215332,35.75,35.880001068115234,5892600
2004-08-13,36.07500076293945,35.654998779296875,35.82500076293945,35.875,4379400
2004-08-16,36.435001373291016,35.63999938964844,35.875,36.435001373291016,4745600
2004-08-17,37.099998474121094,36.099998474121094,36.79999923706055,36.2400016784668,6229000
2004-08-18,36.38999938964844,36.025001525878906,36.1150016784668,36.25,4389200
2004-08-19,36.255001068115234,35.345001220703125,36.25,35.64500045776367,5305200
2004-08-20,36.290000915527344,35.5,35.5,36.119998931884766,3947800
2004-08-23,36.3849983215332,35.93000030517578,36.244998931884766,36.025001525878906,2516600
2004-08-24,36.92499923706055,36.435001373291016,36.92499923706055,36.57500076293945,5324200
2004-08-25,37.005001068115234,36.42499923706055,36.665000915527344,36.935001373291016,4168000
2004-08-26,37.04499816894531,36.6349983215332,36.935001373291016,36.85499954223633,2586600
2004-08-27,37.02000045776367,36.67499923706055,36.93000030517578,36.849998474121094,2037000
2004-08-30,36.775001525878906,36.119998931884766,36.775001525878906,36.125,2704400
2004-08-31,36.5099983215332,36.0,36.220001220703125,36.349998474121094,2309800
2004-09-01,36.724998474121094,36.224998474121094,36.435001373291016,36.310001373291016,3301600
2004-09-02,36.630001068115234,36.130001068115234,36.3849983215332,36.59000015258789,3238000
2004-09-03,36.94499969482422,36.58000183105469,36.75,36.779998779296875,2645800
2004-09-07,37.81999969482422,37.07500076293945,37.1150016784668,37.720001220703125,5689800
2004-09-08,37.73500061035156,37.45000076293945,37.6150016784668,37.599998474121094,2582400
2004-09-09,37.689998626708984,37.224998474121094,37.599998474121094,37.435001373291016,3565400
2004-09-10,37.599998474121094,36.98500061035156,37.599998474121094,37.54999923706055,3063200
2004-09-13,38.05500030517578,37.630001068115234,37.650001525878906,37.97999954223633,3771800
2004-09-14,38.0,37.619998931884766,38.0,37.86000061035156,2927400
2004-09-15,37.79999923706055,37.22999954223633,37.79999923706055,37.32500076293945,3351200
2004-09-16,37.70000076293945,37.2599983215332,37.32500076293945,37.41999816894531,2389400
2004-09-17,38.099998474121094,37.529998779296875,37.625,38.060001373291016,4933400
2004-09-20,38.29499816894531,37.79499816894531,37.849998474121094,37.939998626708984,2637800
2004-09-21,38.3849983215332,37.93000030517578,37.994998931884766,38.165000915527344,3407600
2004-09-22,38.05500030517578,37.529998779296875,38.04999923706055,37.68000030517578,3450200
2004-09-23,37.7400016784668,37.064998626708984,37.68000030517578,37.25,3271000
2004-09-24,37.630001068115234,37.099998474121094,37.099998474121094,37.380001068115234,3156400
2004-09-27,37.349998474121094,37.005001068115234,37.11000061035156,37.209999084472656,2538400
2004-09-28,38.95500183105469,37.27000045776367,37.275001525878906,38.45000076293945,9189800
2004-09-29,40.275001525878906,38.5099983215332,38.625,40.25,14205200
2004-09-30,40.650001525878906,39.92499923706055,40.20000076293945,40.224998474121094,8609600
2004-10-01,40.48500061035156,39.959999084472656,40.220001220703125,40.29999923706055,7250400
2004-10-04,40.994998931884766,40.375,40.375,40.625,5685000
2004-10-05,40.654998779296875,40.04499816894531,40.625,40.185001373291016,4108400
2004-10-06,40.5,40.06999969482422,40.185001373291016,40.5,3496600
2004-10-07,40.82500076293945,39.94499969482422,40.650001525878906,40.0,4044600
2004-10-08,40.125,39.60499954223633,40.005001068115234,39.75,3201000
2004-10-11,40.150001525878906,39.60499954223633,39.75,39.70500183105469,1914400
2004-10-12,40.125,39.25,39.584999084472656,39.869998931884766,3672000
2004-10-13,39.875,39.025001525878906,39.875,39.54499816894531,7324800
2004-10-14,39.970001220703125,39.220001220703125,39.54499816894531,39.75,5250800
2004-10-15,40.8650016784668,39.75,39.755001068115234,40.54499816894531,6098200
2004-10-18,40.58000183105469,40.07500076293945,40.505001068115234,40.564998626708984,4689400
2004-10-19,40.994998931884766,40.13999938964844,40.665000915527344,40.435001373291016,5197200
2004-10-20,40.8650016784668,40.04499816894531,40.560001373291016,40.39500045776367,5129400
2004-10-21,40.41999816894531,38.375,40.189998626708984,38.51499938964844,16267600
2004-10-22,39.5,38.650001525878906,39.01499938964844,38.66999816894531,9025000
2004-10-25,39.310001373291016,38.525001525878906,38.67499923706055,39.16999816894531,4387800
2004-10-26,39.7599983215332,39.099998474121094,39.099998474121094,39.70500183105469,4759400
2004-10-27,40.540000915527344,39.494998931884766,39.58000183105469,40.400001525878906,6047400
2004-10-28,40.33000183105469,39.51499938964844,40.20000076293945,39.76499938964844,6464400
2004-10-29,40.38999938964844,39.744998931884766,39.77000045776367,40.27000045776367,3871200
2004-11-01,40.95500183105469,40.34000015258789,40.45000076293945,40.91999816894531,5245800
2004-11-02,41.63999938964844,40.80500030517578,40.98500061035156,40.994998931884766,6079200
2004-11-03,42.2400016784668,41.779998779296875,42.0,42.125,6915200
2004-11-04,43.15999984741211,41.95000076293945,42.23500061035156,42.939998626708984,7655400
2004-11-05,43.92499923706055,42.96500015258789,43.099998474121094,43.584999084472656,7455600
2004-11-08,43.744998931884766,43.095001220703125,43.505001068115234,43.505001068115234,4181000
2004-11-09,44.27000045776367,43.36000061035156,43.400001525878906,44.154998779296875,5516200
2004-11-10,44.494998931884766,44.025001525878906,44.255001068115234,44.369998931884766,5291400
2004-11-11,45.0,44.459999084472656,44.4900016784668,44.92499923706055,4492000
2004-11-12,44.98500061035156,44.29499816894531,44.974998474121094,44.98500061035156,4662600
2004-11-15,45.32500076293945,44.70000076293945,44.90999984741211,44.845001220703125,4194000
2004-11-16,45.25,44.57500076293945,44.970001220703125,44.939998626708984,4628600
2004-11-17,45.73500061035156,45.08000183105469,45.45000076293945,45.439998626708984,3939400
2004-11-18,45.88999938964844,45.064998626708984,45.439998626708984,45.720001220703125,3567400
2004-11-19,45.720001220703125,45.04999923706055,45.720001220703125,45.09000015258789,3919800
2004-11-22,45.46500015258789,44.80500030517578,45.125,45.04999923706055,3692000
