Date,High_ETL,Low_ETL,Open_ETL,Close_ETL,Volume_ETL
2016-07-18,17.562000274658203,14.256199836730957,16.528900146484375,14.669400215148926,2311643
2016-07-19,14.944899559020996,13.223099708557129,14.187299728393555,13.291999816894531,7845192
2016-07-20,13.429800033569336,12.190099716186523,13.291999816894531,12.327799797058105,3205686
2016-07-21,12.809900283813477,11.570199966430664,12.46560001373291,11.708000183105469,4032561
2016-07-22,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,0
2016-07-25,12.121199607849121,11.708000183105469,12.121199607849121,11.776900291442871,2055533
2016-07-26,11.914600372314453,10.743800163269043,11.776900291442871,10.950400352478027,3163208
2016-07-27,11.432499885559082,10.812700271606445,11.01930046081543,11.088199615478516,1337113
2016-07-28,11.570199966430664,11.156999588012695,11.225899696350098,11.432499885559082,2038796
2016-07-29,17.0,17.0,17.0,17.0,1032
2016-08-01,11.088199615478516,10.468299865722656,10.881500244140625,10.606100082397461,1391785
2016-08-02,10.881500244140625,10.468299865722656,10.537199974060059,10.537199974060059,927052
2016-08-03,10.881500244140625,10.468299865722656,10.67490005493164,10.537199974060059,1397928
2016-08-04,10.67490005493164,10.330599784851074,10.606100082397461,10.399399757385254,883087
2016-08-05,16.649999618530273,16.649999618530273,16.649999618530273,16.649999618530273,290
2016-08-08,10.19279956817627,9.98622989654541,10.055100440979004,10.12399959564209,862215
2016-08-09,10.812700271606445,10.055100440979004,10.12399959564209,10.606100082397461,1732970
2016-08-10,10.67490005493164,10.261699676513672,10.67490005493164,10.330599784851074,704587
2016-08-11,10.67490005493164,10.261699676513672,10.399399757385254,10.537199974060059,1217391
2016-08-12,16.5,16.110000610351562,16.5,16.5,290
2016-08-15,11.01930046081543,11.01930046081543,11.01930046081543,11.01930046081543,0
2016-08-16,11.088199615478516,10.67490005493164,11.01930046081543,10.743800163269043,948902
2016-08-17,11.01930046081543,10.537199974060059,10.67490005493164,10.606100082397461,1275969
2016-08-18,10.881500244140625,10.468299865722656,10.606100082397461,10.537199974060059,894035
2016-08-19,16.899999618530273,16.649999618530273,16.649999618530273,16.899999618530273,2111
2016-08-22,10.468299865722656,9.98622989654541,10.261699676513672,10.19279956817627,542351
2016-08-23,10.537199974060059,10.19279956817627,10.19279956817627,10.399399757385254,857125
2016-08-24,10.399399757385254,10.261699676513672,10.330599784851074,10.261699676513672,814201
2016-08-25,10.261699676513672,10.261699676513672,10.261699676513672,10.261699676513672,0
2016-08-26,18.190000534057617,18.190000534057617,18.190000534057617,18.190000534057617,0
2016-08-29,10.743800163269043,10.261699676513672,10.261699676513672,10.606100082397461,1561929
2016-08-30,11.225899696350098,10.606100082397461,10.743800163269043,10.743800163269043,2572132
2016-08-31,10.881500244140625,10.606100082397461,10.743800163269043,10.743800163269043,667352
2016-09-01,11.088199615478516,10.67490005493164,10.812700271606445,10.881500244140625,1758431
2016-09-02,17.489999771118164,17.0,17.0,17.489999771118164,64
2016-09-06,11.088199615478516,10.606100082397461,10.950400352478027,10.812700271606445,1268777
2016-09-07,10.881500244140625,10.537199974060059,10.812700271606445,10.606100082397461,752162
2016-09-08,10.812700271606445,10.468299865722656,10.67490005493164,10.537199974060059,886521
