Date,High_MT.PA,Low_MT.PA,Open_MT.PA,Close_MT.PA,Volume_MT.PA
2002-02-19,21.690900802612305,21.287349700927734,21.647663116455078,21.59001350402832,2862955
2002-02-20,21.618837356567383,21.157636642456055,21.575599670410156,21.33058738708496,1455196
2002-02-21,22.38270378112793,21.474712371826172,21.474712371826172,22.19533920288086,3261302
2002-02-22,22.310640335083008,21.79178810119629,22.19533920288086,22.05121421813965,2926026
2002-02-25,22.022390365600586,21.59001350402832,21.777376174926758,21.86385154724121,1089934
2002-02-26,22.58448028564453,21.690900802612305,21.878263473510742,22.555654525756836,2032390
2002-02-27,22.757429122924805,22.25299072265625,22.52682876586914,22.757429122924805,3483852
2002-02-28,23.10333251953125,22.541242599487305,22.627716064453125,23.060094833374023,2351803
2002-03-01,23.146568298339844,22.815080642700195,23.060094833374023,22.90155601501465,2040694
2002-03-04,23.146568298339844,22.613304138183594,22.613304138183594,23.060094833374023,1383071
2002-03-05,22.9880313873291,21.546775817871094,22.91596794128418,21.647663116455078,8901800
2002-03-06,21.73413848876953,20.797321319580078,21.114398956298828,21.402650833129883,5796999
2002-03-07,21.402650833129883,20.682022094726562,20.768497467041016,21.229698181152344,4516397
2002-03-08,22.469179153442383,21.114398956298828,21.229698181152344,22.05121421813965,2856378
2002-03-11,22.91596794128418,21.964740753173828,22.339466094970703,22.84390640258789,3347091
2002-03-12,23.04568099975586,22.469179153442383,23.04568099975586,22.483591079711914,2247775
2002-03-13,22.829492568969727,22.19533920288086,22.613304138183594,22.483591079711914,1065853
2002-03-14,23.060094833374023,22.498004913330078,22.699779510498047,22.91596794128418,2615278
2002-03-15,23.060094833374023,22.627716064453125,22.627716064453125,22.84390640258789,1448766
2002-03-18,23.4348201751709,22.699779510498047,22.699779510498047,23.405994415283203,1382024
2002-03-19,23.924848556518555,23.060094833374023,23.348344802856445,23.924848556518555,1342957
2002-03-20,24.054561614990234,23.276281356811523,23.78072166442871,23.276281356811523,859430
2002-03-21,23.6365966796875,23.074506759643555,23.074506759643555,23.261869430541992,846633
2002-03-22,23.49247169494629,22.800668716430664,23.49247169494629,23.060094833374023,1603305
2002-03-25,23.060094833374023,22.670955657958984,23.060094833374023,22.77184295654297,978368
2002-03-26,22.685367584228516,21.892677307128906,22.425941467285156,22.1376895904541,2199622
2002-03-27,22.541242599487305,21.907089233398438,22.12327766418457,22.180927276611328,1418621
2002-03-28,22.180927276611328,22.180927276611328,22.180927276611328,22.180927276611328,0
2002-04-01,22.180927276611328,22.180927276611328,22.180927276611328,22.180927276611328,0
2002-04-02,22.71419334411621,21.705312728881836,22.598892211914062,21.820613861083984,1539395
2002-04-03,22.613304138183594,21.806201934814453,22.613304138183594,22.022390365600586,1717983
2002-04-04,22.440353393554688,21.762964248657227,22.036802291870117,22.440353393554688,954620
2002-04-05,22.84390640258789,22.281816482543945,22.483591079711914,22.627716064453125,819229
2002-04-08,22.699779510498047,22.05121421813965,22.19533920288086,22.339466094970703,628591
2002-04-09,22.339466094970703,21.73413848876953,22.19533920288086,21.762964248657227,1047296
2002-04-10,21.762964248657227,21.373825073242188,21.762964248657227,21.618837356567383,1380112
2002-04-11,21.806201934814453,21.20087432861328,21.806201934814453,21.33058738708496,904780
2002-04-12,21.60442543029785,21.099985122680664,21.33058738708496,21.186460494995117,1151374
2002-04-15,21.618837356567383,21.25852394104004,21.59001350402832,21.618837356567383,871567
2002-04-16,21.97915267944336,21.5179500579834,21.618837356567383,21.762964248657227,2890983
2002-04-17,22.440353393554688,21.907089233398438,21.907089233398438,22.339466094970703,3635256
2002-04-18,23.04568099975586,22.555654525756836,22.757429122924805,23.04568099975586,1826071
2002-04-19,23.132156372070312,22.598892211914062,22.930381774902344,23.002443313598633,1090443
2002-04-22,23.04568099975586,22.52682876586914,22.52682876586914,22.9880313873291,1021631
2002-04-23,22.930381774902344,22.425941467285156,22.84390640258789,22.613304138183594,1103622
2002-04-24,23.405994415283203,22.627716064453125,22.858318328857422,23.060094833374023,1466911
2002-04-25,23.11774444580078,22.180927276611328,23.11774444580078,22.23857879638672,1268963
2002-04-26,22.613304138183594,22.022390365600586,22.613304138183594,22.05121421813965,706464
2002-04-29,22.26740264892578,21.7197265625,21.97915267944336,21.84943962097168,968822
2002-04-30,22.26740264892578,21.344999313354492,22.05121421813965,22.05121421813965,1314438
2002-05-01,22.05121421813965,22.05121421813965,22.05121421813965,22.05121421813965,0
2002-05-02,22.483591079711914,21.489124298095703,21.618837356567383,22.25299072265625,1754995
2002-05-03,22.52682876586914,22.05121421813965,22.325054168701172,22.26740264892578,1478854
2002-05-06,22.325054168701172,21.97915267944336,21.97915267944336,22.19533920288086,400672
2002-05-07,22.325054168701172,21.244112014770508,22.325054168701172,21.244112014770508,1643402
2002-05-08,21.60442543029785,21.316173553466797,21.33058738708496,21.474712371826172,1300707
2002-05-09,21.907089233398438,21.503538131713867,21.79178810119629,21.59001350402832,457666
2002-05-10,21.820613861083984,21.417062759399414,21.59001350402832,21.618837356567383,1117643
2002-05-13,21.762964248657227,21.33058738708496,21.618837356567383,21.445886611938477,699880
2002-05-14,22.310640335083008,21.474712371826172,21.83502769470215,22.310640335083008,1720745
2002-05-15,21.907089233398438,21.373825073242188,21.690900802612305,21.60442543029785,7510204
2002-05-16,21.662076950073242,21.503538131713867,21.60442543029785,21.60442543029785,2151742
2002-05-17,21.806201934814453,21.445886611938477,21.618837356567383,21.503538131713867,2127780
2002-05-20,21.662076950073242,21.503538131713867,21.662076950073242,21.59001350402832,460122
2002-05-21,21.762964248657227,21.5179500579834,21.618837356567383,21.676488876342773,1188407
2002-05-22,21.762964248657227,21.546775817871094,21.546775817871094,21.618837356567383,1239176
2002-05-23,21.9359130859375,21.561187744140625,21.561187744140625,21.878263473510742,1794328
2002-05-24,22.19533920288086,21.892677307128906,21.964740753173828,22.152103424072266,2882150
2002-05-28,22.26740264892578,22.12327766418457,22.26740264892578,22.224166870117188,704812
2002-05-29,22.38270378112793,22.06562614440918,22.25299072265625,22.224166870117188,975631
2002-05-30,22.627716064453125,22.022390365600586,22.19533920288086,22.627716064453125,1171034
2002-05-31,22.627716064453125,21.92150115966797,22.19533920288086,21.92150115966797,1263278
2002-06-03,22.45476722717285,22.080039978027344,22.080039978027344,22.12327766418457,427241
2002-06-04,22.19533920288086,21.762964248657227,22.05121421813965,21.878263473510742,753653
2002-06-05,22.007976531982422,21.676488876342773,21.79178810119629,21.83502769470215,811609
2002-06-06,21.97915267944336,21.60442543029785,21.97915267944336,21.7197265625,1052296
2002-06-07,21.892677307128906,21.25852394104004,21.892677307128906,21.618837356567383,1613100
2002-06-10,21.762964248657227,21.546775817871094,21.618837356567383,21.647663116455078,720099
2002-06-11,21.83502769470215,21.489124298095703,21.503538131713867,21.676488876342773,866860
2002-06-12,21.97915267944336,21.676488876342773,21.892677307128906,21.964740753173828,1167102
2002-06-13,21.964740753173828,21.503538131713867,21.762964248657227,21.705312728881836,670338
2002-06-14,21.676488876342773,19.94698143005371,21.676488876342773,20.249645233154297,3834516
2002-06-17,20.682022094726562,20.19199562072754,20.292882919311523,20.19199562072754,1719584
2002-06-18,20.826147079467773,20.364944458007812,20.364944458007812,20.638784408569336,816077
2002-06-19,21.33058738708496,20.32170867919922,20.754085540771484,20.99909782409668,1288220
2002-06-20,21.056747436523438,20.249645233154297,20.72525978088379,20.364944458007812,1140686
2002-06-21,20.73967170715332,20.235231399536133,20.32170867919922,20.509071350097656,731165
2002-06-24,21.25852394104004,20.20640754699707,20.624372482299805,20.32170867919922,1379182
2002-06-25,20.710847854614258,20.091106414794922,20.393770217895508,20.091106414794922,1363607
2002-06-26,20.033456802368164,19.61549186706543,20.033456802368164,19.961393356323242,1639868
2002-06-27,20.48024559020996,19.975805282592773,19.990219116210938,20.033456802368164,1510631
2002-06-28,20.710847854614258,20.32170867919922,20.48024559020996,20.710847854614258,1373441
2002-07-01,21.431474685668945,20.393770217895508,20.710847854614258,21.431474685668945,1577509
2002-07-02,21.229698181152344,20.682022094726562,21.042335510253906,21.114398956298828,964413
2002-07-03,21.618837356567383,20.768497467041016,20.768497467041016,21.60442543029785,1421211
2002-07-05,21.79178810119629,21.5179500579834,21.546775817871094,21.618837356567383,1080043
2002-07-08,21.662076950073242,21.402650833129883,21.618837356567383,21.402650833129883,741248
2002-07-09,21.806201934814453,21.244112014770508,21.402650833129883,21.244112014770508,1185640
2002-07-10,21.532363891601562,20.883798599243164,21.532363891601562,21.056747436523438,1141083
2002-07-11,20.98468589782715,20.364944458007812,20.98468589782715,20.682022094726562,1639532
2002-07-12,20.970272064208984,20.46583366394043,20.46583366394043,20.682022094726562,691936
2002-07-15,20.682022094726562,20.235231399536133,20.682022094726562,20.235231399536133,619207
2002-07-16,20.494659423828125,19.327241897583008,20.32170867919922,19.81726837158203,2196426
2002-07-17,19.93256950378418,19.47136688232422,19.6010799407959,19.61549186706543,593825
2002-07-18,20.235231399536133,19.47136688232422,19.557842254638672,19.572254180908203,917532
2002-07-19,19.74520492553711,19.269590377807617,19.41371726989746,19.269590377807617,1420571
2002-07-22,19.255178451538086,18.779563903808594,19.168703079223633,18.83721351623535,1459045
2002-07-23,19.111053466796875,18.28953742980957,18.83721351623535,18.390424728393555,1217587
2002-07-24,18.376012802124023,17.583322525024414,18.231887817382812,18.015697479248047,1737440
2002-07-25,18.448074340820312,17.583322525024414,18.376012802124023,17.669797897338867,1271200
2002-07-26,17.943635940551758,16.963581085205078,17.640972137451172,17.006818771362305,1580742
2002-07-29,18.001285552978516,17.10770606994629,17.10770606994629,17.583322525024414,1015718
2002-07-30,18.203062057495117,17.799509048461914,18.015697479248047,17.813922882080078,644852
2002-07-31,18.592201232910156,17.857160568237305,18.145410537719727,18.592201232910156,1223895
2002-08-01,18.721914291381836,17.813922882080078,18.721914291381836,17.813922882080078,1383859
2002-08-02,18.448074340820312,17.583322525024414,18.376012802124023,17.972461700439453,1071414
2002-08-05,17.871572494506836,16.24295425415039,17.669797897338867,16.790630340576172,2474892
2002-08-06,16.747392654418945,15.853814125061035,16.430316925048828,16.70415496826172,2242984
2002-08-07,16.588855743408203,15.78175163269043,16.588855743408203,15.78175163269043,1887469
2002-08-08,16.286191940307617,15.421438217163086,16.142065048217773,15.479087829589844,2259470
2002-08-09,16.50238037109375,15.767338752746582,15.853814125061035,15.997940063476562,2036606
2002-08-12,16.17089080810547,15.551151275634766,16.026765823364258,15.724101066589355,948811
2002-08-13,15.997940063476562,15.565563201904297,15.724101066589355,15.738513946533203,581354
2002-08-14,15.839402198791504,15.551151275634766,15.709689140319824,15.551151275634766,1447593
2002-08-15,16.271778106689453,15.594388008117676,15.709689140319824,16.257366180419922,389495
2002-08-16,16.214128494262695,15.709689140319824,16.214128494262695,16.084415435791016,1321165
2002-08-19,16.718568801879883,15.853814125061035,15.92587661743164,16.51679229736328,972552
2002-08-20,17.43919563293457,16.603267669677734,16.718568801879883,17.122119903564453,1568581
2002-08-21,17.756271362304688,16.660917282104492,16.934755325317383,17.756271362304688,1882666
2002-08-22,18.41925048828125,17.713035583496094,17.727447509765625,18.41925048828125,2177869
2002-08-23,18.476900100708008,18.015697479248047,18.376012802124023,18.231887817382812,593318
2002-08-26,18.361600875854492,17.871572494506836,18.361600875854492,17.871572494506836,304900
2002-08-27,18.376012802124023,17.511259078979492,18.376012802124023,18.145410537719727,1302398
2002-08-28,17.943635940551758,17.453609466552734,17.77068519592285,17.69862174987793,1030143
2002-08-29,17.885984420776367,17.36713218688965,17.885984420776367,17.395957946777344,545770
2002-08-30,17.871572494506836,17.36713218688965,17.453609466552734,17.871572494506836,915250
2002-09-03,18.28953742980957,17.23741912841797,18.102174758911133,17.23741912841797,1556887
2002-09-04,17.857160568237305,16.63209342956543,17.15094566345215,16.63209342956543,1309571
2002-09-05,17.266244888305664,15.709689140319824,17.266244888305664,15.709689140319824,1547478
2002-09-06,16.862693786621094,16.11324119567871,16.142065048217773,16.718568801879883,1161676
2002-09-09,17.251832962036133,16.790630340576172,17.006818771362305,16.934755325317383,1006218
2002-09-10,17.741859436035156,16.790630340576172,17.15094566345215,17.669797897338867,1133293
2002-09-11,17.972461700439453,17.43919563293457,17.727447509765625,17.871572494506836,925836
2002-09-12,17.885984420776367,17.194181442260742,17.871572494506836,17.453609466552734,1164409
2002-09-13,17.511259078979492,16.963581085205078,17.511259078979492,17.251832962036133,804897
2002-09-16,17.381546020507812,16.862693786621094,17.078882217407227,16.862693786621094,690940
2002-09-17,17.69862174987793,17.078882217407227,17.251832962036133,17.496845245361328,1097370
2002-09-18,17.43919563293457,16.57444190979004,17.43919563293457,16.603267669677734,719037
2002-09-19,16.963581085205078,16.17089080810547,16.57444190979004,16.50238037109375,1365642
2002-09-20,16.430316925048828,15.349374771118164,16.156478881835938,15.349374771118164,3013190
2002-09-23,15.767338752746582,14.816109657287598,15.464674949645996,14.816109657287598,1036980
2002-09-24,14.98906135559082,14.412558555603027,14.700810432434082,14.412558555603027,998430
2002-09-25,15.003474235534668,14.210783004760742,14.412558555603027,14.412558555603027,1663772
2002-09-26,15.320549964904785,14.52785873413086,14.98906135559082,15.320549964904785,1362034
2002-09-27,15.493500709533691,14.85934829711914,15.320549964904785,14.98906135559082,478914
2002-09-30,14.85934829711914,14.412558555603027,14.787284851074219,14.787284851074219,1216681
2002-10-01,14.974648475646973,14.3693208694458,14.844935417175293,14.455796241760254,863032
2002-10-02,15.24848747253418,14.354907989501953,14.772872924804688,14.542271614074707,1864892
2002-10-03,14.52785873413086,14.254019737243652,14.412558555603027,14.39814567565918,2341101
2002-10-04,14.556683540344238,13.807230949401855,14.556683540344238,14.2684326171875,1570935
2002-10-07,14.2684326171875,12.84158992767334,14.2684326171875,13.043364524841309,2126722
2002-10-08,13.389266967773438,12.106549263000488,13.129840850830078,12.106549263000488,2226476
2002-10-09,12.812765121459961,12.106549263000488,12.524513244628906,12.75511360168457,2411369
2002-10-10,13.73516845703125,12.553338050842285,12.75511360168457,13.73516845703125,1688500
2002-10-11,14.484621047973633,13.346029281616211,13.908119201660156,14.484621047973633,2174933
