Date,High_RMS.PA,Low_RMS.PA,Open_RMS.PA,Close_RMS.PA,Volume_RMS.PA
2000-03-21,48.0,45.83333206176758,45.83333206176758,46.33333206176758,73944
2000-03-22,49.5,46.666664123535156,49.5,48.0,637467
2000-03-23,48.33333206176758,47.400001525878906,47.400001525878906,47.43333435058594,143283
2000-03-24,49.0,47.5,48.33333206176758,48.33333206176758,32559
2000-03-27,49.0,47.400001525878906,48.33333206176758,47.666664123535156,47226
2000-03-28,48.0,46.166664123535156,46.666664123535156,46.166664123535156,30414
2000-03-29,47.5,46.0,46.0,46.0,33627
2000-03-30,46.96666717529297,44.33333206176758,45.70000076293945,44.33333206176758,49386
2000-03-31,48.33333206176758,44.33333206176758,46.43333435058594,48.33333206176758,33882
2000-04-03,47.0,44.0,47.0,44.0,43818
2000-04-04,48.5,43.36666488647461,43.36666488647461,48.33333206176758,107124
2000-04-05,47.29999923706055,43.666664123535156,47.29999923706055,46.56666564941406,63972
2000-04-06,47.29999923706055,45.400001525878906,46.46666717529297,47.166664123535156,65466
2000-04-07,47.666664123535156,45.666664123535156,47.666664123535156,46.166664123535156,15693
2000-04-10,48.099998474121094,46.0,46.5,46.0,11343
2000-04-11,48.166664123535156,46.03333282470703,46.03333282470703,48.166664123535156,71685
2000-04-12,48.33333206176758,47.400001525878906,48.166664123535156,48.33333206176758,38910
2000-04-13,48.29999923706055,47.5,48.0,47.53333282470703,50478
2000-04-14,48.133331298828125,47.400001525878906,47.5,47.400001525878906,105045
2000-04-17,48.633331298828125,46.166664123535156,46.666664123535156,48.633331298828125,119112
2000-04-18,49.666664123535156,48.166664123535156,48.666664123535156,49.666664123535156,165753
2000-04-19,49.900001525878906,47.233333587646484,49.83333206176758,48.133331298828125,58830
2000-04-20,48.666664123535156,46.83333206176758,48.29999923706055,47.900001525878906,69699
2000-04-21,15.966666221618652,15.966666221618652,15.966666221618652,47.900001525878906,0
2000-04-24,15.966666221618652,15.966666221618652,15.966666221618652,47.900001525878906,0
2000-04-25,48.666664123535156,47.733333587646484,48.33333206176758,48.266666412353516,8997
2000-04-26,51.83333206176758,48.266666412353516,48.266666412353516,51.33333206176758,246537
2000-04-27,54.33333206176758,51.06666564941406,52.33333206176758,54.0,137094
2000-04-28,54.0,51.666664123535156,54.0,52.0,26154
2000-05-01,17.333332061767578,17.333332061767578,17.333332061767578,52.0,0
2000-05-02,53.166664123535156,51.166664123535156,53.0,52.400001525878906,27297
2000-05-03,52.93333435058594,50.03333282470703,52.33333206176758,50.733333587646484,47682
2000-05-04,52.96666717529297,50.666664123535156,52.86666488647461,51.666664123535156,26841
2000-05-05,52.5,50.06666564941406,52.5,51.633331298828125,28524
2000-05-08,52.266666412353516,50.79999923706055,51.666664123535156,52.0,52509
2000-05-09,54.0,50.83333206176758,50.83333206176758,54.0,82902
2000-05-10,54.0,53.33333206176758,53.33333206176758,53.33333206176758,5757
2000-05-11,54.0,53.33333206176758,54.0,53.36666488647461,20475
2000-05-12,54.0,50.400001525878906,53.36666488647461,51.83333206176758,123888
2000-05-15,52.599998474121094,50.0,52.33333206176758,50.0,34692
2000-05-16,51.633331298828125,48.36666488647461,50.70000076293945,51.0,118119
2000-05-17,51.33333206176758,48.83333206176758,51.0,50.0,67770
2000-05-18,50.0,48.33333206176758,49.70000076293945,48.766666412353516,31608
2000-05-19,49.666664123535156,47.83333206176758,48.33333206176758,48.33333206176758,26748
2000-05-22,48.766666412353516,46.33333206176758,48.766666412353516,46.33333206176758,31872
2000-05-23,48.400001525878906,46.56666564941406,46.56666564941406,47.5,69435
2000-05-24,47.96666717529297,46.166664123535156,47.53333282470703,46.166664123535156,52497
2000-05-25,49.666664123535156,47.03333282470703,47.666664123535156,49.666664123535156,17046
2000-05-26,51.0,48.599998474121094,49.666664123535156,50.83333206176758,51141
2000-05-29,51.93333435058594,50.0,50.83333206176758,50.96666717529297,219288
2000-05-30,51.666664123535156,49.666664123535156,51.0,49.96666717529297,34491
2000-05-31,50.0,48.0,48.666664123535156,48.33333206176758,40317
2000-06-01,48.33333206176758,47.166664123535156,48.33333206176758,47.83333206176758,33852
2000-06-02,48.46666717529297,47.20000076293945,47.20000076293945,48.29999923706055,31386
2000-06-05,48.33333206176758,48.03333282470703,48.33333206176758,48.166664123535156,18780
2000-06-06,49.0,47.5,48.29999923706055,47.5,90432
2000-06-07,48.633331298828125,47.33333206176758,47.5,47.33333206176758,38388
2000-06-08,49.03333282470703,47.70000076293945,48.33333206176758,49.0,15873
2000-06-09,49.36666488647461,48.666664123535156,49.29999923706055,49.33333206176758,14745
2000-06-12,16.444442749023438,16.444442749023438,16.444442749023438,49.33333206176758,0
2000-06-13,49.666664123535156,49.0,49.33333206176758,49.666664123535156,27138
2000-06-14,49.666664123535156,47.5,49.666664123535156,48.93333435058594,29355
2000-06-15,49.29999923706055,47.03333282470703,49.29999923706055,47.099998474121094,49137
2000-06-16,49.233333587646484,47.36666488647461,47.36666488647461,48.83333206176758,19311
2000-06-19,51.33333206176758,47.666664123535156,47.70000076293945,51.33333206176758,40449
2000-06-20,52.0,49.33333206176758,50.0,51.666664123535156,35334
2000-06-21,51.666664123535156,49.33333206176758,51.666664123535156,49.53333282470703,9027
2000-06-22,50.0,47.666664123535156,50.0,47.666664123535156,46257
2000-06-23,49.900001525878906,47.83333206176758,47.83333206176758,49.0,10008
2000-06-26,50.0,48.5,49.0,49.0,10971
2000-06-27,49.666664123535156,48.33333206176758,49.666664123535156,48.83333206176758,22500
2000-06-28,49.33333206176758,47.666664123535156,48.666664123535156,48.166664123535156,33732
2000-06-29,48.5,46.33333206176758,48.0,47.0,51894
2000-06-30,47.166664123535156,45.36666488647461,46.33333206176758,47.166664123535156,38853
2000-07-03,48.0,47.0,47.166664123535156,47.0,22176
2000-07-04,48.0,46.666664123535156,48.0,46.666664123535156,17493
2000-07-05,51.33333206176758,47.0,47.5,50.0,89985
2000-07-06,48.666664123535156,47.666664123535156,48.33333206176758,48.33333206176758,32772
2000-07-07,49.96666717529297,47.86666488647461,48.29999923706055,49.96666717529297,34584
2000-07-10,49.83333206176758,49.166664123535156,49.166664123535156,49.83333206176758,23493
2000-07-11,50.03333282470703,49.166664123535156,49.233333587646484,49.166664123535156,41787
2000-07-12,50.0,49.166664123535156,49.233333587646484,49.666664123535156,20736
2000-07-13,49.666664123535156,45.70000076293945,49.666664123535156,47.20000076293945,39234
2000-07-14,15.733332633972168,15.733332633972168,15.733332633972168,47.20000076293945,0
2000-07-17,49.33333206176758,47.166664123535156,47.166664123535156,49.0,26325
2000-07-18,49.33333206176758,46.03333282470703,49.0,48.29999923706055,49968
2000-07-19,48.20000076293945,46.29999923706055,48.20000076293945,46.666664123535156,33597
2000-07-20,46.666664123535156,46.0,46.33333206176758,46.0,80511
2000-07-21,47.266666412353516,46.20000076293945,46.83333206176758,46.43333435058594,25437
2000-07-24,46.666664123535156,46.166664123535156,46.233333587646484,46.29999923706055,12894
2000-07-25,47.599998474121094,46.53333282470703,47.599998474121094,46.666664123535156,13956
2000-07-26,48.20000076293945,46.5,46.666664123535156,48.20000076293945,22785
2000-07-27,49.166664123535156,47.099998474121094,48.33333206176758,48.96666717529297,188313
2000-07-28,49.20000076293945,48.36666488647461,48.93333435058594,48.93333435058594,15552
2000-07-31,48.900001525878906,48.166664123535156,48.666664123535156,48.166664123535156,21327
2000-08-01,48.666664123535156,47.70000076293945,47.70000076293945,48.166664123535156,33009
2000-08-02,48.33333206176758,47.36666488647461,47.86666488647461,48.0,112389
2000-08-03,48.633331298828125,47.43333435058594,47.56666564941406,48.0,9429
2000-08-04,48.29999923706055,47.03333282470703,48.29999923706055,47.5,21144
2000-08-07,48.0,47.166664123535156,48.0,47.5,22740
2000-08-08,48.0,45.53333282470703,48.0,45.86666488647461,142653
2000-08-09,47.0,45.233333587646484,46.666664123535156,45.83333206176758,205887
2000-08-10,46.36666488647461,45.33333206176758,45.43333435058594,45.766666412353516,117951
2000-08-11,47.599998474121094,45.400001525878906,45.400001525878906,46.666664123535156,68340
2000-08-14,49.0,47.166664123535156,47.29999923706055,48.5,65673
2000-08-15,48.96666717529297,47.5,48.0,47.86666488647461,13608
2000-08-16,48.733333587646484,47.86666488647461,48.166664123535156,48.53333282470703,110748
2000-08-17,49.06666564941406,48.33333206176758,48.33333206176758,48.666664123535156,42090
2000-08-18,49.233333587646484,48.43333435058594,48.43333435058594,48.5,28629
2000-08-21,49.0,48.5,48.83333206176758,48.666664123535156,126963
2000-08-22,48.83333206176758,48.5,48.5,48.766666412353516,177762
2000-08-23,49.0,47.83333206176758,48.633331298828125,48.43333435058594,27726
2000-08-24,48.900001525878906,47.93333435058594,48.33333206176758,48.43333435058594,101430
2000-08-25,48.633331298828125,46.86666488647461,48.43333435058594,48.0,142665
2000-08-28,49.29999923706055,47.666664123535156,48.0,49.266666412353516,76296
2000-08-29,50.0,48.400001525878906,49.29999923706055,49.96666717529297,353355
2000-08-30,51.633331298828125,50.0,50.0,50.733333587646484,246537
2000-08-31,51.666664123535156,50.666664123535156,50.666664123535156,51.36666488647461,78951
2000-09-01,54.0,51.33333206176758,51.33333206176758,53.0,107655
2000-09-04,53.33333206176758,52.03333282470703,53.33333206176758,52.666664123535156,48153
2000-09-05,53.33333206176758,51.400001525878906,52.5,53.133331298828125,39891
2000-09-06,53.133331298828125,51.666664123535156,52.83333206176758,52.29999923706055,75300
2000-09-07,52.96666717529297,51.33333206176758,52.96666717529297,51.900001525878906,31602
2000-09-08,53.33333206176758,52.0,52.666664123535156,53.33333206176758,81168
2000-09-11,53.0,50.666664123535156,52.666664123535156,51.900001525878906,23046
2000-09-12,52.79999923706055,51.0,51.766666412353516,52.33333206176758,114768
2000-09-13,56.0,51.70000076293945,53.03333282470703,51.70000076293945,203550
2000-09-14,56.766666412353516,51.06666564941406,52.53333282470703,54.83333206176758,230958
2000-09-15,55.666664123535156,52.766666412353516,54.666664123535156,53.33333206176758,61416
2000-09-18,53.33333206176758,50.666664123535156,53.266666412353516,50.666664123535156,70599
2000-09-19,52.166664123535156,50.70000076293945,51.0,51.5,36036
2000-09-20,52.70000076293945,51.03333282470703,51.666664123535156,51.900001525878906,83697
2000-09-21,54.33333206176758,51.96666717529297,53.29999923706055,53.20000076293945,147864
2000-09-22,57.0,52.5,53.0,53.83333206176758,105978
2000-09-25,56.33333206176758,54.0,54.33333206176758,55.96666717529297,57792
2000-09-26,55.666664123535156,54.0,55.666664123535156,54.5,35118
2000-09-27,55.666664123535156,52.733333587646484,53.33333206176758,55.666664123535156,22125
2000-09-28,56.166664123535156,54.03333282470703,55.166664123535156,54.03333282470703,91761
2000-09-29,55.56666564941406,51.666664123535156,51.666664123535156,54.0,61422
2000-10-02,54.29999923706055,51.70000076293945,51.86666488647461,54.29999923706055,39135
2000-10-03,56.0,54.0,54.33333206176758,55.93333435058594,87894
2000-10-04,55.666664123535156,54.06666564941406,54.166664123535156,54.400001525878906,34962
2000-10-05,56.166664123535156,54.099998474121094,54.133331298828125,56.166664123535156,67086
2000-10-06,55.666664123535156,54.29999923706055,55.0,54.29999923706055,29823
2000-10-09,55.0,53.733333587646484,53.86666488647461,54.599998474121094,21483
2000-10-10,54.5,52.70000076293945,54.36666488647461,53.133331298828125,80970
2000-10-11,53.33333206176758,51.666664123535156,51.666664123535156,52.400001525878906,20436
2000-10-12,53.56666564941406,52.0,52.0,52.70000076293945,40869
2000-10-13,51.666664123535156,50.03333282470703,51.666664123535156,50.03333282470703,57108
2000-10-16,51.56666564941406,50.83333206176758,50.83333206176758,51.33333206176758,43389
2000-10-17,55.33333206176758,51.400001525878906,51.400001525878906,54.666664123535156,77358
2000-10-18,53.666664123535156,51.03333282470703,53.33333206176758,52.5,70518
2000-10-19,53.0,51.36666488647461,51.46666717529297,51.36666488647461,33540
2000-10-20,53.166664123535156,51.33333206176758,53.166664123535156,52.0,29907
2000-10-23,53.133331298828125,50.33333206176758,52.666664123535156,50.33333206176758,27912
2000-10-24,52.666664123535156,50.70000076293945,50.70000076293945,51.36666488647461,22659
2000-10-25,52.633331298828125,51.666664123535156,52.599998474121094,51.70000076293945,13014
2000-10-26,52.56666564941406,51.33333206176758,52.0,52.233333587646484,5232
2000-10-27,54.900001525878906,51.36666488647461,51.36666488647461,53.0,129321
2000-10-30,54.33333206176758,52.166664123535156,54.166664123535156,52.666664123535156,7317
2000-10-31,53.33333206176758,52.0,52.166664123535156,53.0,22539
2000-11-01,53.0,52.666664123535156,53.0,53.0,7653
2000-11-02,56.46666717529297,53.33333206176758,53.33333206176758,56.06666564941406,103317
2000-11-03,56.0,54.166664123535156,56.0,55.96666717529297,60024
2000-11-06,59.0,54.666664123535156,54.666664123535156,58.33333206176758,105702
2000-11-07,63.766666412353516,57.666664123535156,58.33333206176758,60.03333282470703,243726
2000-11-08,60.0,59.0,59.33333206176758,59.83333206176758,95034
2000-11-09,59.83333206176758,56.06666564941406,59.83333206176758,56.400001525878906,111096
2000-11-10,57.79999923706055,56.53333282470703,56.53333282470703,57.266666412353516,19197
2000-11-13,57.266666412353516,54.33333206176758,57.266666412353516,54.56666564941406,41934
2000-11-14,58.5,54.33333206176758,54.33333206176758,58.5,43518
2000-11-15,60.0,56.666664123535156,58.33333206176758,59.33333206176758,70647
2000-11-16,60.0,58.29999923706055,60.0,59.96666717529297,109668
2000-11-17,60.0,57.43333435058594,60.0,57.83333206176758,30486
2000-11-20,58.33333206176758,56.666664123535156,57.33333206176758,56.666664123535156,26379
2000-11-21,57.79999923706055,55.06666564941406,57.666664123535156,55.666664123535156,51213
2000-11-22,57.666664123535156,54.86666488647461,55.70000076293945,54.86666488647461,66891
2000-11-23,56.33333206176758,53.0,56.0,53.5,104529
2000-11-24,55.5,53.33333206176758,53.36666488647461,54.33333206176758,93801
2000-11-27,57.96666717529297,55.233333587646484,56.0,56.666664123535156,69810
2000-11-28,57.0,53.83333206176758,57.0,54.46666717529297,100356
2000-11-29,54.43333435058594,52.83333206176758,54.03333282470703,54.33333206176758,160569
2000-11-30,54.666664123535156,53.03333282470703,53.03333282470703,54.666664123535156,27960
2000-12-01,54.633331298828125,52.33333206176758,52.666664123535156,53.06666564941406,171066
2000-12-04,53.33333206176758,51.33333206176758,53.33333206176758,52.33333206176758,67692
2000-12-05,52.83333206176758,51.70000076293945,52.0,52.29999923706055,65193
2000-12-06,54.666664123535156,52.43333435058594,52.83333206176758,54.666664123535156,114357
2000-12-07,54.666664123535156,52.666664123535156,52.666664123535156,54.666664123535156,76167
2000-12-08,53.93333435058594,53.06666564941406,53.06666564941406,53.666664123535156,109962
2000-12-11,54.599998474121094,53.03333282470703,54.599998474121094,53.900001525878906,51621
2000-12-12,53.900001525878906,51.96666717529297,53.900001525878906,53.766666412353516,53286
2000-12-13,53.766666412353516,52.29999923706055,53.666664123535156,52.666664123535156,96564
2000-12-14,55.0,52.06666564941406,52.666664123535156,52.5,136026
2000-12-15,53.33333206176758,52.0,52.666664123535156,52.0,55644
2000-12-18,53.33333206176758,52.06666564941406,52.166664123535156,52.83333206176758,88053
2000-12-19,53.599998474121094,51.733333587646484,53.599998474121094,52.666664123535156,30252
2000-12-20,53.266666412353516,50.33333206176758,52.96666717529297,51.33333206176758,52176
2000-12-21,52.20000076293945,48.33333206176758,50.666664123535156,48.33333206176758,75096
2000-12-22,50.0,48.666664123535156,49.56666564941406,49.0,54522
2000-12-25,49.0,49.0,49.0,49.0,0
2000-12-26,49.0,49.0,49.0,49.0,0
2000-12-27,50.233333587646484,49.0,49.70000076293945,49.599998474121094,18633
2000-12-28,51.633331298828125,49.33333206176758,49.33333206176758,50.53333282470703,11280
2000-12-29,51.46666717529297,49.33333206176758,51.0,50.29999923706055,6294
2001-01-01,16.766666412353516,16.766666412353516,16.766666412353516,50.29999923706055,0
2001-01-02,52.766666412353516,50.29999923706055,52.766666412353516,50.666664123535156,20175
2001-01-03,51.0,47.0,51.0,47.33333206176758,74400
2001-01-04,49.83333206176758,44.33333206176758,49.83333206176758,44.70000076293945,183570
2001-01-05,47.0,44.70000076293945,44.70000076293945,47.0,198138
2001-01-08,47.83333206176758,46.33333206176758,47.0,46.83333206176758,74307
2001-01-09,47.33333206176758,46.70000076293945,46.83333206176758,46.83333206176758,73251
2001-01-10,47.166664123535156,46.266666412353516,47.03333282470703,46.599998474121094,106185
2001-01-11,48.0,46.0,46.96666717529297,48.0,133113
2001-01-12,49.93333435058594,47.633331298828125,47.633331298828125,49.29999923706055,73911
2001-01-15,49.29999923706055,48.233333587646484,49.0,48.633331298828125,28566
2001-01-16,48.83333206176758,46.70000076293945,48.666664123535156,46.70000076293945,213321
2001-01-17,48.33333206176758,47.5,47.666664123535156,47.666664123535156,151674
2001-01-18,48.83333206176758,47.666664123535156,48.33333206176758,48.5,66510
2001-01-19,51.599998474121094,48.0,48.5,49.79999923706055,136662
2001-01-22,51.5,50.06666564941406,50.06666564941406,50.43333435058594,60078
2001-01-23,51.666664123535156,50.53333282470703,50.83333206176758,51.633331298828125,54378
2001-01-24,51.633331298828125,51.633331298828125,51.633331298828125,51.633331298828125,0
2001-01-25,49.633331298828125,48.53333282470703,48.666664123535156,48.666664123535156,32646
2001-01-26,48.666664123535156,48.666664123535156,48.666664123535156,48.666664123535156,0
2001-01-29,49.29999923706055,48.166664123535156,49.0,49.29999923706055,70935
2001-01-30,50.5,48.666664123535156,49.0,50.0,58167
2001-01-31,52.733333587646484,50.03333282470703,50.633331298828125,52.733333587646484,86976
2001-02-01,52.29999923706055,50.70000076293945,50.70000076293945,52.0,20358
2001-02-02,52.5,50.46666717529297,51.93333435058594,50.46666717529297,17424
2001-02-05,52.900001525878906,50.33333206176758,50.33333206176758,52.06666564941406,98877
2001-02-06,53.33333206176758,51.0,52.900001525878906,52.0,76587
2001-02-07,52.46666717529297,49.666664123535156,52.46666717529297,50.0,27588
2001-02-08,51.33333206176758,49.666664123535156,49.666664123535156,51.03333282470703,8307
2001-02-09,53.0,49.666664123535156,51.33333206176758,49.666664123535156,51462
2001-02-12,51.400001525878906,48.666664123535156,51.400001525878906,48.666664123535156,44163
2001-02-13,49.79999923706055,47.03333282470703,49.33333206176758,48.20000076293945,39897
2001-02-14,50.29999923706055,49.166664123535156,49.83333206176758,49.666664123535156,167877
2001-02-15,51.099998474121094,50.0,50.0,50.83333206176758,140658
2001-02-16,50.83333206176758,49.666664123535156,50.5,50.0,41463
2001-02-19,51.0,50.03333282470703,50.96666717529297,50.5,65715
2001-02-20,50.83333206176758,50.099998474121094,50.099998474121094,50.599998474121094,75612
2001-02-21,50.666664123535156,49.83333206176758,50.5,50.03333282470703,97749
2001-02-22,51.0,50.0,50.633331298828125,50.599998474121094,37272
2001-02-23,50.666664123535156,49.733333587646484,50.633331298828125,50.666664123535156,16896
2001-02-26,50.666664123535156,49.666664123535156,50.666664123535156,49.900001525878906,15768
2001-02-27,50.599998474121094,49.666664123535156,50.599998474121094,49.666664123535156,25467
2001-02-28,50.666664123535156,49.33333206176758,49.33333206176758,50.666664123535156,24489
2001-03-01,50.83333206176758,49.06666564941406,50.666664123535156,49.70000076293945,83856
2001-03-02,50.53333282470703,49.599998474121094,49.666664123535156,49.79999923706055,47028
2001-03-05,50.53333282470703,49.79999923706055,50.33333206176758,49.79999923706055,28683
2001-03-06,50.166664123535156,49.666664123535156,49.83333206176758,50.0,27885
2001-03-07,50.666664123535156,49.666664123535156,50.166664123535156,50.06666564941406,33876
2001-03-08,50.166664123535156,48.36666488647461,50.166664123535156,48.36666488647461,82710
2001-03-09,49.46666717529297,48.06666564941406,49.33333206176758,49.0,47619
2001-03-12,49.03333282470703,46.83333206176758,49.03333282470703,47.33333206176758,90645
2001-03-13,47.099998474121094,46.166664123535156,46.33333206176758,46.666664123535156,70905
2001-03-14,46.666664123535156,46.666664123535156,46.666664123535156,46.666664123535156,0
2001-03-15,46.599998474121094,45.36666488647461,46.0,45.400001525878906,109437
2001-03-16,46.5,44.93333435058594,45.36666488647461,45.166664123535156,84660
2001-03-19,48.0,45.099998474121094,45.33333206176758,46.46666717529297,89073
2001-03-20,47.166664123535156,45.33333206176758,46.633331298828125,46.666664123535156,107883
2001-03-21,50.666664123535156,47.33333206176758,50.33333206176758,47.666664123535156,331053
2001-03-22,48.33333206176758,46.33333206176758,48.166664123535156,46.36666488647461,172761
2001-03-23,47.166664123535156,45.666664123535156,47.166664123535156,45.83333206176758,93012
2001-03-26,47.666664123535156,45.83333206176758,45.83333206176758,47.666664123535156,171528
2001-03-27,48.166664123535156,46.0,48.166664123535156,46.0,93147
2001-03-28,48.33333206176758,46.733333587646484,46.733333587646484,47.86666488647461,65247
2001-03-29,48.633331298828125,46.93333435058594,48.33333206176758,47.33333206176758,58278
2001-03-30,49.0,46.70000076293945,46.70000076293945,49.0,65520
2001-04-02,49.5,46.70000076293945,49.33333206176758,47.666664123535156,28671
2001-04-03,47.06666564941406,45.46666717529297,47.06666564941406,46.0,72165
2001-04-04,46.56666564941406,44.70000076293945,46.33333206176758,46.33333206176758,81225
2001-04-05,47.0,45.133331298828125,45.133331298828125,46.666664123535156,108432
2001-04-06,47.599998474121094,46.06666564941406,46.06666564941406,47.0,206139
2001-04-09,47.33333206176758,46.766666412353516,47.0,47.0,64299
2001-04-10,47.93333435058594,46.83333206176758,47.166664123535156,47.86666488647461,159459
2001-04-11,47.96666717529297,46.166664123535156,47.96666717529297,47.0,42159
2001-04-12,47.633331298828125,46.0,47.633331298828125,47.099998474121094,38688
2001-04-13,15.699999809265137,15.699999809265137,15.699999809265137,47.099998474121094,0
2001-04-16,15.699999809265137,15.699999809265137,15.699999809265137,47.099998474121094,0
2001-04-17,47.166664123535156,45.79999923706055,46.96666717529297,47.133331298828125,58419
2001-04-18,49.166664123535156,46.166664123535156,47.266666412353516,48.29999923706055,85710
2001-04-19,49.133331298828125,46.86666488647461,49.133331298828125,47.0,80946
2001-04-20,48.33333206176758,47.5,48.0,48.33333206176758,71541
2001-04-23,49.56666564941406,48.33333206176758,49.0,49.5,66273
2001-04-24,49.666664123535156,48.36666488647461,49.599998474121094,48.83333206176758,74955
2001-04-25,49.33333206176758,48.5,48.5,48.53333282470703,52404
2001-04-26,52.20000076293945,49.099998474121094,49.33333206176758,50.70000076293945,249036
2001-04-27,54.0,50.666664123535156,50.666664123535156,53.0,193248
2001-04-30,54.0,52.83333206176758,53.0,54.0,101271
2001-05-01,18.0,18.0,18.0,54.0,0
2001-05-02,55.266666412353516,53.5,55.266666412353516,53.666664123535156,53985
2001-05-03,54.0,53.5,54.0,53.666664123535156,78888
2001-05-04,54.33333206176758,53.666664123535156,53.666664123535156,53.70000076293945,73482
2001-05-07,54.633331298828125,53.900001525878906,54.33333206176758,53.900001525878906,34218
2001-05-08,54.166664123535156,53.83333206176758,53.900001525878906,53.900001525878906,42960
2001-05-09,55.33333206176758,53.900001525878906,54.33333206176758,55.33333206176758,56772
2001-05-10,55.33333206176758,53.900001525878906,55.29999923706055,54.03333282470703,86178
2001-05-11,54.633331298828125,53.666664123535156,54.03333282470703,53.666664123535156,42906
2001-05-14,54.29999923706055,52.43333435058594,54.29999923706055,52.633331298828125,241281
2001-05-15,53.96666717529297,52.666664123535156,53.666664123535156,53.93333435058594,142797
2001-05-16,54.96666717529297,53.233333587646484,54.33333206176758,54.96666717529297,124323
2001-05-17,54.83333206176758,53.666664123535156,54.20000076293945,54.5,81063
