Date,High_TJX,Low_TJX,Open_TJX,Close_TJX,Volume_TJX
2000-01-03,2.5625,2.476562976837158,2.546875,2.539062976837158,14484000
2000-01-04,2.53125,2.328125,2.507812976837158,2.40625,18216800
2000-01-05,2.429687976837158,2.335937976837158,2.40625,2.335937976837158,24022400
2000-01-06,2.59375,2.460937976837158,2.5,2.476562976837158,26992000
2000-01-07,2.601562976837158,2.4375,2.484375,2.539062976837158,17420000
2000-01-10,2.539062976837158,2.492187976837158,2.523437976837158,2.5,15232800
2000-01-11,2.523437976837158,2.453125,2.5,2.460937976837158,19578400
2000-01-12,2.46875,2.4375,2.460937976837158,2.4375,16377600
2000-01-13,2.460937976837158,2.382812976837158,2.4375,2.4375,18737600
2000-01-14,2.492187976837158,2.421875,2.429687976837158,2.460937976837158,9264800
2000-01-18,2.445312976837158,2.367187976837158,2.429687976837158,2.382812976837158,7888000
2000-01-19,2.421875,2.296875,2.414062976837158,2.304687976837158,14485600
2000-01-20,2.375,2.273437976837158,2.359375,2.3125,9239200
2000-01-21,2.289062976837158,2.109375,2.28125,2.15625,43389600
2000-01-24,2.148437976837158,2.0625,2.09375,2.078125,28382400
2000-01-25,2.148437976837158,2.070312976837158,2.078125,2.125,13167200
2000-01-26,2.1875,2.101562976837158,2.101562976837158,2.171875,16465600
2000-01-27,2.226562976837158,2.109375,2.164062976837158,2.140625,12228800
2000-01-28,2.117187976837158,2.03125,2.109375,2.039062976837158,13932000
2000-01-31,2.0625,2.007812976837158,2.046875,2.039062976837158,11296800
2000-02-01,2.085937976837158,2.007812976837158,2.007812976837158,2.078125,10495200
2000-02-02,2.21875,2.007812976837158,2.085937976837158,2.1875,11921600
2000-02-03,2.320312976837158,2.125,2.15625,2.273437976837158,22321600
2000-02-04,2.328125,2.15625,2.273437976837158,2.289062976837158,21488800
2000-02-07,2.242187976837158,2.117187976837158,2.234375,2.148437976837158,17973600
2000-02-08,2.21875,2.171875,2.171875,2.195312976837158,13179200
2000-02-09,2.1875,2.125,2.1875,2.132812976837158,9064800
2000-02-10,2.1875,2.046875,2.125,2.15625,9249600
2000-02-11,2.171875,2.046875,2.171875,2.09375,9435200
2000-02-14,2.109375,2.039062976837158,2.101562976837158,2.085937976837158,6545600
2000-02-15,2.085937976837158,2.015625,2.085937976837158,2.039062976837158,9323200
2000-02-16,2.046875,1.9375,2.046875,1.953125,13372000
2000-02-17,2.023437976837158,1.875,1.9453129768371582,1.8984379768371582,15456000
2000-02-18,1.953125,1.875,1.921875,1.890625,13061600
2000-02-22,1.921875,1.84375,1.921875,1.859375,8357600
2000-02-23,1.8984379768371582,1.8359379768371582,1.875,1.8359379768371582,6146400
2000-02-24,1.828125,1.7421879768371582,1.8125,1.78125,10845600
2000-02-25,1.84375,1.7421879768371582,1.78125,1.765625,13180800
2000-02-28,1.875,1.765625,1.765625,1.875,24096000
2000-02-29,2.03125,1.890625,1.890625,1.9921879768371582,26546400
2000-03-01,2.078125,1.953125,2.023437976837158,2.0625,27174400
2000-03-02,2.164062976837158,2.0625,2.070312976837158,2.09375,15819200
2000-03-03,2.15625,1.9453129768371582,2.03125,2.117187976837158,11916000
2000-03-06,2.09375,2.015625,2.09375,2.046875,7564000
2000-03-07,2.039062976837158,1.9375,2.03125,1.953125,8252000
2000-03-08,1.96875,1.8515629768371582,1.875,1.96875,17496800
2000-03-09,1.9609379768371582,1.90625,1.9375,1.953125,25407200
2000-03-10,1.9375,1.8984379768371582,1.9140629768371582,1.90625,16752800
2000-03-13,1.890625,1.8125,1.890625,1.875,18860000
2000-03-14,1.921875,1.84375,1.8671879768371582,1.890625,15794400
2000-03-15,2.148437976837158,1.84375,1.859375,2.125,27708800
2000-03-16,2.625,2.195312976837158,2.21875,2.5,50528800
2000-03-17,2.523437976837158,2.375,2.515625,2.375,31469600
2000-03-20,2.46875,2.375,2.40625,2.460937976837158,13784800
2000-03-21,2.53125,2.460937976837158,2.492187976837158,2.5,29170400
2000-03-22,2.5,2.4375,2.492187976837158,2.492187976837158,20886400
2000-03-23,2.5,2.445312976837158,2.492187976837158,2.492187976837158,12995200
2000-03-24,2.617187976837158,2.484375,2.5,2.609375,19417600
2000-03-27,2.632812976837158,2.5625,2.585937976837158,2.585937976837158,18944000
2000-03-28,2.804687976837158,2.601562976837158,2.617187976837158,2.632812976837158,20434400
2000-03-29,2.671875,2.578125,2.65625,2.640625,21820800
2000-03-30,3.0,2.632812976837158,2.632812976837158,2.867187976837158,36228800
