Date,High_K,Low_K,Open_K,Close_K,Volume_K
2000-01-03,28.638498306274414,27.69953155517578,28.28638458251953,28.05164337158203,818559
2000-01-04,27.93427276611328,26.936620712280273,27.8169002532959,27.053991317749023,739217
2000-01-05,27.3474178314209,26.173709869384766,26.995304107666016,26.81924819946289,918989
2000-01-06,27.3474178314209,26.291080474853516,26.291080474853516,27.053991317749023,1163193
2000-01-07,27.58216094970703,27.053991317749023,27.3474178314209,27.46478843688965,1074479
2000-01-10,27.46478843688965,26.173709869384766,27.406103134155273,26.58450698852539,801945
2000-01-11,27.23004722595215,26.291080474853516,26.408451080322266,27.171361923217773,879051
2000-01-12,27.406103134155273,26.34976577758789,27.3474178314209,26.46713638305664,1048173
2000-01-13,26.46713638305664,25.762910842895508,26.46713638305664,25.762910842895508,726756
2000-01-14,25.586854934692383,24.823944091796875,25.528169631958008,24.941314697265625,892470
2000-01-18,26.056337356567383,24.530515670776367,24.706573486328125,25.938966751098633,1222620
2000-01-19,25.880281448364258,25.0,25.352113723754883,25.176055908203125,1290354
2000-01-20,25.058685302734375,23.708919525146484,25.058685302734375,24.237089157104492,939863
2000-01-21,24.88262939453125,23.356807708740234,24.88262939453125,23.474178314208984,1188327
2000-01-24,23.708919525146484,22.41783905029297,23.239437103271484,22.6525821685791,1200681
2000-01-25,22.68192481994629,22.30046844482422,22.53521156311035,22.476526260375977,1093862
2000-01-26,23.356807708740234,21.94835662841797,22.06572723388672,23.29812240600586,1084596
2000-01-27,24.647886276245117,22.6525821685791,24.647886276245117,23.004695892333984,1130817
2000-01-28,23.122066497802734,22.1830997467041,23.004695892333984,22.476526260375977,921438
2000-01-31,23.239437103271484,22.241783142089844,22.76995277404785,22.76995277404785,944655
2000-02-01,23.474178314208984,22.711267471313477,23.004695892333984,23.063379287719727,881075
2000-02-02,22.8873233795166,22.359155654907227,22.828638076782227,22.476526260375977,578295
2000-02-03,22.6525821685791,21.94835662841797,22.476526260375977,22.53521156311035,763286
2000-02-04,22.6525821685791,21.654930114746094,22.6525821685791,21.94835662841797,590969
2000-02-07,22.1830997467041,21.18544578552246,22.1830997467041,21.420188903808594,814832
2000-02-08,22.007041931152344,21.361501693725586,21.654930114746094,22.007041931152344,856899
2000-02-09,22.30046844482422,21.009389877319336,21.83098602294922,21.420188903808594,681600
2000-02-10,21.361501693725586,20.481220245361328,21.18544578552246,20.539905548095703,665945
2000-02-11,20.539905548095703,19.48356819152832,20.539905548095703,19.776994705200195,1523163
2000-02-14,20.011737823486328,19.48356819152832,19.776994705200195,19.953052520751953,1097270
2000-02-15,21.83098602294922,19.776994705200195,19.953052520751953,21.654930114746094,1428059
2000-02-16,21.83098602294922,21.06807518005371,21.654930114746094,21.244131088256836,1031985
2000-02-17,21.71361541748047,20.657276153564453,21.009389877319336,21.537559509277344,937307
2000-02-18,21.478872299194336,20.657276153564453,21.361501693725586,20.833332061767578,613973
2000-02-22,22.53521156311035,20.715961456298828,20.95070457458496,22.53521156311035,1121232
2000-02-23,22.359155654907227,21.420188903808594,22.30046844482422,22.1830997467041,1535837
2000-02-24,22.359155654907227,20.59859275817871,22.359155654907227,20.95070457458496,1529660
2000-02-25,21.009389877319336,19.542253494262695,20.774648666381836,19.71830940246582,2123184
2000-02-28,21.83098602294922,19.542253494262695,19.71830940246582,21.772300720214844,2368454
2000-02-29,24.061033248901367,21.83098602294922,21.83098602294922,23.767606735229492,2327132
2000-03-01,23.474178314208984,21.83098602294922,23.122066497802734,22.30046844482422,1168199
2000-03-02,22.359155654907227,21.06807518005371,22.30046844482422,21.420188903808594,739856
2000-03-03,22.76995277404785,21.30281639099121,21.59624481201172,22.359155654907227,789911
2000-03-06,22.476526260375977,21.009389877319336,22.476526260375977,21.537559509277344,864993
2000-03-07,21.71361541748047,21.009389877319336,21.361501693725586,21.30281639099121,1146473
2000-03-08,22.593896865844727,20.892019271850586,21.361501693725586,22.359155654907227,1348610
2000-03-09,22.41783905029297,21.18544578552246,22.124412536621094,22.06572723388672,913451
2000-03-10,21.94835662841797,21.30281639099121,21.94835662841797,21.537559509277344,752636
2000-03-13,22.06572723388672,20.95070457458496,21.478872299194336,22.007041931152344,691398
2000-03-14,22.6525821685791,21.478872299194336,21.889671325683594,22.1830997467041,1128261
2000-03-15,24.706573486328125,21.59624481201172,21.654930114746094,24.589202880859375,1671731
2000-03-16,26.173709869384766,25.058685302734375,25.352113723754883,25.469484329223633,2012424
2000-03-17,25.469484329223633,23.53286361694336,25.469484329223633,24.002347946166992,1479285
2000-03-20,25.352113723754883,24.002347946166992,25.352113723754883,24.354459762573242,862650
2000-03-21,25.058685302734375,24.178403854370117,24.530515670776367,24.941314697265625,839646
2000-03-22,25.11737060546875,23.53286361694336,25.11737060546875,23.826290130615234,733359
2000-03-23,23.65023422241211,22.8873233795166,23.591548919677734,23.53286361694336,1117398
2000-03-24,23.53286361694336,22.828638076782227,23.474178314208984,23.004695892333984,777024
2000-03-27,23.063379287719727,22.30046844482422,23.004695892333984,22.6525821685791,507899
2000-03-28,22.6525821685791,21.83098602294922,22.6525821685791,22.41783905029297,757215
2000-03-29,23.943662643432617,22.6525821685791,22.8873233795166,23.767606735229492,784053
2000-03-30,24.823944091796875,23.53286361694336,23.65023422241211,24.413145065307617,1032092
2000-03-31,24.413145065307617,23.708919525146484,24.413145065307617,24.178403854370117,873620
2000-04-03,24.061033248901367,23.004695892333984,24.061033248901367,23.65023422241211,751464
2000-04-04,24.88262939453125,22.8873233795166,23.884977340698242,24.647886276245117,1500585
2000-04-05,25.997652053833008,24.647886276245117,25.2347412109375,24.88262939453125,901416
2000-04-06,25.2347412109375,24.589202880859375,24.88262939453125,24.7652587890625,740388
2000-04-07,25.058685302734375,23.239437103271484,24.823944091796875,23.474178314208984,812489
2000-04-10,23.767606735229492,23.18075180053711,23.65023422241211,23.767606735229492,567326
2000-04-11,23.943662643432617,23.356807708740234,23.767606735229492,23.884977340698242,643793
2000-04-12,24.589202880859375,23.826290130615234,23.943662643432617,24.237089157104492,940395
2000-04-13,25.352113723754883,24.295774459838867,24.471830368041992,25.176055908203125,1083425
2000-04-14,25.293426513671875,24.88262939453125,25.0,25.2347412109375,971067
2000-04-17,26.115022659301758,24.88262939453125,25.2347412109375,26.115022659301758,1123469
2000-04-18,25.997652053833008,25.11737060546875,25.997652053833008,25.880281448364258,714296
