Date,High_AI.PA,Low_AI.PA,Open_AI.PA,Close_AI.PA,Volume_AI.PA
2000-01-03,30.005434036254883,28.73663330078125,28.80521583557129,28.97667694091797,1094181
2000-01-04,28.92523765563965,26.953453063964844,28.97667694091797,27.69072914123535,1671548
2000-01-05,27.604999542236328,26.67911720275879,27.090620040893555,27.43353843688965,1033053
2000-01-06,29.93684959411621,27.022035598754883,27.073474884033203,29.405324935913086,1678435
2000-01-07,30.691272735595703,28.890945434570312,29.405324935913086,29.045259475708008,2659862
2000-01-10,29.885412216186523,28.016502380371094,29.319595336914062,28.033647537231445,1533078
2000-01-11,29.11384391784668,27.776458740234375,29.11384391784668,27.776458740234375,1469442
2000-01-12,28.668048858642578,27.490121841430664,27.5604190826416,28.09880256652832,1789278
2000-01-13,29.045259475708008,28.18796157836914,28.479442596435547,28.7537784576416,1378540
2000-01-14,29.388179779052734,28.530881881713867,29.045259475708008,29.388179779052734,1129035
2000-01-17,29.456762313842773,28.205108642578125,29.388179779052734,28.410858154296875,1802908
2000-01-18,28.97667694091797,28.11937713623047,28.770925521850586,28.11937713623047,1327280
2000-01-19,28.153669357299805,27.2620792388916,28.29083824157715,27.62214469909668,1427111
2000-01-20,27.827896118164062,26.57624053955078,27.536415100097656,26.57624053955078,2236649
2000-01-21,26.74770164489746,25.718942642211914,26.661970138549805,25.7360897064209,1715249
2000-01-24,27.12491226196289,26.3704891204834,26.661970138549805,26.919160842895508,1181059
2000-01-25,27.05632781982422,26.267614364624023,26.919160842895508,26.267614364624023,845855
2000-01-26,26.884868621826172,26.31905174255371,26.404781341552734,26.57624053955078,879384
2000-01-27,27.159204483032227,26.507658004760742,26.57624053955078,26.507658004760742,3085402
2000-01-28,27.00489044189453,26.233322143554688,27.00489044189453,26.884868621826172,973902
2000-01-31,26.953453063964844,26.31905174255371,26.936307907104492,26.953453063964844,888570
2000-02-01,27.43353843688965,26.833431243896484,27.090620040893555,27.176349639892578,1400644
2000-02-02,27.74216651916504,26.919160842895508,27.176349639892578,27.74216651916504,761077
2000-02-03,27.776458740234375,27.347810745239258,27.776458740234375,27.604999542236328,1013433
2000-02-04,27.947917938232422,26.953453063964844,27.279226303100586,27.604999542236328,845493
2000-02-07,27.776458740234375,26.74770164489746,27.604999542236328,26.781993865966797,697954
2000-02-08,27.50212287902832,26.42192840576172,26.953453063964844,26.67911720275879,830422
2000-02-09,27.090620040893555,25.907548904418945,27.090620040893555,25.907548904418945,815492
2000-02-10,26.19902992248535,25.51319122314453,26.04471778869629,25.890403747558594,1077174
2000-02-11,26.147592544555664,24.861644744873047,26.06186294555664,25.20456314086914,1456471
2000-02-14,25.701797485351562,25.290294647216797,25.61606788635254,25.37602424621582,795942
2000-02-15,25.650358200073242,24.861644744873047,25.650358200073242,24.861644744873047,789946
2000-02-16,25.37602424621582,24.82735252380371,25.341732025146484,25.06739616394043,944613
2000-02-17,25.890403747558594,24.964521408081055,25.015958786010742,25.890403747558594,874713
2000-02-18,25.890403747558594,24.107223510742188,25.547483444213867,24.107223510742188,1769693
2000-02-21,25.153125762939453,24.210098266601562,24.210098266601562,24.775915145874023,825016
2000-02-22,25.170272827148438,24.17580795288086,24.775915145874023,24.43299674987793,757659
2000-02-23,25.650358200073242,24.87879180908203,25.170272827148438,25.37602424621582,934085
2000-02-24,25.890403747558594,25.20456314086914,25.701797485351562,25.478900909423828,836762
2000-02-25,25.976133346557617,24.861644744873047,25.478900909423828,25.290294647216797,2017174
2000-02-28,25.37602424621582,24.278682708740234,25.290294647216797,24.690185546875,1534612
2000-02-29,25.033105850219727,24.00434684753418,24.913082122802734,24.038639068603516,2523165
2000-03-01,25.033105850219727,23.850032806396484,24.330120086669922,24.484434127807617,1624178
2000-03-02,24.655893325805664,23.935762405395508,24.330120086669922,24.347265243530273,1513819
2000-03-03,24.347265243530273,23.489967346191406,24.141515731811523,23.970054626464844,1448200
2000-03-06,24.67304039001465,24.038639068603516,24.26153564453125,24.67304039001465,1484576
2000-03-07,24.75876808166504,24.055784225463867,24.70733070373535,24.690185546875,819259
2000-03-08,24.484434127807617,23.695720672607422,24.347265243530273,24.090076446533203,1248200
2000-03-09,24.158660888671875,23.284217834472656,24.090076446533203,23.524259567260742,1554645
2000-03-10,23.88432502746582,22.7526912689209,23.575698852539062,22.7526912689209,1317744
2000-03-13,23.232778549194336,22.1525821685791,23.095611572265625,22.289751052856445,1558740
2000-03-14,24.038639068603516,22.63266944885254,22.7526912689209,23.164194107055664,1474597
2000-03-15,23.81574058532715,23.18134117126465,23.81574058532715,23.352800369262695,1047891
2000-03-16,25.033105850219727,23.781448364257812,24.00434684753418,24.690185546875,1576207
2000-03-17,25.37602424621582,24.398704528808594,25.20456314086914,24.398704528808594,730889
2000-03-20,24.12436866760254,23.352800369262695,24.055784225463867,23.695720672607422,964816
2000-03-21,24.655893325805664,23.6442813873291,23.661428451538086,23.901470184326172,774695
2000-03-22,24.82735252380371,24.17580795288086,24.210098266601562,24.347265243530273,952673
2000-03-23,24.861644744873047,24.347265243530273,24.604455947875977,24.67304039001465,1081298
2000-03-24,25.410316467285156,24.690185546875,25.101688385009766,25.238855361938477,1330313
2000-03-27,25.49604606628418,24.861644744873047,25.49604606628418,24.895936965942383,748456
2000-03-28,25.290294647216797,24.535871505737305,24.981666564941406,24.775915145874023,1169062
2000-03-29,25.701797485351562,24.604455947875977,24.844499588012695,25.547483444213867,586441
2000-03-30,25.75323486328125,24.87879180908203,25.718942642211914,24.861644744873047,2290026
2000-03-31,25.530338287353516,24.793060302734375,25.30743980407715,24.87879180908203,997266
2000-04-03,25.581775665283203,24.55301856994629,25.37602424621582,24.861644744873047,1083047
2000-04-04,26.74770164489746,25.461753845214844,25.530338287353516,26.781993865966797,1297080
2000-04-05,26.74770164489746,25.06739616394043,26.74770164489746,25.99327850341797,1002615
2000-04-06,26.096153259277344,25.153125762939453,26.010425567626953,25.37602424621582,607414
2000-04-07,26.164737701416016,24.861644744873047,25.358877182006836,26.096153259277344,657507
2000-04-10,25.238855361938477,24.17580795288086,25.238855361938477,24.82735252380371,1413551
2000-04-11,25.49604606628418,24.895936965942383,25.11883544921875,25.101688385009766,695621
2000-04-12,25.547483444213867,24.775915145874023,25.547483444213867,25.25600242614746,615987
2000-04-13,25.51319122314453,24.50157928466797,25.033105850219727,25.51319122314453,651348
2000-04-14,26.06186294555664,25.20456314086914,25.61606788635254,25.684650421142578,1037818
2000-04-17,25.684650421142578,24.364412307739258,24.518726348876953,25.684650421142578,839632
2000-04-18,25.701797485351562,24.398704528808594,25.701797485351562,24.741622924804688,773488
2000-04-19,25.358877182006836,24.518726348876953,24.81020736694336,24.741622924804688,628421
2000-04-20,25.20456314086914,24.535871505737305,24.775915145874023,25.18741798400879,348764
2000-04-21,25.18741798400879,25.18741798400879,25.18741798400879,25.18741798400879,0
2000-04-24,25.18741798400879,25.18741798400879,25.18741798400879,25.18741798400879,0
2000-04-25,25.547483444213867,24.690185546875,24.861644744873047,25.547483444213867,501902
2000-04-26,25.94184112548828,24.895936965942383,25.547483444213867,25.015958786010742,2986207
2000-04-27,25.804672241210938,24.45014190673828,25.37602424621582,24.45014190673828,2206939
2000-04-28,25.37602424621582,24.55301856994629,24.93022918701172,24.587310791015625,941276
2000-05-01,24.55301856994629,24.55301856994629,24.55301856994629,24.55301856994629,0
2000-05-02,25.015958786010742,24.535871505737305,24.690185546875,24.81020736694336,893364
2000-05-03,25.238855361938477,24.638748168945312,25.033105850219727,24.913082122802734,1535679
2000-05-04,25.084543228149414,24.621601104736328,25.015958786010742,24.690185546875,2180758
2000-05-05,25.170272827148438,24.621601104736328,24.82735252380371,25.101688385009766,704958
2000-05-08,25.701797485351562,25.101688385009766,25.273147583007812,25.63321304321289,624362
2000-05-09,26.13044548034668,25.49604606628418,25.718942642211914,25.718942642211914,986360
2000-05-10,26.987743377685547,25.838964462280273,26.216175079345703,25.907548904418945,1813604
2000-05-11,25.37602424621582,24.67304039001465,24.70733070373535,25.033105850219727,1224708
2000-05-12,25.101688385009766,24.518726348876953,24.87879180908203,24.724477767944336,2394674
2000-05-15,25.547483444213867,24.87879180908203,25.18741798400879,25.033105850219727,761106
2000-05-16,25.63321304321289,25.06739616394043,25.547483444213867,25.461753845214844,605471
