Date,High_AC,Low_AC,Open_AC,Close_AC,Volume_AC
2015-11-10,27.572139739990234,26.069652557373047,26.069652557373047,27.572139739990234,1105
2015-11-11,27.572139739990234,27.572139739990234,27.572139739990234,27.572139739990234,0
2015-11-12,27.572139739990234,27.572139739990234,27.572139739990234,27.572139739990234,0
2015-11-13,27.572139739990234,27.572139739990234,27.572139739990234,27.572139739990234,0
2015-11-16,26.666667938232422,26.666667938232422,26.666667938232422,26.666667938232422,301
2015-11-17,26.666667938232422,26.666667938232422,26.666667938232422,26.666667938232422,0
2015-11-18,26.666667938232422,26.666667938232422,26.666667938232422,26.666667938232422,0
2015-11-19,27.86069679260254,27.86069679260254,27.86069679260254,27.86069679260254,1005
2015-11-20,27.86069679260254,27.86069679260254,27.86069679260254,27.86069679260254,0
2015-11-23,27.86069679260254,27.86069679260254,27.86069679260254,27.86069679260254,0
2015-11-24,27.86069679260254,27.86069679260254,27.86069679260254,27.86069679260254,0
2015-11-25,30.079601287841797,29.1641788482666,29.1641788482666,30.079601287841797,301
2015-11-27,30.079601287841797,30.079601287841797,30.079601287841797,30.079601287841797,0
2015-11-30,30.079601287841797,30.079601287841797,30.079601287841797,30.079601287841797,0
2015-12-01,33.89054870605469,29.353233337402344,29.353233337402344,33.03482437133789,24723
2015-12-02,35.353233337402344,33.164180755615234,33.164180755615234,35.03482437133789,35275
2015-12-03,36.3283576965332,33.70149230957031,36.3283576965332,33.741294860839844,9346
2015-12-04,34.31840896606445,33.73134231567383,33.73134231567383,33.82089614868164,7638
2015-12-07,34.57711410522461,33.572139739990234,33.572139739990234,34.30845642089844,20301
2015-12-08,35.03482437133789,32.835819244384766,34.258705139160156,32.84577178955078,9748
2015-12-09,32.258705139160156,31.840795516967773,32.09950256347656,31.940298080444336,12562
2015-12-10,31.711442947387695,30.84577178955078,31.711442947387695,31.054725646972656,15376
2015-12-11,30.7562198638916,29.60198974609375,29.60198974609375,29.930347442626953,30552
2015-12-14,30.338308334350586,27.91044807434082,29.850746154785156,28.129352569580078,75174
2015-12-15,29.751243591308594,28.85572052001953,28.865671157836914,28.85572052001953,23718
2015-12-16,30.126367568969727,28.915422439575195,28.915422439575195,29.900497436523438,15477
2015-12-17,31.25373077392578,30.328357696533203,31.044776916503906,30.606964111328125,33165
2015-12-18,30.875621795654297,30.22885513305664,30.62686538696289,30.417909622192383,44421
2015-12-21,31.565174102783203,30.407960891723633,30.45771026611328,30.925373077392578,12361
2015-12-22,31.69154167175293,30.84577178955078,30.945274353027344,31.10447883605957,12261
2015-12-23,30.93532371520996,30.069652557373047,30.432836532592773,30.248756408691406,8241
2015-12-24,30.557214736938477,29.751243591308594,29.751243591308594,30.407960891723633,3618
2015-12-28,30.80596923828125,29.9601993560791,30.189054489135742,30.08955192565918,5125
2015-12-29,30.602985382080078,29.9601993560791,29.9601993560791,30.34825897216797,5527
2015-12-30,31.034826278686523,29.323383331298828,30.30547332763672,30.34825897216797,15778
2015-12-31,30.784080505371094,29.343284606933594,29.86069679260254,30.34825897216797,17386
2016-01-04,29.850746154785156,28.965173721313477,29.840795516967773,29.313432693481445,10251
2016-01-05,30.237810134887695,29.553234100341797,30.08955192565918,29.95024871826172,36883
2016-01-06,30.059701919555664,29.074626922607422,29.671642303466797,29.86069679260254,8342
2016-01-07,29.97512435913086,29.15422821044922,29.432836532592773,29.582090377807617,30150
2016-01-08,30.248756408691406,28.965173721313477,29.671642303466797,29.54228973388672,27939
2016-01-11,29.6776123046875,28.955223083496094,29.6776123046875,29.223880767822266,12864
2016-01-12,29.91044807434082,29.28358268737793,29.28358268737793,29.731342315673828,14070
2016-01-13,30.199005126953125,27.9601993560791,29.731342315673828,28.606964111328125,18592
2016-01-14,29.6318416595459,28.606964111328125,28.606964111328125,28.88557243347168,12160
2016-01-15,28.676616668701172,27.363183975219727,28.189054489135742,27.9601993560791,27034
2016-01-19,28.819900512695312,26.905473709106445,28.0,27.15422821044922,15477
2016-01-20,27.1641788482666,25.930347442626953,26.567163467407227,26.338308334350586,31959
2016-01-21,27.412935256958008,26.298507690429688,26.298507690429688,26.985074996948242,10452
2016-01-22,27.721393585205078,26.169153213500977,27.51243782043457,26.84577178955078,24522
2016-01-25,26.587064743041992,26.378108978271484,26.378108978271484,26.417909622192383,8241
2016-01-26,26.925373077392578,25.393035888671875,25.6318416595459,26.39801025390625,19698
2016-01-27,26.48756217956543,25.741294860839844,26.17910385131836,25.890546798706055,11155
2016-01-28,26.57711410522461,25.850746154785156,26.17910385131836,26.44776153564453,3919
2016-01-29,27.532337188720703,26.31840705871582,26.31840705871582,26.945274353027344,19597
2016-02-01,27.741294860839844,26.159204483032227,27.653730392456055,26.268657684326172,10854
2016-02-02,26.208955764770508,25.86069679260254,26.208955764770508,25.920398712158203,13467
2016-02-03,26.218904495239258,25.393035888671875,26.199005126953125,25.711442947387695,25929
2016-02-04,26.328357696533203,25.124378204345703,25.661691665649414,25.46268653869629,8040
2016-02-05,25.86069679260254,25.174129486083984,25.174129486083984,25.174129486083984,18190
2016-02-08,26.268657684326172,25.273632049560547,25.273632049560547,25.761194229125977,54571
2016-02-09,26.527362823486328,24.70646858215332,25.611940383911133,25.37313461303711,31356
2016-02-10,25.870647430419922,24.547264099121094,25.353233337402344,25.37313461303711,38290
2016-02-11,27.184080123901367,24.955223083496094,24.955223083496094,26.74626922607422,13567
2016-02-12,27.202985763549805,26.06766128540039,26.89552116394043,26.865671157836914,63013
2016-02-16,27.313432693481445,25.95024871826172,26.865671157836914,27.014925003051758,53868
2016-02-17,28.7562198638916,27.02487564086914,27.02487564086914,28.059701919555664,23818
2016-02-18,28.945274353027344,27.9601993560791,28.44776153564453,28.08955192565918,15175
2016-02-19,28.288557052612305,26.965173721313477,28.189054489135742,27.890546798706055,24622
2016-02-22,29.313432693481445,27.621891021728516,28.02985191345215,27.870647430419922,18190
2016-02-23,28.597015380859375,27.850746154785156,27.97014808654785,27.850746154785156,24019
2016-02-24,28.109453201293945,27.51243782043457,27.86069679260254,27.711442947387695,9748
2016-02-25,27.900497436523438,27.353233337402344,27.890546798706055,27.482587814331055,13165
2016-02-26,28.278606414794922,27.213930130004883,27.611940383911133,27.442785263061523,9246
2016-02-29,28.48756217956543,27.19403076171875,27.86069679260254,27.19403076171875,12663
2016-03-01,28.656715393066406,27.29353141784668,27.29353141784668,27.55223846435547,20703
2016-03-02,27.86069679260254,27.37313461303711,27.85970115661621,27.442785263061523,9145
2016-03-03,28.109453201293945,27.472637176513672,27.761194229125977,27.721393585205078,11758
2016-03-04,28.109453201293945,27.407960891723633,27.7562198638916,27.6318416595459,11055
2016-03-07,28.288557052612305,27.65174102783203,27.980100631713867,27.751243591308594,23718
2016-03-08,28.04975128173828,27.363183975219727,27.721393585205078,27.482587814331055,8944
2016-03-09,27.810945510864258,27.014925003051758,27.55223846435547,27.094526290893555,14673
2016-03-10,27.86069679260254,27.11442756652832,27.86069679260254,27.223880767822266,12060
2016-03-11,28.248756408691406,27.223880767822266,27.492536544799805,28.13930320739746,13668
2016-03-14,28.606964111328125,27.68159294128418,27.68159294128418,28.378108978271484,22612
2016-03-15,28.338308334350586,27.621891021728516,28.258705139160156,27.800994873046875,14572
2016-03-16,27.925373077392578,27.313432693481445,27.82089614868164,27.68159294128418,8342
2016-03-17,28.159204483032227,27.761194229125977,27.82089614868164,27.77114486694336,9145
