Date,High_CME,Low_CME,Open_CME,Close_CME,Volume_CME
2003-04-16,9.581999778747559,9.503999710083008,9.510000228881836,9.522000312805176,280000
2003-04-17,9.934000015258789,9.708000183105469,9.722000122070312,9.807999610900879,1067500
2003-04-21,9.777999877929688,9.654000282287598,9.767999649047852,9.744000434875488,243500
2003-04-22,10.109999656677246,9.63599967956543,9.802000045776367,9.958000183105469,1607000
2003-04-23,10.25,10.0,10.057999610900879,10.100000381469727,1540000
2003-04-24,10.319999694824219,10.100000381469727,10.100000381469727,10.319999694824219,644000
2003-04-25,10.539999961853027,10.319999694824219,10.319999694824219,10.489999771118164,905000
2003-04-28,11.23799991607666,10.529999732971191,10.529999732971191,11.079999923706055,2717500
2003-04-29,11.223999977111816,10.956000328063965,11.081999778747559,11.130000114440918,1455000
2003-04-30,11.350000381469727,11.02400016784668,11.119999885559082,11.307999610900879,885500
2003-05-01,11.359999656677246,11.156000137329102,11.307999610900879,11.156000137329102,1156500
2003-05-02,11.498000144958496,11.130000114440918,11.130000114440918,11.399999618530273,740500
2003-05-05,11.600000381469727,11.331999778747559,11.40999984741211,11.359999656677246,693000
2003-05-06,11.359999656677246,11.206000328063965,11.359999656677246,11.300000190734863,661000
2003-05-07,11.319999694824219,11.0600004196167,11.260000228881836,11.119999885559082,704500
2003-05-08,11.116000175476074,10.989999771118164,11.079999923706055,11.076000213623047,707000
2003-05-09,11.260000228881836,11.010000228881836,11.100000381469727,11.144000053405762,461000
2003-05-12,11.449999809265137,11.100000381469727,11.130000114440918,11.34000015258789,457500
2003-05-13,11.800000190734863,11.319999694824219,11.319999694824219,11.720000267028809,1083500
2003-05-14,11.847999572753906,11.668000221252441,11.708000183105469,11.697999954223633,763000
2003-05-15,11.77400016784668,11.640000343322754,11.6899995803833,11.723999977111816,279500
2003-05-16,12.0,11.619999885559082,11.71399974822998,12.0,498000
2003-05-19,11.89799976348877,11.673999786376953,11.880000114440918,11.710000038146973,547500
2003-05-20,11.859999656677246,11.6899995803833,11.6899995803833,11.708000183105469,461500
2003-05-21,11.84000015258789,11.612000465393066,11.6899995803833,11.833999633789062,355000
2003-05-22,12.039999961853027,11.859999656677246,11.883999824523926,11.9399995803833,583000
2003-05-23,12.045999526977539,11.944000244140625,11.949999809265137,12.03600025177002,161000
2003-05-27,11.930000305175781,11.84000015258789,11.930000305175781,11.906000137329102,409000
2003-05-28,12.130000114440918,11.906000137329102,11.906000137329102,12.09000015258789,506500
2003-05-29,12.12399959564209,11.973999977111816,12.09000015258789,12.04800033569336,856500
2003-05-30,12.359999656677246,12.039999961853027,12.04800033569336,12.295999526977539,820000
2003-06-02,12.555999755859375,12.3100004196167,12.3100004196167,12.40999984741211,704500
2003-06-03,12.510000228881836,12.369999885559082,12.369999885559082,12.46399974822998,741000
2003-06-04,12.692000389099121,12.46399974822998,12.470000267028809,12.640000343322754,547000
2003-06-05,12.722000122070312,12.569999694824219,12.640000343322754,12.60200023651123,363000
2003-06-06,12.574000358581543,12.199999809265137,12.574000358581543,12.199999809265137,1028000
2003-06-09,12.437999725341797,12.156000137329102,12.170000076293945,12.399999618530273,1836500
2003-06-10,12.550000190734863,12.355999946594238,12.40999984741211,12.4399995803833,1206000
2003-06-11,12.51200008392334,12.420000076293945,12.420000076293945,12.470000267028809,1197500
2003-06-12,12.899999618530273,12.458000183105469,12.5,12.82800006866455,999000
2003-06-13,12.960000038146973,12.82800006866455,12.82800006866455,12.904000282287598,723500
2003-06-16,13.170000076293945,12.9399995803833,12.9399995803833,13.12399959564209,1098500
2003-06-17,13.899999618530273,13.140000343322754,13.154000282287598,13.880000114440918,2332000
2003-06-18,13.982000350952148,13.710000038146973,13.859999656677246,13.920000076293945,2033500
2003-06-19,14.0,13.526000022888184,13.920000076293945,13.600000381469727,4392500
2003-06-20,13.637999534606934,13.210000038146973,13.630000114440918,13.253999710083008,2196000
2003-06-23,13.270000457763672,13.055999755859375,13.25,13.20199966430664,1210000
2003-06-24,13.779999732971191,13.20199966430664,13.20199966430664,13.694000244140625,1717500
2003-06-25,13.696000099182129,13.399999618530273,13.696000099182129,13.402000427246094,988000
2003-06-26,13.836000442504883,13.40999984741211,13.40999984741211,13.829999923706055,887500
2003-06-27,13.920000076293945,13.723999977111816,13.75,13.920000076293945,1059500
2003-06-30,14.008000373840332,13.85200023651123,13.9399995803833,13.925999641418457,1994000
2003-07-01,14.960000038146973,14.0,14.039999961853027,14.913999557495117,4302500
2003-07-02,14.930000305175781,14.631999969482422,14.913999557495117,14.930000305175781,1524500
2003-07-03,14.819999694824219,14.62399959564209,14.800000190734863,14.770000457763672,1028000
2003-07-07,14.895999908447266,14.760000228881836,14.84000015258789,14.850000381469727,640000
2003-07-08,15.170000076293945,14.814000129699707,14.819999694824219,14.881999969482422,1011000
2003-07-09,15.36400032043457,14.869999885559082,14.869999885559082,15.303999900817871,824000
2003-07-10,15.5,15.15999984741211,15.300000190734863,15.5,1142000
2003-07-11,15.616000175476074,15.015999794006348,15.550000190734863,15.142000198364258,801000
2003-07-14,15.5600004196167,15.1899995803833,15.1899995803833,15.470000267028809,703000
2003-07-15,15.640000343322754,15.425999641418457,15.520000457763672,15.565999984741211,801000
2003-07-16,15.595999717712402,15.229999542236328,15.579999923706055,15.300000190734863,616000
2003-07-17,15.284000396728516,14.819999694824219,15.279999732971191,14.890000343322754,819500
2003-07-18,15.081999778747559,14.871999740600586,14.899999618530273,14.960000038146973,420500
2003-07-21,14.960000038146973,14.722000122070312,14.949999809265137,14.723999977111816,631000
2003-07-22,15.567999839782715,15.0,15.0,15.543999671936035,2640000
2003-07-23,15.795999526977539,15.442000389099121,15.543999671936035,15.795999526977539,1047500
2003-07-24,15.859999656677246,15.15999984741211,15.815999984741211,15.182000160217285,1156500
2003-07-25,15.715999603271484,15.182000160217285,15.182000160217285,15.697999954223633,501500
2003-07-28,15.696000099182129,15.539999961853027,15.696000099182129,15.579999923706055,622000
2003-07-29,15.62399959564209,15.184000015258789,15.605999946594238,15.270000457763672,472500
2003-07-30,15.295999526977539,15.029999732971191,15.277999877929688,15.076000213623047,727000
2003-07-31,15.154000282287598,14.729999542236328,15.076000213623047,14.729999542236328,1230500
2003-08-01,14.710000038146973,14.154000282287598,14.710000038146973,14.369999885559082,3295500
2003-08-04,14.680000305175781,14.199999809265137,14.36400032043457,14.630000114440918,956500
2003-08-05,14.949999809265137,14.649999618530273,14.649999618530273,14.935999870300293,935000
2003-08-06,14.996000289916992,14.781999588012695,14.947999954223633,14.996000289916992,586000
2003-08-07,15.010000228881836,14.862000465393066,14.994000434875488,15.010000228881836,646000
2003-08-08,15.0600004196167,14.960000038146973,15.029999732971191,15.010000228881836,159000
2003-08-11,15.079999923706055,14.979999542236328,15.020000457763672,15.029999732971191,305000
2003-08-12,15.104000091552734,14.986000061035156,15.069999694824219,15.100000381469727,387000
2003-08-13,15.515999794006348,15.119999885559082,15.119999885559082,15.395999908447266,842000
2003-08-14,15.678000450134277,15.40999984741211,15.40999984741211,15.642000198364258,440500
2003-08-15,15.699999809265137,15.600000381469727,15.649999618530273,15.699999809265137,178000
2003-08-18,15.720000267028809,15.520000457763672,15.699999809265137,15.583999633789062,659000
2003-08-19,15.399999618530273,14.300000190734863,15.399999618530273,14.319999694824219,5842000
2003-08-20,14.868000030517578,14.447999954223633,14.5,14.680000305175781,2692500
2003-08-21,14.720000267028809,13.65999984741211,14.680000305175781,14.380000114440918,5955500
2003-08-22,14.331999778747559,13.649999618530273,14.329999923706055,13.649999618530273,3098500
2003-08-25,13.652000427246094,13.109999656677246,13.652000427246094,13.281999588012695,2706500
2003-08-26,14.076000213623047,13.534000396728516,13.600000381469727,14.062000274658203,3710000
2003-08-27,14.595999717712402,14.079999923706055,14.100000381469727,14.569999694824219,2253500
2003-08-28,14.59000015258789,14.284000396728516,14.567999839782715,14.28600025177002,1464000
2003-08-29,14.199999809265137,14.0,14.199999809265137,14.07800006866455,991000
2003-09-02,14.079999923706055,13.84000015258789,14.050000190734863,13.920000076293945,1962000
2003-09-03,14.270000457763672,13.739999771118164,13.9399995803833,14.196000099182129,1387000
2003-09-04,14.28600025177002,14.119999885559082,14.196000099182129,14.187999725341797,825500
2003-09-05,14.210000038146973,14.03600025177002,14.1899995803833,14.069999694824219,572000
2003-09-08,14.432000160217285,14.079999923706055,14.100000381469727,14.432000160217285,625000
2003-09-09,14.53600025177002,14.137999534606934,14.395999908447266,14.416000366210938,647000
2003-09-10,14.402000427246094,14.194000244140625,14.399999618530273,14.321999549865723,657000
2003-09-11,14.4399995803833,14.289999961853027,14.312000274658203,14.289999961853027,667500
2003-09-12,14.392000198364258,14.100000381469727,14.34000015258789,14.315999984741211,803500
2003-09-15,14.319999694824219,14.100000381469727,14.300000190734863,14.260000228881836,456000
2003-09-16,14.331999778747559,14.239999771118164,14.270000457763672,14.300000190734863,155000
2003-09-17,14.711999893188477,14.303999900817871,14.34000015258789,14.472000122070312,1052500
2003-09-18,14.779999732971191,14.449999809265137,14.449999809265137,14.75,590500
2003-09-19,14.829999923706055,14.663999557495117,14.789999961853027,14.670000076293945,302500
2003-09-22,14.67199993133545,14.434000015258789,14.67199993133545,14.496000289916992,621000
2003-09-23,14.496000289916992,13.88599967956543,14.496000289916992,14.050000190734863,1534000
2003-09-24,14.079999923706055,13.699999809265137,14.029999732971191,13.935999870300293,1619000
2003-09-25,14.09000015258789,13.682000160217285,14.09000015258789,13.696000099182129,1595000
2003-09-26,13.779999732971191,13.27400016784668,13.696000099182129,13.295999526977539,1312500
2003-09-29,13.34000015258789,13.234000205993652,13.34000015258789,13.293999671936035,1196000
2003-09-30,13.795999526977539,13.118000030517578,13.220000267028809,13.76200008392334,2236000
2003-10-01,13.934000015258789,13.704000473022461,13.76200008392334,13.8100004196167,1300500
2003-10-02,14.289999961853027,13.84000015258789,13.84000015258789,14.204000473022461,1047500
2003-10-03,14.442000389099121,14.199999809265137,14.244000434875488,14.350000381469727,741000
2003-10-06,14.61400032043457,14.3100004196167,14.329999923706055,14.581999778747559,1063000
2003-10-07,14.652000427246094,14.505999565124512,14.581999778747559,14.579999923706055,401000
2003-10-08,14.729999542236328,14.579999923706055,14.680000305175781,14.670000076293945,1033500
2003-10-09,14.744000434875488,14.489999771118164,14.699999809265137,14.510000228881836,286500
2003-10-10,14.609999656677246,14.5,14.510000228881836,14.522000312805176,744500
2003-10-13,14.9399995803833,14.479999542236328,14.5,14.9399995803833,1226500
2003-10-14,15.010000228881836,14.84000015258789,14.9399995803833,14.90999984741211,1130500
2003-10-15,14.880000114440918,14.520000457763672,14.699999809265137,14.869999885559082,1691500
2003-10-16,14.859999656677246,14.680000305175781,14.859999656677246,14.685999870300293,850500
2003-10-17,14.656000137329102,14.119999885559082,14.656000137329102,14.119999885559082,1559000
2003-10-20,14.119999885559082,13.710000038146973,14.119999885559082,13.784000396728516,1692500
2003-10-21,14.039999961853027,13.779999732971191,13.779999732971191,14.001999855041504,562500
2003-10-22,13.85200023651123,13.399999618530273,13.850000381469727,13.444000244140625,1380000
2003-10-23,13.399999618530273,12.770000457763672,13.395999908447266,13.074000358581543,2634000
2003-10-24,13.569999694824219,13.284000396728516,13.399999618530273,13.550000190734863,1362000
2003-10-27,13.65999984741211,13.520000457763672,13.550000190734863,13.600000381469727,603500
2003-10-28,13.880000114440918,13.600000381469727,13.619999885559082,13.600000381469727,813000
2003-10-29,13.800000190734863,13.600000381469727,13.600000381469727,13.795999526977539,537500
2003-10-30,13.819999694824219,13.468000411987305,13.800000190734863,13.468000411987305,828500
2003-10-31,13.612000465393066,13.479999542236328,13.479999542236328,13.59000015258789,641500
2003-11-03,13.6899995803833,13.564000129699707,13.59000015258789,13.600000381469727,695000
2003-11-04,13.59000015258789,13.187999725341797,13.59000015258789,13.199999809265137,1495000
2003-11-05,13.350000381469727,13.100000381469727,13.180000305175781,13.260000228881836,535000
2003-11-06,13.496000289916992,13.163999557495117,13.3100004196167,13.270000457763672,940500
2003-11-07,13.489999771118164,13.267999649047852,13.272000312805176,13.484000205993652,788000
2003-11-10,13.567999839782715,13.3100004196167,13.46399974822998,13.510000228881836,511500
2003-11-11,13.75,13.550000190734863,13.550000190734863,13.649999618530273,1511500
2003-11-12,13.930000305175781,13.656000137329102,13.656000137329102,13.86400032043457,892500
2003-11-13,13.857999801635742,13.350000381469727,13.814000129699707,13.454000473022461,1728500
2003-11-14,13.748000144958496,13.399999618530273,13.399999618530273,13.529999732971191,6930000
2003-11-17,13.479999542236328,13.140000343322754,13.479999542236328,13.170000076293945,930000
2003-11-18,13.4399995803833,13.260000228881836,13.300000190734863,13.270000457763672,1302500
2003-11-19,13.673999786376953,13.300000190734863,13.300000190734863,13.642000198364258,1684000
2003-11-20,13.793999671936035,13.527999877929688,13.65999984741211,13.579999923706055,1215000
2003-11-21,13.729999542236328,13.489999771118164,13.593999862670898,13.576000213623047,712000
2003-11-24,13.73799991607666,13.553999900817871,13.630000114440918,13.727999687194824,716500
2003-11-25,13.736000061035156,13.600000381469727,13.727999687194824,13.6899995803833,754500
2003-11-26,13.770000457763672,13.687999725341797,13.739999771118164,13.699999809265137,374000
2003-11-28,13.711999893188477,13.65999984741211,13.699999809265137,13.694000244140625,243000
2003-12-01,13.824000358581543,13.675999641418457,13.72599983215332,13.795999526977539,1089000
2003-12-02,13.956000328063965,13.815999984741211,13.84000015258789,13.859999656677246,1350000
2003-12-03,13.741999626159668,13.569999694824219,13.739999771118164,13.670000076293945,2643500
2003-12-04,13.800000190734863,13.520000457763672,13.699999809265137,13.800000190734863,1032000
2003-12-05,14.289999961853027,13.819999694824219,13.819999694824219,14.12600040435791,1475500
2003-12-08,14.116000175476074,13.9399995803833,14.104000091552734,14.0,911500
2003-12-09,14.020000457763672,13.85200023651123,14.020000457763672,13.866000175476074,715500
2003-12-10,13.866000175476074,13.489999771118164,13.866000175476074,13.565999984741211,569000
2003-12-11,13.8100004196167,13.569999694824219,13.569999694824219,13.720000267028809,356000
2003-12-12,13.739999771118164,13.593999862670898,13.680000305175781,13.649999618530273,538000
2003-12-15,13.829999923706055,13.59000015258789,13.739999771118164,13.59000015258789,1006500
2003-12-16,13.75,13.581999778747559,13.619999885559082,13.734000205993652,747000
2003-12-17,13.767999649047852,13.661999702453613,13.739999771118164,13.753999710083008,461000
2003-12-18,14.149999618530273,13.850000381469727,13.880000114440918,14.067999839782715,922000
2003-12-19,14.395999908447266,14.100000381469727,14.130000114440918,14.394000053405762,1126500
2003-12-22,14.600000381469727,14.359999656677246,14.470000267028809,14.4399995803833,1033000
2003-12-23,14.479999542236328,14.40999984741211,14.456000328063965,14.479999542236328,362500
2003-12-24,14.470000267028809,14.380000114440918,14.470000267028809,14.392000198364258,151500
2003-12-26,14.470000267028809,14.284000396728516,14.442000389099121,14.302000045776367,152000
2003-12-29,14.57800006866455,14.399999618530273,14.399999618530273,14.479999542236328,504500
2003-12-30,14.552000045776367,14.465999603271484,14.520000457763672,14.53600025177002,397000
2003-12-31,14.543999671936035,14.420000076293945,14.539999961853027,14.472000122070312,547000
2004-01-02,14.619999885559082,14.5,14.5,14.579999923706055,760500
2004-01-05,15.649999618530273,14.579999923706055,14.581999778747559,15.621999740600586,2337000
2004-01-06,15.75,15.140000343322754,15.621999740600586,15.168000221252441,2456000
2004-01-07,15.319999694824219,15.0,15.187999725341797,15.0,892500
2004-01-08,15.097999572753906,14.859999656677246,15.039999961853027,14.887999534606934,830000
2004-01-09,15.1899995803833,14.890000343322754,14.899999618530273,15.0600004196167,853500
2004-01-12,15.095999717712402,14.944000244140625,15.09000015258789,14.996000289916992,450500
2004-01-13,15.0,14.76200008392334,14.996000289916992,14.79800033569336,330500
2004-01-14,14.930000305175781,14.666000366210938,14.8100004196167,14.687999725341797,809500
2004-01-15,15.071999549865723,14.711999893188477,14.720000267028809,14.982000350952148,996000
2004-01-16,16.5,15.100000381469727,15.100000381469727,15.9399995803833,4520500
2004-01-20,16.43000030517578,15.960000038146973,16.079999923706055,16.399999618530273,1437000
2004-01-21,16.65399932861328,16.1200008392334,16.5,16.444000244140625,1249500
2004-01-22,17.3799991607666,16.579999923706055,16.59000015258789,17.360000610351562,3153500
2004-01-23,17.559999465942383,17.082000732421875,17.260000228881836,17.121999740600586,1062000
2004-01-26,17.22599983215332,16.760000228881836,17.219999313354492,17.09000015258789,789000
2004-01-27,17.360000610351562,16.972000122070312,17.100000381469727,17.149999618530273,1234500
2004-01-28,17.15999984741211,16.940000534057617,17.15999984741211,17.00200080871582,1095500
2004-01-29,17.100000381469727,16.8700008392334,17.020000457763672,16.99799919128418,1024500
2004-01-30,17.549999237060547,16.93000030517578,16.99799919128418,17.483999252319336,740500
2004-02-02,17.697999954223633,17.1200008392334,17.54400062561035,17.459999084472656,1329000
2004-02-03,17.299999237060547,16.422000885009766,17.299999237060547,17.200000762939453,2818000
2004-02-04,17.149999618530273,16.780000686645508,17.149999618530273,16.874000549316406,939500
2004-02-05,17.055999755859375,16.802000045776367,16.874000549316406,17.031999588012695,1101500
2004-02-06,17.23200035095215,17.031999588012695,17.031999588012695,17.1200008392334,482000
2004-02-09,17.5,17.20400047302246,17.219999313354492,17.299999237060547,828500
2004-02-10,17.31999969482422,17.07200050354004,17.299999237060547,17.100000381469727,972000
2004-02-11,17.299999237060547,16.923999786376953,17.149999618530273,17.0,1065000
2004-02-12,17.09000015258789,16.86199951171875,17.0,16.889999389648438,700500
2004-02-13,17.079999923706055,16.579999923706055,16.969999313354492,16.6200008392334,992500
2004-02-17,17.079999923706055,16.81999969482422,16.81999969482422,17.07200050354004,1023500
2004-02-18,17.27199935913086,16.979999542236328,17.27199935913086,17.059999465942383,482000
2004-02-19,17.260000228881836,17.100000381469727,17.1299991607666,17.118000030517578,514000
2004-02-20,17.170000076293945,16.99799919128418,17.1299991607666,16.99799919128418,388000
2004-02-23,17.399999618530273,17.128000259399414,17.149999618530273,17.3700008392334,1333000
2004-02-24,17.450000762939453,17.246000289916992,17.3700008392334,17.299999237060547,592500
2004-02-25,17.520000457763672,17.299999237060547,17.299999237060547,17.520000457763672,409500
2004-02-26,19.011999130249023,17.520000457763672,17.520000457763672,18.290000915527344,5430000
2004-02-27,18.719999313354492,18.299999237060547,18.447999954223633,18.649999618530273,1071500
2004-03-01,19.139999389648438,18.700000762939453,18.700000762939453,18.972000122070312,971500
2004-03-02,19.3799991607666,18.8799991607666,18.972000122070312,18.8799991607666,1475000
2004-03-03,18.972000122070312,18.5939998626709,18.829999923706055,18.649999618530273,918500
2004-03-04,19.167999267578125,18.56999969482422,18.690000534057617,19.0,1011500
2004-03-05,19.600000381469727,18.979999542236328,18.979999542236328,19.437999725341797,623500
2004-03-08,19.579999923706055,19.09000015258789,19.459999084472656,19.09000015258789,867500
2004-03-09,19.399999618530273,18.8799991607666,19.06999969482422,19.389999389648438,754500
2004-03-10,19.947999954223633,19.152000427246094,19.3799991607666,19.200000762939453,1398000
2004-03-11,19.332000732421875,18.850000381469727,19.149999618530273,18.850000381469727,1012000
2004-03-12,19.158000946044922,18.780000686645508,18.81999969482422,19.02400016784668,932500
2004-03-15,19.059999465942383,18.700000762939453,19.030000686645508,18.700000762939453,622000
2004-03-16,18.552000045776367,18.20199966430664,18.549999237060547,18.285999298095703,2208500
2004-03-17,18.8700008392334,18.25,18.288000106811523,18.81999969482422,1003000
2004-03-18,18.826000213623047,18.399999618530273,18.81999969482422,18.694000244140625,598500
2004-03-19,18.90399932861328,18.621999740600586,18.695999145507812,18.753999710083008,1685000
2004-03-22,18.600000381469727,18.333999633789062,18.600000381469727,18.416000366210938,888500
2004-03-23,18.65399932861328,18.469999313354492,18.555999755859375,18.576000213623047,695000
2004-03-24,18.709999084472656,18.31999969482422,18.530000686645508,18.450000762939453,829500
2004-03-25,18.804000854492188,18.43000030517578,18.5,18.610000610351562,668000
2004-03-26,19.0,18.600000381469727,18.600000381469727,18.93600082397461,701500
2004-03-29,19.375999450683594,18.97599983215332,18.986000061035156,19.333999633789062,787500
2004-03-30,19.895999908447266,19.34000015258789,19.384000778198242,19.860000610351562,1007500
2004-03-31,19.84000015258789,19.200000762939453,19.719999313354492,19.347999572753906,929000
2004-04-01,20.18000030517578,19.302000045776367,19.3700008392334,20.100000381469727,1609500
2004-04-02,20.920000076293945,20.36400032043457,20.399999618530273,20.600000381469727,1767500
