Date,High_HO,Low_HO,Open_HO,Close_HO,Volume_HO
2016-01-27,69.83000183105469,68.87999725341797,69.41000366210938,68.97000122070312,279288
2016-09-28,80.79000091552734,80.37000274658203,80.51629638671875,80.722900390625,12267
