Date,High_IDL,Low_IDL,Open_IDL,Close_IDL,Volume_IDL
2001-03-30,72.91670227050781,66.66670227050781,72.91670227050781,66.66670227050781,108
2001-04-02,67.70829772949219,63.54169845581055,67.70829772949219,63.54169845581055,280
2001-04-03,62.5,61.45830154418945,62.5,61.45830154418945,29
2001-04-04,67.70829772949219,52.08330154418945,52.08330154418945,67.70829772949219,164
2001-04-05,65.625,55.20830154418945,55.20830154418945,65.625,48
2001-04-06,60.41669845581055,53.125,53.125,60.41669845581055,209
2001-04-09,64.58329772949219,53.125,53.125,63.54169845581055,378
2001-04-10,62.5,52.08330154418945,52.08330154418945,60.41669845581055,218
2001-04-11,61.45830154418945,57.29169845581055,57.29169845581055,61.45830154418945,67
2001-04-12,58.33330154418945,52.08330154418945,52.08330154418945,58.33330154418945,413
2001-04-16,54.16669845581055,52.08330154418945,54.16669845581055,52.08330154418945,29
2001-04-17,60.41669845581055,52.08330154418945,52.08330154418945,60.41669845581055,507
2001-04-18,60.41669845581055,54.16669845581055,54.16669845581055,58.33330154418945,157
2001-04-19,62.5,57.29169845581055,57.29169845581055,62.5,302
2001-04-20,66.66670227050781,53.125,53.125,66.66670227050781,470
2001-04-23,63.54169845581055,57.29169845581055,63.54169845581055,57.29169845581055,212
2001-04-24,54.16669845581055,52.08330154418945,54.16669845581055,52.08330154418945,2064
2001-04-25,57.29169845581055,52.08330154418945,52.08330154418945,57.29169845581055,381
2001-04-26,10.625,10.625,10.625,10.625,48
2001-04-27,59.375,54.16669845581055,54.16669845581055,59.375,65
2001-04-30,62.5,58.33330154418945,58.33330154418945,62.5,205
2001-05-01,58.33330154418945,54.16669845581055,54.16669845581055,58.33330154418945,17
2001-05-02,57.29169845581055,55.20830154418945,55.20830154418945,57.29169845581055,59
2001-05-03,58.33330154418945,57.29169845581055,58.33330154418945,57.29169845581055,60
2001-05-04,58.33330154418945,57.29169845581055,57.29169845581055,58.33330154418945,82
2001-05-07,58.33330154418945,57.29169845581055,58.33330154418945,57.29169845581055,106
2001-05-08,57.29169845581055,52.08330154418945,57.29169845581055,52.08330154418945,469
2001-05-09,53.125,52.08330154418945,53.125,52.08330154418945,532
2001-05-10,54.16669845581055,53.125,54.16669845581055,53.125,123
2001-05-11,54.16669845581055,54.16669845581055,54.16669845581055,54.16669845581055,19
2001-05-14,57.29169845581055,54.16669845581055,54.16669845581055,57.29169845581055,210
2001-05-15,11.45829963684082,11.45829963684082,11.45829963684082,11.45829963684082,552
2001-05-16,62.5,59.375,59.375,62.5,250
2001-05-17,57.29169845581055,54.16669845581055,54.16669845581055,57.29169845581055,34
2001-05-18,10.625,10.625,10.625,10.625,96
2001-05-21,10.625,10.625,10.625,10.625,0
2001-05-22,56.25,53.125,56.25,53.125,148
2001-05-23,10.41670036315918,10.41670036315918,10.41670036315918,10.41670036315918,462
2001-05-24,50.0,46.875,46.875,48.95830154418945,156
2001-05-25,56.25,47.91669845581055,47.91669845581055,56.25,117
2001-05-29,47.91669845581055,46.875,46.875,47.91669845581055,197
2001-05-30,51.04169845581055,44.79169845581055,44.79169845581055,45.83330154418945,127
2001-05-31,56.25,45.83330154418945,45.83330154418945,56.25,139
2001-06-01,55.20830154418945,46.875,46.875,55.20830154418945,226
2001-06-04,55.20830154418945,51.04169845581055,51.04169845581055,55.20830154418945,126
2001-06-05,53.125,43.75,43.75,52.08330154418945,348
2001-06-06,52.08330154418945,44.79169845581055,44.79169845581055,52.08330154418945,92
2001-06-07,53.125,44.79169845581055,44.79169845581055,52.08330154418945,86
2001-06-08,45.83330154418945,43.75,43.75,45.83330154418945,69
2001-06-11,52.08330154418945,46.875,52.08330154418945,46.875,63
2001-06-12,50.0,45.83330154418945,45.83330154418945,50.0,110
2001-06-13,50.0,46.875,50.0,46.875,77
2001-06-14,48.95830154418945,46.875,48.95830154418945,46.875,173
2001-06-15,44.79169845581055,34.375,34.375,44.79169845581055,262
2001-06-18,41.66669845581055,35.41669845581055,35.41669845581055,41.66669845581055,59
2001-06-19,45.83330154418945,38.54169845581055,38.54169845581055,45.83330154418945,125
2001-06-20,41.66669845581055,36.45830154418945,36.45830154418945,41.66669845581055,115
2001-06-21,43.75,36.45830154418945,36.45830154418945,43.75,125
2001-06-22,44.79169845581055,39.58330154418945,39.58330154418945,41.66669845581055,99
2001-06-25,45.83330154418945,39.58330154418945,45.83330154418945,39.58330154418945,106
2001-06-26,40.625,38.54169845581055,40.625,38.54169845581055,202
2001-06-27,40.625,38.54169845581055,40.625,38.54169845581055,104
2001-06-28,39.58330154418945,38.54169845581055,39.58330154418945,38.54169845581055,189
2001-06-29,38.54169845581055,36.45830154418945,36.45830154418945,37.5,58
2001-07-02,37.5,37.5,37.5,37.5,0
2001-07-03,7.291669845581055,7.291669845581055,7.291669845581055,7.291669845581055,96
2001-07-05,36.45830154418945,36.45830154418945,36.45830154418945,36.45830154418945,19
2001-07-06,7.291669845581055,7.291669845581055,7.291669845581055,7.291669845581055,96
2001-07-09,41.66669845581055,36.45830154418945,36.45830154418945,38.54169845581055,111
2001-07-10,40.625,39.58330154418945,40.625,39.58330154418945,86
2001-07-11,7.916669845581055,7.916669845581055,7.916669845581055,7.916669845581055,318
2001-07-12,41.66669845581055,38.54169845581055,38.54169845581055,41.66669845581055,95
2001-07-13,41.66669845581055,39.58330154418945,41.66669845581055,39.58330154418945,226
2001-07-16,41.66669845581055,37.5,37.5,41.66669845581055,230
2001-07-17,45.83330154418945,36.45830154418945,36.45830154418945,45.83330154418945,221
2001-07-18,41.66669845581055,36.45830154418945,36.45830154418945,41.66669845581055,54
2001-07-19,39.58330154418945,32.29169845581055,39.58330154418945,32.29169845581055,499
