Date,High_IDL,Low_IDL,Open_IDL,Close_IDL,Volume_IDL
2000-01-04,136.45799255371094,114.58300018310547,136.45799255371094,114.58300018310547,176
2000-01-05,129.16700744628906,111.45800018310547,111.45800018310547,125.0,417
2000-01-06,135.41700744628906,114.58300018310547,114.58300018310547,135.41700744628906,393
2000-01-07,135.41700744628906,125.0,125.0,135.41700744628906,120
2000-01-10,136.45799255371094,135.41700744628906,135.41700744628906,136.45799255371094,157
2000-01-11,135.41700744628906,130.20799255371094,130.20799255371094,135.41700744628906,150
2000-01-12,135.41700744628906,114.58300018310547,114.58300018310547,130.20799255371094,600
2000-01-13,130.20799255371094,119.79199981689453,119.79199981689453,130.20799255371094,206
2000-01-14,130.20799255371094,115.625,115.625,130.20799255371094,103
2000-01-18,143.75,118.75,118.75,143.75,1332
2000-01-19,175.0,154.16700744628906,154.16700744628906,164.58299255371094,3663
2000-01-20,166.66700744628906,145.83299255371094,145.83299255371094,156.25,584
2000-01-21,156.25,141.66700744628906,141.66700744628906,150.0,520
2000-01-24,153.125,145.83299255371094,145.83299255371094,151.04200744628906,443
2000-01-25,153.125,148.95799255371094,148.95799255371094,151.04200744628906,194
2000-01-26,153.125,142.70799255371094,142.70799255371094,151.04200744628906,292
2000-01-27,152.08299255371094,145.83299255371094,145.83299255371094,151.04200744628906,143
2000-01-28,152.08299255371094,145.83299255371094,152.08299255371094,145.83299255371094,184
2000-01-31,147.91700744628906,142.70799255371094,147.91700744628906,142.70799255371094,383
2000-02-01,154.16700744628906,135.41700744628906,135.41700744628906,145.83299255371094,251
2000-02-02,145.83299255371094,135.41700744628906,135.41700744628906,140.625,362
2000-02-03,144.79200744628906,130.20799255371094,130.20799255371094,144.79200744628906,307
2000-02-04,144.79200744628906,135.41700744628906,135.41700744628906,144.79200744628906,48
2000-02-07,143.75,125.0,125.0,140.625,212
2000-02-08,140.625,135.41700744628906,135.41700744628906,140.625,48
2000-02-09,138.54200744628906,130.20799255371094,138.54200744628906,130.20799255371094,277
2000-02-10,135.41700744628906,127.08300018310547,127.08300018310547,135.41700744628906,292
2000-02-11,140.625,130.20799255371094,130.20799255371094,138.54200744628906,565
2000-02-14,140.625,135.41700744628906,140.625,135.41700744628906,300
2000-02-15,140.625,126.04199981689453,126.04199981689453,132.29200744628906,392
2000-02-16,145.83299255371094,132.29200744628906,132.29200744628906,140.625,388
2000-02-17,151.04200744628906,140.625,140.625,151.04200744628906,497
2000-02-18,171.875,145.83299255371094,145.83299255371094,156.25,1514
2000-02-22,244.79200744628906,188.54200744628906,244.79200744628906,188.54200744628906,1931
2000-02-23,207.29200744628906,188.54200744628906,188.54200744628906,192.70799255371094,881
2000-02-24,203.125,191.66700744628906,191.66700744628906,192.70799255371094,883
2000-02-25,236.45799255371094,191.66700744628906,191.66700744628906,236.45799255371094,4611
2000-02-28,302.0830078125,239.58299255371094,239.58299255371094,276.0419921875,3348
2000-02-29,286.4580078125,234.375,234.375,237.5,1478
2000-03-01,290.625,250.0,250.0,281.25,1291
2000-03-02,296.875,282.2919921875,282.2919921875,286.4580078125,1448
2000-03-03,312.5,291.6669921875,291.6669921875,302.0830078125,918
2000-03-06,312.5,281.25,312.5,281.25,1710
2000-03-07,307.2919921875,260.4169921875,260.4169921875,291.6669921875,1228
2000-03-08,302.0830078125,270.8330078125,270.8330078125,281.25,682
2000-03-09,312.5,286.4580078125,286.4580078125,312.5,1866
2000-03-10,416.6669921875,343.75,343.75,385.4169921875,4361
2000-03-13,416.6669921875,385.4169921875,385.4169921875,416.6669921875,3303
2000-03-14,442.7080078125,395.8330078125,395.8330078125,437.5,3807
2000-03-15,453.125,348.9580078125,348.9580078125,415.625,1587
2000-03-16,416.6669921875,355.2080078125,355.2080078125,390.625,1150
2000-03-17,453.125,391.6669921875,391.6669921875,427.0830078125,2689
2000-03-20,447.9169921875,390.625,390.625,415.625,1344
2000-03-21,411.4580078125,364.5830078125,364.5830078125,369.7919921875,978
2000-03-22,426.0419921875,338.5419921875,338.5419921875,411.4580078125,2308
2000-03-23,416.6669921875,390.625,390.625,411.4580078125,1298
2000-03-24,411.4580078125,385.4169921875,411.4580078125,385.4169921875,482
2000-03-27,411.4580078125,390.625,390.625,401.0419921875,698
2000-03-28,401.0419921875,366.6669921875,366.6669921875,375.0,638
2000-03-29,401.0419921875,364.5830078125,364.5830078125,375.0,559
2000-03-30,365.625,291.6669921875,365.625,291.6669921875,1216
2000-03-31,364.5830078125,294.7919921875,294.7919921875,364.5830078125,880
2000-04-03,375.0,317.7080078125,317.7080078125,322.9169921875,406
2000-04-04,348.9580078125,291.6669921875,291.6669921875,333.3330078125,598
2000-04-05,338.5419921875,322.9169921875,322.9169921875,328.125,438
2000-04-06,354.1669921875,322.9169921875,322.9169921875,354.1669921875,629
2000-04-07,358.3330078125,338.5419921875,338.5419921875,348.9580078125,415
2000-04-10,364.5830078125,338.5419921875,338.5419921875,359.375,429
2000-04-11,359.375,333.3330078125,333.3330078125,354.1669921875,507
2000-04-12,329.1669921875,302.0830078125,302.0830078125,312.5,464
2000-04-13,312.5,270.8330078125,270.8330078125,302.0830078125,506
2000-04-14,260.4169921875,223.95799255371094,223.95799255371094,239.58299255371094,796
2000-04-17,312.5,234.375,234.375,288.5419921875,911
2000-04-18,348.9580078125,312.5,312.5,321.875,563
2000-04-19,342.7080078125,296.875,296.875,312.5,285
2000-04-20,312.5,292.7080078125,292.7080078125,307.2919921875,227
2000-04-24,307.2919921875,270.8330078125,307.2919921875,270.8330078125,177
2000-04-25,286.4580078125,276.0419921875,286.4580078125,276.0419921875,179
2000-04-26,284.375,276.0419921875,276.0419921875,281.25,85
2000-04-27,281.25,250.0,250.0,281.25,389
2000-04-28,281.25,250.0,250.0,270.8330078125,188
2000-05-01,269.7919921875,240.625,269.7919921875,240.625,121
2000-05-02,255.20799255371094,229.16700744628906,229.16700744628906,251.04200744628906,227
2000-05-03,254.16700744628906,234.375,234.375,253.125,185
2000-05-04,253.125,239.58299255371094,239.58299255371094,252.08299255371094,60
2000-05-05,254.16700744628906,218.75,218.75,239.58299255371094,228
2000-05-08,234.375,206.25,206.25,210.41700744628906,446
2000-05-09,229.16700744628906,208.33299255371094,208.33299255371094,229.16700744628906,315
2000-05-10,229.16700744628906,197.91700744628906,197.91700744628906,208.33299255371094,270
2000-05-11,212.5,198.95799255371094,212.5,198.95799255371094,296
2000-05-12,223.95799255371094,207.29200744628906,207.29200744628906,223.95799255371094,199
2000-05-15,223.95799255371094,208.33299255371094,223.95799255371094,208.33299255371094,260
2000-05-16,210.41700744628906,197.91700744628906,210.41700744628906,197.91700744628906,122
2000-05-17,208.33299255371094,197.91700744628906,208.33299255371094,197.91700744628906,196
2000-05-18,207.29200744628906,193.75,193.75,207.29200744628906,181
2000-05-19,213.54200744628906,196.875,196.875,197.91700744628906,203
2000-05-22,197.91700744628906,197.91700744628906,197.91700744628906,197.91700744628906,0
2000-05-23,192.70799255371094,161.45799255371094,161.45799255371094,177.08299255371094,329
2000-05-24,177.08299255371094,151.04200744628906,151.04200744628906,177.08299255371094,780
2000-05-25,187.5,177.08299255371094,177.08299255371094,182.29200744628906,223
2000-05-26,192.70799255371094,185.41700744628906,192.70799255371094,185.41700744628906,250
2000-05-30,197.91700744628906,188.54200744628906,188.54200744628906,197.91700744628906,33
2000-05-31,203.125,177.08299255371094,177.08299255371094,182.29200744628906,244
2000-06-01,202.08299255371094,192.70799255371094,192.70799255371094,200.0,199
2000-06-02,322.9169921875,207.29200744628906,207.29200744628906,276.0419921875,2755
2000-06-05,348.9580078125,295.8330078125,295.8330078125,302.0830078125,8391
2000-06-06,307.2919921875,255.20799255371094,255.20799255371094,276.0419921875,2206
2000-06-07,276.0419921875,252.08299255371094,252.08299255371094,263.5419921875,1196
2000-06-08,266.6669921875,236.45799255371094,236.45799255371094,250.0,589
2000-06-09,256.25,236.45799255371094,236.45799255371094,239.58299255371094,416
2000-06-12,250.0,218.75,218.75,233.33299255371094,843
2000-06-13,232.29200744628906,210.41700744628906,210.41700744628906,218.75,600
2000-06-14,216.66700744628906,201.04200744628906,201.04200744628906,206.25,561
2000-06-15,208.33299255371094,192.70799255371094,192.70799255371094,197.91700744628906,736
2000-06-16,203.125,197.91700744628906,197.91700744628906,203.125,293
2000-06-19,197.91700744628906,187.5,187.5,190.625,196
2000-06-20,197.91700744628906,187.5,197.91700744628906,187.5,401
2000-06-21,192.70799255371094,183.33299255371094,183.33299255371094,186.45799255371094,139
2000-06-22,190.625,177.08299255371094,177.08299255371094,187.5,449
2000-06-23,187.5,175.0,175.0,183.33299255371094,589
2000-06-26,177.08299255371094,162.5,162.5,166.66700744628906,490
2000-06-27,176.04200744628906,162.5,162.5,175.0,167
2000-06-28,182.29200744628906,167.70799255371094,182.29200744628906,167.70799255371094,596
2000-06-29,177.08299255371094,162.5,162.5,169.79200744628906,218
2000-06-30,180.20799255371094,169.79200744628906,169.79200744628906,180.20799255371094,104
2000-07-03,36.04169845581055,36.04169845581055,36.04169845581055,36.04169845581055,0
2000-07-05,177.08299255371094,173.95799255371094,177.08299255371094,173.95799255371094,119
2000-07-06,175.0,171.875,175.0,171.875,58
2000-07-07,175.0,166.66700744628906,166.66700744628906,175.0,89
2000-07-10,173.95799255371094,159.375,159.375,161.45799255371094,378
2000-07-11,169.79200744628906,156.25,156.25,164.58299255371094,123
2000-07-12,169.79200744628906,155.20799255371094,169.79200744628906,155.20799255371094,356
2000-07-13,168.75,151.04200744628906,168.75,151.04200744628906,317
2000-07-14,169.79200744628906,156.25,156.25,161.45799255371094,265
2000-07-17,166.66700744628906,156.25,166.66700744628906,156.25,305
2000-07-18,156.25,145.83299255371094,145.83299255371094,156.25,336
2000-07-19,155.20799255371094,145.83299255371094,145.83299255371094,155.20799255371094,222
2000-07-20,155.20799255371094,140.625,155.20799255371094,140.625,131
2000-07-21,148.95799255371094,125.0,125.0,148.95799255371094,2143
2000-07-24,135.41700744628906,125.0,125.0,130.20799255371094,471
2000-07-25,136.45799255371094,125.0,125.0,136.45799255371094,235
2000-07-26,137.5,128.125,128.125,133.33299255371094,217
2000-07-27,130.20799255371094,125.0,125.0,130.20799255371094,273
2000-07-28,130.20799255371094,125.0,130.20799255371094,125.0,47
2000-07-31,134.375,125.0,125.0,130.20799255371094,240
2000-08-01,151.04200744628906,125.0,125.0,150.0,272
2000-08-02,168.75,145.83299255371094,145.83299255371094,168.75,527
2000-08-03,171.875,163.54200744628906,163.54200744628906,171.875,356
2000-08-04,192.70799255371094,177.08299255371094,192.70799255371094,177.08299255371094,421
2000-08-07,35.41669845581055,35.41669845581055,35.41669845581055,35.41669845581055,0
2000-08-08,213.54200744628906,177.08299255371094,177.08299255371094,208.33299255371094,7562
2000-08-09,255.20799255371094,208.33299255371094,208.33299255371094,232.29200744628906,1093
2000-08-10,248.95799255371094,187.5,187.5,208.33299255371094,756
2000-08-11,212.5,192.70799255371094,192.70799255371094,206.25,614
2000-08-14,208.33299255371094,192.70799255371094,192.70799255371094,197.91700744628906,282
2000-08-15,208.33299255371094,193.75,193.75,207.29200744628906,210
2000-08-16,208.33299255371094,203.125,208.33299255371094,203.125,280
2000-08-17,208.33299255371094,194.79200744628906,194.79200744628906,207.29200744628906,223
2000-08-18,203.125,192.70799255371094,192.70799255371094,196.875,317
2000-08-21,206.25,182.29200744628906,182.29200744628906,197.91700744628906,372
2000-08-22,189.58299255371094,183.33299255371094,189.58299255371094,183.33299255371094,24
2000-08-23,192.70799255371094,185.41700744628906,185.41700744628906,192.70799255371094,242
2000-08-24,192.70799255371094,182.29200744628906,192.70799255371094,182.29200744628906,90
2000-08-25,195.83299255371094,188.54200744628906,188.54200744628906,194.79200744628906,282
2000-08-28,195.83299255371094,178.125,195.83299255371094,178.125,125
2000-08-29,191.66700744628906,171.875,171.875,177.08299255371094,185
2000-08-30,186.45799255371094,179.16700744628906,179.16700744628906,186.45799255371094,68
2000-08-31,186.45799255371094,178.125,186.45799255371094,178.125,106
2000-09-01,184.375,177.08299255371094,177.08299255371094,184.375,140
2000-09-05,179.16700744628906,171.875,171.875,177.08299255371094,128
2000-09-06,177.08299255371094,166.66700744628906,166.66700744628906,177.08299255371094,192
2000-09-07,177.08299255371094,167.70799255371094,177.08299255371094,167.70799255371094,38
2000-09-08,171.875,166.66700744628906,166.66700744628906,167.70799255371094,236
2000-09-11,176.04200744628906,161.45799255371094,161.45799255371094,166.66700744628906,145
2000-09-12,176.04200744628906,156.25,156.25,166.66700744628906,284
2000-09-13,177.08299255371094,159.375,177.08299255371094,159.375,60
2000-09-14,177.08299255371094,159.375,177.08299255371094,159.375,47
2000-09-15,176.04200744628906,166.66700744628906,166.66700744628906,176.04200744628906,87
2000-09-18,181.25,166.66700744628906,166.66700744628906,177.08299255371094,591
2000-09-19,180.20799255371094,178.125,180.20799255371094,178.125,443
2000-09-20,179.16700744628906,167.70799255371094,179.16700744628906,167.70799255371094,307
2000-09-21,171.875,166.66700744628906,166.66700744628906,168.75,37
2000-09-22,164.58299255371094,161.45799255371094,161.45799255371094,164.58299255371094,152
2000-09-25,170.83299255371094,159.375,159.375,164.58299255371094,120
2000-09-26,164.58299255371094,159.375,164.58299255371094,159.375,132
2000-09-27,161.45799255371094,142.70799255371094,142.70799255371094,156.25,457
2000-09-28,156.25,145.83299255371094,145.83299255371094,154.16700744628906,198
2000-09-29,156.25,151.04200744628906,151.04200744628906,156.25,260
2000-10-02,166.66700744628906,154.16700744628906,154.16700744628906,166.66700744628906,425
2000-10-03,180.20799255371094,161.45799255371094,161.45799255371094,180.20799255371094,418
2000-10-04,178.125,162.5,162.5,166.66700744628906,405
2000-10-05,171.875,161.45799255371094,161.45799255371094,169.79200744628906,246
2000-10-06,171.875,161.45799255371094,161.45799255371094,166.66700744628906,204
2000-10-09,166.66700744628906,166.66700744628906,166.66700744628906,166.66700744628906,0
2000-10-10,176.04200744628906,156.25,156.25,171.875,414
2000-10-11,171.875,153.125,153.125,169.79200744628906,393
2000-10-12,169.79200744628906,156.25,156.25,169.79200744628906,341
2000-10-13,169.79200744628906,153.125,153.125,161.45799255371094,492
2000-10-16,164.58299255371094,145.83299255371094,145.83299255371094,164.58299255371094,332
2000-10-17,166.66700744628906,143.75,143.75,166.66700744628906,780
2000-10-18,166.66700744628906,156.25,156.25,161.45799255371094,169
2000-10-19,166.66700744628906,161.45799255371094,161.45799255371094,166.66700744628906,206
2000-10-20,164.58299255371094,146.875,146.875,154.16700744628906,233
2000-10-23,159.375,150.0,150.0,156.25,122
2000-10-24,165.625,151.04200744628906,151.04200744628906,165.625,157
2000-10-25,165.625,150.0,150.0,165.625,81
2000-10-26,165.625,146.875,146.875,154.16700744628906,209
2000-10-27,164.58299255371094,145.83299255371094,145.83299255371094,156.25,106
2000-10-30,152.08299255371094,145.83299255371094,152.08299255371094,145.83299255371094,129
2000-10-31,146.875,145.83299255371094,146.875,145.83299255371094,94
2000-11-01,151.04200744628906,145.83299255371094,145.83299255371094,151.04200744628906,97
2000-11-02,154.16700744628906,130.20799255371094,130.20799255371094,151.04200744628906,211
2000-11-03,154.16700744628906,145.83299255371094,145.83299255371094,152.08299255371094,85
2000-11-06,151.04200744628906,136.45799255371094,136.45799255371094,145.83299255371094,75
2000-11-07,145.83299255371094,137.5,137.5,140.625,349
2000-11-08,145.83299255371094,133.33299255371094,133.33299255371094,145.83299255371094,352
2000-11-09,143.75,133.33299255371094,133.33299255371094,135.41700744628906,55
2000-11-10,145.83299255371094,130.20799255371094,130.20799255371094,144.79200744628906,106
2000-11-13,140.625,130.20799255371094,130.20799255371094,139.58299255371094,156
2000-11-14,135.41700744628906,130.20799255371094,130.20799255371094,132.29200744628906,36
2000-11-15,137.5,130.20799255371094,137.5,130.20799255371094,121
2000-11-16,130.20799255371094,125.0,125.0,130.20799255371094,253
2000-11-17,137.5,119.79199981689453,119.79199981689453,137.5,258
2000-11-20,139.58299255371094,125.0,139.58299255371094,125.0,96
2000-11-21,134.375,115.625,115.625,116.66699981689453,118
2000-11-22,130.20799255371094,114.58300018310547,114.58300018310547,130.20799255371094,953
2000-11-24,130.20799255371094,125.0,125.0,129.16700744628906,699
2000-11-27,135.41700744628906,130.20799255371094,135.41700744628906,130.20799255371094,193
2000-11-28,135.41700744628906,117.70800018310547,117.70800018310547,134.375,236
2000-11-29,125.0,104.16699981689453,104.16699981689453,125.0,377
2000-11-30,119.79199981689453,100.0,100.0,114.58300018310547,300
2000-12-01,114.58300018310547,109.375,109.375,114.58300018310547,110
2000-12-04,114.58300018310547,109.375,114.58300018310547,109.375,99
2000-12-05,110.41699981689453,104.16699981689453,110.41699981689453,104.16699981689453,19
2000-12-06,104.16699981689453,93.75,93.75,101.04199981689453,297
2000-12-07,109.375,93.75,93.75,101.04199981689453,462
2000-12-08,97.91670227050781,84.375,84.375,93.75,992
2000-12-11,93.75,67.70829772949219,67.70829772949219,93.75,1123
2000-12-12,93.75,72.91670227050781,72.91670227050781,81.25,266
2000-12-13,81.25,78.125,78.125,81.25,179
2000-12-14,83.33329772949219,79.16670227050781,79.16670227050781,83.33329772949219,144
2000-12-15,88.54170227050781,76.04170227050781,76.04170227050781,88.54170227050781,157
2000-12-18,88.54170227050781,75.0,75.0,88.54170227050781,113
2000-12-19,83.33329772949219,72.91670227050781,72.91670227050781,76.04170227050781,269
2000-12-20,82.29170227050781,76.04170227050781,82.29170227050781,76.04170227050781,302
2000-12-21,78.125,72.91670227050781,72.91670227050781,76.04170227050781,104
2000-12-22,88.54170227050781,72.91670227050781,72.91670227050781,87.5,440
2000-12-26,17.5,17.5,17.5,17.5,0
2000-12-27,88.54170227050781,78.125,88.54170227050781,78.125,120
2000-12-28,15.625,15.625,15.625,15.625,0
2000-12-29,91.66670227050781,70.83329772949219,91.66670227050781,70.83329772949219,578
2001-01-02,81.25,72.91670227050781,81.25,72.91670227050781,144
2001-01-03,93.75,75.0,75.0,90.625,24
2001-01-04,89.58329772949219,76.04170227050781,76.04170227050781,78.125,225
2001-01-05,82.29170227050781,78.125,78.125,82.29170227050781,48
2001-01-08,82.29170227050781,78.125,82.29170227050781,78.125,27
2001-01-09,76.04170227050781,75.0,76.04170227050781,75.0,85
2001-01-10,75.0,72.91670227050781,75.0,72.91670227050781,58
2001-01-11,75.0,72.91670227050781,72.91670227050781,75.0,67
2001-01-12,75.0,72.91670227050781,75.0,72.91670227050781,125
2001-01-16,72.91670227050781,67.70829772949219,72.91670227050781,67.70829772949219,113
2001-01-17,13.54170036315918,13.54170036315918,13.54170036315918,13.54170036315918,192
2001-01-18,75.0,72.91670227050781,75.0,72.91670227050781,157
2001-01-19,80.20829772949219,72.91670227050781,72.91670227050781,77.08329772949219,62
2001-01-22,81.25,72.91670227050781,81.25,72.91670227050781,84
2001-01-23,88.54170227050781,72.91670227050781,72.91670227050781,87.5,557
2001-01-24,97.91670227050781,92.70829772949219,92.70829772949219,97.91670227050781,511
2001-01-25,98.95829772949219,91.66670227050781,91.66670227050781,93.75,235
2001-01-26,96.875,88.54170227050781,88.54170227050781,94.79170227050781,192
2001-01-29,93.75,85.41670227050781,85.41670227050781,93.75,389
2001-01-30,93.75,88.54170227050781,88.54170227050781,93.75,141
2001-01-31,93.75,88.54170227050781,88.54170227050781,93.75,100
2001-02-01,93.75,88.54170227050781,93.75,88.54170227050781,141
2001-02-02,88.54170227050781,83.33329772949219,83.33329772949219,87.5,170
2001-02-05,89.58329772949219,86.45829772949219,89.58329772949219,86.45829772949219,74
2001-02-06,84.375,83.33329772949219,84.375,83.33329772949219,98
2001-02-07,83.33329772949219,66.66670227050781,66.66670227050781,78.125,719
2001-02-08,72.91670227050781,70.83329772949219,70.83329772949219,72.91670227050781,110
2001-02-09,72.91670227050781,68.75,68.75,72.91670227050781,110
2001-02-12,71.875,67.70829772949219,71.875,67.70829772949219,106
2001-02-13,14.58329963684082,14.58329963684082,14.58329963684082,14.58329963684082,216
2001-02-14,71.875,68.75,68.75,70.83329772949219,71
2001-02-15,83.33329772949219,70.83329772949219,70.83329772949219,72.91670227050781,243
2001-02-16,72.91670227050781,67.70829772949219,67.70829772949219,72.91670227050781,283
2001-02-20,13.54170036315918,13.54170036315918,13.54170036315918,13.54170036315918,127
2001-02-21,72.91670227050781,56.25,56.25,65.625,153
2001-02-22,78.125,69.79170227050781,78.125,69.79170227050781,199
2001-02-23,67.70829772949219,65.625,65.625,67.70829772949219,24
2001-02-26,71.875,63.54169845581055,63.54169845581055,68.75,221
2001-02-27,73.95829772949219,62.5,62.5,73.95829772949219,648
2001-02-28,73.95829772949219,68.75,68.75,71.875,94
2001-03-01,13.54170036315918,13.54170036315918,13.54170036315918,13.54170036315918,2065
2001-03-02,13.54170036315918,13.54170036315918,13.54170036315918,13.54170036315918,869
2001-03-05,69.79170227050781,67.70829772949219,69.79170227050781,67.70829772949219,446
2001-03-06,76.04170227050781,67.70829772949219,67.70829772949219,76.04170227050781,258
2001-03-07,78.125,67.70829772949219,78.125,67.70829772949219,286
2001-03-08,78.125,62.5,62.5,78.125,170
2001-03-09,72.91670227050781,67.70829772949219,72.91670227050781,67.70829772949219,106
2001-03-12,67.70829772949219,65.625,67.70829772949219,65.625,110
2001-03-13,13.125,13.125,13.125,13.125,0
2001-03-14,72.91670227050781,62.5,62.5,72.91670227050781,193
2001-03-15,72.91670227050781,67.70829772949219,72.91670227050781,67.70829772949219,187
2001-03-16,67.70829772949219,65.625,67.70829772949219,65.625,46
2001-03-19,66.66670227050781,62.5,62.5,66.66670227050781,48
2001-03-20,66.66670227050781,62.5,62.5,66.66670227050781,67
2001-03-21,67.70829772949219,66.66670227050781,66.66670227050781,67.70829772949219,58
2001-03-22,68.75,67.70829772949219,67.70829772949219,68.75,125
2001-03-23,78.125,67.70829772949219,67.70829772949219,78.125,146
2001-03-26,78.125,67.70829772949219,78.125,67.70829772949219,39
2001-03-27,77.08329772949219,67.70829772949219,67.70829772949219,77.08329772949219,82
2001-03-28,78.125,65.625,65.625,72.91670227050781,58
2001-03-29,14.58329963684082,14.58329963684082,14.58329963684082,14.58329963684082,1354
