Date,High_DEC,Low_DEC,Open_DEC,Close_DEC,Volume_DEC
2015-11-16,35.334999084472656,35.01499938964844,35.334999084472656,35.255001068115234,487
2015-11-17,35.959999084472656,35.959999084472656,36.0099983215332,35.959999084472656,21
