Date,High_ZS,Low_ZS,Open_ZS,Close_ZS,Volume_ZS
2018-03-16,33.470001220703125,26.059999465942383,27.5,33.0,16931900
2018-03-19,31.5,26.75,31.450000762939453,27.899999618530273,5892100
2018-03-20,30.90399932861328,28.06999969482422,28.40999984741211,30.3799991607666,3262000
2018-03-21,34.83000183105469,29.290000915527344,30.790000915527344,31.079999923706055,4460900
2018-03-22,31.8799991607666,28.559999465942383,30.0,29.829999923706055,3239500
2018-03-23,30.450000762939453,28.600000381469727,30.309999465942383,29.43000030517578,1247100
2018-03-26,30.937999725341797,27.299999237060547,30.6299991607666,27.829999923706055,1916700
2018-03-27,28.599000930786133,26.600000381469727,28.0,27.75,1719500
2018-03-28,28.190000534057617,27.0,27.350000381469727,27.530000686645508,824700
2018-03-29,28.454999923706055,26.799999237060547,27.75,28.06999969482422,1137600
2018-04-02,28.65999984741211,26.80699920654297,27.899999618530273,27.059999465942383,786700
2018-04-03,27.190000534057617,26.5,27.1299991607666,26.799999237060547,787500
2018-04-04,28.950000762939453,26.31999969482422,26.350000381469727,27.969999313354492,1023800
2018-04-05,29.149999618530273,27.969999313354492,28.610000610351562,28.530000686645508,1210400
2018-04-06,29.663000106811523,28.049999237060547,28.31999969482422,28.219999313354492,737300
2018-04-09,28.700000762939453,26.5,28.469999313354492,26.540000915527344,934500
2018-04-10,28.5,26.84000015258789,27.059999465942383,28.06999969482422,1068400
2018-04-11,29.459999084472656,27.399999618530273,28.030000686645508,27.709999084472656,795300
2018-04-12,28.59000015258789,27.774999618530273,27.809999465942383,27.959999084472656,258900
2018-04-13,28.700000762939453,27.030000686645508,28.700000762939453,27.479999542236328,418300
2018-04-16,29.0,27.565000534057617,27.889999389648438,28.989999771118164,401000
2018-04-17,29.972999572753906,28.6299991607666,29.309999465942383,28.75,951500
2018-04-18,29.0,28.0,28.959999084472656,28.649999618530273,377700
2018-04-19,28.94499969482422,27.75,28.649999618530273,28.030000686645508,265500
2018-04-20,28.229999542236328,27.030000686645508,28.049999237060547,27.219999313354492,522500
2018-04-23,27.579999923706055,26.5,27.200000762939453,26.860000610351562,626800
2018-04-24,27.969999313354492,27.0,27.0,27.139999389648438,393200
2018-04-25,28.450000762939453,26.850000381469727,27.09000015258789,28.110000610351562,415700
2018-04-26,28.809999465942383,28.17099952697754,28.399999618530273,28.649999618530273,396000
2018-04-27,28.93000030517578,28.410999298095703,28.860000610351562,28.709999084472656,197200
2018-04-30,30.059999465942383,28.700000762939453,28.700000762939453,29.889999389648438,399100
2018-05-01,30.030000686645508,29.0,29.799999237060547,29.1299991607666,418400
2018-05-02,30.059999465942383,29.010000228881836,29.31999969482422,29.950000762939453,265300
2018-05-03,28.75,26.75,28.75,27.56999969482422,1937300
2018-05-04,27.959999084472656,27.579999923706055,27.579999923706055,27.860000610351562,651300
2018-05-07,28.350000381469727,27.510000228881836,28.0,27.649999618530273,470200
2018-05-08,27.90999984741211,27.270000457763672,27.649999618530273,27.530000686645508,266400
2018-05-09,27.8700008392334,27.333999633789062,27.489999771118164,27.850000381469727,325500
2018-05-10,28.81999969482422,27.5,27.850000381469727,28.18000030517578,380900
2018-05-11,29.459999084472656,28.010000228881836,28.25,29.31999969482422,604500
2018-05-14,30.100000381469727,28.40999984741211,29.3700008392334,28.469999313354492,564800
2018-05-15,28.760000228881836,27.25,28.420000076293945,27.40999984741211,753500
2018-05-16,27.799999237060547,27.065000534057617,27.530000686645508,27.09000015258789,383100
2018-05-17,28.510000228881836,26.75200080871582,27.06999969482422,27.389999389648438,676300
2018-05-18,27.809999465942383,27.209999084472656,27.399999618530273,27.280000686645508,227400
2018-05-21,27.989999771118164,27.040000915527344,27.350000381469727,27.420000076293945,268300
2018-05-22,27.559999465942383,27.0,27.559999465942383,27.09000015258789,348700
2018-05-23,27.139999389648438,26.260000228881836,26.8799991607666,26.559999465942383,693400
2018-05-24,27.030000686645508,26.350000381469727,26.450000762939453,26.549999237060547,467800
2018-05-25,26.75,24.760000228881836,26.5,24.950000762939453,1034000
2018-05-29,26.139999389648438,25.0,25.0,25.6299991607666,731200
