Date,High_ACA.PA,Low_ACA.PA,Open_ACA.PA,Close_ACA.PA,Volume_ACA.PA
2001-12-14,15.896712303161621,15.22783374786377,15.853278160095215,15.22783374786377,48358107
2001-12-17,15.549242973327637,15.245206832885742,15.358135223388672,15.549242973327637,5616579
2001-12-18,15.540555953979492,15.253893852233887,15.453688621520996,15.375508308410645,4075931
2001-12-19,15.375508308410645,15.201773643493652,15.22783374786377,15.32338809967041,5425251
2001-12-20,15.314701080322266,15.21045970916748,15.22783374786377,15.22783374786377,3172676
2001-12-21,15.592676162719727,15.21045970916748,15.21045970916748,15.592676162719727,3272207
2001-12-24,15.592676162719727,15.340761184692383,15.557929039001465,15.462374687194824,350253
2001-12-25,15.462374687194824,15.462374687194824,15.462374687194824,15.462374687194824,0
2001-12-26,15.462374687194824,15.462374687194824,15.462374687194824,15.462374687194824,0
2001-12-27,15.41894245147705,15.340761184692383,15.41894245147705,15.41894245147705,997724
2001-12-28,15.453688621520996,15.236519813537598,15.332074165344238,15.453688621520996,735532
2001-12-31,15.453688621520996,15.453688621520996,15.453688621520996,15.453688621520996,0
2002-01-01,15.453688621520996,15.453688621520996,15.453688621520996,15.453688621520996,0
2002-01-02,15.540555953979492,15.314701080322266,15.445001602172852,15.375508308410645,802063
2002-01-03,15.453688621520996,15.340761184692383,15.41894245147705,15.401568412780762,831538
2002-01-04,15.410255432128906,15.332074165344238,15.375508308410645,15.3668212890625,2843069
2002-01-07,15.809844970703125,15.375508308410645,15.401568412780762,15.792470932006836,2265789
2002-01-08,16.14862632751465,15.70560359954834,15.722976684570312,16.070446014404297,4160966
2002-01-09,16.113880157470703,15.948831558227539,16.06175994873047,16.070446014404297,2215028
2002-01-10,16.06175994873047,15.68822956085205,16.027013778686523,15.809844970703125,1794551
2002-01-11,15.974891662597656,15.636110305786133,15.818531036376953,15.827218055725098,1279755
2002-01-14,15.80115795135498,15.557929039001465,15.80115795135498,15.740350723266602,912159
2002-01-15,16.027013778686523,15.670857429504395,15.670857429504395,16.027013778686523,1254883
2002-01-16,15.9835786819458,15.722976684570312,15.896712303161621,15.9835786819458,2321553
2002-01-17,16.348421096801758,15.86196517944336,15.896712303161621,16.348421096801758,3806425
2002-01-18,16.313674926757812,16.113880157470703,16.15731430053711,16.15731430053711,1719868
2002-01-21,16.14862632751465,15.809844970703125,16.13994026184082,16.027013778686523,1277860
2002-01-22,16.166000366210938,15.896712303161621,16.018325805664062,16.000953674316406,1931163
2002-01-23,16.278928756713867,15.940144538879395,16.009639739990234,16.166000366210938,2081677
2002-01-24,16.496095657348633,16.079132080078125,16.113880157470703,16.400541305541992,3979881
2002-01-25,16.42660140991211,16.15731430053711,16.24418067932129,16.33104705810547,1246264
2002-01-28,16.365795135498047,16.166000366210938,16.33104705810547,16.287614822387695,1294655
2002-01-29,16.41791534423828,16.25286865234375,16.25286865234375,16.33104705810547,1322253
2002-01-30,16.33973503112793,16.14862632751465,16.183374404907227,16.15731430053711,865335
2002-01-31,16.270240783691406,16.15731430053711,16.209434509277344,16.15731430053711,1077792
2002-02-01,16.24418067932129,16.009639739990234,16.166000366210938,16.087820053100586,616291
2002-02-04,16.05307388305664,15.41894245147705,15.9835786819458,15.592676162719727,1072012
2002-02-05,15.679544448852539,15.50580883026123,15.549242973327637,15.636110305786133,1033362
2002-02-06,15.61873722076416,15.27126693725586,15.549242973327637,15.549242973327637,2063573
2002-02-07,15.549242973327637,15.332074165344238,15.332074165344238,15.375508308410645,515868
2002-02-08,16.027013778686523,15.392882347106934,15.462374687194824,15.731663703918457,715600
2002-02-11,16.15731430053711,15.66217041015625,15.66217041015625,16.113880157470703,569292
2002-02-12,16.304988861083984,16.070446014404297,16.13994026184082,16.192060470581055,1258768
2002-02-13,16.661144256591797,16.087820053100586,16.087820053100586,16.661144256591797,2484099
2002-02-14,16.63508415222168,16.070446014404297,16.070446014404297,16.556903839111328,1664641
2002-02-15,16.548215866088867,16.33973503112793,16.33973503112793,16.461349487304688,748239
2002-02-18,16.504783630371094,16.348421096801758,16.461349487304688,16.478723526000977,501977
2002-02-19,16.461349487304688,16.027013778686523,16.41791534423828,16.070446014404297,611856
2002-02-20,16.41791534423828,15.644797325134277,15.9835786819458,16.209434509277344,816614
2002-02-21,16.409229278564453,15.896712303161621,16.25286865234375,15.992265701293945,568485
2002-02-22,16.287614822387695,15.853278160095215,15.853278160095215,16.070446014404297,592723
2002-02-25,16.374481201171875,16.027013778686523,16.070446014404297,16.32236099243164,194277
2002-02-26,16.287614822387695,16.070446014404297,16.13125228881836,16.23549461364746,450037
2002-02-27,16.33104705810547,16.105192184448242,16.166000366210938,16.33104705810547,497640
2002-02-28,16.461349487304688,16.24418067932129,16.24418067932129,16.461349487304688,523504
2002-03-01,16.556903839111328,16.374481201171875,16.383169174194336,16.548215866088867,654450
2002-03-04,16.548215866088867,16.24418067932129,16.400541305541992,16.24418067932129,2234156
2002-03-05,16.43528938293457,16.05307388305664,16.24418067932129,16.313674926757812,1521343
2002-03-06,16.391855239868164,16.096506118774414,16.287614822387695,16.24418067932129,919986
2002-03-07,16.461349487304688,16.24418067932129,16.24418067932129,16.374481201171875,609745
2002-03-08,16.53084373474121,16.200746536254883,16.461349487304688,16.374481201171875,1145722
2002-03-11,16.487409591674805,16.096506118774414,16.33104705810547,16.13994026184082,987301
2002-03-12,16.33104705810547,16.14862632751465,16.200746536254883,16.15731430053711,819638
2002-03-13,16.41791534423828,16.13994026184082,16.15731430053711,16.278928756713867,835756
2002-03-14,16.574277877807617,16.183374404907227,16.209434509277344,16.574277877807617,1011324
2002-03-15,16.678516387939453,16.365795135498047,16.504783630371094,16.678516387939453,2534998
2002-03-18,17.156286239624023,16.33104705810547,16.33104705810547,16.982553482055664,2701323
