Date,High_PH,Low_PH,Open_PH,Close_PH,Volume_PH
2000-03-28,27.666667938232422,26.416667938232422,27.666667938232422,27.0,813300
2000-03-29,27.75,27.0,27.0,27.5,879750
2000-03-30,28.625,27.5,27.75,27.708332061767578,413850
2000-03-31,28.125,27.541667938232422,27.666667938232422,27.541667938232422,364950
2000-04-03,28.625,27.291667938232422,27.375,27.875,636450
2000-04-04,28.875,27.75,27.75,28.666667938232422,806700
2000-04-05,28.833332061767578,28.375,28.833332061767578,28.416667938232422,708450
2000-04-06,29.333332061767578,28.625,28.666667938232422,29.125,617400
2000-04-07,30.0,29.041667938232422,29.041667938232422,29.291667938232422,495750
2000-04-10,29.916667938232422,28.916667938232422,29.208332061767578,29.75,613650
2000-04-11,30.916667938232422,29.458332061767578,29.458332061767578,30.5,493350
2000-04-12,32.04166793823242,30.541667938232422,30.541667938232422,31.375,730650
2000-04-13,31.375,29.791667938232422,31.375,29.833332061767578,471750
2000-04-14,29.708332061767578,27.333332061767578,29.708332061767578,27.416667938232422,691950
2000-04-17,28.291667938232422,27.0,27.333332061767578,28.083332061767578,855000
2000-04-18,30.0,28.166667938232422,28.708332061767578,28.291667938232422,585900
2000-04-19,29.458332061767578,28.083332061767578,28.208332061767578,28.541667938232422,572700
2000-04-20,29.708332061767578,28.375,28.625,29.5,516450
2000-04-24,29.833332061767578,28.916667938232422,29.0,29.583332061767578,448050
2000-04-25,31.833332061767578,29.416667938232422,29.5,31.375,995850
2000-04-26,31.541667938232422,30.541667938232422,30.833332061767578,30.75,748350
2000-04-27,31.416667938232422,30.041667938232422,30.041667938232422,30.916667938232422,578250
2000-04-28,31.541667938232422,30.875,31.166667938232422,31.0,626550
2000-05-01,31.458332061767578,30.666667938232422,30.875,31.041667938232422,447750
2000-05-02,31.708332061767578,30.625,30.708332061767578,30.916667938232422,597750
2000-05-03,31.333332061767578,30.041667938232422,31.333332061767578,30.208332061767578,351750
2000-05-04,30.583332061767578,29.916667938232422,30.375,30.166667938232422,487800
2000-05-05,32.20833206176758,30.041667938232422,30.166667938232422,32.16666793823242,862950
2000-05-08,31.75,30.791667938232422,31.666667938232422,30.916667938232422,418200
2000-05-09,31.0,29.5,31.0,29.875,521250
2000-05-10,30.375,29.25,30.0,29.75,292650
2000-05-11,30.791667938232422,30.0,30.083332061767578,30.458332061767578,518550
2000-05-12,30.666667938232422,30.166667938232422,30.458332061767578,30.291667938232422,319950
2000-05-15,30.833332061767578,30.25,30.458332061767578,30.333332061767578,411750
2000-05-16,31.333332061767578,30.25,30.416667938232422,31.166667938232422,473250
2000-05-17,30.916667938232422,30.166667938232422,30.666667938232422,30.458332061767578,203550
2000-05-18,30.708332061767578,30.041667938232422,30.333332061767578,30.291667938232422,203250
2000-05-19,31.125,29.625,30.041667938232422,30.958332061767578,743700
2000-05-22,31.333332061767578,30.208332061767578,30.875,30.375,530100
2000-05-23,30.208332061767578,29.75,29.75,30.041667938232422,302250
2000-05-24,30.416667938232422,29.333332061767578,30.083332061767578,29.416667938232422,569250
2000-05-25,29.625,29.0,29.0,29.25,437400
2000-05-26,29.5,28.458332061767578,29.0,28.458332061767578,498300
2000-05-30,28.875,27.875,28.625,28.541667938232422,517050
2000-05-31,29.208332061767578,27.708332061767578,28.708332061767578,27.791667938232422,534300
2000-06-01,29.416667938232422,27.375,27.375,29.416667938232422,627900
2000-06-02,30.0,29.0,29.791667938232422,29.291667938232422,398100
2000-06-05,29.041667938232422,28.666667938232422,29.041667938232422,28.875,482400
2000-06-06,29.416667938232422,28.916667938232422,29.083332061767578,29.125,574500
2000-06-07,29.375,28.5,29.291667938232422,28.791667938232422,526800
2000-06-08,28.416667938232422,27.916667938232422,28.041667938232422,28.208332061767578,296700
2000-06-09,28.375,27.833332061767578,28.375,27.958332061767578,272850
2000-06-12,27.958332061767578,27.5,27.958332061767578,27.520832061767578,263850
2000-06-13,27.5,26.666667938232422,27.416667938232422,27.0,659100
2000-06-14,25.333332061767578,23.333332061767578,23.333332061767578,25.291667938232422,3689100
2000-06-15,27.666667938232422,25.916667938232422,26.416667938232422,27.541667938232422,1394700
2000-06-16,27.375,26.0,27.333332061767578,26.125,1265550
2000-06-19,26.375,25.583332061767578,26.083332061767578,25.791667938232422,831900
2000-06-20,25.875,25.125,25.833332061767578,25.208332061767578,502650
2000-06-21,25.208332061767578,24.416667938232422,25.208332061767578,24.666667938232422,525000
2000-06-22,24.625,24.0,24.5,24.166667938232422,614550
2000-06-23,24.375,24.125,24.166667938232422,24.291667938232422,599400
2000-06-26,24.5,23.791667938232422,24.333332061767578,23.958332061767578,828600
2000-06-27,24.916667938232422,24.208332061767578,24.333332061767578,24.916667938232422,840750
2000-06-28,25.291667938232422,24.708332061767578,24.958332061767578,25.020832061767578,528300
2000-06-29,25.0,23.791667938232422,25.0,23.833332061767578,1682100
2000-06-30,23.833332061767578,22.822917938232422,23.791667938232422,22.833332061767578,1879650
2000-07-03,23.916667938232422,23.083332061767578,23.083332061767578,23.791667938232422,610500
2000-07-05,24.083332061767578,23.333332061767578,24.0,23.333332061767578,1615350
2000-07-06,24.041667938232422,23.666667938232422,23.666667938232422,23.666667938232422,699300
2000-07-07,24.125,23.791667938232422,24.0,23.833332061767578,849300
2000-07-10,24.458332061767578,23.291667938232422,23.291667938232422,24.041667938232422,920400
2000-07-11,25.291667938232422,24.041667938232422,24.041667938232422,24.666667938232422,903450
2000-07-12,25.125,24.666667938232422,25.0,24.875,893550
2000-07-13,25.333332061767578,24.958332061767578,25.041667938232422,25.125,515400
2000-07-14,25.666667938232422,25.041667938232422,25.375,25.25,593400
2000-07-17,25.25,25.041667938232422,25.208332061767578,25.125,467700
2000-07-18,25.145832061767578,24.916667938232422,25.0,25.083332061767578,1166400
2000-07-19,25.375,24.833332061767578,25.25,25.083332061767578,972150
2000-07-20,25.916667938232422,25.041667938232422,25.166667938232422,25.791667938232422,1070850
2000-07-21,26.458332061767578,25.541667938232422,25.833332061767578,25.541667938232422,774900
2000-07-24,25.791667938232422,25.041667938232422,25.583332061767578,25.125,307800
2000-07-25,26.0,25.25,25.375,25.416667938232422,295650
2000-07-26,25.5,24.625,25.416667938232422,24.645832061767578,366150
2000-07-27,24.75,24.0,24.041667938232422,24.291667938232422,594150
2000-07-28,24.416667938232422,23.833332061767578,24.333332061767578,23.916667938232422,376950
2000-07-31,24.708332061767578,23.583332061767578,24.083332061767578,23.708332061767578,917700
2000-08-01,23.958332061767578,23.25,23.75,23.375,1041000
2000-08-02,23.333332061767578,21.958332061767578,23.333332061767578,22.041667938232422,2694000
2000-08-03,22.666667938232422,20.916667938232422,22.666667938232422,21.291667938232422,1505700
2000-08-04,22.208332061767578,21.583332061767578,21.833332061767578,22.125,1309050
2000-08-07,22.75,21.916667938232422,22.333332061767578,22.583332061767578,1184400
2000-08-08,24.083332061767578,22.916667938232422,22.916667938232422,24.0,1440750
2000-08-09,24.208332061767578,23.708332061767578,23.875,23.958332061767578,840600
2000-08-10,24.333332061767578,23.833332061767578,23.833332061767578,24.125,855450
2000-08-11,25.333332061767578,24.291667938232422,24.375,25.291667938232422,907500
2000-08-14,26.0,25.041667938232422,25.291667938232422,25.833332061767578,1107000
2000-08-15,25.666667938232422,24.958332061767578,25.666667938232422,25.333332061767578,909450
2000-08-16,25.208332061767578,24.791667938232422,25.208332061767578,25.125,298200
2000-08-17,25.416667938232422,24.875,25.416667938232422,25.166667938232422,310800
2000-08-18,25.0,23.666667938232422,24.833332061767578,24.0,801300
2000-08-21,24.583332061767578,23.791667938232422,24.333332061767578,23.875,728400
2000-08-22,24.041667938232422,23.833332061767578,24.0,23.833332061767578,394950
2000-08-23,24.083332061767578,23.25,23.958332061767578,23.541667938232422,429150
2000-08-24,23.583332061767578,23.208332061767578,23.375,23.291667938232422,410400
2000-08-25,23.625,23.333332061767578,23.458332061767578,23.583332061767578,437100
2000-08-28,24.0,23.458332061767578,23.916667938232422,23.5,535650
2000-08-29,23.833332061767578,23.166667938232422,23.833332061767578,23.25,993900
2000-08-30,23.375,22.916667938232422,23.291667938232422,23.041667938232422,589350
2000-08-31,23.416667938232422,23.041667938232422,23.083332061767578,23.208332061767578,729150
2000-09-01,23.5,23.208332061767578,23.291667938232422,23.375,400500
2000-09-05,24.333332061767578,23.333332061767578,23.5,24.166667938232422,1573800
2000-09-06,24.666667938232422,24.041667938232422,24.166667938232422,24.416667938232422,850950
2000-09-07,24.666667938232422,24.166667938232422,24.416667938232422,24.541667938232422,664950
2000-09-08,24.625,24.041667938232422,24.625,24.166667938232422,731700
2000-09-11,24.791667938232422,24.25,24.333332061767578,24.375,647250
2000-09-12,25.166667938232422,24.416667938232422,24.5,24.916667938232422,1063950
2000-09-13,25.416667938232422,24.625,24.625,24.833332061767578,483300
2000-09-14,25.125,24.583332061767578,25.0,24.791667938232422,460950
2000-09-15,24.75,24.041667938232422,24.708332061767578,24.125,810300
2000-09-18,24.041667938232422,22.958332061767578,24.0,22.958332061767578,591000
2000-09-19,22.916667938232422,21.916667938232422,22.916667938232422,22.291667938232422,1958850
2000-09-20,22.4375,22.0,22.291667938232422,22.083332061767578,654600
2000-09-21,22.583332061767578,22.166667938232422,22.583332061767578,22.333332061767578,364650
2000-09-22,22.333332061767578,21.916667938232422,22.166667938232422,22.25,425550
2000-09-25,22.791667938232422,22.208332061767578,22.25,22.541667938232422,664200
2000-09-26,22.5,22.291667938232422,22.5,22.291667938232422,349050
2000-09-27,22.416667938232422,21.708332061767578,22.208332061767578,22.208332061767578,426750
2000-09-28,22.916667938232422,20.666667938232422,20.666667938232422,22.875,1624950
2000-09-29,22.75,22.041667938232422,22.666667938232422,22.5,685950
2000-10-02,22.5,21.583332061767578,22.5,21.875,713100
2000-10-03,22.875,21.833332061767578,21.833332061767578,22.625,500700
2000-10-04,23.291667938232422,22.625,22.75,22.875,676800
2000-10-05,23.5,22.833332061767578,23.041667938232422,22.916667938232422,712800
2000-10-06,23.583332061767578,22.375,23.25,22.625,692550
2000-10-09,22.5,22.083332061767578,22.458332061767578,22.375,404850
2000-10-10,22.458332061767578,22.0,22.458332061767578,22.125,513450
2000-10-11,22.583332061767578,21.875,22.166667938232422,22.0,368400
2000-10-12,22.0,20.833332061767578,21.958332061767578,21.333332061767578,980100
2000-10-13,21.375,20.791667938232422,21.291667938232422,21.291667938232422,911700
2000-10-16,21.833332061767578,21.291667938232422,21.333332061767578,21.833332061767578,462000
2000-10-17,22.666667938232422,21.166667938232422,22.666667938232422,21.416667938232422,1022550
2000-10-18,21.75,21.041667938232422,21.416667938232422,21.75,840300
2000-10-19,22.083332061767578,21.333332061767578,21.833332061767578,22.0,683400
2000-10-20,22.333332061767578,21.875,22.0,22.25,688050
2000-10-23,24.0,22.333332061767578,22.416667938232422,24.0,1481850
2000-10-24,24.5,23.958332061767578,24.0,24.125,1163700
2000-10-25,24.0,23.583332061767578,23.958332061767578,23.916667938232422,469350
2000-10-26,24.583332061767578,23.875,24.0,24.416667938232422,744600
2000-10-27,25.083332061767578,24.291667938232422,24.583332061767578,24.625,654300
2000-10-30,25.791667938232422,24.833332061767578,24.833332061767578,25.583332061767578,1168650
2000-10-31,27.833332061767578,25.916667938232422,25.916667938232422,27.583332061767578,1050900
2000-11-01,27.375,26.5,27.25,26.666667938232422,1686000
2000-11-02,27.583332061767578,26.375,26.625,26.625,685350
2000-11-03,26.666667938232422,26.25,26.666667938232422,26.5,323400
2000-11-06,26.458332061767578,24.833332061767578,26.458332061767578,24.875,1804050
2000-11-07,25.75,24.916667938232422,24.958332061767578,25.541667938232422,951450
2000-11-08,26.916667938232422,25.583332061767578,25.583332061767578,25.916667938232422,1116150
2000-11-09,26.166667938232422,25.416667938232422,26.083332061767578,25.875,387150
2000-11-10,25.625,24.708332061767578,25.458332061767578,24.875,368250
2000-11-13,25.0,24.666667938232422,24.916667938232422,24.666667938232422,263850
2000-11-14,25.166667938232422,24.666667938232422,24.708332061767578,24.833332061767578,310800
2000-11-15,25.333332061767578,24.791667938232422,24.833332061767578,25.25,283800
2000-11-16,25.5,25.041667938232422,25.5,25.166667938232422,405450
2000-11-17,26.583332061767578,25.416667938232422,25.416667938232422,25.833332061767578,451950
2000-11-20,25.958332061767578,25.458332061767578,25.833332061767578,25.5,327900
2000-11-21,26.083332061767578,25.333332061767578,25.333332061767578,25.541667938232422,335400
2000-11-22,25.541667938232422,24.916667938232422,25.541667938232422,25.291667938232422,414000
2000-11-24,26.0,25.083332061767578,25.166667938232422,25.791667938232422,203250
2000-11-27,26.25,25.666667938232422,25.958332061767578,26.041667938232422,388950
2000-11-28,26.375,25.375,26.375,25.791667938232422,461550
2000-11-29,26.5,25.625,25.625,26.291667938232422,255300
2000-11-30,26.583332061767578,25.5,26.291667938232422,25.791667938232422,694800
2000-12-01,26.083332061767578,25.0,25.333332061767578,25.791667938232422,803100
2000-12-04,27.75,25.791667938232422,25.916667938232422,27.75,1151700
2000-12-05,27.583332061767578,26.791667938232422,27.416667938232422,27.083332061767578,1216500
2000-12-06,27.166667938232422,26.875,27.125,26.916667938232422,373350
2000-12-07,27.125,26.583332061767578,26.875,26.625,355350
2000-12-08,27.291667938232422,26.666667938232422,26.666667938232422,27.208332061767578,471000
2000-12-11,27.5,26.916667938232422,27.291667938232422,27.416667938232422,287850
2000-12-12,28.041667938232422,27.166667938232422,27.166667938232422,27.875,523800
2000-12-13,28.166667938232422,27.083332061767578,27.75,27.208332061767578,709200
2000-12-14,27.416667938232422,25.833332061767578,27.333332061767578,25.875,735600
2000-12-15,26.708332061767578,25.708332061767578,25.875,25.708332061767578,1274400
2000-12-18,27.25,25.875,25.875,26.75,513900
2000-12-19,27.75,26.666667938232422,26.791667938232422,27.333332061767578,544050
2000-12-20,27.5,26.958332061767578,27.0,27.416667938232422,612600
2000-12-21,28.958332061767578,27.416667938232422,27.416667938232422,28.916667938232422,623100
2000-12-22,29.75,28.375,28.916667938232422,29.666667938232422,876600
2000-12-26,29.625,29.083332061767578,29.541667938232422,29.166667938232422,727050
2000-12-27,30.0,28.666667938232422,28.666667938232422,29.875,640500
2000-12-28,31.625,29.0,30.041667938232422,31.375,694500
2000-12-29,31.25,29.25,31.208332061767578,29.416667938232422,1068900
2001-01-02,29.625,28.916667938232422,29.5,29.333332061767578,619050
2001-01-03,30.0,28.333332061767578,29.166667938232422,30.0,1282800
2001-01-04,30.583332061767578,29.666667938232422,29.666667938232422,30.583332061767578,1427400
2001-01-05,31.166667938232422,29.75,30.458332061767578,29.916667938232422,1877550
2001-01-08,30.083332061767578,29.416667938232422,30.0,29.583332061767578,1002750
2001-01-09,30.0,29.25,30.0,29.333332061767578,528450
2001-01-10,29.583332061767578,28.416667938232422,29.583332061767578,29.416667938232422,682650
2001-01-11,29.583332061767578,28.583332061767578,29.25,29.5,726900
2001-01-12,29.5,28.5625,29.5,29.0,1724100
2001-01-16,29.5,27.666667938232422,27.833332061767578,29.25,1022100
2001-01-17,29.625,29.208332061767578,29.333332061767578,29.375,613500
2001-01-18,29.208332061767578,28.208332061767578,29.166667938232422,28.958332061767578,798900
2001-01-19,29.125,27.833332061767578,29.125,28.625,1144200
2001-01-22,28.333332061767578,27.875,28.333332061767578,28.208332061767578,942150
2001-01-23,28.916667938232422,27.958332061767578,28.208332061767578,28.708332061767578,500100
2001-01-24,29.166667938232422,28.5,28.708332061767578,29.041667938232422,478800
2001-01-25,30.0,29.0,29.041667938232422,29.75,978450
2001-01-26,29.75,28.5,29.75,28.625,980700
2001-01-29,28.786666870117188,28.1200008392334,28.559999465942383,28.666667938232422,672000
2001-01-30,29.433332443237305,28.0,28.666667938232422,29.433332443237305,531150
2001-01-31,30.066667556762695,29.133333206176758,29.413333892822266,29.200000762939453,910650
2001-02-01,29.726667404174805,29.100000381469727,29.333332061767578,29.18000030517578,475650
2001-02-02,29.600000381469727,28.81333351135254,29.433332443237305,28.85333251953125,577800
2001-02-05,28.933332443237305,28.433332443237305,28.85333251953125,28.440000534057617,891900
2001-02-06,28.860000610351562,28.440000534057617,28.440000534057617,28.713333129882812,720300
2001-02-07,28.799999237060547,28.200000762939453,28.666667938232422,28.65999984741211,466950
2001-02-08,28.733333587646484,28.18666648864746,28.733333587646484,28.420000076293945,498000
2001-02-09,28.46666717529297,28.0,28.420000076293945,28.293333053588867,292800
2001-02-12,28.866666793823242,28.200000762939453,28.200000762939453,28.420000076293945,474300
2001-02-13,28.81999969482422,28.333332061767578,28.81999969482422,28.540000915527344,625500
2001-02-14,28.579999923706055,28.093332290649414,28.546667098999023,28.15999984741211,316500
2001-02-15,28.726667404174805,28.133333206176758,28.133333206176758,28.67333221435547,566700
2001-02-16,28.799999237060547,28.01333236694336,28.68000030517578,28.246667861938477,423600
2001-02-20,29.079999923706055,27.799999237060547,28.246667861938477,28.540000915527344,457200
2001-02-21,28.52666664123535,27.833332061767578,28.46666717529297,27.886667251586914,364350
2001-02-22,27.886667251586914,27.399999618530273,27.886667251586914,27.780000686645508,325050
2001-02-23,27.833332061767578,27.0,27.833332061767578,27.67333221435547,486900
2001-02-26,29.166667938232422,27.67333221435547,27.739999771118164,28.793333053588867,536850
2001-02-27,29.233333587646484,28.35333251953125,29.020000457763672,28.866666793823242,697800
2001-02-28,28.899999618530273,27.833332061767578,28.666667938232422,28.68666648864746,824850
2001-03-01,28.833332061767578,28.226667404174805,28.833332061767578,28.546667098999023,964800
2001-03-02,29.14666748046875,28.299999237060547,28.299999237060547,28.733333587646484,1344600
2001-03-05,30.066667556762695,28.799999237060547,28.866666793823242,29.799999237060547,743700
2001-03-06,29.69333267211914,28.666667938232422,28.933332443237305,29.440000534057617,1001250
2001-03-07,30.133333206176758,29.166667938232422,29.446666717529297,30.020000457763672,980400
2001-03-08,30.700000762939453,29.81333351135254,30.0,30.700000762939453,728100
2001-03-09,30.399999618530273,29.799999237060547,30.399999618530273,30.0,719100
2001-03-12,30.266666412353516,29.299999237060547,29.866666793823242,29.84000015258789,723600
2001-03-13,29.773332595825195,28.67333221435547,29.766666412353516,29.399999618530273,1120650
2001-03-14,29.266666412353516,28.53333282470703,29.266666412353516,28.739999771118164,882150
2001-03-15,29.713333129882812,28.606666564941406,28.746667861938477,29.399999618530273,691200
2001-03-16,29.200000762939453,28.366666793823242,28.733333587646484,28.446666717529297,1015050
2001-03-19,29.166667938232422,28.31999969482422,28.453332901000977,28.866666793823242,571050
2001-03-20,28.933332443237305,27.85333251953125,28.0,27.860000610351562,749850
2001-03-21,27.733333587646484,26.666667938232422,27.700000762939453,26.873332977294922,651900
2001-03-22,27.0,25.046667098999023,26.799999237060547,26.280000686645508,844200
2001-03-23,27.133333206176758,25.719999313354492,26.833332061767578,26.906667709350586,676800
2001-03-26,27.49333381652832,26.733333587646484,26.766666412353516,27.166667938232422,490500
2001-03-27,27.15999984741211,26.200000762939453,27.15999984741211,26.780000686645508,1624650
2001-03-28,26.84000015258789,26.0,26.780000686645508,26.5,742050
2001-03-29,27.133333206176758,26.18666648864746,26.366666793823242,26.53333282470703,669600
2001-03-30,26.753332138061523,25.84000015258789,26.53333282470703,26.479999542236328,360000
2001-04-02,27.566667556762695,26.266666412353516,26.333332061767578,26.786666870117188,625350
2001-04-03,26.333332061767578,25.899999618530273,26.1200008392334,26.02666664123535,525300
2001-04-04,26.65999984741211,25.666667938232422,26.02666664123535,26.546667098999023,553800
2001-04-05,27.426666259765625,26.426666259765625,26.546667098999023,27.32666778564453,742350
2001-04-06,27.19333267211914,26.333332061767578,26.333332061767578,27.133333206176758,622200
2001-04-09,28.68000030517578,27.299999237060547,27.299999237060547,27.733333587646484,929700
2001-04-10,28.266666412353516,27.53333282470703,27.559999465942383,28.113332748413086,524850
2001-04-11,28.15333366394043,27.100000381469727,27.799999237060547,27.433332443237305,439200
2001-04-12,28.03333282470703,27.266666412353516,27.566667556762695,28.01333236694336,564300
2001-04-16,28.200000762939453,27.566667556762695,27.833332061767578,27.873332977294922,392550
2001-04-17,28.833332061767578,27.799999237060547,27.873332977294922,28.666667938232422,562350
2001-04-18,31.01333236694336,28.799999237060547,28.833332061767578,30.866666793823242,1477650
2001-04-19,30.773332595825195,29.799999237060547,30.766666412353516,30.200000762939453,1050750
2001-04-20,30.166667938232422,29.573333740234375,30.0,30.066667556762695,418650
2001-04-23,30.5,29.766666412353516,30.066667556762695,30.040000915527344,464850
2001-04-24,30.67333221435547,30.00666618347168,30.00666618347168,30.34000015258789,418200
2001-04-25,30.626667022705078,29.753332138061523,30.34000015258789,30.573333740234375,207750
2001-04-26,31.03333282470703,30.260000228881836,30.433332443237305,30.886667251586914,499050
2001-04-27,31.333332061767578,30.52666664123535,30.886667251586914,31.100000381469727,441000
2001-04-30,31.333332061767578,30.733333587646484,31.100000381469727,31.079999923706055,350100
2001-05-01,31.299999237060547,30.53333282470703,31.299999237060547,31.239999771118164,438900
2001-05-02,31.49333381652832,30.399999618530273,31.333332061767578,31.053333282470703,442200
2001-05-03,31.200000762939453,30.34000015258789,31.200000762939453,30.920000076293945,334800
2001-05-04,31.420000076293945,30.266666412353516,30.266666412353516,31.333332061767578,387600
2001-05-07,31.393333435058594,30.953332901000977,31.333332061767578,31.03333282470703,455550
2001-05-08,31.126667022705078,30.066667556762695,31.03333282470703,31.0,700950
2001-05-09,30.899999618530273,30.426666259765625,30.866666793823242,30.8799991607666,307950
2001-05-10,31.633333206176758,30.666667938232422,30.8799991607666,31.53333282470703,352800
2001-05-11,31.933332443237305,31.100000381469727,31.566667556762695,31.406667709350586,234450
2001-05-14,31.53333282470703,30.81999969482422,31.406667709350586,31.426666259765625,228300
2001-05-15,31.246667861938477,30.799999237060547,31.126667022705078,31.219999313354492,437850
2001-05-16,32.599998474121094,30.886667251586914,31.133333206176758,32.46666717529297,645000
2001-05-17,33.08000183105469,32.266666412353516,32.46666717529297,32.706668853759766,441300
2001-05-18,33.33333206176758,32.59333419799805,32.706668853759766,33.206668853759766,817650
2001-05-21,33.400001525878906,32.733333587646484,33.133331298828125,33.35333251953125,731550
2001-05-22,33.3466682434082,32.96666717529297,33.20000076293945,33.3466682434082,326400
2001-05-23,33.233333587646484,32.66666793823242,33.20000076293945,32.70000076293945,721200
2001-05-24,32.7400016784668,32.366668701171875,32.70000076293945,32.619998931884766,280500
2001-05-25,32.53333282470703,32.12666702270508,32.33333206176758,32.48666763305664,256500
2001-05-29,32.59333419799805,32.16666793823242,32.43333435058594,32.220001220703125,233850
2001-05-30,32.29999923706055,31.226667404174805,32.220001220703125,31.333332061767578,579000
2001-05-31,32.246665954589844,31.48666763305664,31.5,32.206668853759766,493350
2001-06-01,32.29999923706055,31.53333282470703,32.29999923706055,31.98666763305664,619650
2001-06-04,32.47999954223633,31.366666793823242,31.98666763305664,31.946666717529297,444450
2001-06-05,32.56666564941406,31.413333892822266,32.0,32.473331451416016,396000
2001-06-06,32.79999923706055,31.573333740234375,32.473331451416016,31.733333587646484,400950
2001-06-07,32.266666412353516,31.613332748413086,31.799999237060547,31.953332901000977,349050
2001-06-08,31.893333435058594,31.420000076293945,31.866666793823242,31.520000457763672,239850
2001-06-11,31.593332290649414,30.946666717529297,31.5,31.100000381469727,256200
2001-06-12,31.280000686645508,30.633333206176758,31.106666564941406,31.126667022705078,188100
2001-06-13,31.366666793823242,30.700000762939453,31.126667022705078,30.946666717529297,624300
2001-06-14,30.946666717529297,29.906667709350586,30.946666717529297,30.0,688500
