Date,High_WYNN,Low_WYNN,Open_WYNN,Close_WYNN,Volume_WYNN
2002-10-25,13.149999618530273,12.850000381469727,13.0,13.010000228881836,13965800
2002-10-28,13.050000190734863,12.960000038146973,13.010000228881836,13.010000228881836,5505900
2002-10-29,13.010000228881836,12.039999961853027,13.0,12.640000343322754,2235800
2002-10-30,12.619999885559082,12.130000114440918,12.609999656677246,12.5,905800
2002-10-31,13.020000457763672,12.5,12.5600004196167,12.609999656677246,298900
2002-11-01,12.699999809265137,12.569999694824219,12.59000015258789,12.609999656677246,268800
2002-11-04,12.949999809265137,12.649999618530273,12.65999984741211,12.90999984741211,1307600
2002-11-05,13.239999771118164,12.890000343322754,12.90999984741211,13.020000457763672,2384700
2002-11-06,13.199999809265137,13.0,13.029999732971191,13.0,204300
2002-11-07,13.15999984741211,12.359999656677246,13.079999923706055,13.050000190734863,724200
2002-11-08,13.029999732971191,12.829999923706055,13.020000457763672,12.930000305175781,106400
2002-11-11,13.0,12.649999618530273,13.0,12.710000038146973,110500
2002-11-12,12.739999771118164,11.859999656677246,12.729999542236328,11.960000038146973,540700
2002-11-13,12.09000015258789,10.760000228881836,12.050000190734863,11.100000381469727,685600
2002-11-14,11.25,10.880000114440918,11.130000114440918,11.09000015258789,462800
2002-11-15,11.5600004196167,11.079999923706055,11.100000381469727,11.550000190734863,460700
2002-11-18,13.050000190734863,11.569999694824219,11.579999923706055,12.180000305175781,325400
2002-11-19,12.800000190734863,12.020000457763672,12.359999656677246,12.600000381469727,211400
2002-11-20,12.600000381469727,12.229999542236328,12.5600004196167,12.40999984741211,92700
2002-11-21,12.850000381469727,12.539999961853027,12.539999961853027,12.850000381469727,91300
2002-11-22,12.859999656677246,12.5,12.850000381469727,12.649999618530273,55300
2002-11-25,13.0,12.65999984741211,12.800000190734863,12.930000305175781,111000
2002-11-26,12.9399995803833,12.739999771118164,12.9399995803833,12.739999771118164,59300
2002-11-27,12.899999618530273,12.5,12.899999618530273,12.5,94300
2002-11-29,12.890000343322754,12.600000381469727,12.779999732971191,12.819999694824219,35400
2002-12-02,12.949999809265137,12.350000381469727,12.9399995803833,12.40999984741211,93600
2002-12-03,12.5,12.3100004196167,12.5,12.369999885559082,31100
2002-12-04,12.600000381469727,12.3100004196167,12.449999809265137,12.600000381469727,42300
2002-12-05,13.300000190734863,12.760000228881836,12.850000381469727,13.279999732971191,366100
2002-12-06,13.380000114440918,12.989999771118164,13.149999618530273,13.180000305175781,129300
2002-12-09,13.300000190734863,12.869999885559082,13.289999961853027,13.0,106900
2002-12-10,13.1899995803833,12.930000305175781,13.0,13.0,48300
2002-12-11,13.390000343322754,13.020000457763672,13.100000381469727,13.25,189700
2002-12-12,13.800000190734863,13.270000457763672,13.390000343322754,13.739999771118164,361400
2002-12-13,14.390000343322754,13.529999732971191,13.720000267028809,13.600000381469727,615500
2002-12-16,14.069999694824219,13.65999984741211,13.739999771118164,13.680000305175781,170900
2002-12-17,13.90999984741211,13.3100004196167,13.90999984741211,13.479999542236328,95100
2002-12-18,13.59000015258789,13.0600004196167,13.5,13.319999694824219,110800
2002-12-19,13.5,12.5,13.5,12.75,233700
2002-12-20,13.399999618530273,12.6899995803833,12.789999961853027,13.079999923706055,134900
2002-12-23,13.59000015258789,13.010000228881836,13.09000015258789,13.449999809265137,65300
2002-12-24,13.90999984741211,13.319999694824219,13.600000381469727,13.510000228881836,52300
2002-12-26,13.65999984741211,12.960000038146973,13.65999984741211,13.25,16300
2002-12-27,13.289999961853027,12.949999809265137,13.289999961853027,13.0,42500
2002-12-30,13.359999656677246,13.0,13.09000015258789,13.100000381469727,26700
2002-12-31,13.5,13.100000381469727,13.350000381469727,13.109999656677246,72000
2003-01-02,13.5,13.0,13.010000228881836,13.5,89700
2003-01-03,13.600000381469727,13.319999694824219,13.5,13.399999618530273,73200
2003-01-06,13.5600004196167,13.289999961853027,13.399999618530273,13.289999961853027,90700
2003-01-07,13.520000457763672,13.199999809265137,13.359999656677246,13.3100004196167,99300
2003-01-08,13.199999809265137,12.760000228881836,13.109999656677246,13.020000457763672,159100
2003-01-09,13.130000114440918,12.850000381469727,13.069999694824219,13.0,125900
2003-01-10,13.100000381469727,12.949999809265137,13.079999923706055,13.0,70500
2003-01-13,13.329999923706055,13.0,13.100000381469727,13.329999923706055,194700
2003-01-14,13.609999656677246,13.289999961853027,13.329999923706055,13.449999809265137,131200
2003-01-15,13.670000076293945,13.4399995803833,13.59000015258789,13.670000076293945,80300
2003-01-16,13.90999984741211,13.449999809265137,13.670000076293945,13.90999984741211,95500
2003-01-17,14.010000228881836,13.470000267028809,13.800000190734863,13.479999542236328,71300
2003-01-21,13.90999984741211,13.460000038146973,13.529999732971191,13.720000267028809,107700
2003-01-22,14.300000190734863,13.579999923706055,13.729999542236328,14.260000228881836,121500
2003-01-23,14.800000190734863,14.199999809265137,14.300000190734863,14.25,185500
2003-01-24,14.399999618530273,13.949999809265137,14.399999618530273,14.0,130500
2003-01-27,14.489999771118164,13.970000267028809,13.989999771118164,14.130000114440918,74000
2003-01-28,14.399999618530273,14.0,14.199999809265137,14.260000228881836,65700
2003-01-29,14.3100004196167,14.0,14.1899995803833,14.029999732971191,102800
2003-01-30,14.170000076293945,13.760000228881836,14.0,13.770000457763672,62600
2003-01-31,13.960000038146973,13.65999984741211,13.899999618530273,13.75,184000
2003-02-03,13.869999885559082,13.630000114440918,13.779999732971191,13.640000343322754,120100
2003-02-04,13.59000015258789,13.350000381469727,13.5,13.579999923706055,121800
2003-02-05,13.710000038146973,13.350000381469727,13.600000381469727,13.550000190734863,60200
2003-02-06,14.649999618530273,13.600000381469727,13.760000228881836,14.399999618530273,110600
2003-02-07,14.5600004196167,13.789999961853027,14.399999618530273,13.949999809265137,129500
2003-02-10,14.140000343322754,13.699999809265137,14.0600004196167,13.710000038146973,54600
2003-02-11,14.539999961853027,13.710000038146973,13.789999961853027,14.3100004196167,231000
2003-02-12,14.3100004196167,13.9399995803833,14.3100004196167,13.9399995803833,190500
2003-02-13,14.170000076293945,13.949999809265137,14.039999961853027,13.979999542236328,107800
2003-02-14,14.489999771118164,13.859999656677246,13.960000038146973,14.329999923706055,61100
2003-02-18,14.489999771118164,14.0600004196167,14.350000381469727,14.449999809265137,91100
2003-02-19,14.489999771118164,13.960000038146973,14.390000343322754,14.289999961853027,93500
2003-02-20,14.390000343322754,14.0,14.149999618530273,14.0600004196167,46800
2003-02-21,14.350000381469727,13.930000305175781,14.180000305175781,14.0600004196167,71500
2003-02-24,14.229999542236328,13.979999542236328,14.180000305175781,14.0,38800
2003-02-25,14.239999771118164,13.779999732971191,14.039999961853027,14.180000305175781,121100
2003-02-26,14.199999809265137,13.8100004196167,14.199999809265137,13.949999809265137,47600
2003-02-27,14.050000190734863,13.850000381469727,14.0,13.949999809265137,36500
2003-02-28,14.289999961853027,13.850000381469727,14.0,14.220000267028809,42700
2003-03-03,14.34000015258789,13.960000038146973,14.100000381469727,14.079999923706055,248400
2003-03-04,14.140000343322754,13.949999809265137,14.119999885559082,14.050000190734863,258400
2003-03-05,14.149999618530273,13.850000381469727,14.149999618530273,13.920000076293945,45500
2003-03-06,14.050000190734863,13.850000381469727,13.859999656677246,14.0,31300
2003-03-07,14.199999809265137,13.949999809265137,14.010000228881836,14.15999984741211,45300
2003-03-10,14.300000190734863,14.079999923706055,14.149999618530273,14.15999984741211,26700
2003-03-11,14.270000457763672,14.020000457763672,14.270000457763672,14.079999923706055,93400
2003-03-12,14.140000343322754,13.819999694824219,14.109999656677246,13.829999923706055,175200
2003-03-13,14.130000114440918,13.859999656677246,13.869999885559082,14.069999694824219,40800
2003-03-14,14.199999809265137,14.0,14.0,14.050000190734863,193100
2003-03-17,14.1899995803833,13.850000381469727,14.180000305175781,14.119999885559082,119900
2003-03-18,14.199999809265137,13.960000038146973,13.960000038146973,14.140000343322754,101900
2003-03-19,14.199999809265137,14.100000381469727,14.180000305175781,14.119999885559082,24100
2003-03-20,14.289999961853027,14.100000381469727,14.15999984741211,14.199999809265137,50400
2003-03-21,14.59000015258789,14.100000381469727,14.25,14.569999694824219,358200
2003-03-24,14.479999542236328,14.109999656677246,14.479999542236328,14.3100004196167,135100
2003-03-25,15.5,14.329999923706055,14.34000015258789,15.399999618530273,150200
2003-03-26,15.369999885559082,14.899999618530273,14.899999618530273,15.0,64500
2003-03-27,15.069999694824219,14.350000381469727,15.069999694824219,14.630000114440918,129500
2003-03-28,15.25,14.550000190734863,14.600000381469727,15.039999961853027,65500
2003-03-31,15.5,14.920000076293945,15.010000228881836,15.399999618530273,163100
2003-04-01,15.399999618530273,14.680000305175781,15.25,14.90999984741211,172600
2003-04-02,15.3100004196167,14.920000076293945,15.020000457763672,15.010000228881836,115400
2003-04-03,15.050000190734863,14.760000228881836,15.0,14.850000381469727,601900
2003-04-04,15.399999618530273,14.989999771118164,15.010000228881836,15.34000015258789,53500
2003-04-07,15.890000343322754,15.329999923706055,15.350000381469727,15.869999885559082,131200
2003-04-08,16.290000915527344,15.630000114440918,15.779999732971191,16.25,128400
