Date,High_DG.PA,Low_DG.PA,Open_DG.PA,Close_DG.PA,Volume_DG.PA
2000-01-03,11.585756301879883,11.193017959594727,11.413932800292969,11.465479850769043,235369
2000-01-04,11.49984359741211,10.751189231872559,11.49984359741211,10.800280570983887,159096
2000-01-05,11.291202545166016,10.55482006072998,10.677550315856934,11.04574203491211,535013
2000-01-06,11.413932800292969,10.886192321777344,11.168472290039062,11.413932800292969,215557
2000-01-07,11.843489646911621,11.413932800292969,11.413932800292969,11.782123565673828,373859
2000-01-10,12.270591735839844,11.291202545166016,11.904854774475098,11.291202545166016,384928
2000-01-11,11.968674659729004,11.566119194030762,11.661849021911621,11.782123565673828,454394
2000-01-12,12.039857864379883,11.001559257507324,12.02758502960205,11.536664009094238,1123148
2000-01-13,11.656938552856445,11.193017959594727,11.656938552856445,11.413932800292969,172695
2000-01-14,11.656938552856445,11.291202545166016,11.536664009094238,11.291202545166016,176516
2000-01-17,11.757577896118164,11.487570762634277,11.757577896118164,11.534209251403809,287699
2000-01-18,11.679031372070312,11.34029483795166,11.536664009094238,11.411478042602539,450686
2000-01-19,11.929401397705078,11.31820297241211,11.4262056350708,11.450752258300781,549354
2000-01-20,11.654484748840332,11.291202545166016,11.600482940673828,11.291202545166016,427701
2000-01-21,11.487570762634277,11.291202545166016,11.315749168395996,11.291202545166016,308664
2000-01-24,11.49984359741211,11.04574203491211,11.475297927856445,11.04574203491211,470180
2000-01-25,11.242110252380371,10.579365730285645,11.04574203491211,10.579365730285645,379999
2000-01-26,11.099742889404297,10.849372863769531,11.04574203491211,11.094834327697754,636753
2000-01-27,11.266655921936035,11.04574203491211,11.070287704467773,11.04574203491211,310501
2000-01-28,11.21756362915039,10.999103546142578,11.168472290039062,11.04574203491211,121852
2000-01-31,11.266655921936035,10.702095985412598,11.266655921936035,10.702095985412598,215741
2000-02-01,11.023650169372559,10.603912353515625,10.751189231872559,11.023650169372559,228191
2000-02-02,11.04574203491211,10.800280570983887,10.94755744934082,11.04574203491211,101885
2000-02-03,11.04574203491211,10.677550315856934,11.04574203491211,10.873918533325195,208966
2000-02-04,11.033469200134277,10.726641654968262,10.861645698547363,10.92301082611084,717943
2000-02-07,11.512117385864258,10.873918533325195,11.021196365356445,11.512117385864258,341023
2000-02-08,11.54893684387207,10.92301082611084,11.54893684387207,10.92301082611084,494791
2000-02-09,11.261747360229492,11.04574203491211,11.094834327697754,11.04574203491211,6603
2000-02-10,11.978492736816406,11.094834327697754,11.094834327697754,11.291202545166016,5511023
2000-02-11,11.70848560333252,11.143925666809082,11.413932800292969,11.291202545166016,1089794
2000-02-14,11.634847640991211,11.43847942352295,11.634847640991211,11.598029136657715,555159
2000-02-15,11.656938552856445,10.800280570983887,11.634847640991211,10.800280570983887,565210
