Date,High_CMI,Low_CMI,Open_CMI,Close_CMI,Volume_CMI
2000-04-24,9.21875,8.96875,9.03125,9.078125,369600
2000-04-25,9.25,8.875,8.953125,9.1875,688400
2000-04-26,9.390625,8.859375,9.25,9.046875,880800
2000-04-27,9.171875,8.90625,9.078125,8.9375,412000
2000-04-28,8.9375,8.765625,8.890625,8.890625,854400
2000-05-01,9.0,8.4375,8.859375,8.859375,1057200
2000-05-02,8.796875,8.53125,8.6875,8.671875,824800
2000-05-03,8.65625,8.4375,8.65625,8.484375,292400
2000-05-04,8.578125,8.359375,8.5,8.453125,480400
2000-05-05,8.59375,8.390625,8.46875,8.53125,544000
2000-05-08,8.671875,8.375,8.46875,8.5,618000
2000-05-09,8.609375,8.265625,8.59375,8.453125,640400
2000-05-10,8.421875,8.203125,8.328125,8.421875,484000
2000-05-11,8.84375,8.4375,8.53125,8.65625,853600
2000-05-12,8.734375,8.5,8.5625,8.6875,624800
2000-05-15,8.9375,8.4375,8.9375,8.546875,530400
2000-05-16,8.859375,8.515625,8.546875,8.609375,873200
2000-05-17,8.625,8.46875,8.484375,8.546875,825600
2000-05-18,8.875,8.53125,8.734375,8.5625,507200
2000-05-19,8.609375,8.4375,8.5,8.515625,677200
2000-05-22,8.5625,8.203125,8.453125,8.421875,730000
2000-05-23,8.484375,8.25,8.484375,8.3125,548400
2000-05-24,8.703125,8.40625,8.46875,8.476563453674316,546400
2000-05-25,8.578125,8.125,8.5,8.242188453674316,789200
2000-05-26,8.421875,8.078125,8.34375,8.15625,357200
2000-05-30,8.3125,8.015625,8.09375,8.257813453674316,469200
2000-05-31,8.328125,8.109375,8.328125,8.132813453674316,424400
2000-06-01,8.375,8.078125,8.15625,8.335938453674316,727600
2000-06-02,8.5,8.203125,8.4375,8.375,536800
2000-06-05,8.546875,8.234375,8.40625,8.3125,1001200
2000-06-06,8.40625,8.203125,8.375,8.234375,684000
2000-06-07,8.34375,8.0625,8.34375,8.09375,745200
2000-06-08,8.078125,7.84375,8.03125,7.90625,659200
2000-06-09,8.09375,7.953125,7.953125,8.0,341200
2000-06-12,8.203125,7.90625,8.0625,8.015625,652800
2000-06-13,8.046875,7.828125,8.015625,7.953125,465600
2000-06-14,8.25,7.9375,7.96875,8.09375,1056400
2000-06-15,8.28125,8.078125,8.109375,8.28125,1219200
2000-06-16,8.328125,8.078125,8.3125,8.164063453674316,710800
2000-06-19,8.25,7.859375,8.21875,7.875,680000
2000-06-20,7.890625,7.71875,7.890625,7.78125,871600
2000-06-21,7.859375,7.71875,7.78125,7.734375,854800
2000-06-22,7.75,7.515625,7.75,7.59375,684800
2000-06-23,7.65625,7.453125,7.53125,7.484375,669600
2000-06-26,7.609375,7.390625,7.5625,7.515625,1256400
2000-06-27,7.59375,7.421875,7.421875,7.484375,2015600
2000-06-28,7.5,7.1875,7.5,7.351562976837158,1608400
2000-06-29,7.46875,7.265625,7.4375,7.296875,2083600
2000-06-30,7.375,6.808594226837158,7.375,6.808594226837158,3156400
2000-07-03,7.125,6.890625,6.921875,7.078125,1246800
2000-07-05,7.0625,6.90625,6.9375,6.953125,1478000
2000-07-06,7.234375,6.953125,6.96875,7.140625,1872000
2000-07-07,7.1875,6.828125,7.078125,6.828125,1797200
2000-07-10,7.125,6.890625,6.984375,6.984375,1338800
2000-07-11,7.5,6.765625,6.953125,7.5,1537200
2000-07-12,7.234375,6.875,6.921875,7.125,2036400
2000-07-13,7.5,7.0,7.1875,7.390625,2312800
2000-07-14,7.65625,7.4375,7.59375,7.640625,1855200
2000-07-17,9.0625,8.65625,8.71875,9.007813453674316,7188800
2000-07-18,9.34375,8.765625,9.109375,9.0625,3505200
2000-07-19,8.9375,8.546875,8.859375,8.625,1752000
2000-07-20,8.734375,8.25,8.734375,8.28125,4338800
2000-07-21,8.5,8.15625,8.265625,8.15625,1360000
2000-07-24,8.375,8.1875,8.21875,8.25,1619200
2000-07-25,8.34375,8.046875,8.28125,8.09375,1398000
2000-07-26,8.15625,7.84375,8.15625,7.875,2042000
2000-07-27,8.046875,7.8125,7.828125,7.984375,1160000
2000-07-28,8.09375,7.859375,8.0,7.882812976837158,973600
2000-07-31,8.421875,7.96875,8.03125,7.992187976837158,1790000
2000-08-01,8.3125,8.046875,8.0625,8.265625,883600
2000-08-02,8.4375,8.125,8.359375,8.171875,1106800
2000-08-03,8.21875,8.015625,8.203125,8.15625,1160000
2000-08-04,8.203125,8.109375,8.125,8.125,1219600
2000-08-07,8.5,8.125,8.125,8.265625,1288400
2000-08-08,8.671875,8.328125,8.328125,8.609375,1720000
2000-08-09,8.6875,8.453125,8.640625,8.484375,1695200
2000-08-10,8.578125,8.390625,8.484375,8.5,581600
2000-08-11,8.734375,8.453125,8.46875,8.703125,706400
2000-08-14,8.90625,8.59375,8.796875,8.71875,1040800
2000-08-15,8.71875,8.453125,8.703125,8.46875,1157600
2000-08-16,8.59375,8.375,8.40625,8.515625,1174400
2000-08-17,8.703125,8.453125,8.515625,8.640625,708800
2000-08-18,8.75,8.609375,8.75,8.703125,696400
2000-08-21,8.84375,8.703125,8.765625,8.796875,1278000
2000-08-22,9.25,8.703125,8.796875,9.21875,1526000
2000-08-23,9.171875,8.78125,9.171875,8.84375,893200
2000-08-24,9.046875,8.8125,8.84375,8.953125,815200
2000-08-25,9.15625,8.8125,8.96875,8.953125,681200
2000-08-28,9.109375,8.875,8.96875,8.890625,398400
2000-08-29,9.109375,8.8125,8.828125,8.984375,636000
2000-08-30,8.921875,8.75,8.921875,8.828125,984000
2000-08-31,8.96875,8.609375,8.828125,8.875,563600
2000-09-01,8.96875,8.625,8.921875,8.71875,775200
2000-09-05,9.1875,8.375,8.71875,9.0625,1208000
2000-09-06,9.109375,8.875,9.09375,8.96875,607200
2000-09-07,9.0,8.765625,8.984375,8.84375,650400
2000-09-08,8.796875,8.5,8.78125,8.671875,799200
2000-09-11,8.84375,8.671875,8.734375,8.765625,1154000
2000-09-12,8.75,8.625,8.703125,8.671875,522400
2000-09-13,8.921875,8.65625,8.78125,8.671875,658400
2000-09-14,8.859375,8.640625,8.640625,8.703125,588800
2000-09-15,8.453125,8.203125,8.25,8.3125,2729200
2000-09-18,8.203125,7.96875,8.203125,8.109375,1149600
2000-09-19,8.09375,7.890625,8.09375,8.03125,1070800
2000-09-20,8.0625,7.875,7.96875,8.03125,450000
2000-09-21,8.0625,7.828125,8.0,7.921875,664800
2000-09-22,7.921875,7.6875,7.921875,7.8125,767200
2000-09-25,8.0,7.78125,7.78125,7.84375,453600
2000-09-26,7.921875,7.5625,7.625,7.859375,1787600
2000-09-27,7.78125,7.4375,7.765625,7.5,2012000
2000-09-28,7.734375,7.4375,7.4375,7.578125,1272000
2000-09-29,7.84375,7.484375,7.640625,7.484375,790400
2000-10-02,7.984375,7.46875,7.46875,7.765625,1142400
2000-10-03,8.28125,7.8125,7.828125,8.125,1139600
2000-10-04,8.46875,8.109375,8.125,8.296875,993200
2000-10-05,8.359375,8.0,8.359375,8.0,1110800
2000-10-06,8.109375,7.578125,8.0625,7.640625,637600
2000-10-09,7.75,7.5625,7.703125,7.640625,560400
2000-10-10,7.703125,7.484375,7.578125,7.515625,497600
2000-10-11,7.703125,7.1875,7.453125,7.34375,1164800
2000-10-12,7.65625,7.203125,7.40625,7.265625,948800
2000-10-13,7.34375,7.125,7.328125,7.265625,583200
2000-10-16,7.734375,7.265625,7.265625,7.515625,919600
2000-10-17,7.609375,7.34375,7.53125,7.4375,755600
2000-10-18,7.59375,7.28125,7.375,7.546875,838400
2000-10-19,7.8125,7.453125,7.5,7.796875,422800
2000-10-20,7.859375,7.671875,7.734375,7.765625,388800
2000-10-23,8.046875,7.5,7.703125,7.90625,653200
2000-10-24,8.03125,7.8125,7.84375,7.921875,952000
2000-10-25,8.0,7.765625,7.921875,7.921875,1454000
2000-10-26,7.953125,7.734375,7.84375,7.859375,1106800
2000-10-27,7.984375,7.875,7.875,7.9375,845200
2000-10-30,8.59375,7.9375,7.9375,8.546875,1397600
2000-10-31,8.59375,8.390625,8.546875,8.5,848000
2000-11-01,8.65625,8.46875,8.5625,8.546875,1034800
2000-11-02,8.671875,8.5625,8.609375,8.640625,700000
2000-11-03,8.59375,8.375,8.5625,8.53125,618000
2000-11-06,8.859375,8.53125,8.53125,8.796875,1218000
2000-11-07,8.75,8.375,8.75,8.5,905600
2000-11-08,8.609375,8.328125,8.328125,8.4375,912000
2000-11-09,8.5,8.28125,8.484375,8.453125,755600
2000-11-10,8.390625,8.140625,8.359375,8.140625,745600
2000-11-13,8.375,8.125,8.1875,8.125,544000
2000-11-14,8.390625,8.078125,8.1875,8.078125,695600
2000-11-15,8.53125,8.1875,8.1875,8.453125,657200
2000-11-16,8.5,8.1875,8.5,8.21875,466400
2000-11-17,8.484375,8.15625,8.28125,8.265625,394400
2000-11-20,8.34375,8.140625,8.328125,8.15625,666000
2000-11-21,8.375,8.15625,8.21875,8.28125,517600
2000-11-22,8.3125,8.09375,8.296875,8.15625,946800
2000-11-24,8.234375,8.140625,8.203125,8.1875,302400
2000-11-27,8.40625,8.140625,8.140625,8.3125,730000
2000-11-28,8.375,8.25,8.375,8.296875,596000
2000-11-29,8.59375,8.265625,8.3125,8.515625,976400
2000-11-30,8.828125,8.515625,8.578125,8.828125,1779600
2000-12-01,9.25,8.90625,8.9375,9.1875,1143200
2000-12-04,9.484375,9.078125,9.1875,9.484375,1617200
2000-12-05,9.359375,9.046875,9.265625,9.265625,2290400
2000-12-06,9.140625,8.265625,9.125,8.390625,4288000
2000-12-07,8.453125,8.234375,8.390625,8.234375,1076000
2000-12-08,8.625,8.359375,8.375,8.609375,1081600
2000-12-11,8.734375,8.5,8.609375,8.640625,745600
2000-12-12,9.03125,8.546875,8.578125,8.96875,1327600
2000-12-13,8.9375,8.59375,8.921875,8.734375,1018800
2000-12-14,8.65625,8.390625,8.640625,8.53125,505600
2000-12-15,8.484375,8.296875,8.484375,8.328125,1300400
2000-12-18,9.5,8.296875,8.390625,8.953125,2376800
2000-12-19,8.5625,8.109375,8.25,8.421875,2665200
2000-12-20,8.453125,8.203125,8.328125,8.421875,1158800
2000-12-21,8.515625,8.3125,8.34375,8.5,974000
2000-12-22,8.875,8.546875,8.625,8.875,868400
2000-12-26,9.171875,8.734375,8.9375,9.078125,1000000
2000-12-27,9.40625,8.96875,9.03125,9.375,827600
2000-12-28,9.453125,9.234375,9.375,9.40625,806400
2000-12-29,9.703125,9.28125,9.34375,9.484375,1100800
2001-01-02,9.640625,9.359375,9.546875,9.4375,1896000
2001-01-03,9.59375,9.21875,9.4375,9.59375,1608000
2001-01-04,10.109375,9.59375,9.59375,9.953125,1417200
2001-01-05,10.015625,9.625,10.015625,9.671875,1198000
2001-01-08,9.671875,9.359375,9.5625,9.4375,784000
2001-01-09,9.578125,9.328125,9.578125,9.46875,802800
2001-01-10,9.484375,8.921875,9.484375,9.390625,1172800
2001-01-11,9.515625,9.21875,9.515625,9.3125,715600
2001-01-12,9.46875,9.265625,9.375,9.453125,975600
2001-01-16,9.671875,9.28125,9.453125,9.640625,844800
2001-01-17,9.75,9.359375,9.75,9.375,521200
2001-01-18,9.484375,9.09375,9.421875,9.46875,795600
2001-01-19,9.484375,9.09375,9.484375,9.21875,597200
2001-01-22,9.3125,9.109375,9.28125,9.25,540000
2001-01-23,9.5625,9.203125,9.25,9.4375,774000
2001-01-24,9.484375,9.328125,9.453125,9.328125,502400
2001-01-25,9.484375,8.890625,9.484375,9.328125,2572400
2001-01-26,9.25,8.65625,9.046875,9.171875,2597200
2001-01-29,9.305000305175781,9.047499656677246,9.2475004196167,9.2524995803833,692000
2001-01-30,9.5,9.022500038146973,9.25,9.5,664800
2001-01-31,9.625,9.375,9.404999732971191,9.380000114440918,1667600
2001-02-01,9.4975004196167,9.199999809265137,9.442500114440918,9.352499961853027,898800
2001-02-02,9.467499732971191,9.207500457763672,9.454999923706055,9.295000076293945,931200
2001-02-05,9.357500076293945,9.037500381469727,9.357500076293945,9.039999961853027,1100400
2001-02-06,9.265000343322754,8.600000381469727,9.037500381469727,9.1875,1762400
2001-02-07,9.444999694824219,9.149999618530273,9.175000190734863,9.425000190734863,619600
2001-02-08,9.475000381469727,9.137499809265137,9.425000190734863,9.21500015258789,1074800
2001-02-09,9.274999618530273,9.0,9.274999618530273,9.072500228881836,1006800
2001-02-12,9.274999618530273,9.037500381469727,9.050000190734863,9.1875,749200
2001-02-13,9.350000381469727,9.25,9.274999618530273,9.327500343322754,964000
2001-02-14,9.367500305175781,9.210000038146973,9.350000381469727,9.262499809265137,880000
2001-02-15,9.65999984741211,9.287500381469727,9.300000190734863,9.635000228881836,1487200
2001-02-16,9.8125,9.25,9.635000228881836,9.390000343322754,1411200
2001-02-20,9.587499618530273,9.260000228881836,9.4375,9.292499542236328,883600
2001-02-21,9.324999809265137,9.072500228881836,9.292499542236328,9.287500381469727,843600
2001-02-22,9.287500381469727,9.0,9.287500381469727,9.15999984741211,864800
2001-02-23,9.162500381469727,8.880000114440918,9.162500381469727,9.100000381469727,1190800
2001-02-26,9.737500190734863,9.125,9.199999809265137,9.567500114440918,1046000
2001-02-27,9.552499771118164,9.3125,9.3125,9.399999618530273,844800
2001-02-28,9.550000190734863,9.199999809265137,9.5,9.237500190734863,943200
2001-03-01,9.512499809265137,9.220000267028809,9.5,9.404999732971191,1135600
2001-03-02,9.807499885559082,9.4350004196167,9.462499618530273,9.6225004196167,982000
2001-03-05,10.087499618530273,9.574999809265137,9.574999809265137,10.015000343322754,1636800
2001-03-06,10.362500190734863,10.0,10.077500343322754,10.069999694824219,2025600
2001-03-07,10.817500114440918,10.154999732971191,10.1875,10.65250015258789,3219200
2001-03-08,10.7475004196167,10.625,10.654999732971191,10.657500267028809,1494000
2001-03-09,10.6899995803833,10.512499809265137,10.6875,10.517499923706055,1597200
2001-03-12,10.625,10.25,10.517499923706055,10.25,1880400
2001-03-13,10.375,9.925000190734863,10.375,10.262499809265137,2660800
2001-03-14,10.167499542236328,9.837499618530273,10.100000381469727,9.949999809265137,1452800
2001-03-15,10.237500190734863,9.957500457763672,10.237500190734863,9.989999771118164,1293600
2001-03-16,9.949999809265137,9.649999618530273,9.925000190734863,9.6899995803833,1359600
2001-03-19,10.0625,9.637499809265137,9.737500190734863,9.994999885559082,1109200
2001-03-20,10.087499618530273,9.635000228881836,10.087499618530273,9.65250015258789,921200
2001-03-21,9.654999732971191,9.262499809265137,9.637499809265137,9.345000267028809,1372400
2001-03-22,9.462499618530273,8.875,9.287500381469727,9.327500343322754,1561600
2001-03-23,9.362500190734863,9.012499809265137,9.362500190734863,9.145000457763672,1477200
2001-03-26,9.625,9.225000381469727,9.270000457763672,9.53499984741211,1024400
2001-03-27,9.609999656677246,9.412500381469727,9.444999694824219,9.600000381469727,652400
2001-03-28,9.625,9.3125,9.550000190734863,9.430000305175781,633600
2001-03-29,9.600000381469727,9.274999618530273,9.399999618530273,9.425000190734863,1520400
2001-03-30,9.52750015258789,9.260000228881836,9.375,9.385000228881836,687600
2001-04-02,9.697500228881836,9.2475004196167,9.335000038146973,9.305000305175781,1010000
2001-04-03,9.337499618530273,8.942500114440918,9.337499618530273,9.0024995803833,1190400
2001-04-04,9.375,8.942500114440918,8.949999809265137,9.1850004196167,1106000
2001-04-05,9.337499618530273,9.074999809265137,9.175000190734863,9.279999732971191,2403200
2001-04-06,9.282500267028809,8.975000381469727,9.282500267028809,9.079999923706055,762800
2001-04-09,9.25,9.125,9.125,9.204999923706055,801600
2001-04-10,9.675000190734863,9.202500343322754,9.237500190734863,9.595000267028809,1402400
2001-04-11,9.569999694824219,9.212499618530273,9.537500381469727,9.237500190734863,610000
2001-04-12,9.657500267028809,9.0,9.0,9.6274995803833,923600
2001-04-16,9.787500381469727,9.262499809265137,9.3774995803833,9.539999961853027,1624000
2001-04-17,9.65250015258789,9.524999618530273,9.537500381469727,9.600000381469727,610400
2001-04-18,10.337499618530273,9.475000381469727,9.725000381469727,10.225000381469727,1714400
2001-04-19,10.1875,9.97249984741211,10.1875,10.125,1093200
2001-04-20,10.107500076293945,9.789999961853027,10.087499618530273,9.970000267028809,1011600
2001-04-23,10.037500381469727,9.787500381469727,9.970000267028809,9.819999694824219,429600
2001-04-24,9.967499732971191,9.757499694824219,9.757499694824219,9.882499694824219,900800
2001-04-25,10.092499732971191,9.612500190734863,9.850000381469727,10.072500228881836,866800
2001-04-26,10.2475004196167,10.012499809265137,10.024999618530273,10.135000228881836,546000
2001-04-27,10.337499618530273,10.114999771118164,10.149999618530273,10.3125,496000
2001-04-30,10.625,10.25,10.3149995803833,10.350000381469727,1286000
2001-05-01,10.515000343322754,10.212499618530273,10.287500381469727,10.515000343322754,912400
2001-05-02,10.787500381469727,10.412500381469727,10.6875,10.512499809265137,1212000
2001-05-03,10.555000305175781,10.137499809265137,10.475000381469727,10.53499984741211,2276800
2001-05-04,10.77750015258789,10.199999809265137,10.475000381469727,10.77750015258789,1110800
2001-05-07,10.887499809265137,10.569999694824219,10.702500343322754,10.8100004196167,1041600
2001-05-08,10.842499732971191,10.585000038146973,10.712499618530273,10.717499732971191,516000
2001-05-09,10.875,10.5625,10.662500381469727,10.77750015258789,1146400
2001-05-10,11.024999618530273,10.672499656677246,10.837499618530273,10.975000381469727,797200
2001-05-11,11.085000038146973,10.8125,11.050000190734863,10.912500381469727,619200
2001-05-14,10.925000190734863,10.625,10.795000076293945,10.757499694824219,916400
2001-05-15,10.859999656677246,10.672499656677246,10.8125,10.782500267028809,464400
2001-05-16,11.287500381469727,10.77750015258789,10.782500267028809,11.262499809265137,887200
2001-05-17,11.375,11.225000381469727,11.265000343322754,11.329999923706055,1040000
2001-05-18,11.375,11.1899995803833,11.375,11.204999923706055,619200
2001-05-21,11.204999923706055,10.920000076293945,11.204999923706055,11.1850004196167,1409600
2001-05-22,11.287500381469727,11.050000190734863,11.149999618530273,11.199999809265137,908400
2001-05-23,11.199999809265137,10.859999656677246,11.199999809265137,10.880000114440918,1142000
2001-05-24,10.987500190734863,10.725000381469727,10.8774995803833,10.864999771118164,1413200
2001-05-25,11.010000228881836,10.819999694824219,10.864999771118164,10.904999732971191,454000
2001-05-29,10.949999809265137,10.640000343322754,10.949999809265137,10.704999923706055,936000
2001-05-30,10.632499694824219,10.399999618530273,10.632499694824219,10.417499542236328,904000
2001-05-31,10.765000343322754,10.417499542236328,10.417499542236328,10.587499618530273,886000
2001-06-01,10.90999984741211,10.350000381469727,10.5,10.875,1567200
2001-06-04,10.854999542236328,10.375,10.475000381469727,10.84000015258789,2483200
2001-06-05,10.875,10.744999885559082,10.84000015258789,10.859999656677246,835600
2001-06-06,11.0,10.702500343322754,10.75,10.7524995803833,1594800
2001-06-07,10.8725004196167,10.732500076293945,10.762499809265137,10.77750015258789,791600
2001-06-08,10.787500381469727,10.577500343322754,10.774999618530273,10.6225004196167,1280800
2001-06-11,10.512499809265137,10.154999732971191,10.5,10.1850004196167,3185600
2001-06-12,10.125,9.822500228881836,10.074999809265137,9.90250015258789,12328800
2001-06-13,9.84749984741211,9.572500228881836,9.845000267028809,9.699999809265137,9342400
2001-06-14,9.757499694824219,9.587499618530273,9.625,9.7475004196167,5057600
2001-06-15,9.899999618530273,9.75,9.762499809265137,9.795000076293945,3925200
2001-06-18,10.0,9.6274995803833,9.8125,9.912500381469727,3900400
2001-06-19,10.050000190734863,9.77750015258789,9.975000381469727,10.005000114440918,2587200
2001-06-20,10.199999809265137,9.932499885559082,10.007499694824219,10.175000190734863,3149200
2001-06-21,10.244999885559082,10.042499542236328,10.125,10.0625,1584400
2001-06-22,10.087499618530273,9.822500228881836,10.0625,9.824999809265137,730800
2001-06-25,9.917499542236328,9.574999809265137,9.850000381469727,9.602499961853027,1617600
2001-06-26,9.819999694824219,9.4350004196167,9.550000190734863,9.77750015258789,1751600
2001-06-27,9.947500228881836,9.697500228881836,9.720000267028809,9.710000038146973,1408000
2001-06-28,9.8100004196167,9.670000076293945,9.772500038146973,9.755000114440918,2172800
2001-06-29,9.869999885559082,9.612500190734863,9.765000343322754,9.675000190734863,3392000
2001-07-02,10.052499771118164,9.612500190734863,9.875,10.03499984741211,1388400
2001-07-03,10.132499694824219,9.962499618530273,10.03499984741211,10.072500228881836,669600
2001-07-05,10.087499618530273,9.8774995803833,10.024999618530273,10.045000076293945,436400
2001-07-06,10.0,9.574999809265137,10.0,9.6875,972800
2001-07-09,10.050000190734863,9.75,9.75,10.015000343322754,1128000
2001-07-10,10.125,9.887499809265137,10.015000343322754,9.957500457763672,1328400
2001-07-11,10.1225004196167,9.787500381469727,9.957500457763672,9.862500190734863,1092400
2001-07-12,10.649999618530273,10.3125,10.337499618530273,10.4375,3004800
2001-07-13,10.537500381469727,10.3125,10.4375,10.40999984741211,806400
2001-07-16,10.537500381469727,10.237500190734863,10.5,10.329999923706055,858000
2001-07-17,10.875,10.337499618530273,10.375,10.6875,1764400
2001-07-18,10.6875,10.375,10.6875,10.579999923706055,722400
2001-07-19,10.862500190734863,10.422499656677246,10.662500381469727,10.524999618530273,1042800
2001-07-20,10.757499694824219,10.487500190734863,10.587499618530273,10.582500457763672,638400
2001-07-23,10.574999809265137,10.25,10.574999809265137,10.369999885559082,895200
2001-07-24,10.375,10.0,10.375,10.112500190734863,1036000
2001-07-25,10.145000457763672,10.0,10.0625,10.142499923706055,1624800
2001-07-26,10.217499732971191,9.994999885559082,10.192500114440918,10.212499618530273,577200
2001-07-27,10.27750015258789,10.15250015258789,10.25,10.255000114440918,460000
2001-07-30,10.425000190734863,10.0625,10.3125,10.100000381469727,1208800
2001-07-31,10.337499618530273,10.074999809265137,10.149999618530273,10.177499771118164,998400
2001-08-01,10.335000038146973,10.100000381469727,10.225000381469727,10.172499656677246,497200
2001-08-02,10.324999809265137,10.1274995803833,10.199999809265137,10.270000457763672,404800
2001-08-03,10.387499809265137,10.112500190734863,10.287500381469727,10.350000381469727,856800
2001-08-06,10.367500305175781,10.132499694824219,10.352499961853027,10.175000190734863,599200
2001-08-07,10.212499618530273,9.9375,10.162500381469727,10.047499656677246,1280800
2001-08-08,10.2475004196167,9.960000038146973,10.0625,9.975000381469727,491600
2001-08-09,10.0649995803833,9.850000381469727,9.97249984741211,10.037500381469727,528000
2001-08-10,10.3125,9.989999771118164,10.0,10.257499694824219,690000
2001-08-13,10.5,10.225000381469727,10.34749984741211,10.46500015258789,768000
2001-08-14,10.484999656677246,10.287500381469727,10.484999656677246,10.442500114440918,718000
2001-08-15,10.4975004196167,10.302499771118164,10.425000190734863,10.322500228881836,396800
2001-08-16,10.385000228881836,10.175000190734863,10.337499618530273,10.369999885559082,289600
2001-08-17,10.3125,10.112500190734863,10.307499885559082,10.260000228881836,868800
2001-08-20,10.297499656677246,9.907500267028809,10.297499656677246,10.02750015258789,1132000
2001-08-21,9.979999542236328,9.837499618530273,9.875,9.8774995803833,1294800
2001-08-22,9.984999656677246,9.917499542236328,9.952500343322754,9.947500228881836,1286000
2001-08-23,9.962499618530273,9.867500305175781,9.962499618530273,9.875,1053200
2001-08-24,10.020000457763672,9.875,9.875,9.994999885559082,702800
