Date,High_LW,Low_LW,Open_LW,Close_LW,Volume_LW
2016-11-10,32.349998474121094,29.81999969482422,32.040000915527344,30.329999923706055,35019100
2016-11-11,30.09000015258789,28.850000381469727,29.799999237060547,29.889999389648438,6020100
2016-11-14,30.43000030517578,28.75,29.34000015258789,30.190000534057617,4481900
2016-11-15,30.700000762939453,29.6200008392334,29.639999389648438,30.43000030517578,3667200
2016-11-16,32.040000915527344,30.610000610351562,30.770000457763672,31.700000762939453,4342300
2016-11-17,33.064998626708984,30.635000228881836,31.399999618530273,32.5099983215332,5252000
2016-11-18,33.099998474121094,31.790000915527344,32.13999938964844,32.68000030517578,4253400
2016-11-21,32.5,31.290000915527344,32.2599983215332,31.739999771118164,5036700
2016-11-22,33.150001525878906,30.43000030517578,31.520000457763672,32.70000076293945,5601700
2016-11-23,33.470001220703125,32.5,32.70000076293945,33.02000045776367,3619500
2016-11-25,32.779998779296875,32.27000045776367,32.7599983215332,32.59000015258789,827800
2016-11-28,33.5,32.16999816894531,32.27000045776367,32.7400016784668,1928500
2016-11-29,33.36000061035156,32.720001220703125,33.04999923706055,33.189998626708984,2139500
2016-11-30,34.29999923706055,33.0,33.2599983215332,33.47999954223633,2764900
2016-12-01,33.2599983215332,32.185001373291016,33.040000915527344,32.5099983215332,2914900
2016-12-02,33.209999084472656,32.0099983215332,32.15999984741211,32.9900016784668,1213100
2016-12-05,33.7599983215332,32.75,32.869998931884766,33.650001525878906,2004700
2016-12-06,33.86000061035156,33.209999084472656,33.45000076293945,33.81999969482422,1622900
2016-12-07,34.97999954223633,34.0,34.06999969482422,34.75,3809400
2016-12-08,36.0,34.61000061035156,34.90999984741211,35.93000030517578,2603000
2016-12-09,36.5099983215332,35.599998474121094,35.81999969482422,36.380001068115234,1993100
2016-12-12,37.21500015258789,36.310001373291016,36.380001068115234,36.72999954223633,1258300
2016-12-13,37.09000015258789,35.66999816894531,36.970001220703125,36.58000183105469,1814000
2016-12-14,37.0,34.970001220703125,36.619998931884766,35.150001525878906,3886300
2016-12-15,35.263999938964844,34.150001525878906,35.060001373291016,34.380001068115234,1555100
2016-12-16,35.470001220703125,34.279998779296875,34.34000015258789,35.2599983215332,3784000
2016-12-19,35.84000015258789,34.27000045776367,35.310001373291016,34.47999954223633,1983200
2016-12-20,35.11000061035156,34.20000076293945,34.220001220703125,34.95000076293945,944900
2016-12-21,35.220001220703125,34.459999084472656,34.63999938964844,35.02000045776367,703600
2016-12-22,36.619998931884766,34.79999923706055,35.0,36.33000183105469,1438500
2016-12-23,37.06999969482422,35.970001220703125,36.40999984741211,36.849998474121094,888300
2016-12-27,37.4900016784668,36.61000061035156,36.650001525878906,37.34000015258789,822200
2016-12-28,37.65999984741211,37.0099983215332,37.25,37.22999954223633,533800
2016-12-29,37.959999084472656,37.143001556396484,37.369998931884766,37.77000045776367,658500
2016-12-30,38.52000045776367,37.67499923706055,37.7400016784668,37.849998474121094,773000
2017-01-03,38.599998474121094,37.36000061035156,37.709999084472656,37.4900016784668,2007000
2017-01-04,38.40999984741211,36.42499923706055,37.66999816894531,36.97999954223633,1712300
2017-01-05,37.709999084472656,36.47999954223633,36.97999954223633,36.619998931884766,1099600
2017-01-06,36.959999084472656,36.060001373291016,36.41999816894531,36.83000183105469,1368000
2017-01-09,37.09000015258789,36.099998474121094,36.810001373291016,36.88999938964844,1333800
2017-01-10,38.959999084472656,36.189998626708984,38.790000915527344,36.84000015258789,3712600
2017-01-11,37.20000076293945,36.02000045776367,36.70000076293945,36.88999938964844,2185900
2017-01-12,37.0099983215332,36.119998931884766,36.689998626708984,36.959999084472656,1235200
2017-01-13,37.29999923706055,36.54999923706055,36.88999938964844,37.220001220703125,1010200
2017-01-17,37.220001220703125,36.75,37.13999938964844,36.88999938964844,1907200
2017-01-18,36.880001068115234,36.40999984741211,36.75,36.63999938964844,1214200
2017-01-19,37.0,36.33000183105469,36.790000915527344,36.959999084472656,890400
2017-01-20,37.560001373291016,36.77000045776367,36.95000076293945,37.11000061035156,1337000
2017-01-23,37.41999816894531,36.465999603271484,36.97999954223633,36.77000045776367,2035300
2017-01-24,37.66999816894531,36.59000015258789,36.65999984741211,37.4900016784668,1199600
2017-01-25,37.79999923706055,36.439998626708984,37.45000076293945,36.66999816894531,1183300
2017-01-26,36.869998931884766,36.25,36.38999938964844,36.33000183105469,1015300
2017-01-27,36.540000915527344,35.810001373291016,36.400001525878906,36.439998626708984,1088400
2017-01-30,36.93000030517578,36.20000076293945,36.20000076293945,36.779998779296875,912300
2017-01-31,37.54999923706055,36.68000030517578,36.68000030517578,37.36000061035156,1625200
2017-02-01,37.970001220703125,37.15999984741211,37.58000183105469,37.77000045776367,2212200
2017-02-02,38.810001373291016,37.61000061035156,37.70000076293945,38.41999816894531,2496300
2017-02-03,39.470001220703125,38.459999084472656,38.4900016784668,38.900001525878906,1495200
2017-02-06,39.349998474121094,38.72100067138672,39.130001068115234,39.2400016784668,1097600
2017-02-07,39.79999923706055,38.97999954223633,39.25,39.40999984741211,1362100
2017-02-08,39.689998626708984,38.58000183105469,39.279998779296875,39.15999984741211,1575200
2017-02-09,39.52000045776367,38.689998626708984,39.15999984741211,39.08000183105469,1138900
2017-02-10,39.56999969482422,38.599998474121094,39.0,39.27000045776367,868900
2017-02-13,39.709999084472656,38.83000183105469,39.2400016784668,39.43000030517578,1128300
2017-02-14,39.7400016784668,39.25,39.33000183105469,39.650001525878906,1098400
2017-02-15,39.75,39.20000076293945,39.5,39.630001068115234,1387700
2017-02-16,40.15999984741211,39.560001373291016,39.56999969482422,39.900001525878906,1034800
2017-02-17,39.95000076293945,39.29999923706055,39.77000045776367,39.619998931884766,1488000
2017-02-21,40.130001068115234,39.29999923706055,39.560001373291016,39.619998931884766,1295400
2017-02-22,40.0,39.40999984741211,39.40999984741211,39.849998474121094,800800
2017-02-23,39.95000076293945,39.27000045776367,39.95000076293945,39.5,564200
2017-02-24,39.65999984741211,39.321998596191406,39.5,39.58000183105469,374900
2017-02-27,39.70000076293945,39.08000183105469,39.70000076293945,39.47999954223633,603400
2017-02-28,39.790000915527344,39.189998626708984,39.439998626708984,39.189998626708984,653800
2017-03-01,40.040000915527344,39.06999969482422,39.099998474121094,39.95000076293945,734400
2017-03-02,40.38999938964844,39.55699920654297,39.70000076293945,40.220001220703125,818900
2017-03-03,40.46699905395508,39.529998779296875,40.08000183105469,40.400001525878906,1254100
2017-03-06,40.61000061035156,40.060001373291016,40.369998931884766,40.41999816894531,1784400
