Date,High_URW.PA,Low_URW.PA,Open_URW.PA,Close_URW.PA,Volume_URW.PA
2023-04-14,51.900001525878906,49.400001525878906,50.29999923706055,51.619998931884766,446209
2023-04-17,51.599998474121094,49.959999084472656,51.540000915527344,50.459999084472656,556284
2023-04-18,50.560001373291016,49.86000061035156,50.2599983215332,50.040000915527344,327943
2023-04-19,49.77000045776367,48.7599983215332,49.650001525878906,49.77000045776367,381757
2023-04-20,50.08000183105469,48.83000183105469,50.08000183105469,49.02000045776367,366702
2023-04-21,49.08000183105469,48.09000015258789,48.720001220703125,48.75,346920
2023-04-24,49.400001525878906,48.34000015258789,48.630001068115234,48.34000015258789,321430
2023-04-25,48.52000045776367,46.880001068115234,48.34000015258789,48.52000045776367,507759
2023-04-26,49.81999969482422,48.099998474121094,48.630001068115234,49.65999984741211,710474
2023-04-27,49.66999816894531,47.68000030517578,49.5,48.02000045776367,692266
2023-04-28,48.77000045776367,46.599998474121094,48.15999984741211,48.540000915527344,812639
2023-05-02,48.79999923706055,46.88999938964844,48.0,47.119998931884766,672928
2023-05-03,47.869998931884766,45.939998626708984,47.20000076293945,46.11000061035156,581065
2023-05-04,46.20000076293945,43.15999984741211,46.20000076293945,44.459999084472656,945274
2023-05-05,45.63999938964844,44.59000015258789,44.79999923706055,45.5099983215332,471486
2023-05-08,46.27000045776367,45.0,45.75,46.09000015258789,313304
2023-05-09,46.029998779296875,44.5099983215332,46.029998779296875,45.290000915527344,351895
2023-05-10,46.220001220703125,45.290000915527344,45.59000015258789,45.79999923706055,238368
2023-05-11,46.08000183105469,45.0,45.779998779296875,45.22999954223633,285023
2023-05-12,45.77000045776367,44.25,45.459999084472656,44.540000915527344,277786
2023-05-15,45.29999923706055,44.09000015258789,44.86000061035156,44.93000030517578,509620
2023-05-16,45.720001220703125,44.2599983215332,44.779998779296875,44.41999816894531,554068
2023-05-17,44.75,43.220001220703125,44.25,44.15999984741211,595132
2023-05-18,45.279998779296875,43.7599983215332,44.5,43.9900016784668,379544
2023-05-19,44.58000183105469,43.7400016784668,44.18000030517578,43.95000076293945,602205
2023-05-22,44.15999984741211,43.470001220703125,43.63999938964844,44.15999984741211,425311
2023-05-23,45.81999969482422,43.84000015258789,44.0099983215332,45.4900016784668,550173
2023-05-24,45.5,43.599998474121094,44.369998931884766,43.95000076293945,752203
2023-05-25,44.060001373291016,43.349998474121094,44.040000915527344,43.38999938964844,421367
2023-05-26,43.63999938964844,42.45000076293945,43.599998474121094,42.939998626708984,454860
2023-05-29,43.77000045776367,43.11000061035156,43.7599983215332,43.439998626708984,286987
2023-05-30,44.34000015258789,43.220001220703125,43.5,43.88999938964844,437706
2023-05-31,44.20000076293945,42.5099983215332,43.470001220703125,42.79999923706055,1300277
2023-06-02,44.70000076293945,42.720001220703125,42.7400016784668,44.70000076293945,617975
2023-06-05,45.720001220703125,44.209999084472656,44.5,44.25,347673
2023-06-06,44.70000076293945,43.59000015258789,44.08000183105469,44.5,358535
2023-06-07,46.0,43.959999084472656,44.20000076293945,46.0,674677
2023-06-08,46.38999938964844,45.459999084472656,45.88999938964844,46.02000045776367,403407
2023-06-09,47.779998779296875,46.66999816894531,47.599998474121094,46.869998931884766,717481
2023-06-12,48.84000015258789,47.099998474121094,48.369998931884766,47.189998626708984,693540
2023-06-13,46.97999954223633,45.70000076293945,46.33000183105469,46.84000015258789,453372
2023-06-14,47.25,46.36000061035156,46.779998779296875,46.869998931884766,449027
2023-06-15,46.869998931884766,46.060001373291016,46.7599983215332,46.5,516779
2023-06-16,47.650001525878906,46.0,46.38999938964844,47.43000030517578,1592869
2023-06-19,47.369998931884766,46.86000061035156,47.09000015258789,47.09000015258789,419619
2023-06-20,46.849998474121094,45.7400016784668,46.650001525878906,46.349998474121094,266245
2023-06-21,46.65999984741211,45.619998931884766,46.02000045776367,46.41999816894531,295290
2023-06-22,46.380001068115234,45.56999969482422,45.900001525878906,46.13999938964844,357863
2023-06-23,46.369998931884766,45.599998474121094,45.779998779296875,45.599998474121094,288861
2023-06-26,45.91999816894531,44.459999084472656,45.56999969482422,45.91999816894531,412360
2023-06-27,46.790000915527344,45.630001068115234,46.31999969482422,46.36000061035156,360981
2023-06-28,47.25,45.959999084472656,46.5,47.150001525878906,379888
2023-06-29,47.529998779296875,46.810001373291016,47.09000015258789,47.040000915527344,211649
2023-06-30,48.290000915527344,47.630001068115234,47.65999984741211,48.150001525878906,536017
2023-07-03,48.56999969482422,47.77000045776367,48.25,48.31999969482422,305384
2023-07-04,50.0,48.119998931884766,48.310001373291016,49.779998779296875,464304
2023-07-05,50.20000076293945,48.91999816894531,49.279998779296875,50.119998931884766,567804
2023-07-06,49.849998474121094,47.18000030517578,49.5099983215332,47.34000015258789,775998
2023-07-07,49.540000915527344,47.54999923706055,47.77000045776367,49.5099983215332,596031
2023-07-10,50.29999923706055,48.5,49.0,49.18000030517578,287863
2023-07-11,51.58000183105469,49.060001373291016,49.52000045776367,51.2400016784668,574807
2023-07-12,53.439998626708984,51.2400016784668,51.34000015258789,52.7599983215332,918160
2023-07-13,53.540000915527344,52.5,52.720001220703125,53.18000030517578,445045
2023-07-14,53.439998626708984,52.540000915527344,52.959999084472656,52.84000015258789,276280
2023-07-17,52.86000061035156,52.13999938964844,52.540000915527344,52.15999984741211,237731
2023-07-18,52.47999954223633,51.900001525878906,52.060001373291016,52.18000030517578,390828
2023-07-19,53.7400016784668,52.65999984741211,52.779998779296875,52.900001525878906,602315
2023-07-20,53.65999984741211,52.36000061035156,53.0,53.0,458980
2023-07-21,53.31999969482422,52.439998626708984,52.84000015258789,52.900001525878906,420613
2023-07-24,53.459999084472656,52.560001373291016,52.599998474121094,52.560001373291016,546528
2023-07-25,52.63999938964844,51.52000045776367,52.599998474121094,51.560001373291016,464737
2023-07-26,51.7599983215332,50.79999923706055,51.400001525878906,51.70000076293945,616911
2023-07-27,53.02000045776367,50.84000015258789,51.900001525878906,51.119998931884766,566506
2023-07-28,51.119998931884766,49.400001525878906,50.880001068115234,50.779998779296875,418484
2023-07-31,51.619998931884766,50.439998626708984,50.599998474121094,51.560001373291016,434683
2023-08-01,51.400001525878906,49.900001525878906,50.86000061035156,51.13999938964844,338260
