Date,High_CA.PA,Low_CA.PA,Open_CA.PA,Close_CA.PA,Volume_CA.PA
2000-01-03,93.1500015258789,90.1500015258789,91.55000305175781,91.75,757948
2000-01-04,90.30000305175781,85.0,89.75,85.94999694824219,1799994
2000-01-05,85.44999694824219,81.05000305175781,85.0,81.9000015258789,2222860
2000-01-06,82.94999694824219,77.0,81.69999694824219,80.5,2263606
2000-01-07,84.75,82.19999694824219,82.19999694824219,84.0,1487008
2000-01-10,85.9000015258789,80.6500015258789,85.94999694824219,81.0,1868924
2000-01-11,81.5,76.5999984741211,81.05000305175781,78.4000015258789,3643944
2000-01-12,83.3499984741211,77.75,79.0,81.5,2638862
2000-01-13,83.25,77.5999984741211,82.0,78.75,1661306
2000-01-14,80.69999694824219,78.25,79.8499984741211,78.25,1558178
2000-01-17,83.05000305175781,79.44999694824219,79.75,82.55000305175781,1789390
2000-01-18,83.30000305175781,79.30000305175781,83.30000305175781,79.30000305175781,1607776
2000-01-19,80.94999694824219,78.0999984741211,79.30000305175781,80.75,1365902
2000-01-20,82.69999694824219,79.8499984741211,80.75,81.69999694824219,1697934
2000-01-21,82.5,79.25,80.05000305175781,79.94999694824219,2260364
2000-01-24,81.6500015258789,79.30000305175781,80.0,80.0,1863370
2000-01-25,80.9000015258789,78.30000305175781,80.0,80.5,1756670
2000-01-26,85.0,82.5,84.4000015258789,85.0,3164638
2000-01-27,85.75,81.5999984741211,84.3499984741211,81.8499984741211,1863736
2000-01-28,83.0,80.3499984741211,81.5999984741211,81.44999694824219,1150682
2000-01-31,82.9000015258789,79.30000305175781,80.0,81.44999694824219,1396032
2000-02-01,81.75,79.4000015258789,81.5,80.0,1565442
2000-02-02,82.8499984741211,80.25,81.0,81.75,1269120
2000-02-03,82.8499984741211,80.0999984741211,82.9000015258789,82.30000305175781,1576512
2000-02-04,83.0999984741211,80.75,81.75,82.75,1611612
2000-02-07,83.75,81.55000305175781,83.75,82.0,920794
2000-02-08,83.3499984741211,77.80000305175781,82.5,77.80000305175781,1959082
2000-02-09,78.8499984741211,75.0999984741211,78.44999694824219,75.3499984741211,1984750
2000-02-10,75.5,70.80000305175781,75.5,71.0,3468828
2000-02-11,75.19999694824219,71.5999984741211,72.3499984741211,75.19999694824219,1789878
2000-02-14,75.1500015258789,72.3499984741211,75.0,73.75,1217348
2000-02-15,74.75,69.75,74.75,70.75,1926844
2000-02-16,71.0,66.25,70.5999984741211,69.0,3855116
2000-02-17,72.5,66.3499984741211,68.5,70.19999694824219,3365962
2000-02-18,71.3499984741211,64.55000305175781,71.3499984741211,64.55000305175781,3264364
2000-02-21,68.19999694824219,64.9000015258789,65.5,65.75,2423676
2000-02-22,68.1500015258789,64.5,66.5,65.0,2587872
2000-02-23,68.0,65.75,67.25,66.9000015258789,2564994
2000-02-24,71.8499984741211,68.5999984741211,68.69999694824219,69.75,2790324
2000-02-25,76.30000305175781,71.4000015258789,71.5,76.30000305175781,4707810
2000-02-28,79.1500015258789,74.0999984741211,78.25,75.0,3362946
2000-02-29,81.80000305175781,77.25,80.0999984741211,78.75,4689362
2000-03-01,80.0,75.05000305175781,79.5999984741211,75.94999694824219,1932456
2000-03-02,76.5999984741211,74.05000305175781,76.4000015258789,75.30000305175781,1370632
2000-03-03,76.5,73.25,76.5,74.5999984741211,976322
2000-03-06,76.80000305175781,72.5,76.25,73.1500015258789,1160918
2000-03-07,77.5,73.0,73.1500015258789,74.55000305175781,1491188
2000-03-08,74.8499984741211,71.44999694824219,74.75,72.8499984741211,1181982
2000-03-09,74.19999694824219,71.5999984741211,74.0999984741211,72.9000015258789,919094
2000-03-10,75.0999984741211,72.4000015258789,74.0,72.6500015258789,1307200
2000-03-13,74.19999694824219,72.5,73.80000305175781,72.75,761934
2000-03-14,77.44999694824219,73.25,73.5,76.44999694824219,1379714
2000-03-15,75.69999694824219,73.19999694824219,74.6500015258789,75.75,4209284
2000-03-16,79.44999694824219,77.19999694824219,77.5,79.4000015258789,2357944
2000-03-17,81.05000305175781,76.5999984741211,79.94999694824219,78.1500015258789,1722668
2000-03-20,78.05000305175781,75.75,78.0,76.75,793424
2000-03-21,79.5999984741211,75.44999694824219,75.75,78.05000305175781,1905414
2000-03-22,81.5,78.6500015258789,79.44999694824219,80.25,1897746
2000-03-23,80.8499984741211,77.5,80.0,80.25,1301284
2000-03-24,81.0999984741211,77.6500015258789,80.8499984741211,79.19999694824219,1766030
2000-03-27,81.25,78.4000015258789,80.25,81.25,1401542
2000-03-28,83.0999984741211,81.25,81.25,82.75,1753098
2000-03-29,82.5,79.0999984741211,81.75,79.75,2168582
2000-03-30,79.75,74.69999694824219,79.75,75.0,2712356
2000-03-31,69.3499984741211,66.0,67.5,66.94999694824219,9469934
2000-04-03,69.94999694824219,64.0,69.94999694824219,64.44999694824219,4865784
2000-04-04,67.6500015258789,65.94999694824219,66.69999694824219,66.0,3590134
2000-04-05,66.44999694824219,62.25,66.44999694824219,63.25,4382226
2000-04-06,68.25,64.55000305175781,65.0,66.55000305175781,2047210
2000-04-07,69.25,65.19999694824219,68.30000305175781,68.9000015258789,1909264
2000-04-10,70.75,66.30000305175781,70.0,68.25,1591912
2000-04-11,68.25,65.80000305175781,67.19999694824219,68.25,1459281
2000-04-12,70.30000305175781,68.0,68.80000305175781,70.0,2000898
2000-04-13,70.69999694824219,67.80000305175781,69.94999694824219,69.75,1796666
2000-04-14,69.69999694824219,66.5999984741211,68.80000305175781,69.69999694824219,1696105
2000-04-17,69.5,65.0999984741211,65.5,69.4000015258789,1192272
2000-04-18,69.6500015258789,67.0999984741211,69.4000015258789,69.0,1330351
2000-04-19,70.5,66.0999984741211,68.1500015258789,68.69999694824219,1676071
2000-04-20,70.0,67.0999984741211,68.5,70.0,811612
2000-04-25,70.4000015258789,67.4000015258789,70.4000015258789,69.5999984741211,1188649
2000-04-26,71.0999984741211,69.0999984741211,69.9000015258789,70.75,2733014
2000-04-27,72.9000015258789,69.94999694824219,71.0,70.69999694824219,1850896
2000-04-28,71.5999984741211,68.19999694824219,71.5999984741211,71.5999984741211,1323789
2000-05-02,71.5999984741211,69.5,71.5999984741211,71.19999694824219,1043689
2000-05-03,71.1500015258789,67.25,71.1500015258789,68.30000305175781,1657016
2000-05-04,68.9000015258789,66.0,68.9000015258789,67.30000305175781,1505322
2000-05-05,69.19999694824219,67.25,68.3499984741211,69.0999984741211,837433
2000-05-08,70.0999984741211,68.0,69.8499984741211,69.6500015258789,763875
2000-05-09,69.6500015258789,65.6500015258789,69.6500015258789,67.4000015258789,1306134
2000-05-10,69.94999694824219,65.80000305175781,67.5999984741211,67.0,2457467
2000-05-11,67.30000305175781,65.0999984741211,66.9000015258789,67.0,1753582
2000-05-12,69.80000305175781,67.19999694824219,67.9000015258789,68.8499984741211,1395619
2000-05-15,71.0999984741211,68.9000015258789,69.80000305175781,70.0,1391051
2000-05-16,71.5,69.6500015258789,71.3499984741211,71.0999984741211,2054037
2000-05-17,70.80000305175781,69.0,70.19999694824219,70.19999694824219,1097029
2000-05-18,74.94999694824219,69.55000305175781,70.69999694824219,74.94999694824219,3080988
2000-05-19,75.5,72.55000305175781,74.19999694824219,73.0,1438397
2000-05-22,75.5,71.69999694824219,72.5,73.9000015258789,1379289
2000-05-23,74.69999694824219,71.05000305175781,73.5,73.55000305175781,1267837
2000-05-24,75.5,72.0,72.05000305175781,74.80000305175781,2154766
2000-05-25,75.5999984741211,72.55000305175781,74.0,72.80000305175781,1255203
2000-05-26,73.0,70.0,72.0,70.0,1595795
2000-05-29,73.8499984741211,71.0,71.0,73.0,2164206
2000-05-30,77.0,72.8499984741211,73.94999694824219,76.44999694824219,1814447
2000-05-31,77.4000015258789,74.5999984741211,76.0,75.8499984741211,1813544
2000-06-01,77.3499984741211,73.5999984741211,76.25,74.05000305175781,965759
2000-06-02,77.5,73.05000305175781,73.05000305175781,76.8499984741211,1259627
2000-06-05,79.30000305175781,76.25,77.0,78.5999984741211,1242569
2000-06-06,79.55000305175781,77.0999984741211,78.5999984741211,77.8499984741211,940603
2000-06-07,79.0,75.5,78.80000305175781,76.30000305175781,835493
2000-06-08,77.30000305175781,73.69999694824219,77.0,74.44999694824219,1370111
2000-06-09,74.75,72.5999984741211,74.5999984741211,73.5,1036796
2000-06-13,74.5999984741211,72.8499984741211,74.5,73.5,1019318
2000-06-14,74.0999984741211,72.25,73.5999984741211,73.44999694824219,1069741
2000-06-15,74.75,72.5999984741211,74.0,74.19999694824219,677532
2000-06-16,75.9000015258789,72.0999984741211,75.9000015258789,72.80000305175781,952326
2000-06-19,74.4000015258789,72.19999694824219,72.80000305175781,73.69999694824219,425154
2000-06-20,75.5,73.69999694824219,74.05000305175781,75.1500015258789,894555
2000-06-21,75.69999694824219,73.1500015258789,75.0,73.1500015258789,838158
2000-06-22,74.6500015258789,71.5999984741211,73.19999694824219,71.5999984741211,745994
2000-06-23,73.0,69.55000305175781,72.0,73.0,1415422
2000-06-26,73.9000015258789,71.80000305175781,73.9000015258789,73.0,802589
2000-06-27,75.0,71.1500015258789,73.4000015258789,74.0,758353
2000-06-28,77.0,73.0999984741211,74.0,77.0,2308037
2000-06-29,77.5,75.0,76.94999694824219,75.0,1590125
2000-06-30,75.19999694824219,71.5999984741211,75.0,71.5999984741211,2064189
2000-07-03,74.3499984741211,72.4000015258789,72.80000305175781,74.3499984741211,895693
2000-07-04,77.0,74.0,74.9000015258789,76.0,1041609
2000-07-05,77.4000015258789,75.30000305175781,76.4000015258789,77.1500015258789,1228555
2000-07-06,76.1500015258789,74.25,76.1500015258789,74.80000305175781,970085
2000-07-07,77.5,75.5999984741211,76.0,76.9000015258789,1777460
2000-07-10,78.0,76.4000015258789,76.5,76.4000015258789,747288
2000-07-11,77.80000305175781,75.3499984741211,77.5,76.19999694824219,717497
2000-07-12,78.5,76.05000305175781,76.25,78.30000305175781,1368084
2000-07-13,78.4000015258789,76.0,78.30000305175781,77.0,884244
2000-07-17,78.0,75.0,78.0,76.4000015258789,677590
2000-07-18,78.0,75.0,78.0,75.0,996074
2000-07-19,76.80000305175781,74.5999984741211,76.30000305175781,75.0999984741211,516093
2000-07-20,77.25,75.05000305175781,76.0999984741211,77.0,806291
2000-07-21,77.0,75.4000015258789,76.05000305175781,75.5,802903
2000-07-24,76.4000015258789,75.05000305175781,76.05000305175781,76.1500015258789,1073031
2000-07-25,78.0,76.30000305175781,78.0,76.5,611406
2000-07-26,77.69999694824219,76.25,77.1500015258789,77.4000015258789,657891
2000-07-27,78.4000015258789,76.80000305175781,77.75,78.0,1869117
2000-07-28,78.5,76.0999984741211,77.75,77.30000305175781,1134996
2000-07-31,79.5,76.4000015258789,77.75,79.4000015258789,1224902
2000-08-01,82.8499984741211,79.0,79.5,81.75,2541601
2000-08-02,86.0999984741211,81.80000305175781,82.0,85.44999694824219,3757077
2000-08-03,85.44999694824219,82.69999694824219,84.5999984741211,82.80000305175781,1746851
2000-08-04,83.5,81.75,83.0,83.0,738081
2000-08-07,83.5,82.1500015258789,82.1500015258789,83.5,563382
2000-08-08,84.75,82.44999694824219,82.44999694824219,82.80000305175781,794289
2000-08-09,80.5999984741211,77.25,80.0,78.25,4528802
2000-08-10,78.75,77.4000015258789,78.5,77.69999694824219,1303366
2000-08-11,79.69999694824219,77.94999694824219,78.19999694824219,78.5999984741211,730652
2000-08-14,80.19999694824219,78.5,79.9000015258789,79.9000015258789,556456
2000-08-15,80.5999984741211,79.25,80.0,79.94999694824219,302129
2000-08-16,81.0,79.25,79.8499984741211,80.75,602661
2000-08-17,81.25,78.30000305175781,81.25,78.80000305175781,909895
2000-08-18,79.1500015258789,78.0999984741211,78.55000305175781,78.94999694824219,543580
2000-08-21,79.80000305175781,78.0999984741211,78.9000015258789,79.69999694824219,659153
2000-08-22,80.0,77.0999984741211,80.0,77.0999984741211,1396233
2000-08-23,78.75,76.5,77.9000015258789,78.0999984741211,1085545
2000-08-24,77.9000015258789,75.05000305175781,77.8499984741211,77.0,2011238
2000-08-25,78.0,75.0,77.0,75.5999984741211,1474866
2000-08-28,77.69999694824219,75.5,76.44999694824219,77.6500015258789,1435636
2000-08-29,79.4000015258789,77.05000305175781,77.80000305175781,77.80000305175781,2817857
2000-08-30,79.19999694824219,75.69999694824219,79.0,77.4000015258789,1796447
2000-08-31,83.0,79.25,80.9000015258789,82.0999984741211,3996675
2000-09-01,83.44999694824219,80.19999694824219,83.0,83.0,2183175
2000-09-04,84.0999984741211,82.9000015258789,83.5999984741211,83.69999694824219,1324221
2000-09-05,83.69999694824219,80.30000305175781,83.69999694824219,81.75,1643365
2000-09-06,82.5999984741211,80.75,81.55000305175781,81.5999984741211,734135
2000-09-07,83.5,81.30000305175781,81.9000015258789,82.8499984741211,1009835
2000-09-08,83.5999984741211,82.5,82.8499984741211,83.4000015258789,1062784
2000-09-11,84.25,81.5999984741211,83.8499984741211,83.25,674279
2000-09-12,84.0,81.5999984741211,83.19999694824219,84.0,1052377
2000-09-13,84.6500015258789,82.0999984741211,84.0,83.0,908625
2000-09-14,83.5999984741211,82.0999984741211,83.0,83.5999984741211,837464
2000-09-15,83.5999984741211,81.5,82.80000305175781,83.5999984741211,1153502
2000-09-18,82.8499984741211,80.9000015258789,82.4000015258789,82.0999984741211,834663
2000-09-19,83.4000015258789,81.19999694824219,82.0,81.69999694824219,1096963
2000-09-20,82.6500015258789,81.0999984741211,81.19999694824219,81.3499984741211,764234
2000-09-21,82.4000015258789,80.30000305175781,82.19999694824219,81.0,1309888
2000-09-22,82.80000305175781,79.25,80.94999694824219,82.05000305175781,1395134
2000-09-25,83.0,81.19999694824219,81.80000305175781,82.94999694824219,939385
2000-09-26,84.5,82.30000305175781,82.75,84.25,1648881
2000-09-27,85.4000015258789,83.4000015258789,83.5,84.69999694824219,1456267
2000-09-28,85.4000015258789,83.6500015258789,84.69999694824219,85.0,1469137
2000-09-29,85.05000305175781,81.80000305175781,84.4000015258789,83.69999694824219,2040915
2000-10-02,85.0,81.0999984741211,81.0999984741211,82.5,1247820
2000-10-03,82.19999694824219,79.4000015258789,82.05000305175781,80.4000015258789,1483448
2000-10-04,81.5999984741211,79.5999984741211,79.9000015258789,80.5999984741211,1112229
2000-10-05,83.1500015258789,80.05000305175781,80.05000305175781,82.75,1393866
2000-10-06,82.4000015258789,81.0,82.0,81.94999694824219,750925
2000-10-09,82.0,80.0999984741211,81.5,80.9000015258789,891700
2000-10-10,81.44999694824219,79.80000305175781,80.4000015258789,80.9000015258789,1030779
2000-10-11,80.5,77.69999694824219,80.0,78.5,1536690
2000-10-12,80.25,77.0999984741211,78.0,78.44999694824219,1728221
2000-10-13,81.30000305175781,76.5,76.5,80.5,1630754
2000-10-16,81.5999984741211,79.0999984741211,81.5,81.30000305175781,961468
2000-10-17,82.5,80.5,81.30000305175781,80.55000305175781,830781
2000-10-18,82.9000015258789,79.5999984741211,79.9000015258789,80.30000305175781,1121199
2000-10-19,82.1500015258789,80.5999984741211,81.0,80.5999984741211,892134
2000-10-20,82.3499984741211,80.30000305175781,80.30000305175781,82.0,1316288
2000-10-23,81.94999694824219,79.8499984741211,80.0999984741211,80.0,849902
2000-10-24,81.4000015258789,78.30000305175781,80.5999984741211,78.75,1316325
2000-10-25,80.94999694824219,79.19999694824219,79.9000015258789,79.80000305175781,925721
2000-10-26,80.4000015258789,78.8499984741211,79.9000015258789,78.8499984741211,873477
