Date,High_CA.PA,Low_CA.PA,Open_CA.PA,Close_CA.PA,Volume_CA.PA
2000-10-27,79.80000305175781,76.19999694824219,78.8499984741211,76.75,1421817
2000-10-30,79.1500015258789,77.5,77.94999694824219,78.0,975357
2000-10-31,80.5,78.0,78.94999694824219,79.0999984741211,1594750
2000-11-01,81.5,79.0999984741211,79.30000305175781,80.5,629343
2000-11-02,82.05000305175781,80.80000305175781,81.44999694824219,80.80000305175781,1172396
2000-11-03,81.69999694824219,77.0999984741211,81.69999694824219,78.55000305175781,2295493
2000-11-06,79.4000015258789,76.0999984741211,79.4000015258789,76.0999984741211,1834761
2000-11-07,77.5999984741211,75.1500015258789,77.0,76.1500015258789,2032015
2000-11-08,74.8499984741211,72.6500015258789,74.69999694824219,73.05000305175781,5224342
2000-11-09,73.5,71.25,71.25,73.0,2342730
2000-11-10,72.69999694824219,70.5,71.5,70.5,2378213
2000-11-13,69.80000305175781,66.5999984741211,68.5999984741211,69.0,2885613
2000-11-14,71.9000015258789,68.05000305175781,68.05000305175781,70.5,2457818
2000-11-15,73.5,70.0,70.0,73.0,1817076
2000-11-16,73.9000015258789,71.4000015258789,71.6500015258789,73.5,1799573
2000-11-17,73.5,71.44999694824219,72.0,71.44999694824219,1653161
2000-11-20,71.3499984741211,68.25,70.5,68.5,1635797
2000-11-21,69.3499984741211,67.3499984741211,67.4000015258789,67.9000015258789,2411428
2000-11-22,69.4000015258789,66.69999694824219,67.05000305175781,67.9000015258789,1659654
2000-11-23,70.19999694824219,67.0,67.0,70.0,1856841
2000-11-24,72.25,69.5,69.5,71.5,1503895
2000-11-27,72.19999694824219,69.75,71.55000305175781,70.0999984741211,1410882
2000-11-28,70.75,68.69999694824219,69.0,69.19999694824219,5353951
2000-11-29,70.9000015258789,68.25,68.25,70.80000305175781,1553677
2000-11-30,70.6500015258789,68.0,69.19999694824219,69.25,2135756
2000-12-01,70.5999984741211,69.0,69.25,69.0,1088693
2000-12-04,69.30000305175781,65.69999694824219,69.0,65.69999694824219,1445245
2000-12-05,66.5999984741211,61.0,65.0,65.9000015258789,3190537
2000-12-06,67.9000015258789,64.25,67.4000015258789,65.4000015258789,1906591
2000-12-07,67.44999694824219,63.349998474121094,65.9000015258789,65.44999694824219,2250982
2000-12-08,64.5,61.5,63.45000076293945,63.150001525878906,4454182
2000-12-11,65.5999984741211,62.099998474121094,64.19999694824219,62.5,2577488
2000-12-12,64.3499984741211,62.45000076293945,63.400001525878906,63.5,2379323
2000-12-13,64.80000305175781,63.150001525878906,64.30000305175781,63.75,1235762
2000-12-14,65.5999984741211,63.150001525878906,63.75,65.5,1728731
2000-12-15,66.75,64.8499984741211,65.0,64.8499984741211,2038219
2000-12-18,66.4000015258789,63.099998474121094,65.0,64.80000305175781,2339446
2000-12-19,64.80000305175781,62.900001525878906,63.400001525878906,63.599998474121094,1730904
2000-12-20,64.5999984741211,63.0,63.95000076293945,63.650001525878906,1907516
2000-12-21,64.44999694824219,62.650001525878906,63.0,63.54999923706055,1189922
2000-12-22,65.0999984741211,63.849998474121094,64.44999694824219,64.05000305175781,1332672
2000-12-25,64.05000305175781,64.05000305175781,64.05000305175781,64.05000305175781,0
2000-12-26,64.05000305175781,64.05000305175781,64.05000305175781,64.05000305175781,0
2000-12-27,65.69999694824219,63.900001525878906,63.900001525878906,64.5999984741211,1001604
2000-12-28,66.25,64.6500015258789,65.05000305175781,66.25,1327206
2000-12-29,67.5999984741211,65.5999984741211,66.44999694824219,66.9000015258789,749909
2001-01-02,69.80000305175781,66.5999984741211,67.9000015258789,67.44999694824219,1359945
2001-01-03,70.3499984741211,67.05000305175781,68.19999694824219,68.8499984741211,1434734
2001-01-04,70.30000305175781,68.55000305175781,69.9000015258789,69.3499984741211,2113305
2001-01-05,69.94999694824219,65.75,69.30000305175781,66.05000305175781,2527126
2001-01-08,67.30000305175781,65.05000305175781,66.5,65.05000305175781,1771177
2001-01-09,63.849998474121094,61.29999923706055,63.54999923706055,62.5,3987311
2001-01-10,63.5,62.099998474121094,63.0,63.099998474121094,1377298
2001-01-11,65.19999694824219,62.5,63.0,65.19999694824219,1432056
2001-01-12,65.5,60.75,65.5,62.54999923706055,3265500
2001-01-15,62.95000076293945,59.25,62.95000076293945,60.5,3156395
2001-01-16,60.95000076293945,59.150001525878906,60.5,60.0,2587904
2001-01-17,60.95000076293945,59.45000076293945,60.900001525878906,60.099998474121094,2185745
2001-01-18,60.20000076293945,59.400001525878906,60.0,59.5,1905311
2001-01-19,59.900001525878906,58.099998474121094,59.70000076293945,58.20000076293945,2626922
2001-01-22,60.95000076293945,58.75,59.20000076293945,60.75,2473924
2001-01-23,61.400001525878906,60.04999923706055,60.75,60.5,1890850
2001-01-24,60.5,60.5,60.5,60.5,0
2001-01-25,62.20000076293945,59.150001525878906,60.29999923706055,61.900001525878906,3707644
2001-01-26,61.900001525878906,61.900001525878906,61.900001525878906,61.900001525878906,0
2001-01-29,64.4000015258789,62.900001525878906,64.4000015258789,63.150001525878906,1346150
2001-01-30,64.5999984741211,62.04999923706055,62.04999923706055,63.849998474121094,1402030
2001-01-31,67.30000305175781,64.5999984741211,64.75,66.8499984741211,4358707
2001-02-01,68.5,65.69999694824219,66.9000015258789,66.30000305175781,3192428
2001-02-02,67.5,65.0999984741211,66.25,65.0999984741211,1635706
2001-02-05,66.30000305175781,64.6500015258789,65.0999984741211,65.9000015258789,1347498
2001-02-06,66.0999984741211,64.25,65.9000015258789,65.4000015258789,1399953
2001-02-07,65.4000015258789,64.3499984741211,65.4000015258789,64.5999984741211,991203
2001-02-08,65.0,63.650001525878906,64.94999694824219,64.5999984741211,951296
2001-02-09,65.3499984741211,63.54999923706055,64.0,65.0,946812
2001-02-12,66.9000015258789,64.30000305175781,64.5,66.75,1614720
2001-02-13,67.80000305175781,66.0999984741211,67.0,67.6500015258789,2114231
2001-02-14,69.4000015258789,67.0,67.69999694824219,68.1500015258789,3303896
2001-02-15,68.9000015258789,67.4000015258789,67.69999694824219,68.5,1629544
2001-02-16,68.80000305175781,67.19999694824219,68.80000305175781,67.8499984741211,1437234
2001-02-19,68.5999984741211,67.19999694824219,67.30000305175781,67.5999984741211,621093
2001-02-20,68.30000305175781,66.05000305175781,67.80000305175781,66.0999984741211,1613864
2001-02-21,66.9000015258789,65.25,66.5,65.30000305175781,1441987
2001-02-22,66.5999984741211,64.75,65.9000015258789,65.69999694824219,1357350
2001-02-23,65.30000305175781,63.400001525878906,65.05000305175781,64.3499984741211,1534770
2001-02-26,65.30000305175781,62.150001525878906,64.80000305175781,63.0,4651497
2001-02-27,63.79999923706055,61.70000076293945,63.79999923706055,62.79999923706055,2117075
2001-02-28,63.45000076293945,61.79999923706055,62.70000076293945,63.45000076293945,2568664
2001-03-01,63.099998474121094,61.04999923706055,62.75,62.599998474121094,2148148
2001-03-02,63.75,62.0,62.599998474121094,63.29999923706055,1392805
2001-03-05,64.6500015258789,63.0,63.599998474121094,64.4000015258789,1407642
2001-03-06,65.0,64.1500015258789,64.5,64.5,1158323
2001-03-07,65.0,63.650001525878906,64.5,64.4000015258789,1110944
2001-03-08,64.6500015258789,60.29999923706055,64.6500015258789,61.54999923706055,4436888
2001-03-09,61.79999923706055,60.599998474121094,61.5,61.099998474121094,1723574
2001-03-12,61.5,59.900001525878906,61.0,60.400001525878906,1311464
2001-03-13,60.400001525878906,59.70000076293945,59.75,60.20000076293945,1534203
2001-03-14,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,0
2001-03-15,60.29999923706055,58.45000076293945,59.45000076293945,59.45000076293945,1661971
2001-03-16,59.900001525878906,58.099998474121094,59.900001525878906,58.349998474121094,1529730
2001-03-19,58.45000076293945,56.150001525878906,58.0,57.25,1778817
2001-03-20,59.25,57.5,57.70000076293945,58.54999923706055,1932513
2001-03-21,59.650001525878906,57.349998474121094,57.54999923706055,58.20000076293945,1860162
2001-03-22,59.150001525878906,56.599998474121094,58.0,58.099998474121094,2486854
2001-03-23,59.25,58.29999923706055,58.70000076293945,58.5,1545219
2001-03-26,60.900001525878906,58.75,59.0,60.849998474121094,2037130
2001-03-27,61.79999923706055,59.650001525878906,60.099998474121094,61.5,1544017
2001-03-28,61.099998474121094,58.900001525878906,61.0,59.900001525878906,2267596
2001-03-29,61.20000076293945,58.79999923706055,59.45000076293945,61.150001525878906,1841060
2001-03-30,62.20000076293945,60.099998474121094,60.099998474121094,61.79999923706055,2467795
2001-04-02,61.400001525878906,60.099998474121094,61.099998474121094,60.29999923706055,2059164
2001-04-03,61.20000076293945,59.20000076293945,60.599998474121094,59.79999923706055,1848649
2001-04-04,61.45000076293945,58.0,59.0,60.900001525878906,1915318
2001-04-05,61.5,59.79999923706055,60.900001525878906,60.599998474121094,1713703
2001-04-06,61.75,60.400001525878906,61.45000076293945,61.599998474121094,1652811
2001-04-09,62.45000076293945,60.599998474121094,61.0,62.25,1400868
2001-04-10,63.900001525878906,61.29999923706055,61.54999923706055,63.0,1654840
2001-04-11,64.0,61.849998474121094,62.900001525878906,62.20000076293945,1191449
2001-04-12,64.69999694824219,62.70000076293945,62.900001525878906,63.5,2629568
2001-04-17,64.30000305175781,61.70000076293945,62.5,64.0,2704969
2001-04-18,65.75,64.0999984741211,64.4000015258789,65.5,2365507
2001-04-19,65.75,64.0,65.75,64.19999694824219,2764656
2001-04-20,64.94999694824219,62.79999923706055,63.900001525878906,63.599998474121094,1090457
2001-04-23,64.19999694824219,62.849998474121094,63.0,63.599998474121094,1430999
2001-04-24,64.30000305175781,63.20000076293945,63.79999923706055,63.5,1466489
2001-04-25,63.849998474121094,62.599998474121094,63.849998474121094,63.150001525878906,1208514
2001-04-26,64.9000015258789,62.599998474121094,62.79999923706055,64.9000015258789,1984086
2001-04-27,65.8499984741211,64.19999694824219,65.0,65.55000305175781,2800213
2001-04-30,66.3499984741211,64.80000305175781,65.30000305175781,65.05000305175781,1778918
2001-05-02,66.69999694824219,65.0,65.0,66.1500015258789,2256641
2001-05-03,66.30000305175781,64.55000305175781,66.0999984741211,65.0999984741211,1469121
2001-05-04,65.0999984741211,63.70000076293945,64.8499984741211,64.94999694824219,3928364
2001-05-07,65.9000015258789,64.19999694824219,65.0,64.55000305175781,515798
2001-05-08,65.94999694824219,64.55000305175781,65.0,65.1500015258789,1081505
2001-05-09,65.8499984741211,64.25,65.1500015258789,65.30000305175781,787227
2001-05-10,66.80000305175781,64.80000305175781,65.0,66.5,1960063
2001-05-11,67.1500015258789,65.9000015258789,66.80000305175781,66.4000015258789,1569623
2001-05-14,66.25,64.8499984741211,65.6500015258789,65.0999984741211,1219785
2001-05-15,65.44999694824219,64.0999984741211,65.0,64.5999984741211,1732354
2001-05-16,65.0,64.1500015258789,64.8499984741211,64.94999694824219,1204885
2001-05-17,67.0,65.5,65.8499984741211,66.69999694824219,2022800
2001-05-18,67.19999694824219,66.05000305175781,66.69999694824219,66.05000305175781,1400099
2001-05-21,66.6500015258789,65.25,66.05000305175781,66.0,1130471
2001-05-22,66.6500015258789,65.1500015258789,66.5,65.3499984741211,2738530
2001-05-23,66.19999694824219,65.1500015258789,65.5,65.8499984741211,1671785
2001-05-24,66.05000305175781,65.3499984741211,65.75,66.0,510475
2001-05-25,66.0,64.75,66.0,65.44999694824219,1078896
2001-05-28,66.44999694824219,65.25,65.25,65.69999694824219,725475
2001-05-29,66.30000305175781,64.8499984741211,65.55000305175781,65.5,1224758
2001-05-30,65.9000015258789,64.5,65.5,65.4000015258789,7638751
2001-05-31,65.69999694824219,64.19999694824219,65.05000305175781,64.5,2385464
2001-06-01,64.9000015258789,63.54999923706055,64.4000015258789,64.4000015258789,1619590
2001-06-05,64.8499984741211,63.04999923706055,64.8499984741211,63.70000076293945,1566413
2001-06-06,64.05000305175781,62.70000076293945,64.0,62.95000076293945,983447
2001-06-07,63.400001525878906,62.0,62.849998474121094,62.79999923706055,1797085
2001-06-08,63.25,62.099998474121094,62.70000076293945,62.349998474121094,1784192
2001-06-11,62.70000076293945,61.54999923706055,62.20000076293945,61.70000076293945,1296058
2001-06-12,62.349998474121094,61.0,62.0,61.5,1541762
2001-06-13,63.150001525878906,61.849998474121094,62.400001525878906,62.70000076293945,1826009
2001-06-14,63.099998474121094,61.75,62.599998474121094,62.29999923706055,3048828
2001-06-15,62.25,61.20000076293945,61.70000076293945,61.599998474121094,1701602
