Date,High_TT,Low_TT,Open_TT,Close_TT,Volume_TT
2000-01-03,16.92404556274414,15.936488151550293,16.904682159423828,16.42058563232422,1874623
2000-01-04,16.4980411529541,15.917123794555664,16.343130111694336,16.091398239135742,2575992
2000-01-05,16.4980411529541,15.878396034240723,16.07203483581543,16.07203483581543,2105077
2000-01-06,16.9627742767334,15.839668273925781,16.149490356445312,16.943410873413086,3865441
2000-01-07,17.737329483032227,17.3306884765625,17.659875869750977,17.737329483032227,3168590
2000-01-10,17.892240524291992,17.117685317993164,17.892240524291992,17.369415283203125,2364904
2000-01-11,17.737329483032227,17.175777435302734,17.44687271118164,17.175777435302734,1776179
2000-01-12,17.466236114501953,16.84659194946289,17.09832191467285,16.904682159423828,1923037
2000-01-13,17.001501083374023,16.517404556274414,16.73040771484375,16.517404556274414,2607623
2000-01-14,16.78849983215332,16.36249351501465,16.633588790893555,16.517404556274414,1708076
2000-01-18,16.575496673583984,16.168853759765625,16.38185691833496,16.42058563232422,1144204
2000-01-19,16.517404556274414,15.897760391235352,16.4980411529541,16.110763549804688,3661130
2000-01-20,16.265674591064453,15.239386558532715,16.110763549804688,15.679916381835938,3474249
2000-01-21,15.394298553466797,14.716562271118164,15.355570793151855,14.9295654296875,3411310
2000-01-24,14.948928833007812,14.464831352233887,14.8521089553833,14.619743347167969,3640150
2000-01-25,14.561651229858398,13.787095069885254,14.4841947555542,14.232464790344238,4015204
2000-01-26,15.316843032836914,14.116280555725098,14.639106750488281,15.258750915527344,4757565
2000-01-27,15.568573951721191,14.445467948913574,14.87147331237793,14.832744598388672,2965570
2000-01-28,14.774654388427734,14.522923469543457,14.60037899017334,14.561651229858398,2299059
2000-01-31,14.639106750488281,14.348648071289062,14.639106750488281,14.581014633178711,1554116
2000-02-01,14.735925674438477,14.193737030029297,14.4841947555542,14.271191596984863,1249426
2000-02-02,14.832744598388672,14.387375831604004,14.561651229858398,14.387375831604004,1602854
2000-02-03,14.639106750488281,14.05819034576416,14.387375831604004,14.193737030029297,2486909
2000-02-04,14.445467948913574,14.019461631774902,14.329283714294434,14.406740188598633,3446491
2000-02-07,14.368012428283691,13.864550590515137,14.329283714294434,13.961370468139648,2160270
2000-02-08,14.174372673034668,13.690276145935059,13.961370468139648,13.748367309570312,2301964
2000-02-09,13.903278350830078,13.244906425476074,13.787095069885254,13.244906425476074,3051749
2000-02-10,13.748367309570312,12.315439224243164,13.32236099243164,12.4509859085083,9597758
2000-02-11,12.683353424072266,11.85070514678955,12.605896949768066,12.063708305358887,4442546
2000-02-14,12.760807991027832,12.063708305358887,12.121800422668457,12.74144458770752,4426730
2000-02-15,13.554727554321289,12.605896949768066,12.818900108337402,13.361088752746582,5153598
2000-02-16,13.632184028625488,12.99317455291748,13.361088752746582,13.167449951171875,2475612
2000-02-17,13.148085594177246,12.731762886047363,13.12872314453125,12.954446792602539,1319143
2000-02-18,12.915719985961914,12.315439224243164,12.896355628967285,12.586532592773438,1882692
2000-02-22,12.722081184387207,12.237982749938965,12.509078025817871,12.625261306762695,1428883
2000-02-23,12.431621551513672,11.46342658996582,12.39289379119873,11.560247421264648,4071043
2000-02-24,11.870068550109863,11.037422180175781,11.870068550109863,11.076148986816406,6152235
2000-02-25,11.327879905700684,10.8825101852417,11.308515548706055,10.959965705871582,3733430
2000-02-28,11.734521865844727,10.901873588562012,10.959965705871582,11.502155303955078,4469012
2000-02-29,12.024979591369629,11.424699783325195,11.424699783325195,11.870068550109863,4536793
2000-03-01,11.85070514678955,11.46342658996582,11.81197738647461,11.715158462524414,1891406
2000-03-02,11.637701988220215,10.863146781921387,11.637701988220215,11.134241104125977,2973317
2000-03-03,11.889432907104492,11.21169662475586,11.385972023010254,11.424699783325195,5303684
2000-03-06,12.024979591369629,11.308515548706055,11.618338584899902,11.560247421264648,4168195
2000-03-07,11.81197738647461,10.785691261291504,11.734521865844727,10.805054664611816,3590767
2000-03-08,11.347244262695312,10.843783378601074,10.8825101852417,10.843783378601074,3356762
2000-03-09,11.21169662475586,10.572688102722168,10.843783378601074,11.114876747131348,2440753
2000-03-10,11.424699783325195,10.99869441986084,11.21169662475586,11.153605461120605,1719050
2000-03-13,11.076148986816406,10.8825101852417,10.99869441986084,10.99869441986084,2476580
2000-03-14,11.192333221435547,10.8825101852417,11.076148986816406,10.959965705871582,2593744
2000-03-15,12.044343948364258,10.959965705871582,10.959965705871582,11.85070514678955,3192797
2000-03-16,13.535364151000977,12.005616188049316,12.0830717086792,13.302997589111328,4140437
2000-03-17,13.302997589111328,12.4509859085083,13.302997589111328,12.547805786132812,2523059
2000-03-20,13.089995384216309,12.663989067077637,12.818900108337402,12.818900108337402,2458183
2000-03-21,13.574091911315918,12.47035026550293,12.818900108337402,13.225542068481445,3164394
2000-03-22,13.477272987365723,12.954446792602539,13.225542068481445,13.01253890991211,2846147
2000-03-23,13.244906425476074,12.799535751342773,12.935084342956543,13.12872314453125,4931858
2000-03-24,13.225542068481445,12.876992225646973,13.05126667022705,13.109358787536621,2157043
2000-03-27,13.39981746673584,12.567169189453125,13.148085594177246,12.567169189453125,2468189
2000-03-28,13.477272987365723,12.702716827392578,13.01253890991211,12.876992225646973,3062723
2000-03-29,13.32236099243164,12.876992225646973,13.12872314453125,13.302997589111328,2858735
2000-03-30,14.832744598388672,13.32236099243164,13.39981746673584,14.077552795410156,4195307
2000-03-31,14.271191596984863,13.709638595581055,14.05819034576416,13.709638595581055,2999138
2000-04-03,13.806459426879883,13.39981746673584,13.787095069885254,13.709638595581055,2334886
2000-04-04,14.832744598388672,13.709638595581055,13.748367309570312,14.561651229858398,4736262
2000-04-05,14.735925674438477,13.864550590515137,14.368012428283691,14.116280555725098,2008893
2000-04-06,14.522923469543457,13.92264175415039,14.135644912719727,14.019461631774902,1285575
2000-04-07,14.077552795410156,13.632184028625488,14.019461631774902,13.67091178894043,1594139
2000-04-10,14.213101387023926,13.419180870056152,13.593456268310547,14.096917152404785,2254195
2000-04-11,14.445467948913574,13.903278350830078,14.019461631774902,13.961370468139648,1693551
2000-04-12,14.968293190002441,13.883914947509766,13.883914947509766,14.503559112548828,3640473
2000-04-13,15.045747756958008,14.581014633178711,14.581014633178711,14.948928833007812,2611496
2000-04-14,14.561651229858398,12.857627868652344,14.561651229858398,12.99317455291748,5024169
2000-04-17,14.05819034576416,13.07063102722168,13.07063102722168,13.496637344360352,3223783
2000-04-18,13.787095069885254,13.32236099243164,13.574091911315918,13.419180870056152,5063547
2000-04-19,13.632184028625488,12.760807991027832,13.554727554321289,12.780172348022461,2690574
2000-04-20,13.825822830200195,13.186814308166504,13.206177711486816,13.651548385620117,2709617
2000-04-24,14.329283714294434,13.515999794006348,13.515999794006348,14.193737030029297,2388465
2000-04-25,14.368012428283691,13.767730712890625,13.883914947509766,14.329283714294434,2256777
2000-04-26,14.464831352233887,13.787095069885254,14.368012428283691,14.05819034576416,2291313
2000-04-27,14.716562271118164,13.903278350830078,14.05819034576416,14.561651229858398,2196097
2000-04-28,14.60037899017334,14.05819034576416,14.4841947555542,14.54228687286377,2408477
2000-05-01,14.522923469543457,14.135644912719727,14.464831352233887,14.426103591918945,2613756
2000-05-02,14.813382148742676,14.290555953979492,14.503559112548828,14.697197914123535,1556698
