Date,High_FGR,Low_FGR,Open_FGR,Close_FGR,Volume_FGR
2001-02-01,3.3743700981140137,3.3743700981140137,3.3743700981140137,3.3743700981140137,0
2001-02-02,3.3908300399780273,3.3908300399780273,3.3908300399780273,3.3908300399780273,0
2001-02-05,3.456670045852661,3.456670045852661,3.456670045852661,3.456670045852661,0
2001-02-06,3.4484400749206543,3.4484400749206543,3.4484400749206543,3.4484400749206543,0
2001-02-07,3.522510051727295,3.522510051727295,3.522510051727295,3.522510051727295,0
2001-02-08,3.5883500576019287,3.5883500576019287,3.5883500576019287,3.5883500576019287,0
2001-02-09,3.5060501098632812,3.5060501098632812,3.5060501098632812,3.5060501098632812,0
2001-02-12,3.5389699935913086,3.5389699935913086,3.5389699935913086,3.5389699935913086,0
2001-02-13,3.580120086669922,3.580120086669922,3.580120086669922,3.580120086669922,0
2001-02-14,3.5389699935913086,3.5389699935913086,3.5389699935913086,3.5389699935913086,0
2001-02-15,3.621269941329956,3.621269941329956,3.621269941329956,3.621269941329956,0
2001-02-16,3.7035698890686035,3.7035698890686035,3.7035698890686035,3.7035698890686035,0
2001-02-20,3.2097599506378174,3.2097599506378174,3.2097599506378174,3.2097599506378174,0
2001-02-21,3.613039970397949,3.613039970397949,3.613039970397949,3.613039970397949,0
2001-02-22,3.794100046157837,3.794100046157837,3.794100046157837,3.794100046157837,0
2001-02-23,3.7776401042938232,3.7776401042938232,3.7776401042938232,3.7776401042938232,0
2001-02-26,3.670650005340576,3.670650005340576,3.670650005340576,3.670650005340576,0
2001-02-27,3.6624200344085693,3.6624200344085693,3.6624200344085693,3.6624200344085693,0
2001-02-28,3.7529499530792236,3.7529499530792236,3.7529499530792236,3.7529499530792236,0
2001-03-01,3.7611799240112305,3.7611799240112305,3.7611799240112305,3.7611799240112305,0
2001-03-02,3.563659906387329,3.563659906387329,3.563659906387329,3.563659906387329,0
2001-03-05,3.7035698890686035,3.7035698890686035,3.7035698890686035,3.7035698890686035,0
2001-03-06,3.7611799240112305,3.7611799240112305,3.7611799240112305,3.7611799240112305,0
2001-03-07,3.78587007522583,3.78587007522583,3.78587007522583,3.78587007522583,0
2001-03-08,3.8270299434661865,3.8270299434661865,3.8270299434661865,3.8270299434661865,0
2001-03-09,3.8846399784088135,3.8846399784088135,3.8846399784088135,3.8846399784088135,0
2001-03-12,3.8928699493408203,3.8928699493408203,3.8928699493408203,3.8928699493408203,0
2001-03-13,3.8434898853302,3.8434898853302,3.8434898853302,3.8434898853302,0
2001-03-15,3.8764100074768066,3.8764100074768066,3.8764100074768066,3.8764100074768066,0
2001-03-16,3.8270299434661865,3.8270299434661865,3.8270299434661865,3.8270299434661865,0
2001-03-19,3.8187899589538574,3.8187899589538574,3.8187899589538574,3.8187899589538574,0
2001-03-20,3.78587007522583,3.78587007522583,3.78587007522583,3.78587007522583,0
2001-03-21,3.73649001121521,3.73649001121521,3.73649001121521,3.73649001121521,0
2001-03-22,3.7694098949432373,3.7694098949432373,3.7694098949432373,3.7694098949432373,0
2001-03-23,3.7611799240112305,3.7611799240112305,3.7611799240112305,3.7611799240112305,0
2001-03-26,3.794100046157837,3.78587007522583,3.794100046157837,3.78587007522583,0
2001-03-27,3.794100046157837,3.794100046157837,3.794100046157837,3.794100046157837,0
2001-03-28,3.794100046157837,3.68710994720459,3.794100046157837,3.68710994720459,0
2001-03-29,3.794100046157837,3.7118000984191895,3.7118000984191895,3.794100046157837,0
2001-03-30,3.8434898853302,3.7035698890686035,3.7035698890686035,3.8434898853302,0
