Date,High_O,Low_O,Open_O,Close_O,Volume_O
2000-01-03,10.11385726928711,9.87160873413086,10.11385726928711,10.053295135498047,101962
2000-01-04,10.083576202392578,9.780765533447266,9.962451934814453,9.932170867919922,123634
2000-01-05,9.992733001708984,9.780765533447266,9.87160873413086,9.87160873413086,99485
2000-01-06,9.992733001708984,9.811046600341797,9.932170867919922,9.992733001708984,66667
2000-01-07,10.174419403076172,9.87160873413086,10.053295135498047,10.174419403076172,142003
2000-01-10,10.386385917663574,10.174419403076172,10.174419403076172,10.356104850769043,119712
2000-01-11,10.53779125213623,10.325823783874512,10.325823783874512,10.386385917663574,149640
2000-01-12,10.598353385925293,10.356104850769043,10.446948051452637,10.446948051452637,102994
2000-01-13,10.5075101852417,10.29554271697998,10.5075101852417,10.446948051452637,73478
2000-01-14,10.658914566040039,10.416666984558105,10.446948051452637,10.5075101852417,118267
2000-01-18,10.658914566040039,10.416666984558105,10.5075101852417,10.658914566040039,85037
2000-01-19,10.628634452819824,10.446948051452637,10.53779125213623,10.568072319030762,122808
2000-01-20,10.598353385925293,10.477229118347168,10.598353385925293,10.53779125213623,68525
2000-01-21,10.628634452819824,10.416666984558105,10.477229118347168,10.5075101852417,99898
2000-01-24,10.658914566040039,10.5075101852417,10.568072319030762,10.53779125213623,95976
2000-01-25,10.628634452819824,10.53779125213623,10.53779125213623,10.628634452819824,67493
2000-01-26,10.658914566040039,10.325823783874512,10.658914566040039,10.416666984558105,88339
2000-01-27,10.598353385925293,10.356104850769043,10.356104850769043,10.598353385925293,81115
2000-01-28,10.53779125213623,10.446948051452637,10.446948051452637,10.5075101852417,74510
2000-01-31,10.477229118347168,10.29554271697998,10.477229118347168,10.29554271697998,97421
2000-02-01,10.477229118347168,10.26526165008545,10.29554271697998,10.477229118347168,52838
2000-02-02,10.477229118347168,10.356104850769043,10.416666984558105,10.446948051452637,53251
2000-02-03,10.628634452819824,10.26526165008545,10.26526165008545,10.477229118347168,122602
2000-02-04,10.53779125213623,10.416666984558105,10.53779125213623,10.446948051452637,68938
2000-02-07,10.477229118347168,10.356104850769043,10.416666984558105,10.416666984558105,65429
2000-02-08,10.53779125213623,10.29554271697998,10.53779125213623,10.356104850769043,73478
2000-02-09,10.477229118347168,10.356104850769043,10.416666984558105,10.416666984558105,73478
2000-02-10,10.416666984558105,10.234980583190918,10.356104850769043,10.325823783874512,143242
2000-02-11,10.356104850769043,10.204700469970703,10.29554271697998,10.325823783874512,104645
2000-02-14,10.446948051452637,10.174419403076172,10.446948051452637,10.204700469970703,120950
2000-02-15,10.325823783874512,10.174419403076172,10.26526165008545,10.29554271697998,67286
2000-02-16,10.386385917663574,10.204700469970703,10.204700469970703,10.204700469970703,106090
2000-02-17,10.416666984558105,10.174419403076172,10.234980583190918,10.416666984558105,88752
2000-02-18,10.416666984558105,10.174419403076172,10.356104850769043,10.356104850769043,89371
2000-02-22,10.29554271697998,10.11385726928711,10.174419403076172,10.29554271697998,158515
2000-02-23,10.356104850769043,10.174419403076172,10.356104850769043,10.26526165008545,43550
2000-02-24,10.29554271697998,10.14413833618164,10.234980583190918,10.234980583190918,54696
2000-02-25,10.325823783874512,10.14413833618164,10.204700469970703,10.204700469970703,69970
2000-02-28,10.14413833618164,9.992733001708984,10.083576202392578,10.083576202392578,80083
2000-02-29,10.14413833618164,9.992733001708984,10.14413833618164,10.083576202392578,76574
2000-03-01,10.174419403076172,9.992733001708984,10.023014068603516,10.053295135498047,69970
2000-03-02,10.11385726928711,9.962451934814453,9.992733001708984,10.11385726928711,63778
