Date,High_GL,Low_GL,Open_GL,Close_GL,Volume_GL
2000-01-03,12.86111068725586,12.444443702697754,12.805556297302246,12.583333015441895,542475
2000-01-04,12.472222328186035,12.277777671813965,12.38888931274414,12.333333015441895,645525
2000-01-05,12.5,12.333333015441895,12.5,12.333333015441895,400275
2000-01-06,12.5,12.0,12.222222328186035,12.305556297302246,327150
2000-01-07,12.694443702697754,12.333333015441895,12.333333015441895,12.555556297302246,372600
2000-01-10,12.694443702697754,12.305556297302246,12.666666984558105,12.38888931274414,432450
2000-01-11,12.444443702697754,12.13888931274414,12.277777671813965,12.36111068725586,1053450
2000-01-12,12.444443702697754,12.166666984558105,12.36111068725586,12.305556297302246,595125
2000-01-13,12.555556297302246,12.194443702697754,12.277777671813965,12.416666984558105,705150
2000-01-14,12.555556297302246,12.083333015441895,12.444443702697754,12.166666984558105,1360125
2000-01-18,12.11111068725586,11.444443702697754,12.11111068725586,11.444443702697754,1974825
2000-01-19,11.555556297302246,10.833333015441895,11.527777671813965,10.833333015441895,1709325
2000-01-20,10.972222328186035,10.38888931274414,10.944443702697754,10.5,1652850
2000-01-21,10.61111068725586,10.25,10.61111068725586,10.36111068725586,1527975
2000-01-24,10.555556297302246,10.277777671813965,10.472222328186035,10.444443702697754,954450
2000-01-25,10.666666984558105,10.25,10.583333015441895,10.36111068725586,986625
2000-01-26,10.777777671813965,10.055556297302246,10.472222328186035,10.527777671813965,1753650
2000-01-27,10.805556297302246,10.61111068725586,10.666666984558105,10.61111068725586,913500
2000-01-28,10.61111068725586,10.222222328186035,10.61111068725586,10.222222328186035,777825
2000-01-31,11.194443702697754,10.38888931274414,10.555556297302246,11.194443702697754,1001250
2000-02-01,11.11111068725586,9.777777671813965,11.11111068725586,10.0,1878300
2000-02-02,10.5,9.944443702697754,10.11111068725586,10.305556297302246,1498275
2000-02-03,10.5,10.13888931274414,10.5,10.333333015441895,658800
2000-02-04,10.416666984558105,10.0,10.305556297302246,10.25,1679175
2000-02-07,10.444443702697754,10.194443702697754,10.25,10.25,1224450
2000-02-08,10.333333015441895,9.833333015441895,10.194443702697754,9.88888931274414,1152000
2000-02-09,9.88888931274414,9.527777671813965,9.777777671813965,9.527777671813965,2627100
2000-02-10,9.5,9.13888931274414,9.472222328186035,9.305556297302246,934425
2000-02-11,9.527777671813965,9.25,9.305556297302246,9.333333015441895,1185975
2000-02-14,9.36111068725586,9.027777671813965,9.36111068725586,9.11111068725586,832050
2000-02-15,9.38888931274414,9.13888931274414,9.222222328186035,9.277777671813965,723600
2000-02-16,9.416666984558105,9.194443702697754,9.277777671813965,9.222222328186035,1140975
2000-02-17,9.38888931274414,8.88888931274414,9.222222328186035,9.0,1158750
2000-02-18,9.305556297302246,8.777777671813965,8.777777671813965,8.833333015441895,1004400
2000-02-22,9.027777671813965,8.75,8.944443702697754,8.944443702697754,532800
2000-02-23,8.944443702697754,8.61111068725586,8.61111068725586,8.722222328186035,865800
2000-02-24,8.777777671813965,8.583333015441895,8.694443702697754,8.63888931274414,815400
2000-02-25,8.972222328186035,8.555556297302246,8.666666984558105,8.61111068725586,1071450
2000-02-28,8.833333015441895,8.583333015441895,8.63888931274414,8.583333015441895,1205100
2000-02-29,8.88888931274414,8.63888931274414,8.694443702697754,8.805556297302246,1392075
2000-03-01,9.055556297302246,8.694443702697754,8.777777671813965,9.0,864000
2000-03-02,9.083333015441895,8.666666984558105,8.88888931274414,8.75,1370475
2000-03-03,9.0,8.722222328186035,8.777777671813965,8.916666984558105,742050
2000-03-06,9.0,8.722222328186035,9.0,8.722222328186035,562500
2000-03-07,8.75,8.444443702697754,8.722222328186035,8.444443702697754,1246500
2000-03-08,8.63888931274414,8.38888931274414,8.416666984558105,8.527777671813965,819225
2000-03-09,8.805556297302246,8.444443702697754,8.527777671813965,8.61111068725586,719325
2000-03-10,8.666666984558105,8.5,8.666666984558105,8.5,472725
2000-03-13,8.555556297302246,8.333333015441895,8.555556297302246,8.472222328186035,542475
2000-03-14,8.63888931274414,8.444443702697754,8.472222328186035,8.472222328186035,1022175
2000-03-15,9.416666984558105,8.5,8.5,8.88888931274414,2491200
2000-03-16,10.444443702697754,8.972222328186035,8.972222328186035,10.055556297302246,1746450
