Date,High_BLK,Low_BLK,Open_BLK,Close_BLK,Volume_BLK
2000-08-29,38.5,35.25,35.25,38.125,24900
2000-08-30,39.0,37.25,38.25,38.0,36300
2000-08-31,41.0,38.0,38.0,41.0,45700
2000-09-01,42.625,41.25,41.25,41.6875,38900
2000-09-05,41.75,41.125,41.4375,41.5,17500
2000-09-06,41.375,40.375,41.25,40.4375,21100
2000-09-07,39.75,35.5,39.625,36.625,241400
2000-09-08,37.0625,36.0,36.5,37.0,59900
2000-09-11,38.625,37.25,37.25,38.625,40900
2000-09-12,39.0,38.375,38.75,38.875,41300
2000-09-13,38.9375,38.75,38.75,38.9375,7300
2000-09-14,39.125,38.625,38.875,38.625,21800
2000-09-15,38.5,37.875,38.375,38.0,66200
2000-09-18,38.375,37.625,37.875,38.0,97200
2000-09-19,38.375,37.8125,38.0,38.375,20000
2000-09-20,38.25,38.0,38.125,38.25,22100
2000-09-21,38.0,36.5,38.0,36.5,21400
2000-09-22,36.875,34.625,36.25,34.625,66400
2000-09-25,36.0,34.625,34.625,35.625,60500
2000-09-26,35.75,35.25,35.625,35.3125,49400
2000-09-27,35.375,34.25,35.375,34.75,32600
2000-09-28,34.6875,33.25,34.6875,33.5625,82000
2000-09-29,34.75,32.0,33.625,32.0,72800
2000-10-02,33.0,31.875,32.25,33.0,121600
2000-10-03,36.0,33.375,33.375,35.0,105500
2000-10-04,35.25,34.0625,35.0,35.125,99000
2000-10-05,36.8125,35.125,35.125,36.8125,40800
2000-10-06,38.625,36.75,36.8125,37.0,130100
2000-10-09,37.5,37.0,37.25,37.375,77500
2000-10-10,38.0,37.5,37.5,37.75,69600
2000-10-11,37.625,36.0,37.625,36.0625,32600
2000-10-12,36.25,35.75,36.0625,35.875,37900
2000-10-13,38.625,36.0,36.125,38.625,70500
2000-10-16,40.0,38.75,38.75,39.875,72700
2000-10-17,40.0,38.5,39.875,38.75,112000
2000-10-18,42.0,38.0,38.0,41.625,228500
2000-10-19,42.5,40.125,42.0,40.75,125300
2000-10-20,42.625,40.75,40.75,42.0625,59200
2000-10-23,42.0625,40.3125,42.0625,41.375,96200
2000-10-24,41.25,38.625,41.25,39.5,122100
2000-10-25,40.5,39.375,39.375,40.5,44600
2000-10-26,41.0,40.375,40.375,40.8125,46800
2000-10-27,43.0,41.0,41.0,42.4375,124300
2000-10-30,43.0,41.5625,42.5,42.5,114300
2000-10-31,43.0,42.375,42.625,42.625,85200
2000-11-01,42.625,41.5,42.375,42.375,94000
2000-11-02,44.875,42.0,42.25,44.25,58400
2000-11-03,44.5,43.5625,44.5,43.6875,36600
2000-11-06,44.25,43.25,43.9375,43.625,141800
2000-11-07,44.1875,43.5,43.625,43.6875,49000
2000-11-08,43.75,43.4375,43.4375,43.5,50200
2000-11-09,44.5,42.75,43.375,44.25,91200
2000-11-10,44.5,43.9375,44.125,44.125,15600
2000-11-13,44.0,41.0,44.0,42.5,64900
2000-11-14,43.75,42.25,42.25,43.375,41200
2000-11-15,45.5,43.25,43.25,45.125,90700
2000-11-16,47.9375,45.0,45.0,46.0,100100
2000-11-17,46.75,46.0,46.25,46.5625,24300
2000-11-20,46.4375,44.1875,46.4375,44.875,59200
2000-11-21,43.25,39.75,43.25,41.75,237700
2000-11-22,41.5,40.5625,41.0,41.5,41000
2000-11-24,42.5,41.25,41.25,42.5,13400
2000-11-27,43.375,42.5,43.0,43.125,49800
2000-11-28,44.0,43.125,43.125,43.875,22400
2000-11-29,44.125,43.375,44.125,44.0,86800
2000-11-30,44.0,43.0,44.0,43.625,35800
2000-12-01,44.375,43.625,43.625,43.8125,14000
2000-12-04,44.0,42.75,43.75,42.75,36700
2000-12-05,44.0,42.625,42.625,44.0,80000
2000-12-06,47.125,44.25,44.25,45.0,30900
2000-12-07,45.625,45.0,45.125,45.4375,31300
2000-12-08,48.0,45.4375,45.5,47.5,31800
2000-12-11,47.5,47.0,47.5,47.125,66200
2000-12-12,47.375,45.0,47.0,45.0,31600
2000-12-13,45.375,44.75,45.0625,44.75,102100
2000-12-14,44.8125,44.125,44.75,44.25,34800
2000-12-15,44.125,42.5,44.125,43.1875,87100
2000-12-18,45.75,43.4375,43.4375,45.25,30200
2000-12-19,45.25,43.4375,45.0,43.4375,83900
2000-12-20,43.625,41.0,43.25,41.75,95100
2000-12-21,41.9375,39.5,41.75,40.125,83300
2000-12-22,40.125,37.625,40.125,38.5,101000
2000-12-26,39.3125,38.375,38.4375,39.3125,31700
2000-12-27,41.125,38.5625,39.375,41.125,82800
2000-12-28,44.25,41.125,41.125,43.375,57300
2000-12-29,44.0,42.0,43.4375,42.0,71700
2001-01-02,42.5625,40.0,42.25,40.0,54000
2001-01-03,40.125,39.25,39.75,39.8125,54000
2001-01-04,40.6875,39.375,40.0625,39.375,65700
2001-01-05,39.375,35.375,39.375,35.75,94500
2001-01-08,37.1875,36.0,36.0,36.5,75800
2001-01-09,37.0,36.3125,36.875,36.3125,17900
2001-01-10,38.0,36.375,36.375,37.875,42500
2001-01-11,38.75,36.625,37.625,36.625,53700
2001-01-12,37.25,35.75,36.875,37.0,51800
2001-01-16,38.0625,36.0625,37.5,38.0,116400
2001-01-17,41.5,38.5,38.5,40.25,128800
2001-01-18,40.5,40.0,40.25,40.375,67600
2001-01-19,41.25,39.8125,40.375,39.8125,62200
2001-01-22,39.9375,39.375,39.8125,39.9375,41200
2001-01-23,40.375,39.5,39.9375,40.3125,46500
2001-01-24,40.375,39.1875,40.375,39.1875,23300
2001-01-25,39.5,38.75,39.1875,39.5,140000
2001-01-26,39.6875,39.4375,39.5,39.5625,29500
2001-01-29,41.310001373291016,39.5,39.5,41.25,74000
2001-01-30,41.54999923706055,40.75,41.25,40.790000915527344,63400
2001-01-31,41.0,39.65999984741211,41.0,39.91999816894531,42000
2001-02-01,41.25,39.75,40.0,41.0,120700
2001-02-02,42.599998474121094,41.0,41.0,42.5,65800
2001-02-05,43.0,41.0,42.75,41.0,50500
2001-02-06,41.25,40.0,40.75,41.20000076293945,35000
2001-02-07,44.0,41.20000076293945,41.20000076293945,42.86000061035156,76500
2001-02-08,43.400001525878906,42.540000915527344,43.0,43.0,48200
2001-02-09,43.0,42.20000076293945,43.0,42.20000076293945,27200
2001-02-12,43.709999084472656,42.0,42.20000076293945,43.38999938964844,33100
2001-02-13,43.9900016784668,43.13999938964844,43.13999938964844,43.599998474121094,33900
2001-02-14,43.459999084472656,42.5,43.459999084472656,43.099998474121094,20800
2001-02-15,43.5,42.70000076293945,43.349998474121094,43.400001525878906,18400
2001-02-16,43.20000076293945,41.93000030517578,43.20000076293945,42.099998474121094,29600
2001-02-20,42.099998474121094,39.099998474121094,42.099998474121094,39.400001525878906,52200
2001-02-21,39.79999923706055,39.099998474121094,39.20000076293945,39.369998931884766,48400
2001-02-22,39.29999923706055,39.0,39.29999923706055,39.0099983215332,85500
2001-02-23,39.75,39.0099983215332,39.0099983215332,39.75,62700
2001-02-26,42.650001525878906,39.79999923706055,39.79999923706055,42.099998474121094,50100
2001-02-27,42.5,41.0,42.349998474121094,41.0,30400
2001-02-28,41.099998474121094,39.0,41.099998474121094,39.400001525878906,59400
2001-03-01,40.45000076293945,39.25,39.400001525878906,40.29999923706055,19700
2001-03-02,41.54999923706055,40.04999923706055,40.20000076293945,40.5099983215332,11000
2001-03-05,40.79999923706055,39.04999923706055,40.70000076293945,39.560001373291016,20500
2001-03-06,40.70000076293945,39.25,39.650001525878906,39.599998474121094,13600
2001-03-07,40.16999816894531,39.5,39.70000076293945,39.900001525878906,23300
2001-03-08,41.0,39.900001525878906,39.900001525878906,39.95000076293945,20700
2001-03-09,39.95000076293945,37.25,39.95000076293945,37.599998474121094,74300
2001-03-12,38.45000076293945,37.349998474121094,38.0,38.029998779296875,38200
2001-03-13,39.099998474121094,38.0099983215332,38.0099983215332,38.9900016784668,21400
2001-03-14,40.209999084472656,38.529998779296875,39.0,39.20000076293945,40500
2001-03-15,39.20000076293945,38.599998474121094,39.04999923706055,38.7400016784668,12300
2001-03-16,38.91999816894531,38.04999923706055,38.900001525878906,38.04999923706055,67800
2001-03-19,38.54999923706055,37.41999816894531,38.02000045776367,37.95000076293945,117300
2001-03-20,37.95000076293945,36.099998474121094,37.95000076293945,36.189998626708984,90500
2001-03-21,36.25,35.900001525878906,36.20000076293945,35.95000076293945,31600
2001-03-22,35.849998474121094,33.93000030517578,35.849998474121094,34.0,49700
2001-03-23,34.0,32.29999923706055,34.0,32.599998474121094,131600
2001-03-26,33.5,31.25,32.599998474121094,33.25,103500
2001-03-27,34.939998626708984,33.0,33.20000076293945,34.939998626708984,37600
2001-03-28,35.54999923706055,33.599998474121094,35.0,35.5,37200
2001-03-29,37.0,35.400001525878906,35.5,36.349998474121094,34700
2001-03-30,36.54999923706055,35.349998474121094,36.25,36.0,51100
2001-04-02,35.959999084472656,35.5,35.900001525878906,35.5,96900
2001-04-03,35.79999923706055,34.70000076293945,35.75,34.75,31900
2001-04-04,34.9900016784668,30.760000228881836,34.75,32.0,97400
2001-04-05,34.5,33.540000915527344,34.0,33.540000915527344,334400
2001-04-06,34.25,33.13999938964844,33.5,33.20000076293945,115900
2001-04-09,34.29999923706055,33.439998626708984,33.439998626708984,33.70000076293945,72400
2001-04-10,34.79999923706055,34.0,34.25,34.79999923706055,96300
2001-04-11,36.75,35.25,35.25,36.400001525878906,46500
2001-04-12,36.599998474121094,34.220001220703125,36.20000076293945,34.220001220703125,69700
2001-04-16,34.04999923706055,31.5,34.04999923706055,31.81999969482422,159500
2001-04-17,33.20000076293945,31.729999542236328,31.81999969482422,33.0,247100
2001-04-18,34.400001525878906,33.15999984741211,33.25,34.400001525878906,258300
2001-04-19,34.47999954223633,34.0,34.25,34.099998474121094,17500
2001-04-20,34.0,31.950000762939453,34.0,32.29999923706055,60800
2001-04-23,32.25,31.209999084472656,32.25,32.0,72100
2001-04-24,33.66999816894531,32.0,32.0,33.400001525878906,78400
2001-04-25,33.91999816894531,33.2400016784668,33.29999923706055,33.75,47800
2001-04-26,34.5,32.400001525878906,33.900001525878906,32.400001525878906,28100
2001-04-27,33.5,32.25,32.25,33.5,23700
2001-04-30,33.849998474121094,33.349998474121094,33.400001525878906,33.79999923706055,36000
2001-05-01,34.310001373291016,32.61000061035156,33.54999923706055,34.25,36400
2001-05-02,34.5,33.54999923706055,34.25,33.869998931884766,38200
2001-05-03,34.0,33.52000045776367,33.939998626708984,33.90999984741211,65900
2001-05-04,33.93000030517578,33.63999938964844,33.70000076293945,33.650001525878906,66700
2001-05-07,35.54999923706055,33.65999984741211,33.65999984741211,34.43000030517578,86100
2001-05-08,35.130001068115234,34.400001525878906,34.400001525878906,34.93000030517578,25300
2001-05-09,35.599998474121094,35.0,35.0,35.54999923706055,74400
2001-05-10,36.099998474121094,35.720001220703125,35.79999923706055,36.0,24100
2001-05-11,36.400001525878906,36.0,36.189998626708984,36.029998779296875,33400
2001-05-14,36.290000915527344,36.040000915527344,36.040000915527344,36.15999984741211,29500
2001-05-15,37.77000045776367,36.25,36.25,37.20000076293945,80300
2001-05-16,37.0,36.150001525878906,37.0,36.150001525878906,53700
2001-05-17,37.20000076293945,36.22999954223633,36.22999954223633,37.0,73700
2001-05-18,37.06999969482422,36.900001525878906,36.900001525878906,37.02000045776367,114400
2001-05-21,37.20000076293945,36.5,37.150001525878906,37.20000076293945,42700
2001-05-22,37.599998474121094,37.04999923706055,37.20000076293945,37.16999816894531,86200
2001-05-23,37.16999816894531,36.349998474121094,37.16999816894531,36.349998474121094,37000
2001-05-24,36.400001525878906,35.650001525878906,36.349998474121094,35.75,45200
2001-05-25,36.15999984741211,35.75,35.75,36.11000061035156,53800
2001-05-29,36.79999923706055,36.099998474121094,36.20000076293945,36.75,67800
2001-05-30,36.70000076293945,36.20000076293945,36.70000076293945,36.349998474121094,13200
2001-05-31,36.97999954223633,36.349998474121094,36.349998474121094,36.400001525878906,62500
2001-06-01,36.40999984741211,35.25,36.400001525878906,35.470001220703125,67400
2001-06-04,36.20000076293945,35.470001220703125,35.470001220703125,35.900001525878906,67400
2001-06-05,36.86000061035156,36.0,36.0,36.650001525878906,124800
2001-06-06,36.88999938964844,36.0,36.650001525878906,36.400001525878906,27200
2001-06-07,36.400001525878906,35.36000061035156,36.400001525878906,35.650001525878906,19300
2001-06-08,36.0,35.349998474121094,35.5,35.459999084472656,9900
2001-06-11,35.400001525878906,34.5,35.25,34.75,41600
2001-06-12,35.75,34.459999084472656,35.75,34.72999954223633,44500
2001-06-13,34.95000076293945,34.45000076293945,34.79999923706055,34.45000076293945,30900
2001-06-14,34.47999954223633,33.459999084472656,34.470001220703125,33.54999923706055,105400
2001-06-15,33.70000076293945,32.84000015258789,33.54999923706055,32.95000076293945,93300
2001-06-18,33.0,32.83000183105469,32.959999084472656,32.97999954223633,26100
2001-06-19,33.209999084472656,33.04999923706055,33.04999923706055,33.099998474121094,13700
2001-06-20,33.25,33.099998474121094,33.11000061035156,33.25,246200
2001-06-21,33.5,33.189998626708984,33.2400016784668,33.5,45600
2001-06-22,33.599998474121094,32.95000076293945,33.45000076293945,32.97999954223633,46100
2001-06-25,33.119998931884766,32.900001525878906,32.95000076293945,33.0,70900
2001-06-26,33.5,32.79999923706055,33.0,33.5,59500
2001-06-27,35.40999984741211,33.599998474121094,33.599998474121094,35.400001525878906,76200
2001-06-28,36.5,35.04999923706055,35.400001525878906,36.5,100100
2001-06-29,37.0,34.0099983215332,36.5,34.290000915527344,295700
2001-07-02,35.849998474121094,34.75,34.75,35.810001373291016,122600
2001-07-03,35.75,34.54999923706055,35.70000076293945,34.59000015258789,31100
2001-07-05,35.349998474121094,34.52000045776367,34.56999969482422,35.2400016784668,53700
2001-07-06,35.150001525878906,34.709999084472656,35.130001068115234,35.099998474121094,27900
2001-07-09,35.11000061035156,34.400001525878906,35.11000061035156,34.75,62600
2001-07-10,34.95000076293945,34.310001373291016,34.95000076293945,34.310001373291016,92000
2001-07-11,36.099998474121094,33.849998474121094,34.31999969482422,36.099998474121094,234700
2001-07-12,38.70000076293945,37.25,37.25,38.400001525878906,162900
2001-07-13,39.5,38.40999984741211,38.40999984741211,39.029998779296875,90300
2001-07-16,40.099998474121094,39.0,39.0,39.52000045776367,96300
2001-07-17,41.20000076293945,39.5,39.52000045776367,41.20000076293945,45000
2001-07-18,41.959999084472656,40.5,41.099998474121094,40.5,133500
2001-07-19,41.650001525878906,40.400001525878906,40.400001525878906,41.43000030517578,44300
2001-07-20,41.400001525878906,40.45000076293945,41.400001525878906,40.54999923706055,46000
2001-07-23,40.599998474121094,40.02000045776367,40.4900016784668,40.11000061035156,46800
2001-07-24,40.25,39.849998474121094,40.11000061035156,40.0,218300
2001-07-25,40.400001525878906,40.0,40.0099983215332,40.0099983215332,69800
2001-07-26,40.0,38.400001525878906,39.5,40.0,196300
2001-07-27,39.95000076293945,39.45000076293945,39.95000076293945,39.599998474121094,29700
2001-07-30,39.880001068115234,39.25,39.650001525878906,39.599998474121094,53200
2001-07-31,39.849998474121094,39.2400016784668,39.369998931884766,39.849998474121094,36800
2001-08-01,41.220001220703125,39.849998474121094,39.849998474121094,40.15999984741211,30000
2001-08-02,40.54999923706055,40.20000076293945,40.20000076293945,40.54999923706055,21400
2001-08-03,40.470001220703125,39.75,40.29999923706055,39.75,8400
2001-08-06,41.0,39.79999923706055,39.79999923706055,40.84000015258789,28000
2001-08-07,41.650001525878906,40.47999954223633,40.84000015258789,41.650001525878906,72200
2001-08-08,41.599998474121094,39.91999816894531,41.599998474121094,40.04999923706055,68100
2001-08-09,40.5,40.04999923706055,40.04999923706055,40.459999084472656,20100
2001-08-10,40.720001220703125,39.5,40.459999084472656,39.86000061035156,70400
2001-08-13,39.900001525878906,39.75,39.86000061035156,39.75,36900
2001-08-14,40.70000076293945,39.79999923706055,39.79999923706055,40.400001525878906,68900
2001-08-15,40.47999954223633,39.400001525878906,40.45000076293945,39.400001525878906,13600
2001-08-16,39.400001525878906,38.29999923706055,39.150001525878906,39.400001525878906,36500
2001-08-17,39.40999984741211,38.630001068115234,39.40999984741211,38.75,28300
2001-08-20,39.150001525878906,38.59000015258789,38.75,39.150001525878906,64000
2001-08-21,40.25,39.099998474121094,39.150001525878906,39.150001525878906,24300
2001-08-22,39.2599983215332,38.59000015258789,39.209999084472656,38.95000076293945,24300
2001-08-23,39.349998474121094,38.849998474121094,38.970001220703125,38.95000076293945,30400
2001-08-24,40.27000045776367,38.90999984741211,38.90999984741211,40.25,18000
2001-08-27,40.34000015258789,39.54999923706055,40.25,39.54999923706055,29200
2001-08-28,39.5,38.79999923706055,39.5,38.79999923706055,13700
2001-08-29,39.0099983215332,38.650001525878906,38.79999923706055,38.970001220703125,7400
2001-08-30,39.31999969482422,38.45000076293945,39.099998474121094,38.45000076293945,15200
2001-08-31,38.54999923706055,38.0,38.5,38.04999923706055,17300
2001-09-04,38.75,38.060001373291016,38.060001373291016,38.7400016784668,13200
2001-09-05,40.029998779296875,38.599998474121094,38.599998474121094,40.029998779296875,75500
2001-09-06,40.4900016784668,39.5,39.95000076293945,40.439998626708984,171600
2001-09-07,40.52000045776367,40.099998474121094,40.5,40.369998931884766,105700
2001-09-10,40.45000076293945,40.20000076293945,40.369998931884766,40.45000076293945,38100
2001-09-17,43.650001525878906,40.0,40.20000076293945,43.650001525878906,121200
2001-09-18,43.70000076293945,42.150001525878906,43.650001525878906,42.349998474121094,47400
2001-09-19,42.349998474121094,40.349998474121094,42.349998474121094,41.5,186800
2001-09-20,41.36000061035156,39.5,41.349998474121094,39.5,28800
2001-09-21,39.56999969482422,39.25,39.5,39.349998474121094,88100
2001-09-24,40.290000915527344,39.25,39.349998474121094,39.7599983215332,110200
2001-09-25,39.79999923706055,39.400001525878906,39.77000045776367,39.79999923706055,121500
2001-09-26,40.75,39.849998474121094,39.95000076293945,40.099998474121094,79100
2001-09-27,41.0,38.400001525878906,40.099998474121094,41.0,218700
2001-09-28,44.5,41.04999923706055,41.04999923706055,44.220001220703125,65200
2001-10-01,43.5,39.900001525878906,43.5,40.150001525878906,155500
2001-10-02,41.0,39.5,40.25,39.599998474121094,60200
2001-10-03,40.099998474121094,39.400001525878906,39.5,39.97999954223633,77700
2001-10-04,40.5,39.54999923706055,39.97999954223633,39.75,46200
2001-10-05,40.15999984741211,39.5099983215332,39.75,39.9900016784668,17400
2001-10-08,40.13999938964844,40.0,40.0,40.08000183105469,3300
2001-10-09,40.54999923706055,40.0,40.08000183105469,40.20000076293945,29200
2001-10-10,40.29999923706055,39.45000076293945,40.209999084472656,40.29999923706055,104200
2001-10-11,41.599998474121094,39.939998626708984,40.29999923706055,40.060001373291016,50800
2001-10-12,39.9900016784668,39.33000183105469,39.9900016784668,39.34000015258789,9300
2001-10-15,40.86000061035156,38.970001220703125,39.400001525878906,40.86000061035156,47200
