Date,High_ZM,Low_ZM,Open_ZM,Close_ZM,Volume_ZM
2019-04-18,66.0,60.32099914550781,65.0,62.0,25764700
2019-04-22,68.9000015258789,59.939998626708984,61.0,65.69999694824219,9949700
2019-04-23,74.16899871826172,65.55000305175781,66.87000274658203,69.0,6786500
2019-04-24,71.5,63.15999984741211,71.4000015258789,63.20000076293945,4973500
2019-04-25,66.8499984741211,62.599998474121094,64.73999786376953,65.0,3863300
2019-04-26,66.98999786376953,63.599998474121094,66.12000274658203,66.22000122070312,1527400
2019-04-29,68.5,64.75,66.52999877929688,68.16999816894531,1822300
2019-04-30,72.5199966430664,66.66999816894531,68.4000015258789,72.47000122070312,4113100
2019-05-01,76.94999694824219,70.81600189208984,72.72000122070312,72.76000213623047,3301900
2019-05-02,75.88999938964844,69.69100189208984,72.75,75.5,2525300
2019-05-03,80.25,75.0,75.0,79.18000030517578,2590300
2019-05-06,80.79000091552734,74.5,75.01000213623047,78.23999786376953,2051800
2019-05-07,78.05000305175781,73.25,77.8499984741211,73.33000183105469,1975200
2019-05-08,78.5,74.02999877929688,74.61000061035156,77.68000030517578,2265500
2019-05-09,76.98999786376953,74.0,76.8499984741211,75.20999908447266,1348200
2019-05-10,79.73999786376953,74.7699966430664,75.79000091552734,79.62999725341797,1555100
2019-05-13,77.38999938964844,70.5999984741211,77.38999938964844,72.54000091552734,2873200
2019-05-14,76.88500213623047,73.11000061035156,74.12000274658203,73.13999938964844,1950400
2019-05-15,80.0,72.20999908447266,73.4000015258789,79.76000213623047,2426500
2019-05-16,87.55000305175781,79.25,80.12000274658203,83.4000015258789,4580700
2019-05-17,90.27999877929688,81.87999725341797,82.25,89.9800033569336,3442500
2019-05-20,91.45999908447266,83.2699966430664,90.0999984741211,84.66999816894531,3666800
2019-05-21,89.69999694824219,84.5,86.62999725341797,85.44000244140625,2576000
2019-05-22,85.69999694824219,82.0,84.62999725341797,82.43000030517578,1596400
2019-05-23,81.5,77.26000213623047,81.25,78.76000213623047,2856000
2019-05-24,81.25,74.19999694824219,80.4800033569336,76.25,2946800
2019-05-28,79.38999938964844,76.80000305175781,76.80000305175781,77.7699966430664,1641300
2019-05-29,77.93000030517578,73.58300018310547,77.0,75.7699966430664,1512100
2019-05-30,80.97000122070312,76.5999984741211,76.68000030517578,80.41999816894531,1996000
2019-05-31,83.16999816894531,77.77999877929688,78.7699966430664,79.7300033569336,1594300
2019-06-03,81.94000244140625,75.6500015258789,80.0,75.9000015258789,1570500
2019-06-04,78.87999725341797,76.62000274658203,78.19999694824219,78.73999786376953,1134900
2019-06-05,80.5999984741211,76.23999786376953,80.13999938964844,78.04000091552734,1295800
2019-06-06,79.75,77.02999877929688,77.4000015258789,79.43000030517578,3024000
2019-06-07,98.88999938964844,92.5,93.66000366210938,94.05000305175781,9487800
2019-06-10,105.98500061035156,96.0,98.51000213623047,102.0,4852800
2019-06-11,101.19999694824219,91.56999969482422,101.0,94.87000274658203,4372400
2019-06-12,104.18499755859375,94.0,94.5999984741211,102.7699966430664,3156900
2019-06-13,105.1719970703125,98.55000305175781,105.0999984741211,100.94999694824219,3189100
2019-06-14,104.56999969482422,99.25,100.47000122070312,100.29000091552734,1889300
2019-06-17,102.4469985961914,97.0,101.0,98.11000061035156,2128500
2019-06-18,102.0,97.51000213623047,100.38999938964844,99.63999938964844,2272400
2019-06-19,104.44499969482422,98.62999725341797,100.48999786376953,102.38999938964844,2592700
2019-06-20,107.33999633789062,101.62100219726562,105.01000213623047,102.30000305175781,2460700
2019-06-21,101.53199768066406,97.81999969482422,101.41999816894531,100.47000122070312,2972500
2019-06-24,101.5,88.87999725341797,100.8499984741211,89.41000366210938,6011200
2019-06-25,91.5,84.62999725341797,89.43000030517578,85.02999877929688,3744500
2019-06-26,89.08000183105469,84.6050033569336,87.91999816894531,86.33000183105469,2680000
2019-06-27,92.33000183105469,87.80000305175781,89.69999694824219,90.2699966430664,3019500
2019-06-28,92.19999694824219,87.25,91.76000213623047,88.79000091552734,3228300
2019-07-01,87.79000091552734,83.0999984741211,85.12999725341797,86.86000061035156,5306600
2019-07-02,86.8499984741211,84.0,86.2699966430664,85.12999725341797,1866000
2019-07-03,90.5999984741211,84.51000213623047,85.44999694824219,90.44999694824219,2706100
2019-07-05,91.97000122070312,88.0,90.13999938964844,91.87999725341797,2582700
2019-07-08,92.79000091552734,89.88999938964844,91.44000244140625,90.76000213623047,1793300
2019-07-09,91.2699966430664,89.0999984741211,90.2699966430664,90.93000030517578,1557400
2019-07-10,93.44999694824219,91.55000305175781,91.76000213623047,92.72000122070312,2059300
2019-07-11,93.19999694824219,90.4520034790039,92.9000015258789,91.4000015258789,1784600
2019-07-12,94.93000030517578,91.37000274658203,93.01000213623047,93.30000305175781,2689700
2019-07-15,100.6500015258789,93.77999877929688,94.0,99.80000305175781,3835600
2019-07-16,100.5,96.5,100.13999938964844,97.0999984741211,2120100
2019-07-17,101.98699951171875,97.54000091552734,97.62000274658203,99.7300033569336,2314100
2019-07-18,99.5,95.01599884033203,99.23999786376953,95.19000244140625,1948800
2019-07-19,97.79000091552734,92.87999725341797,97.1500015258789,93.37999725341797,1747700
2019-07-22,97.46499633789062,93.50499725341797,94.19000244140625,96.66999816894531,1483000
2019-07-23,98.1500015258789,93.5199966430664,97.5,97.38999938964844,2241700
2019-07-24,97.87999725341797,94.68499755859375,97.12000274658203,95.94000244140625,1283700
2019-07-25,99.5999984741211,95.75,95.83999633789062,97.11000061035156,1870300
2019-07-26,104.48999786376953,97.83000183105469,97.94999694824219,102.19999694824219,3040700
2019-07-29,102.99800109863281,92.0999984741211,102.5999984741211,96.47000122070312,4230300
2019-07-30,99.3499984741211,94.02999877929688,95.19000244140625,95.48999786376953,1635500
2019-07-31,97.5,93.5,96.43000030517578,95.51000213623047,1514700
2019-08-01,98.66000366210938,93.80000305175781,95.75,95.0999984741211,1530400
2019-08-02,96.0,92.56600189208984,94.91999816894531,93.66000366210938,1117100
2019-08-05,91.19000244140625,87.29000091552734,90.69999694824219,89.69000244140625,1774400
2019-08-06,92.29000091552734,88.0999984741211,91.5,90.43000030517578,1028700
2019-08-07,93.16000366210938,88.0199966430664,89.0199966430664,92.44999694824219,996100
2019-08-08,95.83999633789062,93.0199966430664,93.56999969482422,95.7699966430664,925600
2019-08-09,95.48999786376953,93.30999755859375,94.79000091552734,94.19999694824219,800500
2019-08-12,94.18000030517578,91.11000061035156,93.05000305175781,92.16000366210938,779300
2019-08-13,96.2229995727539,92.05999755859375,92.05999755859375,95.44999694824219,1167200
2019-08-14,94.52200317382812,89.88999938964844,93.19999694824219,92.6500015258789,1265700
2019-08-15,93.44000244140625,89.69000244140625,92.7699966430664,90.63999938964844,1079800
2019-08-16,95.0,92.08000183105469,92.12000274658203,92.52999877929688,1259300
2019-08-19,96.19999694824219,92.88999938964844,94.18000030517578,93.16999816894531,1226000
2019-08-20,93.56999969482422,91.13999938964844,93.0,91.41000366210938,746100
2019-08-21,94.18099975585938,92.35399627685547,92.86000061035156,93.01000213623047,760000
2019-08-22,95.5,91.56999969482422,93.4800033569336,93.87999725341797,883000
2019-08-23,94.12999725341797,90.41000366210938,93.13999938964844,91.62999725341797,1368400
2019-08-26,93.5,91.44999694824219,92.33000183105469,91.76000213623047,697400
2019-08-27,93.69000244140625,90.44000244140625,92.5999984741211,91.7300033569336,825800
2019-08-28,91.37999725341797,88.71099853515625,91.16000366210938,90.16000366210938,1148300
2019-08-29,92.68000030517578,90.69999694824219,91.5,90.87000274658203,851800
2019-08-30,92.41999816894531,89.0199966430664,91.81999969482422,91.66999816894531,1186100
