Date,High_NXI,Low_NXI,Open_NXI,Close_NXI,Volume_NXI
2004-06-28,0.3893899917602539,0.3893899917602539,0.3893899917602539,0.3893899917602539,0
2004-06-29,0.5353999733924866,0.5353999733924866,0.5353999733924866,0.5353999733924866,0
2004-06-30,0.5353999733924866,0.5353999733924866,0.5353999733924866,0.5353999733924866,0
2004-07-01,0.5353999733924866,0.5353999733924866,0.5353999733924866,0.5353999733924866,0
2004-07-02,0.8761199712753296,0.6814200282096863,0.6814200282096863,0.8761199712753296,0
2004-07-06,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,1027
2004-07-07,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,103
2004-07-08,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,0
2004-07-09,0.7787700295448303,0.7787700295448303,0.7787700295448303,0.7787700295448303,0
2004-07-12,0.7787700295448303,0.7592999935150146,0.7592999935150146,0.7787700295448303,2055
2004-07-13,0.7787700295448303,0.7787700295448303,0.7787700295448303,0.7787700295448303,0
2004-07-14,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,0
2004-07-15,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,0
2004-07-16,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,0
2004-07-19,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,0
2004-07-20,0.8274400234222412,0.7982400059700012,0.8274400234222412,0.7982400059700012,514
2004-07-21,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,0
2004-07-22,0.8274400234222412,0.8274400234222412,0.8274400234222412,0.8274400234222412,0
2004-07-23,0.8761199712753296,0.8761199712753296,0.8761199712753296,0.8761199712753296,0
2004-07-26,1.0318700075149536,0.8858500123023987,0.8858500123023987,1.0318700075149536,2055
2004-07-27,1.1584199666976929,1.0318700075149536,1.0318700075149536,1.1584199666976929,5136
2004-07-28,1.9955999851226807,1.2168300151824951,1.2168300151824951,1.7522300481796265,12430
2004-07-29,1.7522300481796265,1.7522300481796265,1.7522300481796265,1.7522300481796265,0
2004-07-30,1.7035599946975708,1.7035599946975708,1.7035599946975708,1.7035599946975708,0
2004-08-02,1.7522300481796265,1.4601999521255493,1.6548899412155151,1.7522300481796265,719
2004-08-03,1.6548899412155151,1.6548899412155151,1.6548899412155151,1.6548899412155151,0
2004-08-04,1.6548899412155151,1.6548899412155151,1.6548899412155151,1.6548899412155151,0
2004-08-05,1.5575400590896606,1.5575400590896606,1.5575400590896606,1.5575400590896606,1027
2004-08-06,1.5575400590896606,1.508870005607605,1.508870005607605,1.5575400590896606,0
2004-08-09,1.6548899412155151,1.6548899412155151,1.6548899412155151,1.6548899412155151,0
2004-08-10,1.6548899412155151,1.6548899412155151,1.6548899412155151,1.6548899412155151,0
2004-08-11,1.8495800495147705,1.6548899412155151,1.6548899412155151,1.8495800495147705,3185
2004-08-12,2.0929501056671143,1.8495800495147705,1.8495800495147705,2.0929501056671143,6061
2004-08-13,2.8619799613952637,1.9566600322723389,1.9566600322723389,2.8619799613952637,1849
2004-08-16,2.9301199913024902,2.5796799659729004,2.7256999015808105,2.9301199913024902,2157
2004-08-17,4.672619819641113,3.4071199893951416,3.4071199893951416,4.088550090789795,10889
2004-08-18,4.351379871368408,3.893850088119507,4.039869785308838,3.893850088119507,7499
2004-08-19,4.059340000152588,3.845180034637451,3.9911999702453613,3.845180034637451,3185
2004-08-20,3.7965099811553955,3.4558000564575195,3.7965099811553955,3.738100051879883,2774
