Date,High_GE,Low_GE,Open_GE,Close_GE,Volume_GE
2000-03-07,274.9754943847656,259.4627685546875,274.9754943847656,260.0882568359375,4934201
2000-03-08,265.0923767089844,258.3368225097656,260.7137756347656,260.8388977050781,3982582
2000-03-09,264.2166442871094,254.58375549316406,260.8388977050781,258.21173095703125,3148266
2000-03-10,268.34503173828125,260.21337890625,261.9648132324219,263.5911560058594,3447121
2000-03-13,261.2142028808594,255.45947265625,258.21173095703125,259.08746337890625,3207518
2000-03-14,259.71295166015625,253.83314514160156,259.4627685546875,254.2084503173828,3175794
2000-03-15,269.5960693359375,252.70721435546875,253.958251953125,267.3442077636719,4314959
2000-03-16,279.1038513183594,267.2191162109375,267.59442138671875,278.2281494140625,4996699
2000-03-17,283.1071472167969,274.60015869140625,276.4767150878906,279.9795837402344,5306145
2000-03-20,283.732666015625,275.47589111328125,279.9795837402344,282.1063232421875,2597268
2000-03-21,303.1235656738281,276.3515930175781,277.72772216796875,301.24700927734375,6185624
2000-03-22,304.1243896484375,297.49395751953125,301.24700927734375,301.9976501464844,3615633
2000-03-23,320.2626037597656,302.12274169921875,303.2486572265625,320.2626037597656,5215919
2000-03-24,319.76220703125,312.1309509277344,315.50872802734375,318.3860778808594,3842996
2000-03-27,317.76055908203125,312.7564697265625,315.7589111328125,316.13421630859375,2732358
2000-03-28,317.5103454589844,312.25604248046875,313.7572937011719,312.25604248046875,3632369
2000-03-29,330.0206298828125,315.00830078125,315.00830078125,326.2675476074219,6516502
2000-03-30,325.2667236328125,315.38360595703125,324.2658996582031,317.76055908203125,4157738
2000-03-31,320.0124206542969,309.7539978027344,318.7613830566406,311.50543212890625,3901998
2000-04-03,322.2642517089844,310.25439453125,310.75482177734375,322.2642517089844,3194428
2000-04-04,318.0107727050781,294.4914855957031,317.38525390625,308.2527770996094,5500486
2000-04-05,310.25439453125,301.6223449707031,304.49969482421875,306.87664794921875,3566873
2000-04-06,315.6338195800781,308.37786865234375,308.6280822753906,314.0074768066406,2296665
2000-04-07,319.8872985839844,312.63134765625,315.50872802734375,317.88568115234375,2219279
2000-04-10,322.2642517089844,316.0091247558594,319.0115966796875,319.1366882324219,2370455
2000-04-11,328.01898193359375,315.50872802734375,316.8848571777344,323.5152893066406,3497530
2000-04-12,326.7679443359375,312.25604248046875,325.5169372558594,313.7572937011719,3237843
2000-04-13,315.1334228515625,300.2462158203125,315.00830078125,301.24700927734375,4246015
2000-04-14,300.49639892578125,286.35980224609375,296.242919921875,291.7392272949219,5269925
2000-04-17,306.75152587890625,287.98614501953125,288.9869689941406,304.2494812011719,5320883
2000-04-18,316.13421630859375,304.1243896484375,305.8758239746094,313.2568664550781,4236173
2000-04-19,313.88238525390625,308.5029602050781,312.38116455078125,311.2552185058594,2356466
2000-04-20,317.2601623535156,311.2552185058594,312.38116455078125,317.2601623535156,2840469
2000-04-24,328.1440734863281,312.8815612792969,314.2576904296875,324.3909912109375,3999168
2000-04-25,332.8979797363281,322.0140380859375,324.76629638671875,332.2724609375,3805977
2000-04-26,336.150634765625,322.8897705078125,332.5226745605469,326.7679443359375,3552634
2000-04-27,324.14080810546875,316.6346435546875,321.263427734375,323.26507568359375,3368436
2000-04-28,324.2658996582031,313.3819580078125,323.0148620605469,314.7580871582031,2353718
2000-05-01,324.2658996582031,315.7589111328125,318.260986328125,319.0115966796875,2079393
2000-05-02,323.8905944824219,316.6346435546875,318.260986328125,322.3893737792969,2119111
2000-05-03,320.2626037597656,309.3786926269531,319.26177978515625,312.38116455078125,2763532
2000-05-04,315.2585144042969,305.7507019042969,315.1334228515625,308.2527770996094,2566394
2000-05-05,320.2626037597656,307.251953125,308.2527770996094,316.25933837890625,3444823
2000-05-08,317.5103454589844,310.00421142578125,313.00665283203125,314.8832092285156,1944488
2000-05-09,316.3844299316406,305.5005187988281,314.5079040527344,313.00665283203125,2238063
2000-05-10,312.63134765625,300.62152099609375,309.25360107421875,303.999267578125,2507842
2000-05-11,314.5079040527344,304.7499084472656,309.25360107421875,305.8758239746094,2237714
2000-05-12,316.0091247558594,304.37457275390625,305.1252136230469,313.7572937011719,1784169
2000-05-15,326.89306640625,313.7572937011719,314.1325988769531,324.2658996582031,2257531
2000-05-16,331.3967590332031,324.2658996582031,329.1448974609375,325.7671203613281,2819669
2000-05-17,326.5177307128906,319.0115966796875,322.7646789550781,322.0140380859375,1880940
2000-05-18,326.5177307128906,317.5103454589844,321.263427734375,319.0115966796875,2142725
2000-05-19,316.3844299316406,306.2511291503906,313.00665283203125,311.50543212890625,2147071
2000-05-22,311.50543212890625,292.74005126953125,311.50543212890625,300.2462158203125,2790144
2000-05-23,300.2462158203125,293.865966796875,295.3671875,300.2462158203125,2013681
2000-05-24,307.7523498535156,294.24127197265625,294.24127197265625,304.7499084472656,2488391
2000-05-25,311.130126953125,298.7449645996094,304.7499084472656,304.7499084472656,1904853
2000-05-26,305.8758239746094,296.1178283691406,302.87335205078125,297.6190490722656,1476505
2000-05-30,309.25360107421875,296.4931335449219,299.1202697753906,307.7523498535156,2155814
2000-05-31,320.13751220703125,309.25360107421875,310.75482177734375,316.0091247558594,2408790
2000-06-01,320.5128173828125,304.7499084472656,312.63134765625,314.5079040527344,2134515
2000-06-02,324.2658996582031,310.75482177734375,320.13751220703125,316.7597351074219,2000808
2000-06-05,313.7572937011719,306.6264343261719,312.25604248046875,309.62890625,1597406
2000-06-06,311.130126953125,303.62396240234375,309.25360107421875,307.3770446777344,1326378
2000-06-07,314.8832092285156,306.2511291503906,307.0017395019531,308.5029602050781,1661403
2000-06-08,310.00421142578125,303.2486572265625,309.25360107421875,305.5005187988281,1447445
2000-06-09,307.7523498535156,295.7425231933594,306.6264343261719,299.4955749511719,1825635
2000-06-12,300.996826171875,290.8634948730469,300.2462158203125,299.4955749511719,2039360
2000-06-13,309.62890625,298.7449645996094,300.2462158203125,307.3770446777344,2232568
2000-06-14,311.130126953125,302.12274169921875,307.7523498535156,306.2511291503906,1715276
2000-06-15,312.25604248046875,300.2462158203125,303.2486572265625,311.50543212890625,1995745
2000-06-16,313.3819580078125,306.5325927734375,312.25604248046875,307.0017395019531,3163254
2000-06-19,310.75482177734375,300.2462158203125,305.1252136230469,301.7474365234375,1633226
2000-06-20,311.8807373046875,300.996826171875,311.8807373046875,306.2511291503906,1858741
2000-06-21,302.498046875,295.3671875,300.62152099609375,296.8684387207031,2305641
2000-06-22,300.2462158203125,287.8610534667969,295.3671875,292.74005126953125,2613555
2000-06-23,299.4955749511719,291.6141357421875,292.36474609375,299.4955749511719,1697890
2000-06-26,300.62152099609375,294.6165771484375,296.4931335449219,299.8708801269531,1515973
2000-06-27,302.12274169921875,294.6165771484375,300.2462158203125,295.7425231933594,1634176
2000-06-28,305.1252136230469,297.6190490722656,298.7449645996094,303.5301513671875,2205990
2000-06-29,303.2486572265625,296.1178283691406,303.2486572265625,298.7449645996094,2147071
2000-06-30,318.9177551269531,294.6165771484375,295.7425231933594,318.260986328125,3176776
2000-07-03,315.2585144042969,308.5029602050781,315.2585144042969,312.25604248046875,1099864
2000-07-05,313.7572937011719,297.2437438964844,313.7572937011719,299.8708801269531,2257814
2000-07-06,306.2511291503906,299.1202697753906,300.62152099609375,301.37213134765625,1601436
2000-07-07,309.25360107421875,302.12274169921875,304.7499084472656,308.1276550292969,1654942
2000-07-10,316.0091247558594,307.0017395019531,308.1276550292969,314.8832092285156,2039443
2000-07-11,320.5128173828125,312.63134765625,314.1325988769531,313.7572937011719,2150335
2000-07-12,323.5152893066406,313.7572937011719,323.5152893066406,322.7646789550781,1795710
2000-07-13,324.2658996582031,311.8807373046875,319.76220703125,315.2585144042969,2681216
2000-07-14,315.2585144042969,309.25360107421875,314.1325988769531,309.25360107421875,1852463
2000-07-17,326.89306640625,309.62890625,309.62890625,322.3893737792969,3059089
2000-07-18,322.7646789550781,313.7572937011719,322.0140380859375,313.7572937011719,1996278
2000-07-19,320.13751220703125,315.6338195800781,317.88568115234375,316.7597351074219,1587247
2000-07-20,328.76959228515625,317.1350402832031,319.38690185546875,326.1424255371094,1868550
2000-07-21,328.76959228515625,322.0140380859375,328.01898193359375,325.0165100097656,2168171
2000-07-24,328.01898193359375,322.0140380859375,325.3918151855469,324.2658996582031,1572043
2000-07-25,325.3918151855469,321.263427734375,324.2658996582031,321.63873291015625,1410143
2000-07-26,323.8905944824219,313.00665283203125,323.8905944824219,313.00665283203125,2791925
2000-07-27,318.63629150390625,313.7572937011719,316.0091247558594,315.2585144042969,2295882
2000-07-28,316.0091247558594,302.498046875,315.2585144042969,305.8758239746094,2232618
2000-07-31,317.5103454589844,308.8782653808594,310.00421142578125,310.3795166015625,2863350
2000-08-01,317.5103454589844,311.130126953125,311.8807373046875,316.7597351074219,2165373
2000-08-02,317.1350402832031,309.25360107421875,314.8832092285156,312.25604248046875,2572172
2000-08-03,323.5152893066406,311.50543212890625,323.5152893066406,317.5103454589844,2154132
2000-08-04,321.263427734375,307.3770446777344,311.50543212890625,320.5128173828125,1513508
2000-08-07,322.0140380859375,313.00665283203125,313.00665283203125,316.0091247558594,1287227
2000-08-08,323.1399841308594,312.25604248046875,318.63629150390625,322.7646789550781,1466830
2000-08-09,337.40167236328125,322.0140380859375,323.5152893066406,335.90045166015625,3570020
2000-08-10,343.4065856933594,333.2732849121094,335.5251159667969,342.2806701660156,3037790
2000-08-11,344.53253173828125,334.7745056152344,337.0263671875,339.65350341796875,2016861
2000-08-14,343.4065856933594,335.1498107910156,338.527587890625,342.2806701660156,1298101
2000-08-15,344.53253173828125,337.40167236328125,340.7794494628906,343.7818908691406,1797225
2000-08-16,343.7818908691406,337.40167236328125,343.7818908691406,341.1547546386719,1240932
2000-08-17,343.7818908691406,336.2757568359375,338.15228271484375,340.4041442871094,1720255
2000-08-18,339.2781982421875,334.7745056152344,337.40167236328125,337.40167236328125,1385496
2000-08-21,342.6559753417969,337.0263671875,340.4041442871094,339.65350341796875,1301299
2000-08-22,341.9053649902344,336.65106201171875,340.0288391113281,337.7769775390625,1346811
2000-08-23,348.660888671875,337.0263671875,337.7769775390625,347.9102783203125,1883921
2000-08-24,357.66827392578125,346.78436279296875,348.660888671875,353.91522216796875,1995246
2000-08-25,357.66827392578125,353.5399169921875,354.66583251953125,355.791748046875,1348627
2000-08-28,363.29791259765625,356.91766357421875,357.29296875,360.2954406738281,2090951
2000-08-29,359.9201354980469,355.41644287109375,357.66827392578125,359.5448303222656,1370658
2000-08-30,356.16705322265625,343.0312805175781,355.0411376953125,345.28314208984375,1745634
2000-08-31,356.16705322265625,343.4065856933594,343.7818908691406,352.0386657714844,1981807
2000-09-01,358.4189147949219,347.15966796875,355.791748046875,351.2880554199219,1289109
2000-09-05,353.91522216796875,347.15966796875,350.9127502441406,347.15966796875,1550095
2000-09-06,355.791748046875,351.2880554199219,353.91522216796875,354.29052734375,2432920
2000-09-07,355.41644287109375,349.4115295410156,353.5399169921875,354.29052734375,1337486
2000-09-08,360.2954406738281,349.7868347167969,353.1645812988281,359.5448303222656,1811746
2000-09-11,360.6707458496094,352.4139709472656,357.29296875,358.4189147949219,1961307
2000-09-12,358.7942199707031,353.91522216796875,357.29296875,354.66583251953125,1695275
2000-09-13,358.0436096191406,351.6633605957031,353.1645812988281,354.66583251953125,1266427
2000-09-14,356.5423583984375,350.1621398925781,355.41644287109375,354.29052734375,1319717
2000-09-15,352.0386657714844,338.527587890625,351.2880554199219,340.7794494628906,3371267
2000-09-18,350.5374450683594,340.0288391113281,340.4041442871094,345.28314208984375,2135131
2000-09-19,347.9102783203125,340.0288391113281,345.658447265625,342.2806701660156,1979775
2000-09-20,342.6559753417969,330.27081298828125,340.0288391113281,340.0288391113281,2366708
2000-09-21,347.53497314453125,333.6485900878906,334.0238952636719,337.7769775390625,1785485
2000-09-22,348.28558349609375,331.02142333984375,347.53497314453125,344.1571960449219,2373036
2000-09-25,350.1621398925781,341.5300598144531,342.2806701660156,348.660888671875,1832363
2000-09-26,353.1645812988281,342.6559753417969,342.6559753417969,348.28558349609375,2338881
2000-09-27,357.29296875,347.15966796875,349.4115295410156,356.91766357421875,2445027
2000-09-28,358.7942199707031,352.0386657714844,355.41644287109375,354.29052734375,1859257
2000-09-29,353.5399169921875,346.4090576171875,350.5374450683594,347.15966796875,1783453
2000-10-02,353.5399169921875,346.78436279296875,348.28558349609375,351.2880554199219,1980891
2000-10-03,359.5448303222656,351.2880554199219,352.0386657714844,354.66583251953125,2036579
2000-10-04,358.7942199707031,352.0386657714844,353.5399169921875,353.5399169921875,1901639
2000-10-05,359.9201354980469,352.7892761230469,355.0411376953125,358.7942199707031,1961490
2000-10-06,359.9201354980469,347.15966796875,357.29296875,356.91766357421875,2332336
2000-10-09,359.1695251464844,350.9127502441406,355.0411376953125,351.2880554199219,1613276
2000-10-10,355.41644287109375,345.658447265625,352.7892761230469,348.660888671875,1833129
2000-10-11,346.4090576171875,332.1473693847656,340.7794494628906,340.0288391113281,3082670
2000-10-12,343.0312805175781,324.2658996582031,339.65350341796875,327.26837158203125,2899121
2000-10-13,346.03375244140625,327.26837158203125,328.01898193359375,342.2806701660156,2590024
2000-10-16,347.53497314453125,340.0288391113281,342.2806701660156,346.78436279296875,2163924
2000-10-17,346.4090576171875,329.8955078125,346.4090576171875,334.0238952636719,2807030
2000-10-18,335.1498107910156,317.5103454589844,322.7646789550781,333.2732849121094,3066667
2000-10-19,335.90045166015625,328.76959228515625,333.2732849121094,334.0238952636719,2196364
2000-10-20,331.7720642089844,310.00421142578125,328.76959228515625,313.00665283203125,2997557
2000-10-23,312.25604248046875,294.24127197265625,310.00421142578125,298.7449645996094,11873472
2000-10-24,320.5128173828125,300.62152099609375,303.2486572265625,320.5128173828125,7659597
2000-10-25,323.5152893066406,313.00665283203125,320.5128173828125,317.88568115234375,4871402
2000-10-26,320.5128173828125,308.5029602050781,318.260986328125,313.00665283203125,3109182
2000-10-27,319.38690185546875,311.130126953125,316.3844299316406,313.7572937011719,2575220
2000-10-30,324.2658996582031,313.7572937011719,314.8832092285156,324.2658996582031,3036641
2000-10-31,329.8955078125,323.1399841308594,325.0165100097656,329.1448974609375,2859670
2000-11-01,329.8955078125,323.5152893066406,328.76959228515625,326.89306640625,2647860
2000-11-02,330.27081298828125,321.263427734375,325.7671203613281,322.3893737792969,2387740
2000-11-03,323.5152893066406,317.88568115234375,323.1399841308594,320.13751220703125,2008768
2000-11-06,327.6436767578125,320.13751220703125,321.63873291015625,327.26837158203125,1989151
2000-11-07,330.6461181640625,325.7671203613281,327.26837158203125,329.8955078125,1612044
2000-11-08,331.7720642089844,325.0165100097656,329.52020263671875,327.6436767578125,1579137
2000-11-09,329.52020263671875,319.0115966796875,324.6412048339844,327.6436767578125,2047503
2000-11-10,329.8955078125,319.76220703125,322.7646789550781,323.5152893066406,2040442
2000-11-13,319.76220703125,303.2486572265625,312.25604248046875,308.8782653808594,3073894
2000-11-14,319.0115966796875,307.7523498535156,308.8782653808594,316.7597351074219,2449240
2000-11-15,318.63629150390625,309.62890625,314.5079040527344,315.2585144042969,2021058
2000-11-16,321.63873291015625,312.63134765625,313.7572937011719,316.0091247558594,1717457
2000-11-17,320.88812255859375,307.3770446777344,316.3844299316406,311.50543212890625,1996312
2000-11-20,311.8807373046875,299.4955749511719,307.7523498535156,300.62152099609375,2463795
2000-11-21,309.62890625,300.62152099609375,300.62152099609375,304.7499084472656,2030667
2000-11-22,300.62152099609375,290.4881896972656,300.2462158203125,291.6141357421875,3700879
2000-11-24,299.1202697753906,294.6165771484375,297.2437438964844,296.4931335449219,1049639
2000-11-27,305.1252136230469,294.99188232421875,300.996826171875,294.99188232421875,2678802
2000-11-28,303.0610046386719,292.74005126953125,294.99188232421875,299.1202697753906,2466692
2000-11-29,305.8758239746094,294.24127197265625,295.7425231933594,298.3696594238281,2121592
2000-11-30,300.62152099609375,287.8610534667969,295.7425231933594,297.6190490722656,3355430
2000-12-01,308.8782653808594,302.12274169921875,305.5005187988281,306.2511291503906,3031329
2000-12-04,311.50543212890625,305.1252136230469,306.2511291503906,310.00421142578125,1997278
2000-12-05,327.26837158203125,310.00421142578125,310.75482177734375,325.0165100097656,3329101
2000-12-06,325.0165100097656,317.5103454589844,321.63873291015625,323.8905944824219,2644280
2000-12-07,325.0165100097656,319.0115966796875,319.0115966796875,321.263427734375,1725118
2000-12-08,333.6485900878906,326.1424255371094,327.26837158203125,331.3967590332031,2807446
2000-12-11,337.40167236328125,326.5177307128906,331.3967590332031,332.1473693847656,2738586
2000-12-12,330.6461181640625,314.1325988769531,323.5152893066406,317.1350402832031,4216523
2000-12-13,322.0140380859375,316.7597351074219,317.1350402832031,318.260986328125,2924833
2000-12-14,317.1350402832031,308.8782653808594,316.7597351074219,308.8782653808594,2622881
2000-12-15,307.7523498535156,295.7425231933594,302.498046875,299.1202697753906,5978360
2000-12-18,308.8782653808594,303.2486572265625,303.62396240234375,306.2511291503906,2321645
2000-12-19,308.8782653808594,300.996826171875,306.2511291503906,300.996826171875,2560865
2000-12-20,296.8684387207031,284.85858154296875,291.6141357421875,284.85858154296875,3374631
2000-12-21,291.23883056640625,283.35736083984375,285.60919189453125,287.4857482910156,3276594
2000-12-22,296.4931335449219,287.4857482910156,288.9869689941406,293.49066162109375,1948384
2000-12-26,296.8684387207031,288.6116638183594,291.98944091796875,296.1178283691406,1517721
2000-12-27,298.7449645996094,289.3622741699219,295.3671875,289.3622741699219,2036945
2000-12-28,295.3671875,285.9844970703125,293.865966796875,290.8634948730469,2091950
2000-12-29,293.1153564453125,285.9844970703125,291.23883056640625,287.8610534667969,1829049
2001-01-02,281.4808044433594,255.9598846435547,280.7301940917969,262.7154235839844,6134582
2001-01-03,287.8610534667969,263.0907287597656,265.7178955078125,287.1104431152344,6528942
2001-01-04,292.74005126953125,282.9820556640625,284.10797119140625,288.6116638183594,4484053
2001-01-05,287.1104431152344,276.97711181640625,286.7351379394531,284.10797119140625,3795285
2001-01-08,283.732666015625,267.9697265625,283.732666015625,273.599365234375,3865311
2001-01-09,277.72772216796875,262.7154235839844,275.8511962890625,267.9697265625,3341591
2001-01-10,270.9721984863281,259.337646484375,264.96728515625,268.34503173828125,4130827
2001-01-11,282.2314147949219,271.7228088378906,273.97467041015625,279.6042785644531,3929958
2001-01-12,281.8561096191406,270.2215881347656,281.1054992675781,274.3499755859375,2798187
2001-01-16,285.60919189453125,273.97467041015625,274.3499755859375,284.4832763671875,3290383
2001-01-17,291.23883056640625,278.8536682128906,288.2363586425781,280.3548889160156,4065330
2001-01-18,288.6116638183594,279.9795837402344,284.4832763671875,285.9844970703125,3212414
2001-01-19,288.9869689941406,279.9795837402344,287.1104431152344,282.2314147949219,3224037
2001-01-22,284.4832763671875,272.8487243652344,281.4808044433594,274.72528076171875,3445822
2001-01-23,282.9820556640625,276.97711181640625,279.2289733886719,280.3548889160156,3517380
2001-01-24,283.35736083984375,275.1005859375,279.2289733886719,278.1030578613281,3188234
2001-01-25,283.35736083984375,275.1005859375,278.4783630371094,275.8511962890625,3465839
2001-01-26,281.1054992675781,267.59442138671875,278.8536682128906,267.9697265625,4472746
2001-01-29,277.72772216796875,264.2166442871094,269.4409484863281,266.49853515625,3834720
2001-01-30,277.84783935546875,266.7387390136719,268.7803955078125,277.72772216796875,3304471
2001-01-31,281.9311828613281,273.5843505859375,280.7301940917969,276.1064147949219,3554766
2001-02-01,280.610107421875,275.6260070800781,279.2289733886719,277.6076354980469,2928746
2001-02-02,281.6309509277344,275.3257751464844,277.72772216796875,277.90789794921875,2671224
2001-02-05,288.83685302734375,276.5267639160156,278.50836181640625,287.3356018066406,3638181
2001-02-06,288.77679443359375,283.4324035644531,287.3356018066406,285.8343811035156,2658252
2001-02-07,287.0353698730469,279.9495544433594,286.2547302246094,281.9311828613281,2170069
2001-02-08,289.1370849609375,282.4115905761719,286.7351379394531,283.0721130371094,2948997
2001-02-09,283.1321716308594,272.5635070800781,283.0721130371094,274.1848449707031,3077258
2001-02-12,287.15545654296875,274.1848449707031,274.1848449707031,285.2939453125,2989746
2001-02-13,288.1763000488281,283.0120849609375,286.1946716308594,283.1922302246094,2385059
2001-02-14,283.37237548828125,276.94708251953125,283.1922302246094,277.78778076171875,2204807
2001-02-15,288.83685302734375,277.12725830078125,278.0279846191406,288.1162414550781,3998652
2001-02-16,284.2130432128906,277.78778076171875,279.2289733886719,282.2314147949219,2817188
2001-02-20,290.0978698730469,283.25225830078125,283.4324035644531,286.37481689453125,3335979
2001-02-21,290.9385681152344,283.5525207519531,286.43487548828125,284.03289794921875,3080389
2001-02-22,285.23388671875,276.5867919921875,284.3331604003906,282.8319091796875,3813753
2001-02-23,282.2314147949219,270.3416748046875,279.5292053222656,277.3074035644531,3891556
2001-02-26,288.2964172363281,277.427490234375,282.2314147949219,288.1162414550781,3509387
2001-02-27,288.2363586425781,282.2314147949219,285.1138000488281,288.2363586425781,3760064
2001-02-28,289.6775207519531,273.82452392578125,288.2363586425781,279.2289733886719,4421938
2001-03-01,276.6468505859375,269.68115234375,273.2240295410156,275.6860656738281,3989692
2001-03-02,274.1848449707031,267.3392028808594,272.32330322265625,267.63946533203125,3660513
2001-03-05,272.38336181640625,267.8196105957031,268.7203369140625,270.70196533203125,2776372
2001-03-06,279.8294677734375,272.1431579589844,277.72772216796875,272.74365234375,2613122
2001-03-07,277.78778076171875,273.04388427734375,273.04388427734375,276.1064147949219,2313018
2001-03-08,278.3882751464844,270.2215881347656,277.12725830078125,275.44586181640625,2759752
2001-03-09,272.4433898925781,260.9139404296875,271.7228088378906,263.0757141113281,3312498
2001-03-12,260.0132141113281,231.79006958007812,258.21173095703125,237.7949981689453,7611803
2001-03-13,255.2092742919922,244.70065307617188,249.204345703125,254.1884307861328,7150748
2001-03-14,253.70803833007812,240.79745483398438,244.70065307617188,246.3820343017578,5901340
2001-03-15,251.3060760498047,244.40040588378906,249.204345703125,246.68228149414062,4137887
2001-03-16,250.70558166503906,240.79745483398438,242.59893798828125,243.79991149902344,7469037
2001-03-19,249.92494201660156,241.0977020263672,244.40040588378906,246.80238342285156,3469120
2001-03-20,252.8072967529297,240.19696044921875,249.204345703125,240.49720764160156,3717682
2001-03-21,243.79991149902344,233.41139221191406,240.49720764160156,234.19203186035156,4469798
2001-03-22,233.0511016845703,218.69932556152344,232.69081115722656,226.38563537597656,9315921
2001-03-23,240.1369171142578,229.0878448486328,232.69081115722656,240.1369171142578,7616516
2001-03-26,246.20188903808594,240.49720764160156,243.1994171142578,241.57809448242188,5186394
2001-03-27,253.6479949951172,243.49966430664062,244.70065307617188,251.66636657714844,6087055
2001-03-28,249.80484008789062,245.0009002685547,247.70310974121094,249.5045928955078,4473645
2001-03-29,249.08424377441406,244.40040588378906,248.00335693359375,248.60385131835938,4490431
2001-03-30,251.72640991210938,247.52296447753906,250.70558166503906,251.36611938476562,4900661
2001-04-02,256.1100158691406,245.48129272460938,249.32444763183594,251.00582885742188,4038086
2001-04-03,249.7447967529297,235.75331115722656,249.5045928955078,238.275390625,3929991
2001-04-04,245.6013946533203,234.43223571777344,237.4947509765625,237.7949981689453,4468216
2001-04-05,253.70803833007812,243.79991149902344,246.20188903808594,252.8072967529297,3962531
2001-04-06,250.40533447265625,242.29869079589844,249.5045928955078,247.22271728515625,4105497
2001-04-09,254.60877990722656,247.52296447753906,248.84405517578125,252.20681762695312,2961120
2001-04-10,273.4042053222656,255.8097686767578,256.71051025390625,263.1958312988281,4348281
2001-04-11,267.2191162109375,256.71051025390625,266.6186218261719,259.83306884765625,3355230
2001-04-12,268.42010498046875,259.5328063964844,261.5144348144531,268.42010498046875,2875190
2001-04-16,268.7203369140625,263.67620849609375,267.3992614746094,268.119873046875,2353102
2001-04-17,273.16400146484375,264.1566162109375,264.817138671875,272.9838562011719,3415097
2001-04-18,287.99615478515625,273.3441467285156,275.50592041015625,287.5758056640625,6068270
2001-04-19,291.5390625,284.2130432128906,285.23388671875,291.2988586425781,3673985
2001-04-20,291.2988586425781,285.23388671875,291.2988586425781,288.83685302734375,3875320
