Date,High_MRK,Low_MRK,Open_MRK,Close_MRK,Volume_MRK
2000-01-03,65.48187255859375,63.45419692993164,65.48187255859375,64.52767181396484,6265782
2000-01-04,64.70658111572266,61.78435134887695,63.931297302246094,62.261451721191406,7894689
2000-01-05,65.72042083740234,62.08253860473633,62.08253860473633,64.70658111572266,7963018
2000-01-06,66.01860809326172,64.58731079101562,64.70658111572266,65.24332427978516,4989004
2000-01-07,71.80343627929688,66.43606567382812,66.61498260498047,71.5052490234375,10871218
2000-01-10,71.38597106933594,68.82156372070312,71.32633972167969,69.41793823242188,6001686
2000-01-11,70.3125,68.10591888427734,68.76192474365234,69.65648651123047,5264418
2000-01-12,71.7437973022461,70.0739517211914,70.25286102294922,71.02815246582031,5229939
2000-01-13,72.63835906982422,70.43177795410156,71.38597106933594,71.32633972167969,5610468
2000-01-14,72.4594497680664,69.3582992553711,71.80343627929688,70.72996520996094,5806130
2000-01-18,70.19322204589844,67.33062744140625,69.77576446533203,67.56917572021484,5554086
2000-01-19,69.3582992553711,67.98664093017578,68.46373748779297,68.22518920898438,4990157
2000-01-20,69.83540344238281,68.1655502319336,68.64265441894531,69.59684753417969,5225642
2000-01-21,71.08778381347656,68.28482818603516,71.08778381347656,69.1197509765625,8309487
2000-01-24,69.65648651123047,65.89933013916016,69.65648651123047,67.03244018554688,5438177
2000-01-25,68.7022933959961,67.39026641845703,67.86736297607422,67.62881469726562,5707513
2000-01-26,69.65648651123047,67.39026641845703,67.74809265136719,69.47757720947266,5614660
2000-01-27,71.98234558105469,69.65648651123047,69.77576446533203,70.72996520996094,8119066
2000-01-28,74.84494018554688,71.80343627929688,72.04198455810547,72.87690734863281,10294504
2000-01-31,75.38167572021484,71.14742279052734,72.22089385986328,75.02385711669922,8390602
2000-02-01,74.36784362792969,72.04198455810547,73.83110809326172,73.29437255859375,5267667
2000-02-02,74.7853012084961,72.4594497680664,73.77146911621094,73.35401153564453,4865550
2000-02-03,73.17509460449219,71.9227066040039,72.81726837158203,72.75763702392578,4059952
2000-02-04,73.35401153564453,71.5052490234375,73.35401153564453,71.62451934814453,4466681
2000-02-07,71.98234558105469,70.37213897705078,70.84923553466797,71.80343627929688,4370370
2000-02-08,72.39981079101562,71.62451934814453,72.04198455810547,71.98234558105469,4128282
2000-02-09,70.78959655761719,67.62881469726562,70.72996520996094,68.10591888427734,7259810
2000-02-10,67.03244018554688,64.885498046875,66.79389190673828,65.8396987915039,7356436
2000-02-11,65.00476837158203,61.36688995361328,64.52767181396484,62.261451721191406,9655643
2000-02-14,63.394561767578125,61.068702697753906,62.5,63.03673553466797,9361889
2000-02-15,63.5734748840332,62.14217758178711,62.738548278808594,62.6192741394043,6683201
2000-02-16,64.1102066040039,62.261451721191406,62.5,62.5,5383995
2000-02-17,63.63311004638672,60.23377990722656,63.334922790527344,60.35305404663086,7269871
2000-02-18,61.4265251159668,58.74284362792969,60.53196716308594,59.16030502319336,6934721
2000-02-22,62.5,58.98139190673828,59.63740539550781,62.5,9640971
2000-02-23,62.97710037231445,60.23377990722656,62.97710037231445,60.23377990722656,8099468
2000-02-24,60.412689208984375,57.907920837402344,60.412689208984375,59.16030502319336,9502006
2000-02-25,58.683204650878906,56.47662353515625,58.265743255615234,57.43082046508789,8070962
2000-02-28,59.100669860839844,57.25190734863281,57.43082046508789,58.74284362792969,8895634
2000-02-29,60.23377990722656,58.56393051147461,59.57776641845703,58.74284362792969,8243778
2000-03-01,58.921756744384766,57.01335906982422,58.683204650878906,57.25190734863281,7289574
2000-03-02,57.96755599975586,56.536258697509766,57.311546325683594,56.536258697509766,6167061
2000-03-03,57.37118148803711,54.448951721191406,57.311546325683594,54.86641311645508,10706892
2000-03-06,55.10496139526367,53.67366409301758,54.8067741394043,53.91221237182617,9103138
2000-03-07,53.435115814208984,49.61832046508789,53.435115814208984,51.467079162597656,13544142
2000-03-08,54.8067741394043,51.467079162597656,51.467079162597656,54.21039962768555,12569712
2000-03-09,58.80248260498047,55.04532241821289,55.82061004638672,58.325382232666016,12869650
2000-03-10,59.04103088378906,56.29771041870117,58.921756744384766,56.83444595336914,8712967
2000-03-13,55.04532241821289,53.55438995361328,53.792938232421875,54.389312744140625,9302991
2000-03-14,54.15076446533203,52.838741302490234,53.31584167480469,53.91221237182617,7484082
2000-03-15,57.25190734863281,53.4947509765625,53.67366409301758,57.072994232177734,9626509
2000-03-16,62.67891311645508,57.43082046508789,57.669368743896484,62.02289962768555,15846598
2000-03-17,62.02289962768555,59.81631851196289,61.96326446533203,59.875953674316406,8924139
2000-03-20,59.33921813964844,57.55009460449219,58.80248260498047,58.80248260498047,6412398
2000-03-21,61.068702697753906,58.74284362792969,58.80248260498047,61.009063720703125,5390283
2000-03-22,61.96326446533203,60.114505767822266,60.17414093017578,61.48616409301758,5527362
2000-03-23,61.78435134887695,59.69704055786133,60.651241302490234,59.9952278137207,5059849
2000-03-24,60.114505767822266,57.60973358154297,59.9952278137207,58.921756744384766,7016989
2000-03-27,58.74284362792969,57.132633209228516,58.086830139160156,58.325382232666016,5846268
2000-03-28,59.63740539550781,57.01335906982422,57.01335906982422,58.74284362792969,7956416
2000-03-29,62.02289962768555,59.63740539550781,60.054866790771484,61.068702697753906,7385466
2000-03-30,62.91746139526367,60.88978958129883,61.068702697753906,61.12834167480469,6606173
2000-03-31,61.96326446533203,59.279579162597656,60.88978958129883,59.279579162597656,5934405
2000-04-03,63.931297302246094,59.518131256103516,59.518131256103516,63.6927490234375,8014266
2000-04-04,66.55534362792969,62.261451721191406,65.18368530273438,64.58731079101562,12605134
2000-04-05,65.36259460449219,63.87165832519531,64.82585906982422,65.1240463256836,6547485
