Date,High_SGO,Low_SGO,Open_SGO,Close_SGO,Volume_SGO
2000-06-08,75.1239013671875,59.65719985961914,59.65719985961914,68.49530029296875,1010
2000-06-09,156.0,149.0,156.0,149.0,99
2000-06-12,149.0,149.0,149.0,149.0,0
2000-06-13,59.65719985961914,53.02859878540039,59.65719985961914,53.02859878540039,196
2000-06-14,149.0,145.0,149.0,145.0,113
2000-06-15,151.89999389648438,150.0,150.0,151.89999389648438,93
2000-06-16,48.60960006713867,48.60960006713867,48.60960006713867,48.60960006713867,68
2000-06-19,152.0,152.0,152.0,152.0,0
2000-06-20,148.0,139.0,145.0,143.8000030517578,1537
2000-06-21,145.0,138.0,144.0,138.0,578
2000-06-22,141.0,137.0,140.0,140.0,360
2000-06-23,144.89999389648438,136.60000610351562,138.0,139.39999389648438,494
2000-06-26,46.400001525878906,41.98099899291992,46.400001525878906,44.19049835205078,1064
2000-06-27,44.19049835205078,41.98099899291992,44.19049835205078,43.30670166015625,549
2000-06-28,48.60960006713867,42.86479949951172,42.86479949951172,48.60960006713867,2691
2000-06-29,57.44770050048828,50.81909942626953,50.81909942626953,55.23809814453125,2309
2000-06-30,53.02859878540039,50.81909942626953,53.02859878540039,50.81909942626953,2051
2000-07-03,147.0,143.1999969482422,144.5,145.0,210
2000-07-05,57.44770050048828,57.44770050048828,57.44770050048828,57.44770050048828,113
2000-07-06,149.3000030517578,145.10000610351562,149.3000030517578,145.10000610351562,82
2000-07-07,61.86669921875,59.65719985961914,59.65719985961914,61.86669921875,350
2000-07-10,66.28579711914062,61.86669921875,66.28579711914062,61.86669921875,370
2000-07-11,145.60000610351562,145.60000610351562,145.60000610351562,145.60000610351562,53
2000-07-12,61.86669921875,61.86669921875,61.86669921875,61.86669921875,136
2000-07-13,158.0,156.1999969482422,157.39999389648438,156.1999969482422,875
2000-07-14,158.0,157.0,158.0,158.0,50
2000-07-17,61.86669921875,57.44770050048828,59.65719985961914,59.65719985961914,395
2000-07-18,154.6999969482422,148.1999969482422,154.6999969482422,151.0,116
2000-07-19,61.86669921875,59.65719985961914,59.65719985961914,61.86669921875,232
2000-07-20,70.70480346679688,64.07620239257812,64.07620239257812,70.70480346679688,1604
2000-07-21,156.0,156.0,156.0,156.0,0
2000-07-24,156.0,156.0,156.0,156.0,0
2000-07-25,159.0,155.60000610351562,157.89999389648438,159.0,208
2000-07-26,66.28579711914062,66.28579711914062,66.28579711914062,66.28579711914062,163
2000-07-27,66.28579711914062,61.86669921875,66.28579711914062,61.86669921875,506
2000-07-28,64.07620239257812,61.86669921875,64.07620239257812,61.86669921875,124
2000-07-31,64.07620239257812,61.86669921875,61.86669921875,64.07620239257812,195
2000-08-01,66.28579711914062,64.07620239257812,66.28579711914062,66.28579711914062,115
2000-08-02,162.0,159.5,160.0,159.5,344
2000-08-03,59.65719985961914,57.44770050048828,59.65719985961914,57.44770050048828,346
2000-08-04,162.0,161.0,161.0,162.0,120
2000-08-07,162.0,158.1999969482422,158.1999969482422,161.0,230
2000-08-08,162.89999389648438,161.0,162.0,162.89999389648438,490
2000-08-09,83.96199798583984,75.1239013671875,75.1239013671875,83.96199798583984,1723
2000-08-10,83.96199798583984,75.1239013671875,83.96199798583984,77.3333969116211,434
2000-08-11,163.89999389648438,161.1999969482422,163.3000030517578,163.89999389648438,349
2000-08-14,163.0,163.0,163.0,163.0,16
2000-08-15,163.5,160.0,160.0,160.0,0
2000-08-16,79.54290008544922,77.3333969116211,77.3333969116211,79.54290008544922,294
2000-08-17,77.3333969116211,77.3333969116211,77.3333969116211,77.3333969116211,172
2000-08-18,77.3333969116211,75.1239013671875,75.1239013671875,77.3333969116211,178
2000-08-21,77.3333969116211,75.1239013671875,75.1239013671875,77.3333969116211,235
2000-08-22,77.3333969116211,77.3333969116211,77.3333969116211,77.3333969116211,793
2000-08-23,158.5,158.5,158.5,158.5,162
2000-08-24,156.0,153.5,156.0,153.5,150
2000-08-25,157.0,157.0,157.0,157.0,85
2000-08-28,160.8000030517578,153.1999969482422,153.1999969482422,160.8000030517578,64
2000-08-29,153.10000610351562,153.0,153.10000610351562,153.0,320
2000-08-30,77.3333969116211,72.91429901123047,75.1239013671875,72.91429901123047,373
2000-08-31,157.0,150.10000610351562,150.10000610351562,150.10000610351562,0
2000-09-01,72.91429901123047,70.70480346679688,70.70480346679688,72.91429901123047,100
2000-09-05,160.0,157.8000030517578,159.5,157.8000030517578,111
2000-09-06,159.0,157.10000610351562,158.5,159.0,169
2000-09-07,66.28579711914062,64.07620239257812,66.28579711914062,64.07620239257812,145
2000-09-08,61.86669921875,61.86669921875,61.86669921875,61.86669921875,138
2000-09-11,157.89999389648438,157.89999389648438,157.89999389648438,157.89999389648438,115
2000-09-12,156.8000030517578,156.5,156.5,156.6999969482422,189
2000-09-13,59.65719985961914,59.65719985961914,59.65719985961914,59.65719985961914,355
2000-09-14,153.0,150.6999969482422,153.0,150.6999969482422,385
2000-09-15,61.86669921875,59.65719985961914,59.65719985961914,61.86669921875,141
2000-09-18,154.0,148.0,154.0,148.0,353
2000-09-19,148.5,147.0,148.5,147.0,55
2000-09-20,145.0,141.1999969482422,145.0,141.1999969482422,825
2000-09-21,55.23809814453125,53.02859878540039,55.23809814453125,53.02859878540039,273
2000-09-22,140.0,135.0,140.0,136.0,118
2000-09-25,61.86669921875,53.02859878540039,57.44770050048828,53.02859878540039,84
2000-09-26,143.1999969482422,141.3000030517578,141.3000030517578,142.3000030517578,487
2000-09-27,141.60000610351562,140.1999969482422,141.0,140.1999969482422,209
2000-09-28,53.02859878540039,53.02859878540039,53.02859878540039,53.02859878540039,0
2000-09-29,142.3000030517578,142.0,142.0,142.3000030517578,861
2000-10-02,66.28579711914062,66.28579711914062,66.28579711914062,66.28579711914062,0
2000-10-03,66.28579711914062,66.28579711914062,66.28579711914062,66.28579711914062,0
2000-10-04,66.28579711914062,57.44770050048828,57.44770050048828,66.28579711914062,64
2000-10-05,64.07620239257812,64.07620239257812,64.07620239257812,64.07620239257812,61
2000-10-06,147.0,145.0,145.0,147.0,140
2000-10-09,59.65719985961914,59.65719985961914,59.65719985961914,59.65719985961914,45
2000-10-10,59.65719985961914,59.65719985961914,59.65719985961914,59.65719985961914,23
2000-10-11,59.65719985961914,59.65719985961914,59.65719985961914,59.65719985961914,457
2000-10-12,59.65719985961914,57.44770050048828,57.44770050048828,59.65719985961914,50
2000-10-13,142.0,140.0,140.0,140.0,0
2000-10-16,142.0,141.0,142.0,141.0,60
2000-10-17,64.07620239257812,61.86669921875,61.86669921875,64.07620239257812,346
2000-10-18,142.0,142.0,142.0,142.0,60
2000-10-19,61.86669921875,59.65719985961914,59.65719985961914,61.86669921875,80
2000-10-20,61.86669921875,61.86669921875,61.86669921875,61.86669921875,0
2000-10-23,154.0,140.0,140.5,140.1999969482422,481
2000-10-24,140.5,140.0,140.5,140.0,140
2000-10-25,144.89999389648438,144.0,144.89999389648438,144.0,442
2000-10-26,57.44770050048828,55.23809814453125,57.44770050048828,55.23809814453125,339
2000-10-27,154.0,154.0,154.0,154.0,40
2000-10-30,148.10000610351562,148.10000610351562,148.10000610351562,148.10000610351562,15
2000-10-31,148.10000610351562,148.10000610351562,148.10000610351562,148.10000610351562,0
2000-11-01,59.65719985961914,53.02859878540039,59.65719985961914,55.23809814453125,1092
2000-11-02,159.0,152.10000610351562,152.10000610351562,152.10000610351562,0
2000-11-03,156.0,156.0,156.0,156.0,70
2000-11-06,150.0,150.0,150.0,150.0,27
2000-11-07,59.65719985961914,57.44770050048828,57.44770050048828,57.44770050048828,276
2000-11-08,59.65719985961914,59.65719985961914,59.65719985961914,59.65719985961914,947
2000-11-09,59.65719985961914,57.44770050048828,59.65719985961914,59.65719985961914,369
2000-11-10,153.5,152.5,152.8000030517578,152.5,140
2000-11-13,155.0,150.0,150.0,150.0,0
2000-11-14,150.0,150.0,150.0,150.0,0
2000-11-15,66.28579711914062,66.28579711914062,66.28579711914062,66.28579711914062,26
2000-11-16,66.28579711914062,61.86669921875,66.28579711914062,61.86669921875,62
2000-11-17,61.86669921875,61.86669921875,61.86669921875,61.86669921875,34
2000-11-20,155.8000030517578,150.10000610351562,150.10000610351562,150.10000610351562,0
2000-11-21,64.07620239257812,64.07620239257812,64.07620239257812,64.07620239257812,74
2000-11-22,61.86669921875,61.86669921875,61.86669921875,61.86669921875,113
2000-11-24,38.07500076293945,38.07500076293945,38.07500076293945,38.07500076293945,0
2000-11-27,157.0,153.1999969482422,155.6999969482422,153.1999969482422,334
2000-11-28,154.10000610351562,154.10000610351562,154.10000610351562,154.10000610351562,234
2000-11-29,153.1999969482422,153.1999969482422,153.1999969482422,153.1999969482422,30
2000-11-30,159.0,155.0,155.0,159.0,504
2000-12-01,59.65719985961914,59.65719985961914,59.65719985961914,59.65719985961914,91
2000-12-04,160.0,160.0,160.0,160.0,15
2000-12-05,160.0,155.10000610351562,158.89999389648438,160.0,380
2000-12-06,57.44770050048828,55.23809814453125,57.44770050048828,55.23809814453125,96
2000-12-07,57.44770050048828,57.44770050048828,57.44770050048828,57.44770050048828,283
2000-12-08,168.0,166.0,166.0,168.0,672
2000-12-11,61.86669921875,57.44770050048828,57.44770050048828,61.86669921875,36
2000-12-12,61.86669921875,57.44770050048828,61.86669921875,57.44770050048828,192
2000-12-13,61.86669921875,53.02859878540039,57.44770050048828,53.02859878540039,238
2000-12-14,163.0,161.0,161.0,163.0,54
2000-12-15,61.86669921875,61.86669921875,61.86669921875,61.86669921875,0
2000-12-18,61.86669921875,57.44770050048828,57.44770050048828,61.86669921875,72
2000-12-19,57.44770050048828,57.44770050048828,57.44770050048828,57.44770050048828,16
2000-12-20,57.44770050048828,57.44770050048828,57.44770050048828,57.44770050048828,36
2000-12-21,160.0,158.0,158.0,160.0,237
2000-12-22,61.86669921875,61.86669921875,61.86669921875,61.86669921875,213
2000-12-27,168.0,168.0,168.0,168.0,190
2000-12-28,170.10000610351562,165.0,169.0,165.0,459
2000-12-29,64.07620239257812,61.86669921875,64.07620239257812,61.86669921875,27
2001-01-02,165.0,158.0,158.0,165.0,96
2001-01-03,61.86669921875,61.86669921875,61.86669921875,61.86669921875,22
2001-01-04,61.86669921875,61.86669921875,61.86669921875,61.86669921875,0
2001-01-05,172.0,168.5,168.5,171.0,650
2001-01-08,175.0,170.60000610351562,174.0,175.0,291
2001-01-09,59.65719985961914,59.65719985961914,59.65719985961914,59.65719985961914,68
2001-01-10,172.0,163.0,163.0,172.0,24
2001-01-11,162.5,158.0,162.5,158.0,514
2001-01-12,64.07620239257812,59.65719985961914,64.07620239257812,59.65719985961914,71
2001-01-16,157.5,157.5,157.5,157.5,26
2001-01-17,64.07620239257812,61.86669921875,64.07620239257812,61.86669921875,138
2001-01-18,165.0,165.0,165.0,165.0,20
2001-01-19,164.1999969482422,163.1999969482422,163.1999969482422,164.1999969482422,14
2001-01-22,167.0,165.0,166.0,165.0,229
2001-01-23,166.0,165.6999969482422,165.6999969482422,166.0,47
2001-01-24,88.38099670410156,79.54290008544922,79.54290008544922,81.75240325927734,189
2001-01-25,79.54290008544922,72.91429901123047,79.54290008544922,72.91429901123047,134
2001-01-29,170.0,167.10000610351562,168.0,170.0,181
2001-01-30,165.1999969482422,165.1999969482422,165.1999969482422,165.1999969482422,100
2001-01-31,173.0,169.0,169.0,173.0,680
2001-02-01,175.0,172.0,172.0,175.0,706
2001-02-02,70.70480346679688,68.49530029296875,70.70480346679688,68.49530029296875,405
2001-02-05,175.0,170.5,175.0,174.0,34
2001-02-06,175.0,170.0,170.0,175.0,256
2001-02-07,171.0,170.10000610351562,171.0,170.10000610351562,67
2001-02-08,68.49530029296875,68.49530029296875,68.49530029296875,68.49530029296875,41
2001-02-09,68.49530029296875,68.49530029296875,68.49530029296875,68.49530029296875,49
2001-02-12,68.49530029296875,66.28579711914062,68.49530029296875,66.28579711914062,113
2001-02-13,171.0,168.0,168.0,168.0,0
2001-02-14,66.28579711914062,66.28579711914062,66.28579711914062,66.28579711914062,21
2001-02-15,70.70480346679688,66.28579711914062,66.28579711914062,66.28579711914062,122
2001-02-16,66.28579711914062,66.28579711914062,66.28579711914062,66.28579711914062,192
2001-02-20,66.28579711914062,64.07620239257812,66.28579711914062,64.07620239257812,29
2001-02-21,169.0,168.0,169.0,169.0,345
2001-02-22,64.07620239257812,64.07620239257812,64.07620239257812,64.07620239257812,38
2001-02-23,170.0,165.10000610351562,170.0,165.10000610351562,40
2001-02-26,171.89999389648438,170.0,171.89999389648438,170.0,43
2001-02-27,57.44770050048828,57.44770050048828,57.44770050048828,57.44770050048828,0
2001-02-28,59.65719985961914,53.02859878540039,53.02859878540039,53.02859878540039,107
2001-03-01,64.07620239257812,53.02859878540039,53.02859878540039,64.07620239257812,275
2001-03-02,64.07620239257812,64.07620239257812,64.07620239257812,64.07620239257812,0
2001-03-05,64.07620239257812,64.07620239257812,64.07620239257812,64.07620239257812,0
2001-03-06,61.86669921875,53.02859878540039,61.86669921875,53.02859878540039,272
2001-03-07,55.23809814453125,53.02859878540039,53.02859878540039,55.23809814453125,124
2001-03-08,179.5,177.0,177.89999389648438,177.0,476
2001-03-09,53.02859878540039,53.02859878540039,53.02859878540039,53.02859878540039,0
2001-03-12,50.81909942626953,50.81909942626953,50.81909942626953,50.81909942626953,20
2001-03-13,50.81909942626953,50.81909942626953,50.81909942626953,50.81909942626953,0
2001-03-14,53.02859878540039,48.60960006713867,53.02859878540039,48.60960006713867,313
2001-03-15,160.0,160.0,160.0,160.0,87
2001-03-16,35.35240173339844,35.35240173339844,35.35240173339844,35.35240173339844,0
2001-03-19,44.19049835205078,37.5619010925293,37.5619010925293,44.19049835205078,136
2001-03-20,46.400001525878906,44.19049835205078,46.400001525878906,44.19049835205078,111
2001-03-21,44.19049835205078,44.19049835205078,44.19049835205078,44.19049835205078,0
2001-03-22,157.5,155.5,157.5,155.5,65
2001-03-23,150.0,145.1999969482422,150.0,145.1999969482422,55
2001-03-26,35.35240173339844,35.35240173339844,35.35240173339844,35.35240173339844,0
2001-03-27,158.89999389648438,153.0,158.89999389648438,153.0,26
2001-03-28,34.46860122680664,34.46860122680664,34.46860122680664,34.46860122680664,45
2001-03-29,34.46860122680664,34.46860122680664,34.46860122680664,34.46860122680664,68
2001-03-30,22.095199584960938,22.095199584960938,22.095199584960938,22.095199584960938,30
2001-04-02,26.514299392700195,24.304800033569336,24.304800033569336,26.514299392700195,407
2001-04-03,153.10000610351562,153.0,153.10000610351562,153.0,96
2001-04-04,35.35240173339844,35.35240173339844,35.35240173339844,35.35240173339844,80
2001-04-05,169.0,149.0,149.0,149.0,0
2001-04-06,35.35240173339844,35.35240173339844,35.35240173339844,35.35240173339844,11
2001-04-09,158.0,150.0,150.0,150.0,0
2001-04-10,41.98099899291992,37.5619010925293,37.5619010925293,41.98099899291992,172
2001-04-11,41.98099899291992,39.77149963378906,39.77149963378906,41.98099899291992,154
2001-04-12,156.0,156.0,156.0,156.0,12
2001-04-17,160.0,153.39999389648438,153.39999389648438,153.39999389648438,0
2001-04-18,41.98099899291992,37.5619010925293,41.98099899291992,37.5619010925293,77
2001-04-19,167.0,161.0,161.0,167.0,204
2001-04-20,160.0,160.0,160.0,160.0,52
2001-04-23,39.77149963378906,35.7943000793457,35.7943000793457,39.77149963378906,91
2001-04-24,162.0,162.0,162.0,162.0,100
2001-04-25,168.0,153.0,153.0,153.0,0
2001-04-26,168.0,158.0,158.0,158.0,0
2001-04-27,171.0,160.0,160.0,171.0,408
2001-04-30,170.89999389648438,165.0,165.0,165.0,0
2001-05-01,30.933300018310547,30.933300018310547,30.933300018310547,30.933300018310547,0
2001-05-02,166.5,166.5,166.5,166.5,30
2001-05-03,30.933300018310547,30.933300018310547,30.933300018310547,30.933300018310547,0
2001-05-04,30.933300018310547,30.933300018310547,30.933300018310547,30.933300018310547,11
2001-05-07,30.933300018310547,30.933300018310547,30.933300018310547,30.933300018310547,0
2001-05-08,28.28190040588379,24.746700286865234,28.28190040588379,24.746700286865234,149
2001-05-09,24.746700286865234,24.304800033569336,24.746700286865234,24.304800033569336,157
2001-05-10,25.188600540161133,25.188600540161133,25.188600540161133,25.188600540161133,27
2001-05-11,25.188600540161133,25.188600540161133,25.188600540161133,25.188600540161133,0
2001-05-14,26.514299392700195,25.188600540161133,25.188600540161133,26.514299392700195,20
2001-05-15,33.14289855957031,30.933300018310547,30.933300018310547,33.14289855957031,92
2001-05-16,30.933300018310547,30.933300018310547,30.933300018310547,30.933300018310547,23
2001-05-17,177.0,175.0,175.0,175.10000610351562,516
2001-05-18,35.35240173339844,34.46860122680664,35.35240173339844,34.46860122680664,42
2001-05-21,30.933300018310547,30.933300018310547,30.933300018310547,30.933300018310547,51
2001-05-22,179.0,174.5,174.5,174.5,0
2001-05-23,30.933300018310547,30.933300018310547,30.933300018310547,30.933300018310547,8
2001-05-24,176.0,170.10000610351562,170.10000610351562,170.10000610351562,0
2001-05-25,33.14289855957031,30.933300018310547,30.933300018310547,33.14289855957031,180
2001-05-29,172.5,170.0,172.5,170.0,54
2001-05-30,30.933300018310547,28.723800659179688,29.60759925842285,29.165700912475586,601
2001-05-31,29.165700912475586,28.723800659179688,29.165700912475586,28.723800659179688,305
2001-06-01,29.165700912475586,29.165700912475586,29.165700912475586,29.165700912475586,39
2001-06-04,28.723800659179688,27.398099899291992,27.398099899291992,28.723800659179688,64
2001-06-05,28.723800659179688,28.723800659179688,28.723800659179688,28.723800659179688,6
2001-06-06,174.89999389648438,168.0,168.0,168.0,0
2001-06-07,28.723800659179688,27.398099899291992,28.723800659179688,27.398099899291992,149
2001-06-08,175.0,175.0,175.0,175.0,40
2001-06-11,169.0,168.0,168.0,168.0,96
2001-06-12,28.723800659179688,27.398099899291992,27.398099899291992,27.398099899291992,50
2001-06-13,27.398099899291992,24.746700286865234,27.398099899291992,24.746700286865234,472
2001-06-14,164.0,161.5,164.0,161.5,251
2001-06-15,173.8000030517578,159.1999969482422,159.1999969482422,159.1999969482422,0
2001-06-18,161.5,158.10000610351562,158.10000610351562,161.5,121
2001-06-19,17.67620086669922,17.67620086669922,17.67620086669922,17.67620086669922,462
2001-06-20,170.0,162.0,162.0,162.0,0
2001-06-21,164.0,162.10000610351562,162.10000610351562,164.0,586
2001-06-22,169.5,162.10000610351562,162.10000610351562,162.10000610351562,0
2001-06-25,25.63050079345703,24.304800033569336,24.304800033569336,25.188600540161133,373
2001-06-26,162.10000610351562,160.0,162.10000610351562,160.0,95
2001-06-27,155.0,153.0,155.0,153.0,115
2001-06-28,25.63050079345703,25.188600540161133,25.188600540161133,25.188600540161133,329
2001-06-29,165.5,156.0,156.0,156.0,0
2001-07-02,155.0,150.0,150.0,155.0,91
2001-07-03,26.956199645996094,26.956199645996094,26.956199645996094,26.956199645996094,0
2001-07-05,162.0,162.0,162.0,162.0,97
2001-07-06,162.0,162.0,162.0,162.0,4
2001-07-09,24.304800033569336,22.095199584960938,24.304800033569336,22.095199584960938,374
2001-07-10,166.8000030517578,164.0,164.0,164.0,0
2001-07-11,162.1999969482422,162.1999969482422,162.1999969482422,162.1999969482422,56
2001-07-12,166.8000030517578,166.8000030517578,166.8000030517578,166.8000030517578,8
2001-07-13,22.095199584960938,20.769500732421875,22.095199584960938,20.769500732421875,274
2001-07-16,165.0,163.60000610351562,165.0,163.60000610351562,373
2001-07-17,171.89999389648438,164.0,164.0,164.0,0
2001-07-18,20.769500732421875,20.769500732421875,20.769500732421875,20.769500732421875,0
2001-07-19,163.5,150.0,163.5,150.0,130
2001-07-20,160.10000610351562,160.10000610351562,160.10000610351562,160.10000610351562,49
2001-07-23,19.44379997253418,19.44379997253418,19.44379997253418,19.44379997253418,57
2001-07-24,165.60000610351562,160.0,160.0,160.0,0
2001-07-25,153.10000610351562,153.0,153.0,153.10000610351562,66
2001-07-26,22.095199584960938,22.095199584960938,22.095199584960938,22.095199584960938,0
2001-07-27,22.095199584960938,22.095199584960938,22.095199584960938,22.095199584960938,23
