Date,High_CDAY,Low_CDAY,Open_CDAY,Close_CDAY,Volume_CDAY
2018-04-26,31.75,28.649999618530273,28.899999618530273,31.209999084472656,13590200
2018-04-27,31.5,29.68000030517578,30.950000762939453,30.520000457763672,1744900
2018-04-30,32.0,30.209999084472656,30.760000228881836,31.579999923706055,638900
2018-05-01,32.400001525878906,31.260000228881836,31.420000076293945,31.479999542236328,858600
2018-05-02,33.650001525878906,31.479999542236328,31.479999542236328,32.75,845500
2018-05-03,34.43000030517578,32.529998779296875,32.630001068115234,33.790000915527344,1807900
2018-05-04,34.88999938964844,33.79999923706055,33.880001068115234,34.09000015258789,679600
2018-05-07,34.70000076293945,33.900001525878906,34.09000015258789,33.9900016784668,325600
2018-05-08,34.77000045776367,32.459999084472656,34.47999954223633,32.95000076293945,413900
2018-05-09,34.25,33.04499816894531,33.130001068115234,33.470001220703125,466700
2018-05-10,33.869998931884766,32.83000183105469,33.59000015258789,33.130001068115234,731600
2018-05-11,34.630001068115234,33.165000915527344,33.31999969482422,34.380001068115234,241900
2018-05-14,37.130001068115234,33.36000061035156,34.5,36.47999954223633,868300
2018-05-15,37.30500030517578,36.459999084472656,36.61000061035156,36.95000076293945,565800
2018-05-16,37.40999984741211,35.7400016784668,37.40999984741211,37.20000076293945,219200
2018-05-17,38.40999984741211,36.65999984741211,37.20000076293945,38.33000183105469,826700
2018-05-18,38.869998931884766,36.52000045776367,38.439998626708984,36.81999969482422,615800
2018-05-21,36.619998931884766,34.79800033569336,36.43000030517578,35.15999984741211,909300
2018-05-22,35.91999816894531,33.20000076293945,35.08000183105469,34.31999969482422,335500
2018-05-23,34.5,33.7599983215332,34.13999938964844,33.970001220703125,405300
2018-05-24,34.310001373291016,33.527000427246094,34.11000061035156,33.709999084472656,397100
2018-05-25,33.869998931884766,33.220001220703125,33.56999969482422,33.599998474121094,256900
2018-05-29,34.34000015258789,33.0,33.400001525878906,34.2400016784668,218100
2018-05-30,34.75,33.790000915527344,34.22999954223633,34.66999816894531,546100
2018-05-31,34.99800109863281,34.279998779296875,34.630001068115234,34.52000045776367,361000
2018-06-01,35.0099983215332,34.0099983215332,35.0099983215332,34.529998779296875,414400
2018-06-04,36.2599983215332,34.38999938964844,34.439998626708984,35.959999084472656,521200
2018-06-05,36.68000030517578,35.95000076293945,35.970001220703125,36.349998474121094,319400
2018-06-06,38.63999938964844,36.560001373291016,36.560001373291016,38.15999984741211,307200
2018-06-07,38.849998474121094,36.68000030517578,38.27000045776367,37.11000061035156,782500
2018-06-08,37.650001525878906,35.95000076293945,36.470001220703125,37.400001525878906,666200
2018-06-11,38.22999954223633,36.27000045776367,37.83000183105469,36.4900016784668,408500
2018-06-12,37.81999969482422,36.38999938964844,36.47999954223633,37.619998931884766,508300
2018-06-13,37.83000183105469,37.22600173950195,37.529998779296875,37.65999984741211,641200
2018-06-14,41.02000045776367,35.400001525878906,37.459999084472656,38.189998626708984,1771500
2018-06-15,38.86000061035156,37.2599983215332,38.150001525878906,38.45000076293945,1402700
2018-06-18,42.459999084472656,38.34000015258789,38.36000061035156,39.779998779296875,1646100
2018-06-19,39.619998931884766,37.0,39.2599983215332,37.20000076293945,602300
2018-06-20,38.244998931884766,36.9900016784668,37.31999969482422,37.0099983215332,409400
2018-06-21,37.47999954223633,36.400001525878906,36.849998474121094,36.54999923706055,549900
2018-06-22,36.70000076293945,35.70000076293945,36.5099983215332,35.75,1833800
2018-06-25,35.66999816894531,34.70000076293945,35.66999816894531,34.81999969482422,458800
2018-06-26,35.470001220703125,34.7400016784668,34.9900016784668,35.029998779296875,405700
2018-06-27,35.0,34.27000045776367,35.0,34.33000183105469,678100
2018-06-28,34.26499938964844,33.61000061035156,34.209999084472656,34.040000915527344,378000
2018-06-29,34.119998931884766,33.13999938964844,33.869998931884766,33.189998626708984,459100
2018-07-02,33.275001525878906,32.029998779296875,33.18000030517578,32.81999969482422,507900
2018-07-03,33.4900016784668,32.400001525878906,32.83000183105469,33.380001068115234,384500
2018-07-05,34.5,32.900001525878906,34.31999969482422,33.93000030517578,583500
2018-07-06,34.45000076293945,33.66999816894531,34.11000061035156,33.849998474121094,350600
2018-07-09,34.18000030517578,32.869998931884766,33.84000015258789,32.91999816894531,290700
2018-07-10,33.2400016784668,32.2400016784668,32.72999954223633,33.119998931884766,822000
2018-07-11,33.20000076293945,32.470001220703125,33.02000045776367,32.58000183105469,300000
2018-07-12,34.54999923706055,32.34000015258789,32.70000076293945,34.47999954223633,368300
2018-07-13,35.5,34.19200134277344,34.400001525878906,34.65999984741211,293000
2018-07-16,35.33000183105469,34.52000045776367,34.52000045776367,35.119998931884766,166200
2018-07-17,35.560001373291016,34.75,34.880001068115234,34.88999938964844,141400
