Date,High_DOW,Low_DOW,Open_DOW,Close_DOW,Volume_DOW
2019-03-20,53.5,49.5,52.75,49.79999923706055,2350800
2019-03-21,50.0,48.20000076293945,49.9900016784668,48.97999954223633,1764700
2019-03-22,49.95000076293945,48.15999984741211,48.79999923706055,48.599998474121094,844700
2019-03-25,49.400001525878906,48.0,48.599998474121094,49.150001525878906,440900
2019-03-26,49.75,48.18000030517578,49.0,48.849998474121094,504700
2019-03-27,50.779998779296875,49.0,49.0,50.099998474121094,1788600
2019-03-28,51.0,49.915000915527344,50.900001525878906,50.849998474121094,585400
2019-03-29,52.47999954223633,49.18000030517578,49.52000045776367,51.630001068115234,1769000
2019-04-01,54.38999938964844,51.25,52.29999923706055,53.5,19663400
2019-04-02,57.38999938964844,54.29999923706055,55.119998931884766,56.25,17414200
2019-04-03,57.20000076293945,55.5099983215332,57.08000183105469,56.880001068115234,15066200
2019-04-04,60.52000045776367,57.099998474121094,57.20000076293945,59.709999084472656,13309200
2019-04-05,58.97999954223633,56.27000045776367,58.38999938964844,57.2400016784668,17000800
2019-04-08,58.38999938964844,56.27000045776367,56.5,57.150001525878906,10764600
2019-04-09,57.20000076293945,56.08000183105469,56.79999923706055,56.27000045776367,9179900
2019-04-10,56.40999984741211,55.099998474121094,55.9900016784668,55.709999084472656,9081900
2019-04-11,56.209999084472656,54.83000183105469,55.70000076293945,54.88999938964844,7346100
2019-04-12,58.33000183105469,55.93000030517578,55.93000030517578,58.29999923706055,9281700
2019-04-15,58.849998474121094,57.290000915527344,58.56999969482422,57.779998779296875,5727300
2019-04-16,58.9900016784668,57.84000015258789,58.709999084472656,58.5,6681600
2019-04-17,59.04999923706055,58.20000076293945,58.95000076293945,58.31999969482422,6420700
2019-04-18,58.61000061035156,57.54999923706055,58.36000061035156,57.77000045776367,5178800
2019-04-22,58.40999984741211,57.2599983215332,57.47999954223633,57.88999938964844,4401700
2019-04-23,57.84000015258789,57.0,57.290000915527344,57.63999938964844,5687200
2019-04-24,57.88999938964844,55.8650016784668,57.4900016784668,55.97999954223633,5431300
2019-04-25,55.97999954223633,54.81999969482422,55.7599983215332,55.33000183105469,6260500
2019-04-26,55.599998474121094,54.95000076293945,55.29999923706055,55.25,4009800
2019-04-29,55.685001373291016,54.79999923706055,55.04999923706055,55.5,5935200
2019-04-30,57.20500183105469,55.599998474121094,55.7599983215332,56.72999954223633,6454100
2019-05-01,57.47999954223633,55.880001068115234,56.81999969482422,56.130001068115234,7644400
2019-05-02,56.4900016784668,52.029998779296875,55.540000915527344,52.70000076293945,13932700
2019-05-03,53.349998474121094,51.720001220703125,53.20000076293945,53.29999923706055,7401700
2019-05-06,54.029998779296875,51.70000076293945,52.150001525878906,53.459999084472656,6089500
2019-05-07,53.32500076293945,52.650001525878906,52.86000061035156,52.95000076293945,7330800
2019-05-08,53.39500045776367,52.310001373291016,53.33000183105469,52.47999954223633,5390700
2019-05-09,53.13999938964844,51.54999923706055,52.2599983215332,52.93000030517578,4579700
2019-05-10,53.7140007019043,52.4900016784668,52.939998626708984,53.06999969482422,4758100
2019-05-13,52.54999923706055,50.7599983215332,52.279998779296875,50.95000076293945,4213100
2019-05-14,53.0,50.84000015258789,51.33000183105469,52.47999954223633,4204500
2019-05-15,53.32500076293945,51.66999816894531,51.97999954223633,52.95000076293945,2928700
2019-05-16,53.54999923706055,52.72999954223633,53.290000915527344,52.97999954223633,3689700
2019-05-17,52.52000045776367,50.65999984741211,52.34000015258789,50.79999923706055,4440800
2019-05-20,50.540000915527344,49.91999816894531,50.400001525878906,50.08000183105469,5168400
2019-05-21,51.189998626708984,50.02000045776367,50.279998779296875,50.630001068115234,4968400
2019-05-22,50.61000061035156,49.96500015258789,50.459999084472656,50.209999084472656,3019100
2019-05-23,49.86000061035156,48.209999084472656,49.5,48.709999084472656,4919200
2019-05-24,49.57500076293945,48.439998626708984,49.38999938964844,49.20000076293945,2918900
2019-05-28,49.43000030517578,48.099998474121094,49.369998931884766,48.560001373291016,6613000
2019-05-29,49.43000030517578,48.0099983215332,48.20000076293945,48.709999084472656,3525900
2019-05-30,48.59000015258789,48.02000045776367,48.119998931884766,48.470001220703125,3777600
2019-05-31,48.0,46.75,47.959999084472656,46.7599983215332,3396900
2019-06-03,47.959999084472656,46.849998474121094,46.849998474121094,47.959999084472656,5905200
2019-06-04,49.93000030517578,48.63999938964844,48.68000030517578,49.93000030517578,7043000
2019-06-05,50.56999969482422,49.04999923706055,50.4900016784668,50.34000015258789,6413300
2019-06-06,51.310001373291016,50.150001525878906,50.279998779296875,51.060001373291016,6228100
2019-06-07,51.689998626708984,50.869998931884766,51.130001068115234,51.29999923706055,5391100
2019-06-10,52.099998474121094,51.58000183105469,51.720001220703125,51.619998931884766,5434400
2019-06-11,52.16999816894531,51.560001373291016,52.0,52.040000915527344,5144300
2019-06-12,52.63999938964844,51.68000030517578,52.060001373291016,52.4900016784668,3103900
2019-06-13,52.95000076293945,52.040000915527344,52.68000030517578,52.880001068115234,4179800
2019-06-14,52.689998626708984,51.0,52.630001068115234,51.150001525878906,3919300
2019-06-17,50.33000183105469,49.04999923706055,50.060001373291016,49.349998474121094,5787300
2019-06-18,50.56999969482422,49.400001525878906,49.75,49.61000061035156,5014200
2019-06-19,50.2400016784668,48.33000183105469,49.95000076293945,48.5,5404000
2019-06-20,49.59000015258789,48.619998931884766,49.095001220703125,48.93000030517578,4228300
2019-06-21,49.27000045776367,48.310001373291016,48.81999969482422,48.36000061035156,9478500
2019-06-24,49.70000076293945,48.31999969482422,48.5099983215332,49.58000183105469,4602300
2019-06-25,50.222999572753906,49.04999923706055,49.4900016784668,49.689998626708984,4005200
2019-06-26,51.220001220703125,49.810001373291016,49.849998474121094,50.45000076293945,5244400
2019-06-27,51.13999938964844,50.53099822998047,50.61000061035156,50.90999984741211,4097200
2019-06-28,51.20000076293945,49.08000183105469,51.040000915527344,49.310001373291016,6507400
2019-07-01,50.20000076293945,49.52000045776367,50.0,50.15999984741211,4641700
2019-07-02,50.060001373291016,48.7599983215332,50.0,49.400001525878906,4725800
2019-07-03,49.650001525878906,49.20000076293945,49.459999084472656,49.33000183105469,2479400
2019-07-05,49.369998931884766,48.959999084472656,49.0099983215332,49.310001373291016,2529800
2019-07-08,49.5,48.3849983215332,49.34000015258789,48.52000045776367,5936000
2019-07-09,48.43000030517578,47.5,48.29999923706055,47.869998931884766,4967400
2019-07-10,48.41999816894531,47.52000045776367,48.34000015258789,47.54999923706055,3507400
2019-07-11,48.060001373291016,47.18000030517578,47.72999954223633,47.779998779296875,4202000
2019-07-12,50.040000915527344,48.08000183105469,48.459999084472656,49.709999084472656,4328400
2019-07-15,50.95000076293945,49.65999984741211,49.77000045776367,50.93000030517578,4923800
2019-07-16,52.64500045776367,50.95000076293945,50.95000076293945,52.31999969482422,6011200
2019-07-17,52.29999923706055,51.22999954223633,52.15999984741211,51.599998474121094,4417500
2019-07-18,52.04999923706055,51.279998779296875,51.54999923706055,51.75,3620300
2019-07-19,51.83000183105469,51.5,51.77000045776367,51.52000045776367,3221500
2019-07-22,51.56999969482422,50.599998474121094,51.50400161743164,50.880001068115234,2814900
2019-07-23,52.900001525878906,50.95000076293945,51.0,52.619998931884766,4387700
2019-07-24,52.9900016784668,52.040000915527344,52.5,52.790000915527344,3516400
2019-07-25,51.9900016784668,50.29999923706055,51.63999938964844,50.77000045776367,4254600
2019-07-26,50.29999923706055,48.91999816894531,50.27000045776367,49.11000061035156,5066000
2019-07-29,48.880001068115234,47.97999954223633,48.52000045776367,48.04999923706055,4219800
2019-07-30,48.439998626708984,47.779998779296875,47.779998779296875,48.400001525878906,4194300
2019-07-31,49.43000030517578,47.95000076293945,48.4900016784668,48.439998626708984,5188500
2019-08-01,48.599998474121094,46.779998779296875,48.150001525878906,46.849998474121094,5803200
2019-08-02,47.5,45.369998931884766,46.689998626708984,45.599998474121094,5346400
2019-08-05,45.130001068115234,44.06999969482422,45.060001373291016,44.77000045776367,5147300
2019-08-06,45.45000076293945,43.73500061035156,45.11000061035156,44.43000030517578,4702800
2019-08-07,45.0,43.90999984741211,44.099998474121094,44.88999938964844,4490100
2019-08-08,46.81999969482422,45.189998626708984,45.196998596191406,46.790000915527344,4573400
2019-08-09,46.9900016784668,46.099998474121094,46.41999816894531,46.63999938964844,4468000
2019-08-12,46.79999923706055,45.52000045776367,46.38999938964844,45.689998626708984,4491600
2019-08-13,47.7599983215332,45.58000183105469,45.779998779296875,46.849998474121094,5407300
2019-08-14,46.150001525878906,44.0,45.79999923706055,44.08000183105469,6178300
2019-08-15,44.369998931884766,42.959999084472656,44.34000015258789,43.380001068115234,3494600
2019-08-16,44.810001373291016,42.77000045776367,43.290000915527344,44.5099983215332,4586000
2019-08-19,45.862998962402344,45.150001525878906,45.36000061035156,45.599998474121094,3615500
2019-08-20,45.25,43.06999969482422,45.25,43.15999984741211,5972800
2019-08-21,44.2400016784668,43.2400016784668,43.849998474121094,43.279998779296875,4397800
2019-08-22,43.900001525878906,42.02000045776367,43.31999969482422,42.04999923706055,6072100
2019-08-23,42.02000045776367,40.439998626708984,42.0,40.709999084472656,6696800
2019-08-26,41.349998474121094,40.61000061035156,41.27000045776367,40.81999969482422,3402400
2019-08-27,41.72999954223633,40.91899871826172,41.189998626708984,41.16999816894531,4152200
2019-08-28,42.63999938964844,40.7599983215332,41.150001525878906,42.52000045776367,4539300
2019-08-29,43.0,42.209999084472656,42.33000183105469,42.369998931884766,3292500
2019-08-30,43.0,42.27000045776367,42.83000183105469,42.630001068115234,4099200
2019-09-03,42.22999954223633,41.150001525878906,42.13999938964844,41.79999923706055,3343300
2019-09-04,42.790000915527344,41.849998474121094,42.59000015258789,42.540000915527344,2651400
2019-09-05,43.970001220703125,43.09000015258789,43.150001525878906,43.36000061035156,4041400
2019-09-06,43.65999984741211,42.65999984741211,43.540000915527344,43.2400016784668,3217900
2019-09-09,44.62699890136719,43.2599983215332,43.529998779296875,44.45000076293945,3848000
2019-09-10,46.369998931884766,44.779998779296875,45.099998474121094,46.31999969482422,4704000
2019-09-11,47.04999923706055,45.58000183105469,46.52000045776367,46.880001068115234,4445000
2019-09-12,47.189998626708984,45.56999969482422,47.06999969482422,46.970001220703125,3649700
2019-09-13,48.439998626708984,47.25,47.63999938964844,48.20000076293945,4027600
2019-09-16,49.97999954223633,48.279998779296875,48.689998626708984,49.0099983215332,5040600
2019-09-17,49.09000015258789,47.61000061035156,48.66999816894531,48.0,3741900
2019-09-18,47.900001525878906,47.02000045776367,47.900001525878906,47.5099983215332,2588200
2019-09-19,48.40999984741211,47.4900016784668,48.119998931884766,47.63999938964844,2418300
2019-09-20,48.849998474121094,47.06999969482422,47.470001220703125,48.209999084472656,10570400
2019-09-23,48.21500015258789,47.119998931884766,47.38999938964844,47.90999984741211,3599400
2019-09-24,48.0,45.95000076293945,47.779998779296875,46.599998474121094,4515300
2019-09-25,47.970001220703125,46.130001068115234,46.54999923706055,47.68000030517578,4396200
2019-09-26,47.689998626708984,46.933998107910156,47.5099983215332,47.22999954223633,2994200
