Date,High_RJF,Low_RJF,Open_RJF,Close_RJF,Volume_RJF
2000-01-03,5.462963104248047,5.111111164093018,5.462963104248047,5.222221851348877,347963
2000-01-04,5.203703880310059,4.944444179534912,5.148148059844971,5.037036895751953,1102950
2000-01-05,4.981481075286865,4.842593193054199,4.962963104248047,4.981481075286865,404663
2000-01-06,5.111111164093018,4.962963104248047,5.055555820465088,4.981481075286865,527513
2000-01-07,5.055555820465088,4.888888835906982,4.907406806945801,5.037036895751953,811013
2000-01-10,5.185184955596924,5.037036895751953,5.074073791503906,5.074073791503906,274050
2000-01-11,5.1666669845581055,5.037036895751953,5.074073791503906,5.129630088806152,339525
2000-01-12,5.203703880310059,5.092593193054199,5.185184955596924,5.185184955596924,271350
2000-01-13,5.518518924713135,5.185184955596924,5.185184955596924,5.5,454613
2000-01-14,5.555555820465088,5.185184955596924,5.407406806945801,5.185184955596924,707738
2000-01-18,5.481481075286865,5.111111164093018,5.129630088806152,5.370369911193848,485325
2000-01-19,5.555555820465088,5.185184955596924,5.407406806945801,5.203703880310059,613575
2000-01-20,5.296296119689941,5.037036895751953,5.259259223937988,5.148148059844971,857588
2000-01-21,5.185184955596924,4.981481075286865,5.148148059844971,5.092593193054199,1362150
2000-01-24,5.222221851348877,5.037036895751953,5.037036895751953,5.185184955596924,463050
2000-01-25,5.3333330154418945,5.129630088806152,5.222221851348877,5.3333330154418945,938925
2000-01-26,5.8333330154418945,5.222221851348877,5.314815044403076,5.407406806945801,1329750
2000-01-27,6.055555820465088,5.481481075286865,5.481481075286865,5.796296119689941,2330775
2000-01-28,5.759259223937988,5.555555820465088,5.740740776062012,5.555555820465088,427275
2000-01-31,5.648148059844971,5.481481075286865,5.518518924713135,5.629630088806152,630113
2000-02-01,5.629630088806152,5.425926208496094,5.629630088806152,5.518518924713135,301388
2000-02-02,5.611111164093018,5.444444179534912,5.5,5.574073791503906,285525
2000-02-03,5.685184955596924,5.611111164093018,5.611111164093018,5.685184955596924,303750
2000-02-04,5.907406806945801,5.685184955596924,5.685184955596924,5.888888835906982,560925
2000-02-07,5.907406806945801,5.703703880310059,5.870369911193848,5.8333330154418945,373950
2000-02-08,5.851851940155029,5.685184955596924,5.8333330154418945,5.703703880310059,361125
2000-02-09,5.740740776062012,5.518518924713135,5.685184955596924,5.555555820465088,346613
2000-02-10,5.759259223937988,5.407406806945801,5.592593193054199,5.592593193054199,312863
2000-02-11,5.722221851348877,5.388888835906982,5.537036895751953,5.462963104248047,427950
2000-02-14,5.629630088806152,5.351851940155029,5.5,5.444444179534912,259538
2000-02-15,5.648148059844971,5.351851940155029,5.481481075286865,5.592593193054199,286538
2000-02-16,5.574073791503906,5.444444179534912,5.574073791503906,5.5,170775
2000-02-17,5.777778148651123,5.462963104248047,5.5,5.481481075286865,391500
2000-02-18,5.5,5.3333330154418945,5.5,5.3333330154418945,454275
2000-02-22,5.388888835906982,5.240740776062012,5.388888835906982,5.351851940155029,424238
2000-02-23,5.574073791503906,5.3333330154418945,5.370369911193848,5.444444179534912,615600
2000-02-24,5.537036895751953,5.351851940155029,5.481481075286865,5.481481075286865,511650
2000-02-25,5.518518924713135,5.3333330154418945,5.444444179534912,5.3333330154418945,197438
2000-02-28,5.611111164093018,5.351851940155029,5.388888835906982,5.611111164093018,368888
2000-02-29,5.888888835906982,5.574073791503906,5.629630088806152,5.851851940155029,683775
2000-03-01,6.129630088806152,5.870369911193848,5.888888835906982,5.944444179534912,1022963
2000-03-02,6.018518924713135,5.777778148651123,5.981481075286865,5.981481075286865,201488
2000-03-03,6.092593193054199,5.796296119689941,5.925926208496094,6.092593193054199,462713
2000-03-06,6.148148059844971,5.8333330154418945,6.018518924713135,6.148148059844971,265275
2000-03-07,6.074073791503906,5.722221851348877,6.074073791503906,5.722221851348877,210600
2000-03-08,5.796296119689941,5.574073791503906,5.722221851348877,5.611111164093018,387788
