Date,High_ORP,Low_ORP,Open_ORP,Close_ORP,Volume_ORP
2012-12-03,11.5600004196167,9.100000381469727,11.149999618530273,9.779999732971191,124349
2012-12-04,9.880000114440918,9.3100004196167,9.880000114440918,9.649999618530273,10241
2012-12-05,9.729999542236328,9.079999923706055,9.729999542236328,9.550000190734863,20949
2012-12-06,9.739999771118164,9.289999961853027,9.5,9.6899995803833,19890
2012-12-07,9.720000267028809,9.5,9.720000267028809,9.619999885559082,6331
2012-12-10,9.6899995803833,9.25,9.6899995803833,9.399999618530273,14400
2012-12-11,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,0
2012-12-12,10.5,10.140000343322754,10.199999809265137,10.4399995803833,20706
2012-12-13,10.6899995803833,10.420000076293945,10.5,10.600000381469727,27953
2012-12-14,10.600000381469727,10.600000381469727,10.600000381469727,10.600000381469727,0
2012-12-17,10.649999618530273,10.010000228881836,10.649999618530273,10.289999961853027,23747
2012-12-18,10.100000381469727,9.800000190734863,10.100000381469727,10.09000015258789,4629
2012-12-19,10.399999618530273,9.369999885559082,10.300000190734863,9.670000076293945,27498
2012-12-20,9.770000457763672,9.300000190734863,9.770000457763672,9.300000190734863,23959
2012-12-21,9.65999984741211,8.920000076293945,9.65999984741211,9.550000190734863,17740
2012-12-24,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0
2012-12-26,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0
2012-12-27,9.579999923706055,9.010000228881836,9.579999923706055,9.4399995803833,2581
2012-12-28,9.5,9.100000381469727,9.5,9.470000267028809,6726
2012-12-31,9.470000267028809,9.470000267028809,9.470000267028809,9.470000267028809,0
2013-01-02,9.770000457763672,9.119999885559082,9.770000457763672,9.130000114440918,3785
2013-01-03,9.5,9.109999656677246,9.5,9.109999656677246,12383
2013-01-04,9.300000190734863,9.100000381469727,9.130000114440918,9.300000190734863,12058
2013-01-07,9.390000343322754,9.25,9.25,9.350000381469727,569
2013-01-08,9.670000076293945,9.350000381469727,9.350000381469727,9.600000381469727,9276
2013-01-09,9.59000015258789,9.399999618530273,9.399999618530273,9.59000015258789,4044
2013-01-10,9.65999984741211,9.369999885559082,9.600000381469727,9.59000015258789,6114
2013-01-11,9.600000381469727,9.40999984741211,9.59000015258789,9.59000015258789,498
2013-01-14,9.75,9.600000381469727,9.600000381469727,9.720000267028809,19999
2013-01-15,9.720000267028809,9.609999656677246,9.720000267028809,9.699999809265137,1345
2013-01-16,10.0,9.5,9.699999809265137,10.0,35818
2013-01-17,10.489999771118164,9.989999771118164,9.989999771118164,10.489999771118164,15576
2013-01-18,10.489999771118164,10.489999771118164,10.489999771118164,10.489999771118164,0
2013-01-22,11.84000015258789,11.34000015258789,11.699999809265137,11.84000015258789,86715
2013-01-23,12.4399995803833,11.850000381469727,11.989999771118164,11.989999771118164,67859
2013-01-24,12.25,11.850000381469727,12.239999771118164,11.850000381469727,44363
2013-01-25,11.899999618530273,11.5,11.800000190734863,11.859999656677246,125088
2013-01-28,11.600000381469727,11.399999618530273,11.600000381469727,11.5,5799
2013-01-29,11.5,11.5,11.5,11.5,0
2013-01-30,11.510000228881836,11.149999618530273,11.479999542236328,11.399999618530273,5263
2013-02-01,11.5,10.40999984741211,11.5,11.25,7394
2013-02-04,11.550000190734863,11.0,11.279999732971191,11.020000457763672,15583
2013-02-05,11.25,10.850000381469727,11.0,11.100000381469727,2429
2013-02-06,11.239999771118164,10.5,11.239999771118164,10.5,16823
2013-02-07,10.5,10.5,10.5,10.5,0
2013-02-08,10.5,10.5,10.5,10.5,0
2013-02-11,11.600000381469727,10.710000038146973,10.970000267028809,11.600000381469727,41993
2013-02-12,11.899999618530273,11.359999656677246,11.710000038146973,11.359999656677246,62546
2013-02-13,11.579999923706055,10.609999656677246,11.5,11.0,13750
2013-02-14,11.0,10.5,10.850000381469727,10.960000038146973,8253
2013-02-15,11.0,10.550000190734863,10.960000038146973,10.960000038146973,9177
2013-02-19,10.640000343322754,9.899999618530273,10.640000343322754,10.020000457763672,14469
2013-02-20,10.800000190734863,9.680000305175781,9.989999771118164,10.800000190734863,25694
2013-02-21,10.949999809265137,10.699999809265137,10.699999809265137,10.899999618530273,623
2013-02-22,10.989999771118164,10.890000343322754,10.970000267028809,10.890000343322754,407
2013-02-25,10.890000343322754,10.890000343322754,10.890000343322754,10.890000343322754,0
2013-02-26,11.050000190734863,10.289999961853027,10.699999809265137,11.0,15356
2013-02-27,11.300000190734863,10.5,11.199999809265137,11.300000190734863,10361
2013-02-28,11.420000076293945,11.0,11.420000076293945,11.369999885559082,5679
2013-03-01,11.350000381469727,10.899999618530273,11.350000381469727,10.899999618530273,374
2013-03-04,11.300000190734863,10.800000190734863,11.300000190734863,11.1899995803833,8366
2013-03-05,11.1899995803833,10.800000190734863,11.1899995803833,11.1899995803833,224
2013-03-06,11.1899995803833,10.819999694824219,11.1899995803833,11.149999618530273,649
2013-03-07,11.149999618530273,10.800000190734863,11.0,11.130000114440918,9995
2013-03-08,11.180000305175781,10.600000381469727,11.180000305175781,11.149999618530273,12791
2013-03-11,11.180000305175781,10.949999809265137,11.180000305175781,11.149999618530273,2885
2013-03-12,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-13,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-14,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-15,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-18,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-19,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-20,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-21,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-22,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-25,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-26,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-27,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-03-28,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-04-01,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
2013-04-02,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0
