Date,High_BDX,Low_BDX,Open_BDX,Close_BDX,Volume_BDX
2000-01-03,25.609756469726562,25.0,25.54878044128418,25.54878044128418,795708
2000-01-04,25.365854263305664,24.878049850463867,24.878049850463867,24.878049850463867,649133
2000-01-05,25.30487823486328,24.634145736694336,25.121950149536133,25.060976028442383,768545
2000-01-06,26.64634132385254,25.0,25.060976028442383,26.09756088256836,438598
2000-01-07,27.682926177978516,26.280487060546875,26.341463088989258,27.560976028442383,918708
2000-01-10,27.5,26.890243530273438,27.439023971557617,26.95121955871582,526440
2000-01-11,27.5,26.463415145874023,27.19512176513672,26.524389266967773,586608
2000-01-12,26.09756088256836,25.487804412841797,26.036584854125977,25.670732498168945,860898
2000-01-13,27.80487823486328,25.731706619262695,25.792682647705078,27.439023971557617,697718
2000-01-14,27.317073822021484,26.219512939453125,27.317073822021484,26.707317352294922,647493
2000-01-18,27.2560977935791,26.09756088256836,26.524389266967773,26.768293380737305,927318
2000-01-19,27.926828384399414,26.341463088989258,26.524389266967773,27.682926177978516,911020
2000-01-20,27.926828384399414,26.95121955871582,27.682926177978516,27.134145736694336,770903
2000-01-21,28.719512939453125,27.682926177978516,28.292682647705078,28.109756469726562,1310873
2000-01-24,27.987804412841797,26.463415145874023,27.987804412841797,27.19512176513672,878528
2000-01-25,27.317073822021484,26.158536911010742,26.95121955871582,26.524389266967773,694233
2000-01-26,27.19512176513672,26.158536911010742,26.707317352294922,26.158536911010742,724163
2000-01-27,27.19512176513672,26.036584854125977,26.280487060546875,27.19512176513672,872070
2000-01-28,26.95121955871582,25.731706619262695,26.95121955871582,25.85365867614746,830865
2000-01-31,26.158536911010742,25.182926177978516,25.792682647705078,25.54878044128418,769878
2000-02-01,26.463415145874023,25.487804412841797,25.670732498168945,26.463415145874023,481033
2000-02-02,26.219512939453125,25.365854263305664,26.219512939453125,25.670732498168945,836503
2000-02-03,25.670732498168945,25.0,25.670732498168945,25.365854263305664,676705
2000-02-04,25.792682647705078,25.30487823486328,25.609756469726562,25.365854263305664,683675
2000-02-07,25.792682647705078,25.30487823486328,25.609756469726562,25.365854263305664,566313
2000-02-08,25.365854263305664,24.634145736694336,25.365854263305664,25.060976028442383,800115
2000-02-09,25.30487823486328,24.14634132385254,24.817073822021484,25.2439022064209,1524995
2000-02-10,25.30487823486328,24.207317352294922,25.182926177978516,24.512195587158203,874530
2000-02-11,24.817073822021484,24.207317352294922,24.7560977935791,24.390243530273438,751018
2000-02-14,25.2439022064209,24.390243530273438,24.573171615600586,25.182926177978516,786995
2000-02-15,24.878049850463867,23.414634704589844,24.7560977935791,24.512195587158203,830763
2000-02-16,25.121950149536133,24.207317352294922,24.390243530273438,25.0,916760
2000-02-17,25.792682647705078,24.390243530273438,24.878049850463867,25.670732498168945,909278
2000-02-18,31.09756088256836,25.914634704589844,25.914634704589844,29.817073822021484,4466950
2000-02-22,29.512195587158203,27.621950149536133,29.512195587158203,28.35365867614746,2026835
2000-02-23,29.878049850463867,27.987804412841797,28.109756469726562,29.268293380737305,2699645
2000-02-24,31.219512939453125,28.170732498168945,28.658536911010742,31.219512939453125,2528573
2000-02-25,33.59756088256836,31.09756088256836,31.219512939453125,33.29268264770508,3804800
2000-02-28,32.621952056884766,30.0,32.56097412109375,30.2439022064209,2109758
2000-02-29,31.09756088256836,29.512195587158203,30.2439022064209,30.2439022064209,1566303
2000-03-01,31.524389266967773,29.817073822021484,30.182926177978516,30.54878044128418,2519963
2000-03-02,31.585365295410156,30.0,31.158536911010742,30.670732498168945,1785243
2000-03-03,31.158536911010742,30.060976028442383,30.731706619262695,30.731706619262695,1712058
2000-03-06,30.792682647705078,29.573171615600586,30.792682647705078,30.060976028442383,1029408
2000-03-07,29.512195587158203,28.04878044128418,29.512195587158203,28.90243911743164,1870215
2000-03-08,29.573171615600586,28.170732498168945,28.963415145874023,29.329267501831055,1944220
2000-03-09,30.54878044128418,28.841463088989258,29.512195587158203,30.121950149536133,1538218
2000-03-10,32.19512176513672,30.914634704589844,31.219512939453125,31.219512939453125,2843248
2000-03-13,30.975610733032227,29.329267501831055,30.975610733032227,29.878049850463867,878015
2000-03-14,30.30487823486328,28.780487060546875,30.121950149536133,28.90243911743164,1140210
2000-03-15,29.878049850463867,28.231706619262695,28.658536911010742,29.69512176513672,1663165
2000-03-16,30.426828384399414,29.390243530273438,29.69512176513672,30.2439022064209,1671365
2000-03-17,30.914634704589844,29.939023971557617,30.487804412841797,30.487804412841797,1550313
2000-03-20,30.85365867614746,30.060976028442383,30.2439022064209,30.2439022064209,724368
2000-03-21,30.30487823486328,29.634145736694336,30.2439022064209,30.2439022064209,810365
2000-03-22,30.2439022064209,29.207317352294922,30.0,30.182926177978516,911738
2000-03-23,30.060976028442383,28.841463088989258,30.060976028442383,29.268293380737305,958478
2000-03-24,28.841463088989258,26.585365295410156,28.292682647705078,27.317073822021484,1658040
2000-03-27,27.378049850463867,25.975610733032227,27.317073822021484,26.280487060546875,1517513
2000-03-28,26.829267501831055,25.975610733032227,26.158536911010742,26.463415145874023,1431105
2000-03-29,26.40243911743164,25.975610733032227,26.341463088989258,26.219512939453125,1156815
2000-03-30,26.524389266967773,25.731706619262695,26.341463088989258,25.85365867614746,1688585
2000-03-31,26.768293380737305,25.609756469726562,25.85365867614746,25.670732498168945,1520075
2000-04-03,26.40243911743164,25.670732498168945,25.914634704589844,26.341463088989258,1365608
2000-04-04,27.378049850463867,25.85365867614746,26.585365295410156,26.40243911743164,1817325
2000-04-05,27.073171615600586,26.158536911010742,26.341463088989258,26.524389266967773,757270
2000-04-06,26.524389266967773,26.036584854125977,26.280487060546875,26.341463088989258,1621550
2000-04-07,27.073171615600586,25.85365867614746,27.073171615600586,26.036584854125977,1050318
2000-04-10,26.189023971557617,25.54878044128418,25.54878044128418,25.914634704589844,655283
2000-04-11,26.95121955871582,25.670732498168945,25.914634704589844,26.768293380737305,932443
2000-04-12,29.14634132385254,26.95121955871582,27.012195587158203,28.04878044128418,1749983
2000-04-13,28.292682647705078,27.439023971557617,27.926828384399414,27.865854263305664,738923
2000-04-14,27.682926177978516,25.975610733032227,27.621950149536133,26.219512939453125,715963
2000-04-17,26.280487060546875,25.121950149536133,26.036584854125977,25.426828384399414,881193
2000-04-18,26.09756088256836,25.182926177978516,25.487804412841797,26.09756088256836,757988
