Date,High_VTR,Low_VTR,Open_VTR,Close_VTR,Volume_VTR
2000-01-03,4.853260040283203,4.567773818969727,4.853260040283203,4.567773818969727,14974
2000-01-04,4.567773818969727,4.496403217315674,4.567773818969727,4.567773818969727,34853
2000-01-05,4.710516929626465,4.496403217315674,4.496403217315674,4.496403217315674,26621
2000-01-06,4.710516929626465,4.496403217315674,4.496403217315674,4.567773818969727,24082
2000-01-07,4.567773818969727,4.4250311851501465,4.496403217315674,4.496403217315674,73997
2000-01-10,4.710516929626465,4.496403217315674,4.496403217315674,4.567773818969727,47375
2000-01-11,4.496403217315674,4.4250311851501465,4.4250311851501465,4.496403217315674,45799
2000-01-12,4.496403217315674,4.4250311851501465,4.4250311851501465,4.4250311851501465,13661
2000-01-13,4.639145851135254,4.4250311851501465,4.4250311851501465,4.496403217315674,27147
2000-01-14,4.567773818969727,4.496403217315674,4.496403217315674,4.567773818969727,31700
2000-01-18,4.639145851135254,4.496403217315674,4.567773818969727,4.639145851135254,18039
2000-01-19,4.639145851135254,4.496403217315674,4.567773818969727,4.639145851135254,24782
2000-01-20,4.639145851135254,4.567773818969727,4.639145851135254,4.567773818969727,28110
2000-01-21,4.567773818969727,4.496403217315674,4.567773818969727,4.496403217315674,35553
2000-01-24,4.567773818969727,4.210916996002197,4.496403217315674,4.210916996002197,91511
2000-01-25,4.282288074493408,3.9254310131073,4.282288074493408,3.996803045272827,313150
2000-01-26,4.139545917510986,3.854059934616089,3.9254310131073,3.996803045272827,64889
2000-01-27,4.139545917510986,3.854059934616089,3.996803045272827,3.996803045272827,94751
2000-01-28,3.996803045272827,3.854059934616089,3.9254310131073,3.9254310131073,110513
2000-01-31,4.282288074493408,3.854059934616089,3.996803045272827,4.139545917510986,198434
2000-02-01,4.282288074493408,4.068173885345459,4.139545917510986,4.210916996002197,80127
2000-02-02,4.3536601066589355,4.139545917510986,4.139545917510986,4.282288074493408,34240
2000-02-03,4.4250311851501465,4.139545917510986,4.210916996002197,4.210916996002197,153598
2000-02-04,4.139545917510986,3.996803045272827,4.139545917510986,3.996803045272827,110075
2000-02-07,4.3536601066589355,4.068173885345459,4.282288074493408,4.210916996002197,35816
2000-02-08,4.3536601066589355,3.854059934616089,4.139545917510986,3.996803045272827,54994
2000-02-09,4.068173885345459,3.996803045272827,3.996803045272827,3.996803045272827,52892
2000-02-10,3.996803045272827,3.9254310131073,3.996803045272827,3.9254310131073,109287
2000-02-11,3.9254310131073,3.6399450302124023,3.854059934616089,3.7113170623779297,109463
2000-02-14,3.7113170623779297,3.5685739517211914,3.7113170623779297,3.6399450302124023,57709
2000-02-15,3.6399450302124023,3.5685739517211914,3.5685739517211914,3.6399450302124023,59635
2000-02-16,3.7826879024505615,3.5685739517211914,3.5685739517211914,3.7826879024505615,55519
2000-02-17,3.9254310131073,3.7113170623779297,3.7113170623779297,3.7826879024505615,36342
2000-02-18,3.854059934616089,3.7826879024505615,3.854059934616089,3.7826879024505615,10859
2000-02-22,3.854059934616089,3.7826879024505615,3.7826879024505615,3.7826879024505615,21893
2000-02-23,3.7826879024505615,3.7826879024505615,3.7826879024505615,3.7826879024505615,8582
2000-02-24,3.854059934616089,3.7113170623779297,3.7826879024505615,3.7826879024505615,25658
2000-02-25,3.996803045272827,3.7113170623779297,3.7113170623779297,3.854059934616089,88708
2000-02-28,3.9254310131073,3.854059934616089,3.854059934616089,3.9254310131073,12347
2000-02-29,4.068173885345459,3.854059934616089,3.9254310131073,3.854059934616089,546437
2000-03-01,3.996803045272827,3.7826879024505615,3.854059934616089,3.7826879024505615,191516
2000-03-02,3.854059934616089,3.7826879024505615,3.7826879024505615,3.854059934616089,84330
2000-03-03,4.210916996002197,3.9254310131073,3.9254310131073,4.068173885345459,53330
2000-03-06,4.139545917510986,3.7826879024505615,3.9254310131073,4.068173885345459,37042
2000-03-07,4.139545917510986,3.854059934616089,3.996803045272827,3.996803045272827,265600
2000-03-08,3.996803045272827,3.854059934616089,3.996803045272827,3.854059934616089,18652
2000-03-09,3.854059934616089,3.5685739517211914,3.854059934616089,3.7113170623779297,123474
2000-03-10,3.7826879024505615,3.5685739517211914,3.7826879024505615,3.6399450302124023,62875
2000-03-13,3.854059934616089,3.6399450302124023,3.6399450302124023,3.854059934616089,43260
2000-03-14,3.7826879024505615,3.5685739517211914,3.7826879024505615,3.5685739517211914,64101
2000-03-15,3.5685739517211914,3.0689730644226074,3.5685739517211914,3.2117159366607666,181533
2000-03-16,3.6399450302124023,3.1403450965881348,3.1403450965881348,3.5685739517211914,130567
2000-03-17,3.497201919555664,3.283087968826294,3.4258310794830322,3.354459047317505,70056
2000-03-20,3.354459047317505,3.283087968826294,3.354459047317505,3.354459047317505,32576
2000-03-21,3.996803045272827,3.4258310794830322,3.4258310794830322,3.9254310131073,274269
