Date,High_BNP,Low_BNP,Open_BNP,Close_BNP,Volume_BNP
2000-03-21,40.5,40.5,40.5,40.5,0
2000-03-22,40.5,40.5,40.5,40.5,0
2000-03-23,41.5,41.5,41.5,41.5,200
2000-03-24,41.5,41.5,41.5,41.5,0
2000-03-27,41.5,41.5,41.5,41.5,0
2000-03-28,41.5,41.5,41.5,41.5,0
2000-03-29,41.5,41.5,41.5,41.5,0
2000-03-30,41.5,41.5,41.5,41.5,0
2000-03-31,41.5,41.5,41.5,41.5,0
2000-04-03,41.5,41.5,41.5,41.5,200
2000-04-04,41.5,41.5,41.5,41.5,200
2000-04-05,42.5,42.5,42.5,42.5,124
2000-04-06,42.5,42.5,42.5,42.5,0
2000-04-07,42.5,42.5,42.5,42.5,0
2000-04-10,42.5,42.5,42.5,42.5,0
2000-04-11,42.5,42.5,42.5,42.5,0
2000-04-12,44.25,44.25,44.25,44.25,36
2000-04-13,44.25,44.25,44.25,44.25,0
2000-04-14,44.25,44.25,44.25,44.25,0
2000-04-17,44.25,44.25,44.25,44.25,0
2000-04-18,44.25,44.25,44.25,44.25,0
2000-04-19,44.25,44.25,44.25,44.25,0
2000-04-20,44.25,44.25,44.25,44.25,0
2000-04-24,44.25,44.25,44.25,44.25,0
2000-04-25,44.25,44.25,44.25,44.25,0
2000-04-26,45.0,45.0,45.0,45.0,600
2000-04-27,45.0,45.0,45.0,45.0,0
2000-04-28,45.0,45.0,45.0,45.0,0
2000-05-01,45.0,45.0,45.0,45.0,0
2000-05-02,45.0,45.0,45.0,45.0,600
2000-05-03,45.0,45.0,45.0,45.0,600
2000-05-04,45.0,45.0,45.0,45.0,600
2000-05-05,45.0,45.0,45.0,45.0,600
2000-05-08,45.5,45.5,45.5,45.5,50
2000-05-09,45.5,45.5,45.5,45.5,0
2000-05-10,46.35499954223633,45.5,45.5,46.35499954223633,330
2000-05-11,46.35499954223633,46.35499954223633,46.35499954223633,46.35499954223633,0
2000-05-12,48.814998626708984,47.709999084472656,47.709999084472656,48.650001525878906,6300
2000-05-15,48.5,47.279998779296875,48.5,47.279998779296875,340
2000-05-16,48.5,48.5,48.5,48.5,136
2000-05-17,48.5,48.5,48.5,48.5,0
2000-05-18,48.5,48.5,48.5,48.5,0
2000-05-19,48.5,48.5,48.5,48.5,0
2000-05-22,48.5,48.5,48.5,48.5,0
2000-05-23,47.345001220703125,47.345001220703125,47.345001220703125,47.345001220703125,20
2000-05-24,47.345001220703125,47.345001220703125,47.345001220703125,47.345001220703125,0
2000-05-25,47.345001220703125,47.345001220703125,47.345001220703125,47.345001220703125,0
2000-05-26,47.345001220703125,47.345001220703125,47.345001220703125,47.345001220703125,0
2000-05-30,47.0099983215332,47.0099983215332,47.0099983215332,47.0099983215332,0
2000-05-31,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,80
2000-06-01,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,80
2000-06-02,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,80
2000-06-05,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,80
2000-06-06,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,80
2000-06-07,48.09000015258789,48.09000015258789,48.09000015258789,48.09000015258789,80
2000-06-08,49.95000076293945,49.95000076293945,49.95000076293945,49.95000076293945,30
2000-06-09,49.775001525878906,49.5,49.650001525878906,49.5,1610
2000-06-12,49.5,49.5,49.5,49.5,0
2000-06-13,49.95000076293945,48.55500030517578,48.55500030517578,49.95000076293945,2004
2000-06-14,49.95000076293945,49.95000076293945,49.95000076293945,49.95000076293945,0
2000-06-15,49.95000076293945,49.95000076293945,49.95000076293945,49.95000076293945,0
2000-06-16,50.755001068115234,50.0,50.755001068115234,50.32500076293945,4076
2000-06-19,48.78499984741211,48.78499984741211,48.78499984741211,48.78499984741211,102
2000-06-20,48.78499984741211,48.78499984741211,48.78499984741211,48.78499984741211,0
2000-06-21,48.78499984741211,48.78499984741211,48.78499984741211,48.78499984741211,0
2000-06-22,48.78499984741211,48.78499984741211,48.78499984741211,48.78499984741211,0
2000-06-23,48.78499984741211,48.78499984741211,48.78499984741211,48.78499984741211,0
2000-06-26,48.55500030517578,48.55500030517578,48.55500030517578,48.55500030517578,340
2000-06-27,48.55500030517578,48.55500030517578,48.55500030517578,48.55500030517578,0
2000-06-28,48.55500030517578,48.55500030517578,48.55500030517578,48.55500030517578,0
2000-06-29,50.005001068115234,50.005001068115234,50.005001068115234,50.005001068115234,2000
2000-06-30,50.400001525878906,50.33000183105469,50.33000183105469,50.400001525878906,270
2000-07-03,50.400001525878906,50.33000183105469,50.33000183105469,50.400001525878906,270
2000-07-05,50.400001525878906,50.33000183105469,50.33000183105469,50.400001525878906,270
2000-07-06,51.93000030517578,51.93000030517578,51.93000030517578,51.93000030517578,2000
2000-07-07,52.119998931884766,51.82500076293945,51.82500076293945,52.119998931884766,4000
2000-07-10,52.119998931884766,52.119998931884766,52.119998931884766,52.119998931884766,0
2000-07-11,53.650001525878906,53.650001525878906,53.650001525878906,53.650001525878906,60
2000-07-12,53.650001525878906,52.69499969482422,53.650001525878906,52.75,2910
2000-07-13,52.75,52.75,52.75,52.75,0
2000-07-14,52.0,50.5,50.5,52.0,700
2000-07-17,52.0,52.0,52.0,52.0,0
2000-07-18,52.0,52.0,52.0,52.0,0
2000-07-19,52.0,52.0,52.0,52.0,0
2000-07-20,52.0,52.0,52.0,52.0,0
2000-07-21,52.0,52.0,52.0,52.0,0
2000-07-24,52.0,52.0,52.0,52.0,0
2000-07-25,52.0,52.0,52.0,52.0,0
2000-07-26,52.0,52.0,52.0,52.0,0
2000-07-27,52.0,52.0,52.0,52.0,0
2000-07-28,52.0,52.0,52.0,52.0,0
2000-07-31,52.0,52.0,52.0,52.0,0
2000-08-01,52.0,50.5,50.5,52.0,700
2000-08-02,52.0,50.5,50.5,52.0,700
2000-08-03,52.0,50.5,50.5,52.0,700
2000-08-04,52.0,50.5,50.5,52.0,700
2000-08-07,52.0,50.5,50.5,52.0,700
2000-08-08,52.0,50.5,50.5,52.0,700
2000-08-09,54.209999084472656,53.505001068115234,53.69499969482422,53.505001068115234,202
2000-08-10,54.209999084472656,53.505001068115234,53.69499969482422,53.505001068115234,202
2000-08-11,54.209999084472656,53.505001068115234,53.69499969482422,53.505001068115234,202
2000-08-14,55.0,55.0,55.0,55.0,100
2000-08-15,55.0,55.0,55.0,55.0,100
2000-08-16,54.654998779296875,54.654998779296875,54.654998779296875,54.654998779296875,200
2000-08-17,54.654998779296875,54.654998779296875,54.654998779296875,54.654998779296875,200
2000-08-18,54.654998779296875,54.654998779296875,54.654998779296875,54.654998779296875,200
2000-08-21,54.654998779296875,54.654998779296875,54.654998779296875,54.654998779296875,0
2000-08-22,55.0,55.0,55.0,55.0,26
2000-08-23,55.0,55.0,55.0,55.0,0
2000-08-24,55.0,55.0,55.0,55.0,0
2000-08-25,55.0,55.0,55.0,55.0,0
2000-08-28,54.95000076293945,54.0,54.95000076293945,54.0,52
2000-08-29,54.0,54.0,54.0,54.0,0
2000-08-30,55.0,55.0,55.0,55.0,2
2000-08-31,54.25,54.0,54.25,54.0,370
2000-09-01,54.0,54.0,54.0,54.0,0
2000-09-05,54.0,54.0,54.0,54.0,0
2000-09-06,53.529998779296875,52.33000183105469,52.720001220703125,52.92499923706055,2466
2000-09-07,52.92499923706055,52.92499923706055,52.92499923706055,52.92499923706055,0
2000-09-08,52.92499923706055,52.92499923706055,52.92499923706055,52.92499923706055,0
2000-09-11,52.92499923706055,52.92499923706055,52.92499923706055,52.92499923706055,0
2000-09-12,52.92499923706055,52.92499923706055,52.92499923706055,52.92499923706055,0
2000-09-13,52.92499923706055,52.92499923706055,52.92499923706055,52.92499923706055,0
2000-09-14,52.314998626708984,52.314998626708984,52.314998626708984,52.314998626708984,200
2000-09-15,51.459999084472656,50.689998626708984,51.459999084472656,50.689998626708984,2200
2000-09-18,51.060001373291016,51.005001068115234,51.04499816894531,51.005001068115234,1500
2000-09-19,51.005001068115234,51.005001068115234,51.005001068115234,51.005001068115234,0
2000-09-20,51.005001068115234,51.005001068115234,51.005001068115234,51.005001068115234,0
2000-09-21,51.005001068115234,51.005001068115234,51.005001068115234,51.005001068115234,0
2000-09-22,51.005001068115234,51.005001068115234,51.005001068115234,51.005001068115234,0
2000-09-25,51.005001068115234,51.005001068115234,51.005001068115234,51.005001068115234,0
2000-09-26,51.005001068115234,51.005001068115234,51.005001068115234,51.005001068115234,0
2000-09-27,50.35499954223633,50.224998474121094,50.224998474121094,50.35499954223633,1300
2000-09-28,50.55500030517578,50.349998474121094,50.55500030517578,50.349998474121094,1300
2000-09-29,50.349998474121094,49.650001525878906,49.650001525878906,50.349998474121094,220
2000-10-02,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
2000-10-03,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
2000-10-04,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
2000-10-05,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
2000-10-06,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
2000-10-09,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
2000-10-10,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
2000-10-11,44.7599983215332,44.71500015258789,44.7599983215332,44.71500015258789,440
2000-10-12,46.5,45.15999984741211,45.15999984741211,46.5,400
2000-10-13,44.334999084472656,44.334999084472656,44.334999084472656,44.334999084472656,80
2000-10-16,46.07500076293945,46.0,46.0,46.07500076293945,380
2000-10-17,46.810001373291016,46.810001373291016,46.810001373291016,46.810001373291016,20
2000-10-18,46.810001373291016,46.810001373291016,46.810001373291016,46.810001373291016,0
2000-10-19,47.19499969482422,47.19499969482422,47.19499969482422,47.19499969482422,750
2000-10-20,47.19499969482422,47.19499969482422,47.19499969482422,47.19499969482422,0
2000-10-23,47.17499923706055,47.17499923706055,47.17499923706055,47.17499923706055,42
2000-10-24,47.17499923706055,47.17499923706055,47.17499923706055,47.17499923706055,0
2000-10-25,47.17499923706055,47.17499923706055,47.17499923706055,47.17499923706055,0
2000-10-26,47.17499923706055,47.17499923706055,47.17499923706055,47.17499923706055,0
2000-10-27,47.17499923706055,47.17499923706055,47.17499923706055,47.17499923706055,0
2000-10-30,48.25,48.25,48.25,48.25,40
2000-10-31,49.25,49.25,49.25,49.25,100
2000-11-01,50.95500183105469,50.599998474121094,50.599998474121094,50.95500183105469,3000
2000-11-02,51.165000915527344,51.165000915527344,51.165000915527344,51.165000915527344,30
2000-11-03,51.165000915527344,51.165000915527344,51.165000915527344,51.165000915527344,0
2000-11-06,51.005001068115234,51.005001068115234,51.005001068115234,51.005001068115234,200
2000-11-07,51.005001068115234,51.005001068115234,51.005001068115234,51.005001068115234,0
2000-11-08,50.70000076293945,50.70000076293945,50.70000076293945,50.70000076293945,200
2000-11-09,50.25,50.25,50.25,50.25,40
2000-11-10,50.25,50.0,50.25,50.0,120
2000-11-13,50.0,50.0,50.0,50.0,0
2000-11-14,50.0,50.0,50.0,50.0,0
2000-11-15,50.0,50.0,50.0,50.0,0
2000-11-16,48.0,46.67499923706055,48.0,46.810001373291016,1500
2000-11-17,46.810001373291016,46.810001373291016,46.810001373291016,46.810001373291016,0
2000-11-20,46.810001373291016,46.810001373291016,46.810001373291016,46.810001373291016,0
2000-11-21,45.46500015258789,45.46500015258789,45.46500015258789,45.46500015258789,100
2000-11-22,45.1150016784668,44.98500061035156,44.98500061035156,45.1150016784668,100
2000-11-24,45.95000076293945,45.040000915527344,45.040000915527344,45.95000076293945,670
2000-11-27,46.33000183105469,45.5,45.5,46.02000045776367,5622
2000-11-28,46.02000045776367,46.02000045776367,46.02000045776367,46.02000045776367,0
2000-11-29,46.02000045776367,46.02000045776367,46.02000045776367,46.02000045776367,0
2000-11-30,44.775001525878906,44.775001525878906,44.775001525878906,44.775001525878906,400
2000-12-01,44.775001525878906,44.775001525878906,44.775001525878906,44.775001525878906,0
2000-12-04,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945,104
2000-12-05,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945,0
2000-12-06,44.95000076293945,44.95000076293945,44.95000076293945,44.95000076293945,0
2000-12-07,45.255001068115234,45.0,45.255001068115234,45.0,252
2000-12-08,45.0,45.0,45.0,45.0,0
2000-12-11,45.0,45.0,45.0,45.0,0
2000-12-12,45.0,45.0,45.0,45.0,0
2000-12-13,48.59000015258789,47.70500183105469,47.70500183105469,48.59000015258789,500
2000-12-14,48.59000015258789,48.59000015258789,48.59000015258789,48.59000015258789,0
2000-12-15,48.59000015258789,48.59000015258789,48.59000015258789,48.59000015258789,0
2000-12-18,48.59000015258789,48.59000015258789,48.59000015258789,48.59000015258789,0
2000-12-19,46.5,46.5,46.5,46.5,100
2000-12-20,45.875,45.875,45.875,45.875,400
2000-12-21,45.459999084472656,45.165000915527344,45.165000915527344,45.459999084472656,88
2000-12-22,45.5,45.46500015258789,45.46500015258789,45.470001220703125,820
2000-12-26,45.470001220703125,45.470001220703125,45.470001220703125,45.470001220703125,0
2000-12-27,45.470001220703125,45.470001220703125,45.470001220703125,45.470001220703125,0
2000-12-28,45.470001220703125,45.470001220703125,45.470001220703125,45.470001220703125,0
2000-12-29,45.470001220703125,45.470001220703125,45.470001220703125,45.470001220703125,0
2001-01-02,45.25,45.25,45.25,45.25,40
2001-01-03,46.775001525878906,46.345001220703125,46.775001525878906,46.345001220703125,300
2001-01-04,47.529998779296875,47.529998779296875,47.529998779296875,47.529998779296875,200
2001-01-05,47.529998779296875,47.529998779296875,47.529998779296875,47.529998779296875,0
2001-01-08,47.529998779296875,47.529998779296875,47.529998779296875,47.529998779296875,0
2001-01-09,47.939998626708984,47.939998626708984,47.939998626708984,47.939998626708984,360
2001-01-10,47.939998626708984,47.939998626708984,47.939998626708984,47.939998626708984,0
2001-01-11,47.939998626708984,47.939998626708984,47.939998626708984,47.939998626708984,0
2001-01-12,50.45000076293945,50.45000076293945,50.45000076293945,50.45000076293945,200
2001-01-16,50.45000076293945,50.45000076293945,50.45000076293945,50.45000076293945,0
2001-01-17,50.45000076293945,50.45000076293945,50.45000076293945,50.45000076293945,0
2001-01-18,50.369998931884766,50.369998931884766,50.369998931884766,50.369998931884766,200
2001-01-19,50.369998931884766,50.369998931884766,50.369998931884766,50.369998931884766,0
2001-01-22,49.97999954223633,49.5,49.5,49.97999954223633,310
2001-01-23,50.95000076293945,50.95000076293945,50.95000076293945,50.95000076293945,810
2001-01-24,49.869998931884766,49.54499816894531,49.845001220703125,49.54499816894531,1260
2001-01-25,49.400001525878906,49.0099983215332,49.400001525878906,49.02000045776367,640
2001-01-26,48.630001068115234,48.630001068115234,48.630001068115234,48.630001068115234,200
2001-01-29,49.17499923706055,48.29999923706055,48.29999923706055,49.17499923706055,1790
2001-01-30,49.17499923706055,49.17499923706055,49.17499923706055,49.17499923706055,0
2001-01-31,48.54999923706055,48.54999923706055,48.54999923706055,48.54999923706055,14
2001-02-01,50.974998474121094,49.0,50.974998474121094,49.0,180
2001-02-02,49.0,49.0,49.0,49.0,0
2001-02-05,48.970001220703125,48.54999923706055,48.54999923706055,48.970001220703125,184
2001-02-06,48.595001220703125,48.0,48.584999084472656,48.0,752
2001-02-07,48.0,48.0,48.0,48.0,0
2001-02-08,48.0,48.0,48.0,48.0,0
2001-02-09,48.0,48.0,48.0,48.0,0
2001-02-12,48.0,48.0,48.0,48.0,0
2001-02-13,48.0,48.0,48.0,48.0,0
2001-02-14,48.0,48.0,48.0,48.0,0
2001-02-15,48.0,48.0,48.0,48.0,0
2001-02-16,48.0,48.0,48.0,48.0,0
2001-02-20,48.0,48.0,48.0,48.0,0
2001-02-21,48.0,48.0,48.0,48.0,0
2001-02-22,45.099998474121094,45.099998474121094,45.099998474121094,45.099998474121094,200
2001-02-23,44.349998474121094,44.2599983215332,44.349998474121094,44.2599983215332,2800
2001-02-26,44.709999084472656,44.709999084472656,44.709999084472656,44.709999084472656,56
2001-02-27,44.709999084472656,44.709999084472656,44.709999084472656,44.709999084472656,0
2001-02-28,44.709999084472656,44.709999084472656,44.709999084472656,44.709999084472656,0
2001-03-01,44.709999084472656,44.709999084472656,44.709999084472656,44.709999084472656,0
2001-03-02,43.95500183105469,43.755001068115234,43.95500183105469,43.755001068115234,890
2001-03-05,43.54999923706055,42.900001525878906,43.54999923706055,42.900001525878906,500
2001-03-06,42.900001525878906,42.900001525878906,42.900001525878906,42.900001525878906,0
2001-03-07,45.970001220703125,45.4900016784668,45.4900016784668,45.970001220703125,630
2001-03-08,47.25,47.0,47.25,47.0,500
2001-03-09,47.0,47.0,47.0,47.0,0
2001-03-12,47.0,47.0,47.0,47.0,0
2001-03-13,47.0,47.0,47.0,47.0,0
2001-03-14,46.25,44.130001068115234,46.25,44.130001068115234,2010
2001-03-15,44.310001373291016,44.064998626708984,44.2599983215332,44.064998626708984,1162
2001-03-16,44.064998626708984,44.064998626708984,44.064998626708984,44.064998626708984,0
2001-03-19,46.904998779296875,46.904998779296875,46.904998779296875,46.904998779296875,4
2001-03-20,46.125,45.349998474121094,45.6150016784668,46.125,11680
2001-03-21,45.48500061035156,42.75,44.935001373291016,42.75,21000
2001-03-22,44.33000183105469,41.5099983215332,44.33000183105469,41.900001525878906,36130
2001-03-23,44.334999084472656,42.900001525878906,43.29999923706055,43.79999923706055,40100
2001-03-26,45.29499816894531,44.25,44.28499984741211,44.505001068115234,31860
2001-03-27,46.75,44.6150016784668,44.6150016784668,46.75,44960
2001-03-28,47.125,46.0,46.0,46.224998474121094,48400
2001-03-29,46.75,45.32500076293945,46.400001525878906,46.75,73002
2001-03-30,48.1150016784668,46.3849983215332,46.3849983215332,47.43000030517578,39200
2001-04-02,48.0,46.75,47.63999938964844,47.92499923706055,44898
2001-04-03,47.290000915527344,45.0,46.775001525878906,46.25,39652
2001-04-04,47.20000076293945,45.30500030517578,46.025001525878906,47.20000076293945,70450
2001-04-05,48.0,46.369998931884766,46.375,48.0,57600
2001-04-06,48.005001068115234,46.599998474121094,47.79999923706055,47.900001525878906,32802
2001-04-09,47.42499923706055,46.5,47.25,47.42499923706055,25620
2001-04-10,47.755001068115234,47.04999923706055,47.07500076293945,47.42499923706055,42600
2001-04-11,48.70000076293945,47.900001525878906,47.900001525878906,48.07500076293945,26238
2001-04-12,48.69499969482422,48.07500076293945,48.5,48.54499816894531,32370
2001-04-16,48.54499816894531,48.54499816894531,48.54499816894531,48.54499816894531,0
2001-04-17,48.5,47.5,48.349998474121094,48.5,35850
2001-04-18,49.84000015258789,48.599998474121094,48.599998474121094,48.849998474121094,29394
2001-04-19,50.20000076293945,48.79999923706055,49.45000076293945,49.79999923706055,43000
2001-04-20,50.04999923706055,49.439998626708984,50.0,49.474998474121094,13280
2001-04-23,49.375,48.380001068115234,49.375,48.380001068115234,23038
2001-04-24,49.20000076293945,48.165000915527344,48.84000015258789,48.290000915527344,23000
2001-04-25,48.75,48.11000061035156,48.650001525878906,48.439998626708984,17000
2001-04-26,49.54999923706055,48.0,48.95000076293945,49.54999923706055,15860
2001-04-27,50.35499954223633,48.48500061035156,49.255001068115234,49.625,51100
2001-04-30,50.36000061035156,49.0,50.25,49.92499923706055,34890
2001-05-01,49.92499923706055,49.92499923706055,49.92499923706055,49.92499923706055,0
2001-05-02,50.31999969482422,49.0,50.189998626708984,49.0,38708
2001-05-03,49.67499923706055,48.28499984741211,49.67499923706055,48.625,40230
2001-05-04,48.68000030517578,47.380001068115234,48.375,48.25,60400
2001-05-07,48.439998626708984,47.5,47.54999923706055,48.099998474121094,32380
2001-05-08,48.0,47.15999984741211,47.25,47.71500015258789,28400
2001-05-09,47.724998474121094,46.939998626708984,47.724998474121094,47.44499969482422,23600
2001-05-10,50.189998626708984,48.82500076293945,49.349998474121094,50.14500045776367,22200
2001-05-11,50.2599983215332,49.375,49.5,49.599998474121094,24488
2001-05-14,50.01499938964844,49.400001525878906,49.75,49.94499969482422,14288
2001-05-15,50.79499816894531,50.02000045776367,50.494998931884766,50.39500045776367,25664
2001-05-16,51.39500045776367,50.0,50.0,50.935001373291016,49804
2001-05-17,52.54999923706055,51.01499938964844,51.400001525878906,52.345001220703125,44200
2001-05-18,52.3650016784668,51.154998779296875,52.19499969482422,51.15999984741211,65598
2001-05-21,52.54999923706055,51.09000015258789,51.154998779296875,52.05500030517578,34800
2001-05-22,53.15999984741211,52.2599983215332,52.2599983215332,53.15999984741211,18942
2001-05-23,52.310001373291016,52.005001068115234,52.310001373291016,52.005001068115234,3600
2001-05-24,53.11000061035156,52.04999923706055,53.11000061035156,52.04999923706055,2400
2001-05-25,52.0,51.76499938964844,52.0,51.76499938964844,4270
2001-05-29,51.7400016784668,51.255001068115234,51.255001068115234,51.45000076293945,22302
2001-05-30,51.5,51.005001068115234,51.005001068115234,51.349998474121094,940
2001-05-31,51.55500030517578,50.70500183105469,50.79999923706055,50.880001068115234,6600
2001-06-01,51.44499969482422,50.939998626708984,50.939998626708984,51.20500183105469,3700
2001-06-04,51.20500183105469,51.20500183105469,51.20500183105469,51.20500183105469,0
2001-06-05,51.95000076293945,50.10499954223633,51.95000076293945,51.6349983215332,15810
2001-06-06,51.875,51.53499984741211,51.75,51.53499984741211,5826
2001-06-07,51.95000076293945,51.400001525878906,51.505001068115234,51.900001525878906,19902
2001-06-08,52.7400016784668,52.290000915527344,52.5,52.349998474121094,7440
2001-06-11,52.5,51.0,52.5,51.0,1194
2001-06-12,51.095001220703125,49.60499954223633,50.65999984741211,49.60499954223633,47472
2001-06-13,50.79999923706055,49.86000061035156,50.04499816894531,50.79999923706055,25734
2001-06-14,51.04999923706055,50.14500045776367,50.3849983215332,50.974998474121094,18600
2001-06-15,50.64500045776367,49.650001525878906,50.0099983215332,49.94499969482422,20460
2001-06-18,50.21500015258789,49.185001373291016,50.21500015258789,49.47999954223633,23040
2001-06-19,50.15999984741211,49.189998626708984,49.3650016784668,49.73500061035156,15480
2001-06-20,49.78499984741211,49.20000076293945,49.6349983215332,49.61000061035156,13800
2001-06-21,49.935001373291016,49.630001068115234,49.630001068115234,49.935001373291016,2110
2001-06-22,51.13999938964844,50.369998931884766,50.369998931884766,50.73500061035156,24972
2001-06-25,51.6150016784668,50.779998779296875,50.779998779296875,51.1150016784668,12858
2001-06-26,51.125,50.1349983215332,51.125,51.11000061035156,17400
2001-06-27,51.540000915527344,51.03499984741211,51.38999938964844,51.275001525878906,19822
2001-06-28,52.744998931884766,50.58000183105469,50.790000915527344,52.744998931884766,22910
2001-06-29,52.744998931884766,51.45000076293945,52.744998931884766,51.775001525878906,38312
2001-07-02,52.7599983215332,51.625,51.625,52.650001525878906,8802
2001-07-03,52.665000915527344,52.095001220703125,52.369998931884766,52.665000915527344,27202
2001-07-05,51.79999923706055,51.334999084472656,51.775001525878906,51.59000015258789,12002
2001-07-06,51.040000915527344,49.755001068115234,51.0,50.0,33910
2001-07-09,51.0,49.560001373291016,51.0,50.310001373291016,30684
2001-07-10,51.8650016784668,50.09000015258789,50.470001220703125,50.099998474121094,22168
2001-07-11,50.4900016784668,48.915000915527344,50.4900016784668,49.45500183105469,18804
2001-07-12,50.494998931884766,49.314998626708984,50.095001220703125,50.244998931884766,21702
2001-07-13,50.43000030517578,49.7599983215332,50.14500045776367,49.96500015258789,3910
2001-07-16,50.435001373291016,49.70000076293945,50.17499923706055,49.70000076293945,19008
2001-07-17,49.94499969482422,49.16999816894531,49.584999084472656,49.540000915527344,12004
2001-07-18,50.0,47.53499984741211,49.9900016784668,48.599998474121094,26402
2001-07-19,49.21500015258789,48.029998779296875,48.5,48.974998474121094,26080
2001-07-20,49.10499954223633,48.04499816894531,48.18000030517578,48.435001373291016,14810
2001-07-23,49.4900016784668,48.4900016784668,49.1349983215332,48.68000030517578,25760
2001-07-24,48.994998931884766,48.2599983215332,48.970001220703125,48.96500015258789,25800
2001-07-25,48.744998931884766,48.0,48.60499954223633,48.0,39564
2001-07-26,48.03499984741211,47.5,47.5,47.75,29104
2001-07-27,48.42499923706055,47.255001068115234,47.255001068115234,48.42499923706055,19004
2001-07-30,50.25,48.45000076293945,48.45000076293945,50.0,22602
2001-07-31,50.119998931884766,49.125,49.125,50.119998931884766,6340
2001-08-01,50.43000030517578,49.52000045776367,49.52000045776367,49.64500045776367,34600
2001-08-02,51.45000076293945,49.93000030517578,49.94499969482422,49.93000030517578,32800
2001-08-03,50.70000076293945,48.97999954223633,49.904998779296875,50.349998474121094,28600
2001-08-06,50.3849983215332,49.79999923706055,50.25,49.91999816894531,16260
2001-08-07,50.375,49.66999816894531,49.849998474121094,50.375,15804
2001-08-08,50.4900016784668,49.880001068115234,49.9900016784668,50.22999954223633,18260
2001-08-09,50.244998931884766,49.72999954223633,49.8849983215332,50.095001220703125,34880
2001-08-10,50.529998779296875,49.41999816894531,49.93000030517578,49.44499969482422,22218
