Date,High_ODFL,Low_ODFL,Open_ODFL,Close_ODFL,Volume_ODFL
2000-01-03,0.9876539707183838,0.943759024143219,0.943759024143219,0.9876539707183838,44423
2000-01-04,0.9657059907913208,0.9657059907913208,0.9657059907913208,0.9657059907913208,1139
2000-01-05,1.0864200592041016,1.0864200592041016,1.0864200592041016,1.0864200592041016,1139
2000-01-06,0.9876539707183838,0.9876539707183838,0.9876539707183838,0.9876539707183838,2278
2000-01-07,0.9876539707183838,0.9876539707183838,0.9876539707183838,0.9876539707183838,17086
2000-01-10,1.0973939895629883,1.020576000213623,1.020576000213623,1.0973939895629883,52397
2000-01-11,1.1083680391311646,0.9547330141067505,1.0754460096359253,0.9547330141067505,129853
2000-01-12,1.020576000213623,0.9766799807548523,0.9876539707183838,1.020576000213623,30755
2000-01-13,1.020576000213623,1.020576000213623,1.020576000213623,1.020576000213623,0
2000-01-14,1.0315500497817993,0.9986280202865601,1.0315500497817993,0.9986280202865601,17086
2000-01-18,1.0534980297088623,0.9986280202865601,0.9986280202865601,1.0534980297088623,58092
2000-01-19,1.0864200592041016,1.042523980140686,1.042523980140686,1.0864200592041016,76317
2000-01-20,1.1193419694900513,1.0754460096359253,1.0754460096359253,1.1193419694900513,9113
2000-01-21,1.0864200592041016,1.0864200592041016,1.0864200592041016,1.0864200592041016,21642
2000-01-24,1.113855004310608,1.1083680391311646,1.1083680391311646,1.1083680391311646,15947
2000-01-25,1.1083680391311646,1.0864200592041016,1.1083680391311646,1.1028809547424316,37589
2000-01-26,1.113855004310608,1.1083680391311646,1.113855004310608,1.1083680391311646,26198
2000-01-27,1.1083680391311646,1.1083680391311646,1.1083680391311646,1.1083680391311646,6834
2000-01-28,1.1193419694900513,1.1193419694900513,1.1193419694900513,1.1193419694900513,2278
2000-01-31,1.1083680391311646,1.0096019506454468,1.1083680391311646,1.042523980140686,228952
2000-02-01,1.0754460096359253,1.0315500497817993,1.0589849948883057,1.042523980140686,121880
2000-02-02,1.113855004310608,1.042523980140686,1.113855004310608,1.0534980297088623,142383
2000-02-03,1.1193419694900513,1.0534980297088623,1.0534980297088623,1.1193419694900513,46702
2000-02-04,1.1193419694900513,1.1193419694900513,1.1193419694900513,1.1193419694900513,12530
2000-02-07,1.1193419694900513,1.0973939895629883,1.1193419694900513,1.1028809547424316,41006
2000-02-08,1.1193419694900513,1.0864200592041016,1.0864200592041016,1.1193419694900513,6834
2000-02-09,1.0973939895629883,1.0973939895629883,1.0973939895629883,1.0973939895629883,3417
2000-02-10,1.0864200592041016,1.0864200592041016,1.0864200592041016,1.0864200592041016,17086
2000-02-11,1.0973939895629883,1.0864200592041016,1.0864200592041016,1.0973939895629883,42145
2000-02-14,1.1193419694900513,1.0534980297088623,1.1193419694900513,1.0534980297088623,23920
2000-02-15,1.0534980297088623,1.0534980297088623,1.0534980297088623,1.0534980297088623,0
2000-02-16,1.0973939895629883,1.0864200592041016,1.0864200592041016,1.0973939895629883,17086
2000-02-17,1.0864200592041016,1.0864200592041016,1.0864200592041016,1.0864200592041016,9113
2000-02-18,1.0864200592041016,1.0864200592041016,1.0864200592041016,1.0864200592041016,82013
2000-02-22,1.1412889957427979,1.064471960067749,1.064471960067749,1.0973939895629883,48980
2000-02-23,1.0754460096359253,1.0754460096359253,1.0754460096359253,1.0754460096359253,52397
2000-02-24,1.091907024383545,1.091907024383545,1.091907024383545,1.091907024383545,1139
2000-02-25,1.0864200592041016,1.0754460096359253,1.0754460096359253,1.0754460096359253,37589
2000-02-28,1.0754460096359253,1.0754460096359253,1.0754460096359253,1.0754460096359253,5695
2000-02-29,1.091907024383545,1.0754460096359253,1.091907024383545,1.0754460096359253,17086
2000-03-01,1.0864200592041016,1.0754460096359253,1.0754460096359253,1.0864200592041016,27338
2000-03-02,1.091907024383545,1.091907024383545,1.091907024383545,1.091907024383545,11391
2000-03-03,1.0534980297088623,1.0534980297088623,1.0534980297088623,1.0534980297088623,38728
2000-03-06,1.0534980297088623,1.0534980297088623,1.0534980297088623,1.0534980297088623,0
2000-03-07,1.0973939895629883,1.0589849948883057,1.0973939895629883,1.0589849948883057,45563
2000-03-08,1.0589849948883057,1.0589849948883057,1.0589849948883057,1.0589849948883057,11391
2000-03-09,1.0973939895629883,1.0589849948883057,1.0589849948883057,1.0589849948883057,29616
2000-03-10,1.0589849948883057,1.0589849948883057,1.0589849948883057,1.0589849948883057,9113
2000-03-13,1.0589849948883057,1.0589849948883057,1.0589849948883057,1.0589849948883057,0
2000-03-14,1.0589849948883057,1.0589849948883057,1.0589849948883057,1.0589849948883057,17086
2000-03-15,1.0589849948883057,1.0589849948883057,1.0589849948883057,1.0589849948883057,0
