Date,High_GFS,Low_GFS,Open_GFS,Close_GFS,Volume_GFS
2021-10-28,48.0,44.47999954223633,47.0099983215332,46.400001525878906,18618900
2021-10-29,49.47999954223633,45.61000061035156,46.0,48.7400016784668,4639400
2021-11-01,59.9900016784668,53.060001373291016,54.27000045776367,53.869998931884766,9946500
2021-11-02,58.6150016784668,55.0,57.507999420166016,56.41999816894531,4122500
2021-11-03,59.380001068115234,56.16999816894531,57.0,59.0,2642300
2021-11-04,65.73999786376953,60.349998474121094,60.349998474121094,62.68000030517578,3985400
2021-11-05,66.0,56.15999984741211,65.0,63.630001068115234,4222100
2021-11-08,62.970001220703125,58.81700134277344,62.810001373291016,59.36000061035156,3012100
2021-11-09,61.11600112915039,56.869998931884766,58.97700119018555,59.83000183105469,1947200
2021-11-10,59.810001373291016,56.93000030517578,59.0,57.720001220703125,1543700
2021-11-11,59.65999984741211,55.04999923706055,58.72999954223633,56.189998626708984,1762700
2021-11-12,56.349998474121094,53.25,55.630001068115234,55.959999084472656,1703200
2021-11-15,60.119998931884766,53.849998474121094,55.689998626708984,59.599998474121094,1430500
2021-11-16,62.77000045776367,57.70000076293945,59.130001068115234,61.66999816894531,1136900
2021-11-17,64.16500091552734,61.5,61.97999954223633,62.70000076293945,1432800
2021-11-18,67.38999938964844,63.5,67.38999938964844,64.2699966430664,2831800
2021-11-19,67.9000015258789,61.70000076293945,66.01000213623047,62.11000061035156,2389400
2021-11-22,68.19000244140625,62.599998474121094,66.13999938964844,63.9900016784668,4244800
2021-11-23,64.77999877929688,61.611000061035156,64.05999755859375,63.779998779296875,1562000
2021-11-24,69.5739974975586,62.33000183105469,63.869998931884766,68.97000122070312,1998400
2021-11-26,69.38999938964844,64.7509994506836,65.56999969482422,67.29000091552734,1454300
2021-11-29,73.25299835205078,68.7969970703125,68.96299743652344,70.54000091552734,3822400
2021-11-30,71.45999908447266,64.22000122070312,71.0,69.23999786376953,3490800
2021-12-01,72.47699737548828,66.05999755859375,72.0,66.26000213623047,3172700
2021-12-02,67.18000030517578,62.439998626708984,65.44999694824219,65.80999755859375,1914800
2021-12-03,69.38999938964844,63.599998474121094,65.31999969482422,69.02999877929688,1916500
2021-12-06,67.95999908447266,63.79499816894531,67.80999755859375,64.91999816894531,2775700
2021-12-07,70.63999938964844,66.0199966430664,66.0199966430664,67.86000061035156,2769400
2021-12-08,68.0999984741211,64.80000305175781,68.02999877929688,65.7699966430664,1785200
2021-12-09,67.44999694824219,63.13999938964844,66.16000366210938,63.70000076293945,1505400
2021-12-10,65.85900115966797,61.189998626708984,65.0999984741211,63.83000183105469,1881500
2021-12-13,65.27999877929688,60.840999603271484,63.994998931884766,61.209999084472656,1324800
2021-12-14,61.369998931884766,58.61000061035156,60.54600143432617,60.13999938964844,1377400
2021-12-15,61.18000030517578,57.439998626708984,60.630001068115234,60.970001220703125,1854100
2021-12-16,62.54999923706055,59.779998779296875,61.63999938964844,60.65999984741211,2031300
2021-12-17,60.400001525878906,56.20000076293945,59.099998474121094,60.0,5666900
2021-12-20,60.130001068115234,56.599998474121094,58.50899887084961,59.900001525878906,2706600
2021-12-21,62.45000076293945,59.75,60.58000183105469,62.2400016784668,2132300
2021-12-22,62.45000076293945,60.529998779296875,62.152000427246094,62.43000030517578,840500
2021-12-23,63.869998931884766,61.0,62.279998779296875,61.709999084472656,751200
2021-12-27,64.38999938964844,61.630001068115234,62.0,64.0,756200
2021-12-28,67.4749984741211,64.05000305175781,64.7699966430664,65.37999725341797,1039000
2021-12-29,66.33000183105469,63.04999923706055,65.2699966430664,63.79999923706055,734400
2021-12-30,65.36000061035156,63.43000030517578,64.0,64.48999786376953,1051100
2021-12-31,65.55000305175781,63.77000045776367,64.48999786376953,64.97000122070312,866100
2022-01-03,67.38999938964844,64.3499984741211,65.08999633789062,66.7300033569336,1766500
2022-01-04,69.33999633789062,63.90999984741211,67.31999969482422,65.70999908447266,1988400
2022-01-05,66.12000274658203,62.2599983215332,64.62999725341797,62.54999923706055,1907400
2022-01-06,63.470001220703125,60.25,62.13999938964844,61.5099983215332,1155500
2022-01-07,61.70000076293945,58.310001373291016,61.11000061035156,60.0099983215332,1175800
2022-01-10,59.880001068115234,56.189998626708984,58.779998779296875,59.7599983215332,1610400
2022-01-11,62.47999954223633,58.79999923706055,59.7599983215332,62.13999938964844,1118100
2022-01-12,64.09700012207031,61.209999084472656,62.9640007019043,62.04999923706055,790600
2022-01-13,63.369998931884766,59.150001525878906,63.099998474121094,59.349998474121094,1739700
2022-01-14,60.20000076293945,57.2599983215332,59.0,59.599998474121094,910300
2022-01-18,59.970001220703125,57.529998779296875,58.77000045776367,57.939998626708984,1428000
2022-01-19,58.43000030517578,55.72999954223633,58.029998779296875,56.66999816894531,3384700
2022-01-20,57.66999816894531,53.5099983215332,57.119998931884766,53.529998779296875,2321500
2022-01-21,52.5,49.459999084472656,52.09000015258789,51.25,4229100
2022-01-24,50.529998779296875,45.66999816894531,48.0,50.439998626708984,3712700
2022-01-25,49.11000061035156,46.709999084472656,48.560001373291016,46.869998931884766,2295800
2022-01-26,51.16999816894531,47.22999954223633,49.4900016784668,47.599998474121094,2929200
2022-01-27,49.77000045776367,43.91999816894531,49.0,44.709999084472656,5039400
2022-01-28,46.58000183105469,43.59000015258789,44.709999084472656,46.09000015258789,2978200
2022-01-31,49.4900016784668,45.959999084472656,46.34000015258789,49.34000015258789,1914200
2022-02-01,50.720001220703125,49.45800018310547,49.83000183105469,50.09000015258789,1587000
2022-02-02,51.880001068115234,49.599998474121094,51.880001068115234,50.349998474121094,1592300
2022-02-03,50.939998626708984,48.650001525878906,49.0,49.34000015258789,1940900
2022-02-04,52.29999923706055,48.70000076293945,49.40999984741211,52.06999969482422,2250600
2022-02-07,55.599998474121094,52.209999084472656,52.70000076293945,54.4900016784668,3346900
