Date,High_RUI,Low_RUI,Open_RUI,Close_RUI,Volume_RUI
2007-06-18,0.3397899866104126,0.3397899866104126,0.3397899866104126,0.3397899866104126,1591888
2007-06-19,0.3307400047779083,0.3307400047779083,0.3307400047779083,0.3307400047779083,88440
2007-06-20,0.3352600038051605,0.3352600038051605,0.3352600038051605,0.3352600038051605,3538
2007-06-21,0.32113000750541687,0.32113000750541687,0.32113000750541687,0.32113000750541687,3550
2007-06-22,0.3471300005912781,0.3471300005912781,0.3471300005912781,0.3471300005912781,670
2007-06-25,0.33921998739242554,0.33921998739242554,0.33921998739242554,0.33921998739242554,79867
2007-06-26,0.34544000029563904,0.34544000029563904,0.34544000029563904,0.34544000029563904,177
2007-06-27,0.3443099856376648,0.3443099856376648,0.3443099856376648,0.3443099856376648,104711
2007-06-28,0.329039990901947,0.329039990901947,0.329039990901947,0.329039990901947,0
2007-06-29,0.33921998739242554,0.33921998739242554,0.33921998739242554,0.33921998739242554,8255
2007-07-02,0.3380900025367737,0.3380900025367737,0.3380900025367737,0.3380900025367737,4422
2007-07-03,0.32394999265670776,0.32394999265670776,0.32394999265670776,0.32394999265670776,44219
2007-07-05,0.3352600038051605,0.3352600038051605,0.3352600038051605,0.3352600038051605,0
2007-07-06,0.3386499881744385,0.3386499881744385,0.3386499881744385,0.3386499881744385,0
2007-07-09,0.3386499881744385,0.3386499881744385,0.3386499881744385,0.3386499881744385,3007
2007-07-10,0.34147998690605164,0.34147998690605164,0.34147998690605164,0.34147998690605164,0
2007-07-11,0.32565000653266907,0.32565000653266907,0.32565000653266907,0.32565000653266907,0
2007-07-12,0.32622000575065613,0.32622000575065613,0.32622000575065613,0.32622000575065613,3538
2007-07-13,0.327349990606308,0.327349990606308,0.327349990606308,0.327349990606308,0
2007-07-16,0.3397899866104126,0.3397899866104126,0.3397899866104126,0.3397899866104126,7093
2007-07-17,0.35844001173973083,0.35844001173973083,0.35844001173973083,0.35844001173973083,2370
2007-07-18,0.3533500134944916,0.3533500134944916,0.3533500134944916,0.3533500134944916,884
2007-07-19,0.35447999835014343,0.35447999835014343,0.35447999835014343,0.35447999835014343,0
2007-07-20,0.3465699851512909,0.3465699851512909,0.3465699851512909,0.3465699851512909,0
2007-07-23,0.34599998593330383,0.34599998593330383,0.34599998593330383,0.34599998593330383,0
2007-07-24,0.35166001319885254,0.35166001319885254,0.35166001319885254,0.35166001319885254,0
2007-07-25,0.34769999980926514,0.34769999980926514,0.34769999980926514,0.34769999980926514,0
2007-07-26,0.34995999932289124,0.34995999932289124,0.34995999932289124,0.34995999932289124,0
2007-07-27,0.33921998739242554,0.33921998739242554,0.33921998739242554,0.33921998739242554,0
2007-07-30,0.3250899910926819,0.3250899910926819,0.3250899910926819,0.3250899910926819,0
2007-07-31,0.32622000575065613,0.32622000575065613,0.32622000575065613,0.32622000575065613,0
2007-08-01,0.31773999333381653,0.31773999333381653,0.31773999333381653,0.31773999333381653,35375
2007-08-02,0.32339000701904297,0.32339000701904297,0.32339000701904297,0.32339000701904297,0
2007-08-03,0.3081200122833252,0.3081200122833252,0.3081200122833252,0.3081200122833252,3538
2007-08-06,0.2973800003528595,0.2973800003528595,0.2973800003528595,0.2973800003528595,17688
2007-08-07,0.3143399953842163,0.3143399953842163,0.3143399953842163,0.3143399953842163,0
2007-08-08,0.3030399978160858,0.3030399978160858,0.3030399978160858,0.3030399978160858,46253
2007-08-09,0.30472999811172485,0.30472999811172485,0.30472999811172485,0.30472999811172485,1061
2007-08-10,0.303600013256073,0.303600013256073,0.303600013256073,0.303600013256073,0
2007-08-13,0.3013400137424469,0.3013400137424469,0.3013400137424469,0.3013400137424469,8844
2007-08-14,0.30020999908447266,0.30020999908447266,0.30020999908447266,0.30020999908447266,22110
2007-08-15,0.27873000502586365,0.27873000502586365,0.27873000502586365,0.27873000502586365,35375
2007-08-16,0.2651599943637848,0.2651599943637848,0.2651599943637848,0.2651599943637848,28300
2007-08-17,0.19957000017166138,0.19957000017166138,0.19957000017166138,0.19957000017166138,2271
2007-08-20,0.23632000386714935,0.23632000386714935,0.23632000386714935,0.23632000386714935,6191
2007-08-21,0.2368900030851364,0.2368900030851364,0.2368900030851364,0.2368900030851364,0
2007-08-22,0.23350000381469727,0.23350000381469727,0.23350000381469727,0.23350000381469727,0
2007-08-23,0.2312300056219101,0.2312300056219101,0.2312300056219101,0.2312300056219101,168033
2007-08-24,0.22954000532627106,0.22954000532627106,0.22954000532627106,0.22954000532627106,0
2007-08-27,0.23350000381469727,0.23350000381469727,0.23350000381469727,0.23350000381469727,0
2007-08-28,0.2329300045967102,0.2329300045967102,0.2329300045967102,0.2329300045967102,0
2007-08-29,0.2391500025987625,0.2391500025987625,0.2391500025987625,0.2391500025987625,0
2007-08-30,0.24424000084400177,0.24424000084400177,0.24424000084400177,0.24424000084400177,0
2007-08-31,0.24028000235557556,0.24028000235557556,0.24028000235557556,0.24028000235557556,0
2007-09-04,0.23972000181674957,0.23972000181674957,0.23972000181674957,0.23972000181674957,265
2007-09-05,0.28154999017715454,0.28154999017715454,0.28154999017715454,0.28154999017715454,0
2007-09-06,0.2544099986553192,0.2544099986553192,0.2544099986553192,0.2544099986553192,0
2007-09-07,0.26403000950813293,0.26403000950813293,0.26403000950813293,0.26403000950813293,0
2007-09-10,0.25102001428604126,0.25102001428604126,0.25102001428604126,0.25102001428604126,0
2007-09-11,0.24085000157356262,0.24085000157356262,0.24085000157356262,0.24085000157356262,3007
2007-09-12,0.24875999987125397,0.24875999987125397,0.24875999987125397,0.24875999987125397,176876
2007-09-13,0.2221899926662445,0.2221899926662445,0.2221899926662445,0.2221899926662445,0
2007-09-14,0.2329300045967102,0.2329300045967102,0.2329300045967102,0.2329300045967102,0
2007-09-17,0.2306700050830841,0.2306700050830841,0.2306700050830841,0.2306700050830841,0
2007-09-18,0.2306700050830841,0.2306700050830841,0.2306700050830841,0.2306700050830841,221
2007-09-19,0.23802000284194946,0.23802000284194946,0.23802000284194946,0.23802000284194946,12381
2007-09-20,0.2368900030851364,0.2368900030851364,0.2368900030851364,0.2368900030851364,0
2007-09-21,0.2351900041103363,0.2351900041103363,0.2351900041103363,0.2351900041103363,1768765
2007-09-24,0.2227499932050705,0.2227499932050705,0.2227499932050705,0.2227499932050705,932
2007-09-25,0.2159699946641922,0.2159699946641922,0.2159699946641922,0.2159699946641922,0
2007-09-26,0.2199299931526184,0.2199299931526184,0.2199299931526184,0.2199299931526184,0
2007-09-27,0.22105999290943146,0.22105999290943146,0.22105999290943146,0.22105999290943146,17688
2007-09-28,0.21879999339580536,0.21879999339580536,0.21879999339580536,0.21879999339580536,0
2007-10-01,0.2238900065422058,0.2238900065422058,0.2238900065422058,0.2238900065422058,4988
2007-10-02,0.21935999393463135,0.21935999393463135,0.21935999393463135,0.21935999393463135,884
2007-10-03,0.2221899926662445,0.2221899926662445,0.2221899926662445,0.2221899926662445,0
2007-10-04,0.22161999344825745,0.22161999344825745,0.22161999344825745,0.22161999344825745,88438
2007-10-05,0.2244500070810318,0.2244500070810318,0.2244500070810318,0.2244500070810318,19345
2007-10-08,0.22558000683784485,0.22558000683784485,0.22558000683784485,0.22558000683784485,51117308
2007-10-09,0.228970006108284,0.228970006108284,0.228970006108284,0.228970006108284,0
2007-10-10,0.2306700050830841,0.2306700050830841,0.2306700050830841,0.2306700050830841,3538
2007-10-11,0.23180000483989716,0.23180000483989716,0.23180000483989716,0.23180000483989716,0
2007-10-12,0.22784000635147095,0.22784000635147095,0.22784000635147095,0.22784000635147095,0
2007-10-15,0.22784000635147095,0.22784000635147095,0.22784000635147095,0.22784000635147095,177
