Date,High_LEN,Low_LEN,Open_LEN,Close_LEN,Volume_LEN
2000-01-03,8.019911766052246,7.743362903594971,7.92772912979126,7.835546016693115,387070
2000-01-04,7.866272926330566,7.712635040283203,7.712635040283203,7.774089813232422,548163
2000-01-05,7.897000789642334,7.774089813232422,7.774089813232422,7.804818153381348,222723
2000-01-06,7.835546016693115,7.712635040283203,7.774089813232422,7.804818153381348,511144
2000-01-07,8.019911766052246,7.774089813232422,7.804818153381348,7.958456039428711,914283
2000-01-10,8.112093925476074,7.866272926330566,7.958456039428711,8.019911766052246,2106004
2000-01-11,8.050639152526855,7.866272926330566,8.050639152526855,7.866272926330566,580504
2000-01-12,8.142822265625,7.743362903594971,7.9891839027404785,7.92772912979126,908588
2000-01-13,8.235005378723145,8.050639152526855,8.050639152526855,8.112093925476074,312016
2000-01-14,8.357914924621582,8.142822265625,8.17354965209961,8.142822265625,401308
2000-01-18,8.204277038574219,8.081366539001465,8.17354965209961,8.081366539001465,681593
2000-01-19,8.17354965209961,7.897000789642334,7.897000789642334,8.019911766052246,449514
2000-01-20,8.112093925476074,7.9891839027404785,8.019911766052246,8.081366539001465,677322
2000-01-21,8.112093925476074,7.92772912979126,8.050639152526855,8.019911766052246,1111378
2000-01-24,8.112093925476074,7.9891839027404785,8.019911766052246,8.019911766052246,1095512
2000-01-25,8.081366539001465,7.92772912979126,8.050639152526855,7.958456039428711,1067647
2000-01-26,8.019911766052246,7.897000789642334,8.019911766052246,7.92772912979126,1342033
2000-01-27,8.050639152526855,7.897000789642334,7.92772912979126,7.958456039428711,817668
2000-01-28,8.019911766052246,7.743362903594971,8.019911766052246,7.743362903594971,649253
2000-01-31,7.92772912979126,7.804818153381348,7.866272926330566,7.835546016693115,455209
2000-02-01,7.92772912979126,7.835546016693115,7.866272926330566,7.866272926330566,639693
2000-02-02,7.897000789642334,7.835546016693115,7.866272926330566,7.866272926330566,311812
2000-02-03,8.357914924621582,7.866272926330566,7.897000789642334,8.050639152526855,642744
2000-02-04,8.235005378723145,8.019911766052246,8.081366539001465,8.17354965209961,2411510
2000-02-07,8.235005378723145,7.9891839027404785,8.112093925476074,8.019911766052246,1357085
2000-02-08,8.480826377868652,7.92772912979126,7.958456039428711,7.92772912979126,475142
2000-02-09,8.17354965209961,8.050639152526855,8.050639152526855,8.142822265625,359815
2000-02-10,8.112093925476074,7.897000789642334,8.112093925476074,7.958456039428711,538400
2000-02-11,7.92772912979126,7.774089813232422,7.897000789642334,7.774089813232422,303676
2000-02-14,7.866272926330566,7.743362903594971,7.866272926330566,7.804818153381348,243470
2000-02-15,8.17354965209961,7.804818153381348,7.804818153381348,8.17354965209961,582538
2000-02-16,8.081366539001465,7.866272926330566,8.050639152526855,7.866272926330566,217638
2000-02-17,9.15683364868164,7.897000789642334,7.897000789642334,8.327187538146973,2888280
2000-02-18,8.60373592376709,8.050639152526855,8.419370651245117,8.17354965209961,939505
2000-02-22,8.296460151672363,8.019911766052246,8.235005378723145,8.019911766052246,529450
2000-02-23,8.050639152526855,7.743362903594971,8.019911766052246,7.835546016693115,1203111
2000-02-24,7.958456039428711,7.497541904449463,7.958456039428711,7.743362903594971,829872
2000-02-25,7.743362903594971,7.651179790496826,7.743362903594971,7.681908130645752,265844
2000-02-28,7.835546016693115,7.589725017547607,7.651179790496826,7.835546016693115,236351
2000-02-29,8.112093925476074,7.712635040283203,7.712635040283203,8.112093925476074,278861
2000-03-01,8.296460151672363,8.019911766052246,8.081366539001465,8.296460151672363,319541
2000-03-02,8.419370651245117,8.265732765197754,8.296460151672363,8.296460151672363,262996
2000-03-03,8.60373592376709,8.357914924621582,8.419370651245117,8.388643264770508,333373
2000-03-06,8.542281150817871,8.17354965209961,8.388643264770508,8.327187538146973,320965
2000-03-07,8.388643264770508,7.9891839027404785,8.204277038574219,7.9891839027404785,192010
2000-03-08,8.204277038574219,8.050639152526855,8.050639152526855,8.142822265625,340492
2000-03-09,8.296460151672363,7.9891839027404785,7.9891839027404785,8.296460151672363,233300
2000-03-10,8.419370651245117,8.17354965209961,8.296460151672363,8.296460151672363,361442
2000-03-13,8.388643264770508,8.112093925476074,8.112093925476074,8.265732765197754,242453
2000-03-14,8.450098037719727,8.204277038574219,8.204277038574219,8.296460151672363,206248
2000-03-15,9.064650535583496,8.204277038574219,8.296460151672363,8.849557876586914,772310
2000-03-16,9.77138614654541,8.880285263061523,8.880285263061523,9.402654647827148,1270233
2000-03-17,10.201573371887207,9.648475646972656,9.709931373596191,10.201573371887207,1285691
2000-03-20,10.447394371032715,9.986479759216309,10.140117645263672,10.447394371032715,706408
2000-03-21,10.478121757507324,10.078662872314453,10.478121757507324,10.263029098510742,953539
2000-03-22,10.293755531311035,10.047934532165527,10.232300758361816,10.078662872314453,778005
2000-03-23,10.416666984558105,10.078662872314453,10.078662872314453,10.38593864440918,970421
2000-03-24,10.416666984558105,10.017207145690918,10.38593864440918,10.35521125793457,787361
2000-03-27,10.324483871459961,10.140117645263672,10.324483871459961,10.263029098510742,358798
2000-03-28,10.293755531311035,10.078662872314453,10.263029098510742,10.140117645263672,521111
2000-03-29,10.170845985412598,10.078662872314453,10.140117645263672,10.109390258789062,317304
2000-03-30,10.539576530456543,10.078662872314453,10.109390258789062,10.293755531311035,1125616
2000-03-31,10.693215370178223,10.293755531311035,10.324483871459961,10.662487983703613,569113
2000-04-03,10.601032257080078,9.863569259643555,10.570304870605469,10.140117645263672,997474
2000-04-04,10.38593864440918,9.648475646972656,10.38593864440918,9.648475646972656,626065
2000-04-05,10.263029098510742,9.525565147399902,9.525565147399902,10.078662872314453,936250
2000-04-06,10.263029098510742,10.047934532165527,10.170845985412598,10.047934532165527,398054
2000-04-07,10.232300758361816,10.047934532165527,10.078662872314453,10.078662872314453,581927
2000-04-10,10.170845985412598,9.9557523727417,10.017207145690918,9.9557523727417,569520
2000-04-11,9.986479759216309,9.77138614654541,9.986479759216309,9.80211353302002,518873
2000-04-12,10.35521125793457,9.832841873168945,9.832841873168945,10.078662872314453,531891
2000-04-13,10.293755531311035,10.109390258789062,10.170845985412598,10.109390258789062,250385
2000-04-14,10.170845985412598,9.310471534729004,10.170845985412598,9.371927261352539,593928
2000-04-17,9.34119987487793,9.033923149108887,9.249016761779785,9.15683364868164,651897
2000-04-18,9.648475646972656,9.003195762634277,9.15683364868164,9.648475646972656,540637
2000-04-19,9.648475646972656,9.464110374450684,9.525565147399902,9.556292533874512,292082
2000-04-20,9.77138614654541,9.402654647827148,9.525565147399902,9.648475646972656,321779
2000-04-24,9.679203987121582,9.34119987487793,9.648475646972656,9.34119987487793,259335
2000-04-25,9.587020874023438,9.34119987487793,9.464110374450684,9.494837760925293,615692
2000-04-26,9.464110374450684,9.218289375305176,9.464110374450684,9.249016761779785,275404
2000-04-27,9.34119987487793,9.218289375305176,9.34119987487793,9.310471534729004,303880
2000-04-28,9.371927261352539,8.941740036010742,9.34119987487793,9.15683364868164,622201
2000-05-01,9.433382034301758,9.218289375305176,9.218289375305176,9.279744148254395,187738
2000-05-02,9.249016761779785,8.972468376159668,9.15683364868164,9.003195762634277,361035
2000-05-03,9.279744148254395,8.788102149963379,8.911012649536133,9.033923149108887,725121
2000-05-04,9.279744148254395,8.972468376159668,8.972468376159668,9.095378875732422,319745
2000-05-05,9.249016761779785,8.972468376159668,8.972468376159668,9.249016761779785,540841
2000-05-08,9.18756103515625,8.818829536437988,9.18756103515625,8.849557876586914,363476
2000-05-09,9.18756103515625,8.849557876586914,8.911012649536133,8.911012649536133,884993
2000-05-10,9.003195762634277,8.60373592376709,9.003195762634277,8.60373592376709,443412
2000-05-11,9.279744148254395,8.72664737701416,8.72664737701416,9.095378875732422,519484
2000-05-12,9.402654647827148,8.941740036010742,9.15683364868164,9.218289375305176,316084
2000-05-15,9.310471534729004,8.941740036010742,9.095378875732422,9.310471534729004,233503
2000-05-16,9.494837760925293,9.15683364868164,9.310471534729004,9.464110374450684,394189
2000-05-17,9.494837760925293,9.218289375305176,9.34119987487793,9.34119987487793,482872
2000-05-18,9.433382034301758,9.15683364868164,9.279744148254395,9.15683364868164,316287
2000-05-19,8.941740036010742,8.60373592376709,8.849557876586914,8.849557876586914,501788
2000-05-22,8.972468376159668,8.542281150817871,8.972468376159668,8.849557876586914,226181
2000-05-23,8.788102149963379,8.57300853729248,8.72664737701416,8.72664737701416,194654
2000-05-24,9.310471534729004,8.72664737701416,8.818829536437988,9.18756103515625,670203
2000-05-25,9.494837760925293,9.15683364868164,9.310471534729004,9.15683364868164,897401
2000-05-26,9.279744148254395,8.880285263061523,9.279744148254395,9.003195762634277,181229
2000-05-30,9.371927261352539,9.095378875732422,9.126106262207031,9.34119987487793,200756
2000-05-31,9.587020874023438,9.249016761779785,9.249016761779785,9.279744148254395,287201
2000-06-01,9.494837760925293,8.788102149963379,9.464110374450684,8.849557876586914,375070
2000-06-02,9.80211353302002,9.095378875732422,9.095378875732422,9.679203987121582,1280403
