Date,High_^FCHI,Low_^FCHI,Open_^FCHI,Close_^FCHI,Volume_^FCHI
2020-01-02,6062.919921875,6011.2099609375,6016.60986328125,6041.5,63958300
2020-01-03,6044.16015625,5994.58984375,6007.9599609375,6044.16015625,60488000
2020-01-06,6017.97021484375,5955.25,6001.2099609375,6013.58984375,69063700
2020-01-07,6065.740234375,6000.0,6033.22021484375,6012.35009765625,69593800
2020-01-08,6031.0,5972.77001953125,5986.81005859375,6031.0,71431600
2020-01-09,6071.66015625,6034.14990234375,6066.75,6042.5498046875,67961100
2020-01-10,6057.830078125,6028.2900390625,6056.740234375,6037.10986328125,64393300
2020-01-13,6058.68994140625,6018.330078125,6040.91015625,6036.14013671875,65192400
2020-01-14,6046.1201171875,5980.0498046875,6037.4501953125,6040.89013671875,75439500
2020-01-15,6053.009765625,6011.27978515625,6042.72021484375,6032.60986328125,79851500
2020-01-16,6058.97021484375,6021.02978515625,6039.6201171875,6039.02978515625,76032900
2020-01-17,6109.81005859375,6066.2900390625,6066.2900390625,6100.72021484375,79316600
2020-01-20,6094.08984375,6071.169921875,6092.97021484375,6078.5400390625,41270000
2020-01-21,6045.990234375,5994.169921875,6034.240234375,6045.990234375,63922800
2020-01-22,6069.259765625,6005.77001953125,6053.85009765625,6010.97998046875,69408800
2020-01-23,6024.31982421875,5961.8701171875,5992.47021484375,5971.7900390625,90037200
2020-01-24,6064.5498046875,6016.77001953125,6019.60009765625,6024.259765625,82330600
2020-01-27,5942.830078125,5851.0,5924.06005859375,5863.02001953125,104036300
2020-01-28,5933.72021484375,5857.22998046875,5886.81005859375,5925.81982421875,84491600
2020-01-29,5969.72998046875,5916.22998046875,5921.97021484375,5954.89013671875,74107000
2020-01-30,5904.080078125,5846.4501953125,5886.02001953125,5871.77001953125,89992200
2020-01-31,5894.68994140625,5799.0400390625,5891.7099609375,5806.33984375,101862600
2020-02-03,5857.39990234375,5804.14013671875,5822.0400390625,5832.509765625,75677800
2020-02-04,5935.0498046875,5862.81982421875,5863.35986328125,5935.0498046875,85595000
2020-02-05,6004.330078125,5912.490234375,5919.06005859375,5985.39990234375,107839000
2020-02-06,6050.93994140625,6008.5498046875,6045.0400390625,6038.18017578125,106153100
2020-02-07,6044.97021484375,5999.9501953125,6027.5400390625,6029.75,82348500
2020-02-10,6018.31005859375,5993.91015625,6008.47998046875,6015.669921875,65703100
2020-02-11,6060.97021484375,6032.7900390625,6047.9599609375,6054.759765625,81568400
2020-02-12,6104.72998046875,6062.97021484375,6064.25,6104.72998046875,92681200
2020-02-13,6098.259765625,6028.27978515625,6076.919921875,6093.14013671875,92665700
2020-02-14,6096.06982421875,6067.14013671875,6096.06982421875,6069.35009765625,77985500
2020-02-17,6088.60009765625,6064.919921875,6079.52978515625,6085.9501953125,58001900
2020-02-18,6079.5,6039.93994140625,6042.3798828125,6056.81982421875,89930300
2020-02-19,6111.41015625,6072.66015625,6086.10986328125,6111.240234375,80156900
2020-02-20,6110.9501953125,6062.2998046875,6105.169921875,6062.2998046875,91055800
2020-02-21,6067.2900390625,5995.14013671875,6035.02978515625,6029.72021484375,97327600
2020-02-24,5884.85986328125,5765.169921875,5875.85986328125,5791.8701171875,175269600
2020-02-25,5828.4599609375,5670.7099609375,5825.3701171875,5679.68017578125,143623800
2020-02-26,5707.31005859375,5526.14013671875,5646.14013671875,5684.5498046875,161976300
2020-02-27,5613.72021484375,5421.31005859375,5571.72021484375,5495.60009765625,216328100
2020-02-28,5376.0498046875,5229.56005859375,5310.81982421875,5309.89990234375,268468000
2020-03-02,5430.0498046875,5197.56982421875,5416.02001953125,5333.52001953125,201844000
2020-03-03,5509.27978515625,5371.66015625,5408.14990234375,5393.169921875,186265500
2020-03-04,5493.25,5357.35009765625,5400.43017578125,5464.89013671875,152463500
2020-03-05,5494.16015625,5329.240234375,5490.52001953125,5361.10009765625,155475900
2020-03-06,5284.080078125,5117.56982421875,5253.81982421875,5139.10986328125,198425500
2020-03-09,4863.33984375,4691.2001953125,4845.27001953125,4707.91015625,329160800
2020-03-10,4924.83984375,4615.16015625,4770.6201171875,4636.60986328125,280309600
2020-03-11,4766.0,4603.0498046875,4716.22021484375,4610.25,206895800
2020-03-12,4404.259765625,4025.889892578125,4374.669921875,4044.260009765625,371403200
2020-03-13,4438.509765625,4055.18994140625,4234.3701171875,4118.35986328125,326461800
2020-03-16,3962.010009765625,3632.06005859375,3886.820068359375,3881.4599609375,311603900
2020-03-17,4042.4599609375,3759.0,4041.330078125,3991.780029296875,225787000
2020-03-18,3908.719970703125,3726.449951171875,3905.530029296875,3754.840087890625,214274700
2020-03-19,3909.14990234375,3691.080078125,3833.989990234375,3855.5,199534100
2020-03-20,4109.10986328125,3984.300048828125,4066.7900390625,4048.800048828125,271872900
2020-03-23,4097.81982421875,3851.169921875,3869.010009765625,3914.31005859375,195845200
2020-03-24,4242.7001953125,4038.06005859375,4087.610107421875,4242.7001953125,185439800
2020-03-25,4453.009765625,4221.31982421875,4339.7099609375,4432.2998046875,176942500
2020-03-26,4543.580078125,4296.06005859375,4332.7900390625,4543.580078125,150657300
2020-03-27,4471.3701171875,4288.66015625,4433.9501953125,4351.490234375,144021100
2020-03-30,4379.14990234375,4216.41015625,4362.08984375,4378.509765625,119404100
2020-03-31,4468.52001953125,4309.72021484375,4437.77978515625,4396.1201171875,151397700
2020-04-01,4266.68994140625,4186.4501953125,4259.93994140625,4207.240234375,141856100
2020-04-02,4265.56005859375,4143.16015625,4243.83984375,4220.9599609375,135203200
2020-04-03,4214.58984375,4142.27978515625,4204.81005859375,4154.580078125,124037700
2020-04-06,4353.2099609375,4268.52001953125,4298.5,4346.14013671875,141469800
2020-04-07,4527.60009765625,4379.27001953125,4489.39990234375,4438.27001953125,146543100
2020-04-08,4442.75,4333.08984375,4397.35986328125,4442.75,96256500
2020-04-09,4543.68994140625,4409.0400390625,4512.2998046875,4506.85009765625,126589000
2020-04-14,4577.83984375,4497.56005859375,4553.5498046875,4523.91015625,104764600
2020-04-15,4525.5,4335.58984375,4511.8701171875,4353.72021484375,119358000
2020-04-16,4418.64990234375,4318.89990234375,4402.3798828125,4350.16015625,107745200
2020-04-17,4550.77978515625,4464.08984375,4470.919921875,4499.009765625,134393000
2020-04-20,4531.33984375,4426.240234375,4531.33984375,4528.2998046875,79833400
2020-04-21,4477.31005859375,4357.4599609375,4467.490234375,4357.4599609375,98896700
2020-04-22,4417.56982421875,4361.43994140625,4382.2001953125,4411.7998046875,84195800
2020-04-23,4495.89990234375,4395.75,4450.18994140625,4451.0,90083500
2020-04-24,4448.72998046875,4366.08984375,4387.02978515625,4393.31982421875,81295300
